,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Antoine Griezmann,7.0,fr  FRA,FW,29-210,79,0,0,0,0,1,0,0,0,38,6,0,0,1,0.5,0.5,0.0,0,0,26,33,78.8,1,25,3,1,1
1,Francisco Trincão,17.0,pt  POR,RW,20-293,11,0,0,0,0,0,0,0,0,9,1,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,7,1,0,0
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-155,61,0,0,0,0,0,0,0,0,44,10,0,0,2,0.0,0.0,0.0,1,0,27,32,84.4,1,39,8,3,6
3,Ansu Fati,22.0,es  ESP,LW,17-352,29,0,0,0,0,1,0,0,0,21,2,1,0,0,0.0,0.0,0.0,1,0,6,11,54.5,0,18,5,0,3
4,Lionel Messi,10.0,ar  ARG,"RW,AM",33-115,90,0,0,0,0,3,1,0,0,53,1,0,0,1,0.3,0.3,0.1,4,0,31,43,72.1,5,44,9,3,5
5,Pedri,16.0,es  ESP,AM,17-327,61,0,0,0,0,0,0,0,0,39,7,0,0,1,0.0,0.0,0.5,2,0,30,33,90.9,3,32,5,0,1
6,Philippe Coutinho,14.0,br  BRA,"AM,DM",28-127,29,0,0,0,0,1,0,0,0,23,1,0,0,0,0.0,0.0,0.0,0,0,16,19,84.2,3,22,4,1,1
7,Frenkie de Jong,21.0,nl  NED,DM,23-158,79,0,0,0,0,0,0,0,0,64,8,0,1,1,0.0,0.0,0.0,0,0,49,56,87.5,3,48,5,1,1
8,Martin Braithwaite,9.0,dk  DEN,FW,29-134,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,2,1,1,1
9,Sergio Busquets,5.0,es  ESP,DM,32-093,90,0,0,0,0,0,0,0,0,73,13,3,0,0,0.0,0.0,0.0,0,0,61,67,91.0,1,48,0,1,1
10,Sergiño Dest,2.0,us  USA,LB,19-349,90,0,0,0,0,0,0,1,0,89,10,2,0,5,0.0,0.0,0.0,2,0,60,76,78.9,5,61,16,2,3
11,Clément Lenglet,15.0,fr  FRA,CB,25-122,90,0,0,0,0,0,0,0,0,88,9,3,1,2,0.0,0.0,0.0,0,0,71,77,92.2,2,66,3,0,0
12,Gerard Piqué,3.0,es  ESP,CB,33-258,90,0,0,0,0,1,0,1,0,98,6,1,1,1,0.1,0.1,0.2,1,0,85,90,94.4,4,73,2,0,0
13,Sergi Roberto,20.0,es  ESP,RB,28-253,86,0,0,0,0,0,0,1,0,75,3,0,0,1,0.0,0.0,0.0,0,0,62,70,88.6,4,53,4,3,3
14,Riqui Puig,12.0,es  ESP,RB,21-065,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,9,1,0,0
15,Neto,13.0,br  BRA,GK,31-090,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,31,33,93.9,0,21,0,0,0
16,16 Players,,,,,990,0,0,0,0,7,1,3,0,760,77,10,3,15,0.9,0.9,0.8,11,0,569,659,86.3,34,568,67,16,26
