,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Cucho,23.0,co  COL,FW,21-180,88,19,19,0,0,1,2,1,1,0,0,0,0,9,5,5,3,14,0,0,0,15,0,0,0,1
1,David Timor,24.0,es  ESP,FW,31-000,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2,Jaime Mata,7.0,es  ESP,FW,31-359,70,19,19,0,0,0,2,0,2,0,0,0,0,11,5,3,3,12,2,0,1,13,0,0,0,3
3,Enes Ünal,10.0,tr  TUR,FW,23-160,20,6,6,0,0,1,1,0,0,0,0,0,0,1,2,3,0,2,3,0,1,4,0,0,0,0
4,Marc Cucurella,15.0,es  ESP,LM,22-087,90,29,22,7,2,0,5,1,3,3,1,0,0,16,7,6,19,6,1,2,0,19,0,1,0,1
5,Allan Nyom,12.0,cm  CMR,RM,32-160,90,21,17,4,0,0,0,1,2,0,0,0,0,7,3,11,4,8,5,4,0,8,1,2,1,3
6,Mauro Arambarri,18.0,uy  URU,DM,25-017,89,25,21,4,0,0,3,6,3,4,2,2,0,6,5,14,0,23,2,0,0,15,0,1,0,2
7,Victor Mollejo,26.0,es  ESP,FW,19-270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Nemanja Maksimović,20.0,rs  SRB,DM,25-265,90,17,15,2,1,0,1,1,0,0,0,0,0,11,3,3,4,11,2,0,0,13,0,0,0,0
9,Mathías Olivera,17.0,uy  URU,LB,22-352,90,22,20,2,0,0,2,1,3,0,0,0,0,12,3,7,18,2,0,2,0,15,0,0,0,1
10,Erick Cabaco,3.0,uy  URU,CB,25-181,90,12,12,0,0,0,5,2,0,0,0,0,0,4,3,5,1,6,3,0,0,8,0,0,1,0
11,Djené,2.0,tg  TOG,CB,28-291,90,12,12,0,0,0,2,0,0,0,0,0,0,9,0,3,2,10,0,0,0,9,0,0,0,0
12,Damián Suárez,22.0,uy  URU,RB,32-173,90,37,23,14,5,0,2,2,1,0,0,0,0,11,8,18,5,21,1,9,1,19,0,1,1,3
13,David Soria,13.0,es  ESP,GK,27-196,90,28,17,11,3,0,0,1,0,0,0,0,0,1,0,27,0,21,0,0,0,7,0,2,0,0
14,14 Players,,,,,990,249,205,44,11,2,25,16,15,7,3,2,0,99,45,105,60,136,20,17,3,145,1,7,3,14
