,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Antoine Griezmann,7.0,fr  FRA,FW,29-210,79,38,1,5,24,9,1,36,1,1,100.0,1,0,25,116,40,3,0,1,1,0,43,32,74.4,5
1,Francisco Trincão,17.0,pt  POR,RW,20-293,11,9,0,1,1,7,0,8,0,0,,0,0,7,27,7,1,0,0,0,2,10,7,70.0,2
2,Ousmane Dembélé,11.0,fr  FRA,LW,23-155,61,44,0,5,22,24,1,44,3,6,50.0,5,0,39,272,153,8,2,0,4,2,50,39,78.0,3
3,Ansu Fati,22.0,es  ESP,LW,17-352,29,21,0,2,5,14,3,21,0,3,0.0,0,0,18,102,80,5,0,0,0,2,21,15,71.4,5
4,Lionel Messi,10.0,ar  ARG,"RW,AM",33-115,90,53,0,1,30,26,2,47,3,5,60.0,3,0,44,267,158,9,4,0,0,2,46,42,91.3,3
5,Pedri,16.0,es  ESP,AM,17-327,61,39,0,4,27,10,1,39,0,1,0.0,0,0,32,170,63,5,2,0,3,0,43,34,79.1,2
6,Philippe Coutinho,14.0,br  BRA,"AM,DM",28-127,29,23,0,1,15,9,1,23,1,1,100.0,1,0,22,69,57,4,0,1,1,1,20,19,95.0,3
7,Frenkie de Jong,21.0,nl  NED,DM,23-158,79,64,6,19,43,6,0,64,1,1,100.0,1,0,48,418,219,5,0,0,0,2,51,49,96.1,0
8,Martin Braithwaite,9.0,dk  DEN,FW,29-134,11,2,0,0,0,2,1,2,1,1,100.0,1,0,2,28,21,1,0,1,0,0,4,2,50.0,2
9,Sergio Busquets,5.0,es  ESP,DM,32-093,90,73,2,16,50,10,0,69,1,1,100.0,1,0,48,162,86,0,0,0,0,0,62,55,88.7,1
10,Sergiño Dest,2.0,us  USA,LB,19-349,90,89,1,14,47,33,1,80,2,3,66.7,2,0,61,351,275,16,4,0,2,3,67,61,91.0,3
11,Clément Lenglet,15.0,fr  FRA,CB,25-122,90,88,11,42,49,2,0,82,0,0,,0,0,66,350,184,3,0,0,2,2,60,57,95.0,0
12,Gerard Piqué,3.0,es  ESP,CB,33-258,90,98,16,49,58,3,2,98,0,0,,0,0,73,561,328,2,0,0,0,0,73,72,98.6,4
13,Sergi Roberto,20.0,es  ESP,RB,28-253,86,75,3,20,47,14,0,70,3,3,100.0,3,0,53,199,76,4,1,0,0,1,65,58,89.2,4
14,Riqui Puig,12.0,es  ESP,RB,21-065,4,10,0,2,7,1,0,9,0,0,,0,0,9,124,35,1,0,0,0,0,9,9,100.0,1
15,Neto,13.0,br  BRA,GK,31-090,90,34,33,34,0,0,0,27,0,0,,0,0,21,107,75,0,0,0,0,0,18,18,100.0,0
16,16 Players,,,,,990,760,73,215,425,170,13,719,16,26,61.5,18,0,568,3323,1857,67,13,3,13,17,642,569,88.6,38
