,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-15,17:30,La Liga,Matchweek 1,Sun,Away,W,2.0,1.0,Celta Vigo,1.4,2.1,48.0,5401.0,Koke,3-5-2,José Luis Munuera,Match Report,
1,2021-08-22,19:30,La Liga,Matchweek 2,Sun,Home,W,1.0,0.0,Elche,1.3,0.2,43.0,24926.0,Koke,3-5-2,Ricardo de Burgos,Match Report,
2,2021-08-29,22:00,La Liga,Matchweek 3,Sun,Home,,,,Villarreal,,,,,,,,Head-to-Head,
3,2021-09-12,,La Liga,Matchweek 4,Sun,Away,,,,Espanyol,,,,,,,,Head-to-Head,
4,2021-09-15,21:00,Champions Lg,Group stage,Wed,Home,,,,pt  Porto,,,,,,,,Head-to-Head,
5,2021-09-19,,La Liga,Matchweek 5,Sun,Home,,,,Athletic Club,,,,,,,,Head-to-Head,
6,2021-09-22,,La Liga,Matchweek 6,Wed,Away,,,,Getafe,,,,,,,,Head-to-Head,
7,2021-09-26,,La Liga,Matchweek 7,Sun,Away,,,,Alavés,,,,,,,,Head-to-Head,
8,2021-09-28,21:00,Champions Lg,Group stage,Tue,Away,,,,it  Milan,,,,,,,,Head-to-Head,
9,2021-10-03,,La Liga,Matchweek 8,Sun,Home,,,,Barcelona,,,,,,,,Head-to-Head,
10,2021-10-17,,La Liga,Matchweek 9,Sun,Away,,,,Granada,,,,,,,,Head-to-Head,
11,2021-10-19,21:00,Champions Lg,Group stage,Tue,Home,,,,eng  Liverpool,,,,,,,,Head-to-Head,
12,2021-10-24,,La Liga,Matchweek 10,Sun,Home,,,,Real Sociedad,,,,,,,,Head-to-Head,
13,2021-10-27,,La Liga,Matchweek 11,Wed,Away,,,,Levante,,,,,,,,Head-to-Head,
14,2021-10-31,,La Liga,Matchweek 12,Sun,Home,,,,Betis,,,,,,,,Head-to-Head,
15,2021-11-03,20:00,Champions Lg,Group stage,Wed,Away,,,,eng  Liverpool,,,,,,,,Head-to-Head,
16,2021-11-07,,La Liga,Matchweek 13,Sun,Away,,,,Valencia,,,,,,,,Head-to-Head,
17,2021-11-21,,La Liga,Matchweek 14,Sun,Home,,,,Osasuna,,,,,,,,Head-to-Head,
18,2021-11-24,21:00,Champions Lg,Group stage,Wed,Home,,,,it  Milan,,,,,,,,Head-to-Head,
19,2021-11-28,,La Liga,Matchweek 15,Sun,Away,,,,Cádiz,,,,,,,,Head-to-Head,
20,2021-12-05,,La Liga,Matchweek 16,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
21,2021-12-07,20:00,Champions Lg,Group stage,Tue,Away,,,,pt  Porto,,,,,,,,Head-to-Head,
22,2021-12-12,,La Liga,Matchweek 17,Sun,Away,,,,Real Madrid,,,,,,,,Head-to-Head,
23,2021-12-19,,La Liga,Matchweek 18,Sun,Away,,,,Sevilla,,,,,,,,Head-to-Head,
24,2022-01-02,,La Liga,Matchweek 19,Sun,Home,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
25,2022-01-09,,La Liga,Matchweek 20,Sun,Away,,,,Villarreal,,,,,,,,Head-to-Head,
26,2022-01-13,,Supercopa de España,Semi-finals,Thu,Home,,,,Athletic Club,,,,,,,,Head-to-Head,
27,2022-01-19,,La Liga,Matchweek 21,Wed,Home,,,,Levante,,,,,,,,Head-to-Head,
28,2022-01-23,,La Liga,Matchweek 22,Sun,Home,,,,Valencia,,,,,,,,Head-to-Head,
29,2022-02-06,,La Liga,Matchweek 23,Sun,Away,,,,Barcelona,,,,,,,,Head-to-Head,
30,2022-02-13,,La Liga,Matchweek 24,Sun,Home,,,,Getafe,,,,,,,,Head-to-Head,
31,2022-02-20,,La Liga,Matchweek 25,Sun,Away,,,,Osasuna,,,,,,,,Head-to-Head,
32,2022-02-27,,La Liga,Matchweek 26,Sun,Home,,,,Celta Vigo,,,,,,,,Head-to-Head,
33,2022-03-06,,La Liga,Matchweek 27,Sun,Away,,,,Betis,,,,,,,,Head-to-Head,
34,2022-03-13,,La Liga,Matchweek 28,Sun,Home,,,,Cádiz,,,,,,,,Head-to-Head,
35,2022-03-20,,La Liga,Matchweek 29,Sun,Away,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
36,2022-04-03,,La Liga,Matchweek 30,Sun,Home,,,,Alavés,,,,,,,,Head-to-Head,
37,2022-04-10,,La Liga,Matchweek 31,Sun,Away,,,,Mallorca,,,,,,,,Head-to-Head,
38,2022-04-17,,La Liga,Matchweek 32,Sun,Home,,,,Espanyol,,,,,,,,Head-to-Head,
39,2022-04-20,,La Liga,Matchweek 33,Wed,Home,,,,Granada,,,,,,,,Head-to-Head,
40,2022-05-01,,La Liga,Matchweek 34,Sun,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
41,2022-05-08,,La Liga,Matchweek 35,Sun,Home,,,,Real Madrid,,,,,,,,Head-to-Head,
42,2022-05-11,,La Liga,Matchweek 36,Wed,Away,,,,Elche,,,,,,,,Head-to-Head,
43,2022-05-15,,La Liga,Matchweek 37,Sun,Home,,,,Sevilla,,,,,,,,Head-to-Head,
44,2022-05-22,,La Liga,Matchweek 38,Sun,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
