,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
178,Gorka Elustondo,es  ESP,"MF,DF",Athletic Club,28,1987,11,471,43,13.8,5.2,4,83,3,7,20,11,1.82,4,6,-2,-0.38,-0.84
179,Adri Embarba,es  ESP,MF,Rayo Vallecano,23,1992,28,1832,65,53.6,20.4,19,77,11,9,41,5,0.86,30,38,-8,-0.39,+0.34
180,Sergi Enrich,es  ESP,FW,Eibar,25,1990,38,2422,64,70.8,26.9,25,85,13,13,22,0,1.13,35,45,-10,-0.37,-0.19
181,Javier Eraso,es  ESP,MF,Athletic Club,25,1990,16,783,49,22.9,8.7,8,79,4,8,19,13,1.31,5,19,-14,-1.61,-2.53
182,Jon Errasti,es  ESP,MF,Eibar,27,1988,0,,,,,0,,0,0,,1,,,,,,
183,Gonzalo Escalante,ar  ARG,MF,Eibar,22,1993,34,2821,83,82.5,31.3,32,86,23,2,33,0,1.12,38,48,-10,-0.32,-0.02
184,Aarón Escandell,es  ESP,GK,Málaga,19,1995,0,,,,,0,,0,0,,7,,,,,,
185,Sergio Escudero,es  ESP,"DF,MF",Sevilla,25,1989,15,1172,78,34.3,13.0,13,87,11,2,23,5,1.13,14,19,-5,-0.38,-0.62
186,Fábio Espinho,pt  POR,MF,Málaga,29,1985,2,89,45,2.6,1.0,0,,0,2,45,6,1.50,1,0,+1,+1.01,+0.96
187,Bernardo Espinosa,co  COL,DF,Sporting Gijón,26,1989,16,1336,84,39.1,14.8,16,84,14,0,,0,0.94,14,22,-8,-0.54,+0.07
188,Asier Etxaburu,es  ESP,MF,Eibar,21,1994,0,,,,,0,,0,0,,2,,,,,,
189,Beñat Etxebarria,es  ESP,MF,Athletic Club,28,1987,36,2894,80,84.6,32.2,32,87,22,4,28,1,1.61,51,36,+15,+0.47,+0.81
190,Xabier Etxeita,es  ESP,DF,Athletic Club,27,1987,30,2485,83,72.7,27.6,28,88,26,2,11,3,1.80,44,35,+9,+0.33,-0.06
191,Fabricio,es  ESP,GK,La Coruña,27,1987,0,,,,,0,,0,0,,1,,,,,,
192,Fayçal Fajr,ma  MAR,MF,La Coruña,26,1988,38,2843,75,83.1,31.6,31,86,24,7,24,0,1.11,38,50,-12,-0.38,+0.24
193,Luis Fariña,ar  ARG,"FW,MF",Rayo Vallecano,24,1991,3,55,18,1.6,0.6,0,,0,3,18,5,0.33,0,0,0,0.00,+0.56
194,Federico Fazio,ar  ARG,DF,Sevilla,28,1987,4,294,74,8.6,3.3,4,74,3,0,,3,0.50,3,5,-2,-0.61,-0.70
195,Zouhair Feddal,ma  MAR,DF,Levante,26,1989,28,2519,90,73.7,28.0,28,90,27,0,,5,0.82,27,50,-23,-0.82,+0.18
196,Sofiane Feghouli,dz  ALG,"FW,MF",Valencia,25,1989,21,1262,60,36.9,14.0,13,83,9,8,24,0,1.29,15,19,-4,-0.29,-0.37
197,Andrés Fernández,es  ESP,GK,Granada,28,1986,37,3329,90,97.3,37.0,37,90,36,0,,0,1.03,44,66,-22,-0.59,+0.39
198,Borja Fernández,es  ESP,MF,Celta Vigo,19,1995,4,133,33,3.9,1.5,1,90,1,3,14,5,1.00,0,4,-4,-2.71,-2.60
199,Carlos Fernández,es  ESP,FW,Sevilla,19,1996,1,28,28,0.8,0.3,0,,0,1,28,1,0.00,1,3,-2,-6.43,-6.51
200,Diogo Figueiras,pt  POR,"MF,DF",Sevilla,24,1991,4,277,69,8.1,3.1,4,69,2,0,,5,0.25,1,6,-5,-1.62,-1.80
201,Egor Filipenko,by  BLR,"DF,MF",Málaga,27,1988,8,562,70,16.4,6.2,6,77,4,2,50,17,1.75,9,7,+2,+0.32,+0.29
202,Andreu Fontàs,es  ESP,DF,Celta Vigo,25,1989,7,540,77,15.8,6.0,6,85,5,1,33,1,1.86,12,12,0,0.00,+0.25
203,Pablo Fornals,es  ESP,MF,Málaga,19,1996,27,1295,48,37.9,14.4,12,80,6,15,23,6,1.56,14,16,-2,-0.14,-0.35
204,Dimitri Foulquier,fr  FRA,DF,Granada,22,1993,21,1528,73,44.7,17.0,16,87,15,5,27,9,0.86,20,37,-17,-1.00,-0.72
205,Hugo Fraile,es  ESP,MF,Sporting Gijón,28,1987,3,84,28,2.5,0.9,1,45,0,2,20,2,1.00,0,4,-4,-4.29,-3.80
206,Javi Fuego,es  ESP,MF,Valencia,31,1984,26,2044,79,59.8,22.7,23,87,19,3,18,3,1.31,32,27,+5,+0.22,+0.68
207,Gabi,es  ESP,MF,Atlético Madrid,32,1983,35,2877,82,84.1,32.0,34,84,27,1,33,0,2.26,57,16,+41,+1.28,+0.62
208,Borja Galán,es  ESP,MF,Getafe,22,1993,0,,,,,0,,0,0,,1,,,,,,
209,Kévin Gameiro,fr  FRA,FW,Sevilla,28,1987,31,2083,67,60.9,23.1,22,85,13,9,24,0,1.45,38,31,+7,+0.30,+0.71
210,Jesús Gámez,es  ESP,DF,Atlético Madrid,30,1985,10,728,73,21.3,8.1,7,90,7,3,33,22,2.10,12,4,+8,+0.99,-0.25
211,Alberto García,es  ESP,GK,Sporting Gijón,30,1985,6,540,90,15.8,6.0,6,90,6,0,,31,1.17,10,13,-3,-0.50,+0.09
212,Dani García,es  ESP,MF,Eibar,25,1990,35,3052,87,89.2,33.9,35,87,30,0,,0,1.11,41,52,-11,-0.32,-0.08
213,David García,es  ESP,DF,Las Palmas,33,1982,19,1607,85,47.0,17.9,18,86,14,1,64,16,1.42,25,22,+3,+0.17,+0.71
214,Rubén García,es  ESP,"FW,MF",Levante,22,1993,22,1018,46,29.8,11.3,9,80,5,13,23,6,0.50,14,25,-11,-0.97,-0.15
215,Samu García,es  ESP,"MF,FW",Villarreal,25,1990,16,766,48,22.4,8.5,7,80,5,9,23,10,1.31,9,12,-3,-0.35,-0.76
216,Javier Garrido,es  ESP,DF,Las Palmas,30,1985,18,1575,88,46.1,17.5,18,88,17,0,,8,1.28,20,24,-4,-0.23,-0.03
217,Mario Gaspar,es  ESP,DF,Villarreal,24,1990,33,2874,87,84.0,31.9,32,89,31,1,29,1,1.48,32,33,-1,-0.03,-1.68
218,Ander Gayoso,es  ESP,DF,Eibar,22,1993,1,6,6,0.2,0.1,0,,0,1,6,0,0.00,0,0,0,0.00,+0.32
219,Nabil Ghilas,dz  ALG,FW,Levante,25,1990,20,1013,51,29.6,11.3,10,79,4,10,22,4,0.50,7,23,-16,-1.42,-0.79
220,Nacho Gil,es  ESP,MF,Valencia,19,1995,0,,,,,0,,0,0,,1,,,,,,
221,Dani Giménez,es  ESP,GK,Betis,32,1983,3,208,69,6.1,2.3,2,90,2,1,28,34,1.33,3,2,+1,+0.43,+0.97
222,Diego Godín,uy  URU,DF,Atlético Madrid,29,1986,31,2648,85,77.4,29.4,31,85,28,0,,1,2.35,46,11,+35,+1.19,+0.02
223,Henok Goitom,er  ERI,FW,Getafe,30,1984,2,125,63,3.7,1.4,1,90,1,1,35,0,0.00,0,3,-3,-2.16,-1.42
224,David Goldar,es  ESP,DF,Celta Vigo,20,1994,1,90,90,2.6,1.0,1,90,1,0,,2,0.00,0,3,-3,-3.00,-2.86
225,André Gomes,pt  POR,MF,Valencia,22,1993,30,2375,79,69.4,26.4,27,85,20,3,31,0,1.17,39,35,+4,+0.15,+0.67
226,David Gómez,es  ESP,GK,La Coruña,21,1994,0,,,,,0,,0,0,,4,,,,,,
227,Ibai Gómez,es  ESP,MF,Athletic Club,25,1989,5,115,23,3.4,1.3,1,45,0,4,18,3,1.20,1,2,-1,-0.78,-1.16
228,Moi Gómez,es  ESP,MF,Getafe,21,1994,22,918,42,26.8,10.2,9,76,3,13,18,11,0.86,12,17,-5,-0.49,+0.41
229,Sergi Gómez,es  ESP,DF,Celta Vigo,23,1992,31,2617,84,76.5,29.1,29,90,29,2,4,4,1.58,33,44,-11,-0.38,-0.71
230,Vicente Gómez,es  ESP,MF,Las Palmas,26,1988,21,1463,70,42.8,16.3,16,86,13,5,17,4,1.29,18,21,-3,-0.18,+0.05
231,Ian Gonzalez Nieto,es  ESP,FW,Getafe,22,1993,1,13,13,0.4,0.1,0,,0,1,13,0,0.00,0,0,0,0.00,+0.79
232,Abraham González,es  ESP,MF,Espanyol,30,1985,20,1101,55,32.2,12.2,13,76,6,7,16,4,1.00,16,20,-4,-0.33,+0.84
233,Adrián González,es  ESP,MF,Eibar,27,1988,32,2227,70,65.1,24.7,26,81,14,6,20,2,1.13,33,42,-9,-0.36,-0.14
234,Álvaro González,es  ESP,DF,Espanyol,25,1990,36,3226,90,94.3,35.8,36,90,35,0,,0,1.19,39,67,-28,-0.78,+2.00
235,Bruno González,es  ESP,DF,Betis,25,1990,32,2795,87,81.7,31.1,32,87,30,0,,2,1.28,29,35,-6,-0.19,+1.53
236,Carlos González,es  ESP,FW,Las Palmas,18,1997,0,,,,,0,,0,0,,1,,,,,,
237,Diego González,es  ESP,DF,Sevilla,20,1995,2,108,54,3.2,1.2,1,90,1,1,18,1,0.00,1,6,-5,-4.17,-4.33
238,Mikel González,es  ESP,DF,Real Sociedad,29,1985,19,1552,82,45.4,17.2,17,88,15,2,26,13,1.79,26,21,+5,+0.29,+0.68
239,Esteban Granero,es  ESP,MF,Real Sociedad,28,1987,15,837,56,24.5,9.3,9,77,5,6,24,6,1.20,11,13,-2,-0.22,-0.18
240,Antoine Griezmann,fr  FRA,FW,Atlético Madrid,24,1991,38,3043,80,89.0,33.8,36,82,20,2,41,0,2.32,57,15,+42,+1.24,+0.53
241,Vicente Guaita,es  ESP,GK,Getafe,28,1987,38,3420,90,100.0,38.0,38,90,38,0,,0,0.95,37,67,-30,-0.79,
242,Javi Guerra,es  ESP,FW,Rayo Vallecano,33,1982,30,2090,70,61.1,23.2,23,83,15,7,26,2,1.03,29,47,-18,-0.78,-0.57
243,John Guidetti,se  SWE,FW,Celta Vigo,23,1992,35,1246,36,36.4,13.8,12,74,2,23,15,2,1.69,20,17,+3,+0.22,+0.67
244,Alberto Guitián,es  ESP,DF,Sporting Gijón,25,1990,1,90,90,2.6,1.0,1,90,1,0,,3,0.00,0,2,-2,-2.00,-1.46
245,Gerard Gumbau,es  ESP,MF,Barcelona,20,1994,3,45,15,1.3,0.5,0,,0,3,15,7,3.00,2,2,0,0.00,-2.21
246,Carlos Gurpegui,es  ESP,DF,Athletic Club,34,1980,15,1143,76,33.4,12.7,12,89,10,3,26,20,1.67,17,13,+4,+0.31,-0.04
247,Jonás Gutiérrez,ar  ARG,MF,La Coruña,32,1983,15,400,27,11.7,4.4,3,58,0,12,19,8,1.13,3,13,-10,-2.25,-2.07
248,Munir El Haddadi,ma  MAR,"FW,MF",Barcelona,19,1995,15,827,55,24.2,9.2,8,77,4,7,31,22,2.27,27,9,+18,+1.96,-0.30
249,Izet Hajrović,ba  BIH,MF,Eibar,23,1991,7,177,25,5.2,2.0,2,65,0,5,10,18,0.29,1,1,0,0.00,+0.33
250,Alen Halilović,hr  CRO,MF,Sporting Gijón,19,1996,36,2347,65,68.6,26.1,24,82,15,12,31,0,0.97,25,51,-26,-1.00,-1.33
251,Uche Henry Agbo,ng  NGA,MF,Granada,19,1995,6,256,43,7.5,2.8,3,63,1,3,23,4,0.67,0,7,-7,-2.46,-2.01
252,Hernán,es  ESP,"MF,DF",Las Palmas,24,1990,18,928,52,27.1,10.3,11,73,5,7,19,2,0.94,8,16,-8,-0.78,-0.78
253,Héctor Hernández,es  ESP,"DF,FW",Real Sociedad,24,1991,13,401,31,11.7,4.5,4,82,3,9,8,9,1.31,9,10,-1,-0.22,-0.16
254,Lucas Hernández,fr  FRA,DF,Atlético Madrid,19,1996,10,836,84,24.4,9.3,8,90,8,2,58,6,2.70,22,6,+16,+1.72,+0.71
255,Luis Hernández,es  ESP,DF,Sporting Gijón,26,1989,36,3223,90,94.2,35.8,36,90,35,0,,0,1.08,39,55,-16,-0.45,+2.29
256,Theo Hernández,fr  FRA,DF,Atlético Madrid,17,1997,0,,,,,0,,0,0,,1,,,,,,
257,Iago Herrerín,es  ESP,GK,Athletic Club,27,1988,2,175,88,5.1,1.9,1,90,1,1,85,36,1.50,5,8,-3,-1.54,-1.99
258,Ricardo Horta,pt  POR,MF,Málaga,20,1994,17,778,46,22.7,8.6,9,64,0,8,26,12,0.76,5,10,-5,-0.58,-0.85
259,Robert Ibáñez,es  ESP,"MF,FW",Granada,22,1993,18,700,39,20.5,7.8,7,66,0,11,22,9,0.72,8,18,-10,-1.29,-0.86
260,Vicente Iborra,es  ESP,MF,Sevilla,27,1988,29,1736,60,50.8,19.3,21,75,8,8,19,7,1.28,26,32,-6,-0.31,-0.69
261,Borja Iglesias,es  ESP,FW,Celta Vigo,22,1993,0,,,,,0,,0,0,,2,,,,,,
262,Asier Illarramendi,es  ESP,MF,Real Sociedad,25,1990,33,2845,86,83.2,31.6,32,88,29,1,28,0,1.30,41,40,+1,+0.03,+0.66
263,Ciro Immobile,it  ITA,FW,Sevilla,25,1990,8,332,42,9.7,3.7,4,68,0,4,16,5,1.50,4,3,+1,+0.27,+0.27
264,Andrés Iniesta,es  ESP,MF,Barcelona,31,1984,28,2245,80,65.6,24.9,25,86,20,3,34,6,2.36,67,17,+50,+2.00,-0.52
265,Pablo Íñiguez,es  ESP,"DF,MF",Villarreal,21,1994,0,,,,,0,,0,0,,7,,,,,,
266,Takashi Inui,jp  JPN,MF,Eibar,27,1988,27,1622,60,47.4,18.0,18,79,6,9,23,5,1.04,24,30,-6,-0.33,-0.03
267,Gorka Iraizoz,es  ESP,GK,Athletic Club,34,1981,37,3243,88,94.8,36.0,37,88,36,0,,0,1.59,53,37,+16,+0.44,+1.97
268,Xabi Irureta,es  ESP,GK,Eibar,29,1986,5,450,90,13.2,5.0,5,90,5,0,,33,1.75,12,8,+4,+0.80,+1.28
269,Isco,es  ESP,"MF,FW",Real Madrid,23,1992,31,1823,59,53.3,20.3,21,77,8,10,22,5,2.29,58,15,+43,+2.12,+0.26
270,Manuel Iturra,cl  CHI,MF,Rayo Vallecano,31,1984,6,383,64,11.2,4.3,4,75,2,2,41,2,0.67,6,9,-3,-0.70,-0.17
271,Ander Iturraspe,es  ESP,MF,Athletic Club,26,1989,16,701,44,20.5,7.8,7,70,2,9,23,6,1.13,10,11,-1,-0.13,-0.59
272,Ivi,es  ESP,"FW,MF",Sevilla,21,1994,0,,,,,0,,0,0,,1,,,,,,
273,Jesé,es  ESP,FW,Real Madrid,22,1993,28,840,30,24.6,9.3,7,66,0,21,18,7,2.39,28,7,+21,+2.25,+0.33
274,Joaquín,es  ESP,MF,Betis,34,1981,30,1956,65,57.2,21.7,22,79,8,8,28,2,1.30,22,24,-2,-0.09,+0.89
275,Bojan Jokić,si  SVN,DF,Villarreal,29,1986,2,125,63,3.7,1.4,2,63,1,0,,6,1.50,1,0,+1,+0.72,+0.50
276,Jonathas,br  BRA,FW,Real Sociedad,26,1989,27,1607,60,47.0,17.9,17,85,12,10,16,3,1.04,24,24,0,0.00,+0.15
277,Jony,es  ESP,MF,Sporting Gijón,24,1991,36,2863,80,83.7,31.8,33,85,20,3,24,1,1.00,32,47,-15,-0.47,+0.66
278,Joan Jordán,es  ESP,MF,Espanyol,21,1994,9,626,70,18.3,7.0,5,88,4,4,47,10,0.22,3,21,-18,-2.59,-2.07
279,Jordi,es  ESP,DF,Betis,28,1987,3,167,56,4.9,1.9,2,80,1,1,8,6,1.00,0,3,-3,-1.62,-1.20
280,Willian José,br  BRA,FW,Las Palmas,23,1991,30,1733,58,50.7,19.3,19,81,14,11,17,4,1.20,23,28,-5,-0.26,-0.10
281,Jota,es  ESP,MF,Eibar,24,1991,13,694,53,20.3,7.7,8,73,5,5,22,2,0.69,8,19,-11,-1.43,-1.39
282,Jozabed,es  ESP,MF,Rayo Vallecano,24,1991,27,2059,76,60.2,22.9,24,82,18,3,32,4,1.04,37,48,-11,-0.48,+0.18
283,Miguel Juan Llambrich,es  ESP,DF,Villarreal,19,1996,0,,,,,0,,0,0,,1,,,,,,
284,Juancho,co  COL,FW,Rayo Vallecano,19,1996,0,,,,,0,,0,0,,1,,,,,,
285,Juankar,es  ESP,"MF,DF",Málaga,25,1990,19,1248,66,36.5,13.9,14,84,10,5,15,0,1.37,11,11,0,0.00,-0.12
286,Juanpi,ve  VEN,MF,Málaga,21,1994,29,1618,56,47.3,18.0,18,78,6,11,20,4,1.48,21,16,+5,+0.28,+0.38
287,David Juncà,es  ESP,DF,Eibar,21,1993,31,2339,75,68.4,26.0,25,88,23,6,25,2,1.00,30,47,-17,-0.65,-1.07
288,Foued Kadir,dz  ALG,MF,Betis,31,1983,8,481,60,14.1,5.3,6,69,1,2,33,3,0.88,5,8,-3,-0.56,-0.10
289,Gaël Kakuta,cd  COD,MF,Sevilla,24,1991,2,47,24,1.4,0.5,1,30,0,1,17,1,2.00,2,0,+2,+3.83,+3.86
290,Carlos Kameni,cm  CMR,GK,Málaga,31,1984,28,2466,88,72.1,27.4,28,88,27,0,,3,1.18,25,25,0,0.00,-0.28
291,Nikolaos Karabelas,gr  GRE,DF,Levante,30,1984,1,90,90,2.6,1.0,1,90,1,0,,9,0.00,0,1,-1,-1.00,-0.14
292,Keko,es  ESP,MF,Eibar,23,1991,29,2307,80,67.5,25.6,27,84,16,2,13,0,1.31,39,42,-3,-0.12,+0.61
293,Ivan Kelava,hr  CRO,GK,Granada,27,1988,0,,,,,0,,0,0,,24,,,,,,
294,Koke,es  ESP,MF,Atlético Madrid,23,1992,35,2967,85,86.8,33.0,34,86,28,1,45,0,2.40,53,16,+37,+1.12,-0.47
295,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,23,1991,29,2385,82,69.7,26.5,26,87,24,3,41,8,1.34,36,35,+1,+0.04,+0.04
296,Yevhen Konoplyanka,ua  UKR,MF,Sevilla,25,1989,32,1620,51,47.4,18.0,15,77,7,17,27,4,1.31,28,24,+4,+0.22,+0.37
297,Mateo Kovačić,hr  CRO,MF,Real Madrid,21,1994,25,1037,41,30.3,11.5,8,80,2,17,24,10,2.48,30,11,+19,+1.65,-0.50
298,Matías Kranevitter,ar  ARG,MF,Atlético Madrid,22,1993,8,329,41,9.6,3.7,3,81,2,5,17,4,2.38,6,4,+2,+0.55,-0.70
299,Rene Krhin,si  SVN,MF,Granada,25,1990,24,1434,60,41.9,15.9,16,83,12,8,14,9,1.13,20,31,-11,-0.69,-0.15
300,Michael Krohn-Dehli,dk  DEN,MF,Sevilla,32,1983,27,1663,62,48.6,18.5,16,86,13,11,26,1,1.81,31,23,+8,+0.43,+0.79
301,Toni Kroos,de  GER,MF,Real Madrid,25,1990,32,2738,86,80.1,30.4,32,86,25,0,,3,2.34,85,31,+54,+1.78,-1.13
302,Grzegorz Krychowiak,pl  POL,MF,Sevilla,25,1990,26,2270,87,66.4,25.2,25,89,24,1,45,0,1.27,32,33,-1,-0.04,-0.20
303,Alberto de la Bella,es  ESP,DF,Real Sociedad,29,1985,15,1248,83,36.5,13.9,14,89,13,1,9,15,1.27,13,16,-3,-0.22,-0.22
304,De La Calzada,es  ESP,GK,Betis,20,1994,0,,,,,0,,0,0,,2,,,,,,
305,Mehdi Lacen,dz  ALG,MF,Getafe,31,1984,31,2660,86,77.8,29.6,31,86,27,0,,1,1.03,31,50,-19,-0.64,+0.66
306,Ángel Lafita,es  ESP,MF,Getafe,30,1984,14,1014,72,29.6,11.3,12,80,4,2,30,0,1.00,11,15,-4,-0.36,+0.62
307,Roberto Lago,es  ESP,DF,Getafe,29,1985,17,1367,80,40.0,15.2,17,80,13,0,,1,1.29,17,25,-8,-0.53,+0.44
308,Aymeric Laporte,es  ESP,DF,Athletic Club,21,1994,26,2211,85,64.6,24.6,25,88,22,1,16,1,1.50,40,34,+6,+0.24,-0.28
309,Borja Lasso,es  ESP,MF,Sevilla,21,1994,0,,,,,0,,0,0,,1,,,,,,
310,Toni Lato,es  ESP,DF,Valencia,17,1997,0,,,,,0,,0,0,,1,,,,,,
311,Laure,es  ESP,DF,La Coruña,30,1985,23,1549,67,45.3,17.2,16,84,12,7,29,13,1.22,18,32,-14,-0.81,-0.72
312,Iñigo Lekue,es  ESP,"DF,MF",Athletic Club,22,1993,20,1159,58,33.9,12.9,12,80,7,8,26,11,1.75,25,15,+10,+0.78,+0.66
313,Mauricio Lemos,uy  URU,DF,Las Palmas,19,1995,10,736,74,21.5,8.2,8,87,7,2,21,3,1.90,13,9,+4,+0.49,+0.89
314,Pedro León,es  ESP,MF,Getafe,28,1986,31,1845,60,53.9,20.5,23,74,6,8,19,4,0.90,14,38,-24,-1.17,-0.83
315,Jefferson Lerma,co  COL,"MF,DF",Levante,20,1994,33,2682,81,78.4,29.8,31,86,26,2,15,2,0.94,32,55,-23,-0.77,+0.45
316,Igor Lichnovsky,cl  CHI,DF,Sporting Gijón,21,1994,2,180,90,5.3,2.0,2,90,2,0,,10,0.00,1,9,-8,-4.00,-3.61
317,Philipp Lienhart,at  AUT,DF,Real Madrid,19,1996,0,,,,,0,,0,0,,1,,,,,,
318,Lillo,es  ESP,DF,Eibar,26,1989,10,552,55,16.1,6.1,5,80,3,5,30,6,1.20,5,9,-4,-0.65,-0.40
319,Raúl Lizoain,es  ESP,GK,Las Palmas,24,1991,8,708,89,20.7,7.9,7,90,7,1,78,30,0.63,10,12,-2,-0.25,-0.06
320,Diego Llorente,es  ESP,"DF,MF",Rayo Vallecano,21,1993,33,2874,87,84.0,31.9,33,87,30,0,,0,1.12,43,50,-7,-0.22,+2.09
321,Fernando Llorente,es  ESP,FW,Sevilla,30,1985,23,1158,50,33.9,12.9,14,69,2,9,21,10,1.30,14,15,-1,-0.08,-0.16
322,Marcos Llorente,es  ESP,"DF,MF",Real Madrid,20,1995,2,25,13,0.7,0.3,0,,0,2,13,4,3.00,1,0,+1,+3.60,+1.61
323,David Lombán,es  ESP,DF,Granada,28,1987,31,2626,85,76.8,29.2,29,90,29,2,8,5,1.10,39,55,-16,-0.55,+0.25
324,Miguel Lopes,pt  POR,DF,Granada,28,1986,26,1968,76,57.5,21.9,23,83,17,3,19,5,1.00,26,31,-5,-0.23,+0.89
325,Pedro López Muñoz,es  ESP,DF,Levante,31,1983,17,1296,76,37.9,14.4,16,80,12,1,17,6,1.24,17,21,-4,-0.28,+0.95
326,Adrián López,es  ESP,FW,Villarreal,27,1988,16,788,49,23.0,8.8,10,64,1,6,25,1,1.56,14,10,+4,+0.46,+0.29
327,Ángel López,es  ESP,"DF,MF",Las Palmas,34,1981,3,33,11,1.0,0.4,0,,0,3,11,6,1.33,0,0,0,0.00,+0.21
328,Isma López,es  ESP,DF,Sporting Gijón,25,1990,31,2500,81,73.1,27.8,28,87,24,3,23,5,1.03,30,37,-7,-0.25,+1.22
329,Iván López,es  ESP,DF,Levante,21,1993,13,958,74,28.0,10.6,10,83,8,3,41,4,0.69,8,24,-16,-1.50,-0.88
330,Javi López,es  ESP,"DF,MF",Espanyol,29,1986,31,2422,78,70.8,26.9,28,85,24,3,14,5,1.16,26,54,-28,-1.04,-0.50
331,Julen López,es  ESP,MF,Eibar,20,1995,0,,,,,0,,0,0,,1,,,,,,
332,Lluis López,es  ESP,DF,Espanyol,18,1997,0,,,,,0,,0,0,,1,,,,,,
333,Nicolás López,uy  URU,MF,Granada,21,1993,8,159,20,4.6,1.8,1,45,0,7,16,4,0.63,0,2,-2,-1.13,-0.55
334,Pau López,es  ESP,GK,Espanyol,20,1994,36,3195,89,93.4,35.5,35,90,35,1,45,2,1.19,40,62,-22,-0.62,+4.18
335,Pedro López,es  ESP,GK,Betis,20,1995,0,,,,,0,,0,0,,1,,,,,,
336,Alberto Lopo,es  ESP,DF,La Coruña,35,1980,10,743,74,21.7,8.3,8,90,8,2,12,15,1.09,11,16,-5,-0.61,-0.24
337,Alberto Lora,es  ESP,DF,Sporting Gijón,28,1987,31,2414,78,70.6,26.8,26,89,24,5,23,4,1.00,29,43,-14,-0.52,+0.19
338,Dani Lorenzo,es  ESP,GK,Las Palmas,22,1993,0,,,,,0,,0,0,,2,,,,,,
339,José Luis Gayà,es  ESP,DF,Valencia,20,1995,20,1442,72,42.2,16.0,15,84,13,5,36,1,1.35,24,19,+5,+0.31,+0.63
340,José Luis Morales,es  ESP,"MF,FW",Levante,28,1987,35,2668,76,78.0,29.6,31,84,19,4,16,3,0.89,32,53,-21,-0.71,+0.73
341,Filipe Luís,br  BRA,DF,Atlético Madrid,29,1985,32,2833,89,82.8,31.5,32,89,31,0,,2,2.19,49,17,+32,+1.02,-0.98
342,Luisinho,pt  POR,"MF,DF",La Coruña,30,1985,20,1095,55,32.0,12.2,11,76,6,9,29,4,1.40,15,11,+4,+0.33,+1.10
343,Luismi,es  ESP,"DF,MF",Sevilla,23,1992,0,,,,,0,,0,0,,5,,,,,,
344,Antonio Luna,es  ESP,DF,Eibar,24,1991,15,1003,67,29.3,11.1,12,81,8,3,9,4,1.53,16,15,+1,+0.09,+0.57
345,Germán Lux,ar  ARG,GK,La Coruña,33,1982,29,2556,88,74.7,28.4,29,88,27,0,,0,1.24,37,38,-1,-0.04,+1.53
346,Lévy Madinda,ga  GAB,MF,Celta Vigo,23,1992,1,1,1,0.0,0.0,0,,0,1,1,15,3.00,0,0,0,0.00,+0.21
347,Diego Mainz,es  ESP,DF,Granada,32,1982,5,405,81,11.8,4.5,4,90,4,1,45,8,0.80,5,12,-7,-1.56,-1.08
348,Hugo Mallo,es  ESP,DF,Celta Vigo,24,1991,34,2942,87,86.0,32.7,33,89,31,1,1,1,1.65,45,55,-10,-0.31,-0.68
349,Manu,es  ESP,GK,La Coruña,29,1986,8,683,85,20.0,7.6,7,90,7,1,53,22,0.89,10,20,-10,-1.32,-1.12
350,Manucho,ao  ANG,FW,Rayo Vallecano,32,1983,28,949,34,27.7,10.5,5,84,3,23,23,9,0.82,10,17,-7,-0.66,-0.15
351,Juan Manuel Vargas,pe  PER,DF,Betis,31,1983,20,1717,86,50.2,19.1,20,86,18,0,,0,1.15,13,25,-12,-0.63,-0.31
352,Marcelo,br  BRA,DF,Real Madrid,27,1988,30,2472,82,72.3,27.5,28,88,25,2,8,2,2.40,79,23,+56,+2.04,+0.14
353,Óscar de Marcos,es  ESP,"DF,MF",Athletic Club,26,1989,34,2884,85,84.3,32.0,33,87,30,1,15,1,1.59,45,40,+5,+0.16,-1.19
354,José Mari,es  ESP,MF,Levante,27,1987,12,797,66,23.3,8.9,10,74,4,2,30,6,0.50,6,14,-8,-0.90,-0.05
355,José María Giménez,uy  URU,DF,Atlético Madrid,20,1995,27,2430,90,71.1,27.0,27,90,27,0,,5,2.19,44,16,+28,+1.04,-0.51
356,Mariano,br  BRA,DF,Sevilla,29,1986,23,1688,73,49.4,18.8,18,89,17,5,17,5,1.74,33,18,+15,+0.80,+1.53
357,Adrián Marín,es  ESP,DF,Villarreal,18,1997,11,926,84,27.1,10.3,10,90,10,1,26,9,1.82,13,7,+6,+0.58,+0.47
358,Diego Mariño,es  ESP,GK,Levante,25,1990,23,2070,90,60.5,23.0,23,90,23,0,,13,0.91,25,43,-18,-0.78,+0.22
359,Javi Márquez,es  ESP,MF,Granada,29,1986,19,1311,69,38.3,14.6,16,80,10,3,12,3,0.95,15,28,-13,-0.89,-0.47
360,Roger Martí,es  ESP,FW,Levante,24,1991,16,650,41,19.0,7.2,7,72,2,9,17,4,0.63,4,16,-12,-1.66,-0.98
361,Carlos Martínez,es  ESP,DF,Real Sociedad,29,1986,10,539,54,15.8,6.0,6,84,5,4,10,2,1.50,9,9,0,0.00,+0.09
