,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
229,Ricardo Horta,pt  POR,MF,Málaga,20,1994,8.6,2,0,0,17,6,3,19,15,11,0,0,0
230,Robert Ibáñez,es  ESP,"MF,FW",Granada,22,1993,7.8,4,0,0,7,25,1,10,7,13,0,1,0
231,Vicente Iborra,es  ESP,MF,Sevilla,27,1988,19.3,10,1,1,41,24,10,6,30,23,0,0,0
232,Asier Illarramendi,es  ESP,MF,Real Sociedad,25,1990,31.6,16,0,0,44,65,0,70,114,72,0,0,0
233,Ciro Immobile,it  ITA,FW,Sevilla,25,1990,3.7,2,0,0,9,5,9,3,0,2,0,0,0
234,Andrés Iniesta,es  ESP,MF,Barcelona,31,1984,24.9,2,0,0,20,38,0,17,27,45,0,0,0
235,Takashi Inui,jp  JPN,MF,Eibar,27,1988,18.0,1,0,0,24,18,8,77,13,27,1,0,0
236,Gorka Iraizoz,es  ESP,GK,Athletic Club,34,1981,36.0,1,1,0,1,2,0,0,2,0,0,1,0
237,Xabi Irureta,es  ESP,GK,Eibar,29,1986,5.0,0,0,0,0,0,0,0,0,0,0,0,0
238,Isco,es  ESP,"MF,FW",Real Madrid,23,1992,20.3,2,1,0,29,40,6,81,24,27,0,0,0
239,Manuel Iturra,cl  CHI,MF,Rayo Vallecano,31,1984,4.3,2,1,0,12,3,0,0,11,10,0,1,0
240,Ander Iturraspe,es  ESP,MF,Athletic Club,26,1989,7.8,1,0,0,19,6,0,7,32,17,0,0,0
241,Jesé,es  ESP,FW,Real Madrid,22,1993,9.3,0,0,0,12,10,1,36,9,13,0,0,0
242,Jesús,es  ESP,GK,Granada,27,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0
243,Joaquín,es  ESP,MF,Betis,34,1981,21.7,3,0,0,11,40,10,131,28,21,0,0,0
244,Bojan Jokić,si  SVN,DF,Villarreal,29,1986,1.4,2,1,1,2,1,0,1,4,4,0,0,0
245,Jonathas,br  BRA,FW,Real Sociedad,26,1989,17.9,7,1,1,35,34,17,10,4,13,0,0,0
246,Jony,es  ESP,MF,Sporting Gijón,24,1991,31.8,4,0,0,28,53,8,241,39,34,1,0,0
247,Joan Jordán,es  ESP,MF,Espanyol,21,1994,7.0,3,0,0,12,3,1,6,15,17,0,0,0
248,Jordi,es  ESP,DF,Betis,28,1987,1.9,1,0,0,2,0,1,0,8,4,0,0,0
249,Willian José,br  BRA,FW,Las Palmas,23,1991,19.3,6,0,0,29,26,18,12,4,15,0,0,0
250,Jota,es  ESP,MF,Eibar,24,1991,7.7,1,0,0,19,4,1,45,6,10,0,0,0
251,Jozabed,es  ESP,MF,Rayo Vallecano,24,1991,22.9,3,0,0,19,22,5,21,21,25,0,0,1
252,Juankar,es  ESP,"MF,DF",Málaga,25,1990,13.9,1,0,0,19,20,4,43,26,16,0,0,0
253,Juanpi,ve  VEN,MF,Málaga,21,1994,18.0,5,0,0,22,47,2,37,17,17,1,0,0
254,David Juncà,es  ESP,DF,Eibar,21,1993,26.0,8,0,0,33,33,3,112,57,59,0,0,1
255,Foued Kadir,dz  ALG,MF,Betis,31,1983,5.3,1,0,0,6,7,4,31,7,9,0,0,0
256,Gaël Kakuta,cd  COD,MF,Sevilla,24,1991,0.5,1,0,0,2,0,0,3,0,2,0,0,0
257,Carlos Kameni,cm  CMR,GK,Málaga,31,1984,27.4,1,0,0,0,1,0,0,2,1,0,0,1
258,Nikolaos Karabelas,gr  GRE,DF,Levante,30,1984,1.0,1,0,0,4,0,0,6,2,2,0,0,0
259,Keko,es  ESP,MF,Eibar,23,1991,25.6,6,1,1,41,60,10,145,25,66,2,0,0
260,Koke,es  ESP,MF,Atlético Madrid,23,1992,33.0,4,0,0,34,52,1,204,50,68,0,0,0
261,Timothée Kolodziejczak,fr  FRA,DF,Sevilla,23,1991,26.5,6,1,0,25,10,2,10,61,31,0,0,0
262,Yevhen Konoplyanka,ua  UKR,MF,Sevilla,25,1989,18.0,4,0,0,21,24,1,172,21,17,1,0,0
263,Mateo Kovačić,hr  CRO,MF,Real Madrid,21,1994,11.5,4,1,0,16,14,1,4,14,28,0,0,0
264,Matías Kranevitter,ar  ARG,MF,Atlético Madrid,22,1993,3.7,1,0,0,9,3,0,1,6,7,0,0,0
265,Rene Krhin,si  SVN,MF,Granada,25,1990,15.9,3,0,0,22,17,1,1,58,29,0,0,0
266,Michael Krohn-Dehli,dk  DEN,MF,Sevilla,32,1983,18.5,3,0,0,26,15,5,73,20,20,0,0,0
267,Toni Kroos,de  GER,MF,Real Madrid,25,1990,30.4,3,0,0,34,47,0,118,40,52,0,0,0
268,Grzegorz Krychowiak,pl  POL,MF,Sevilla,25,1990,25.2,6,0,0,46,51,2,5,116,50,2,0,2
269,Alberto de la Bella,es  ESP,DF,Real Sociedad,29,1985,13.9,5,0,0,20,15,2,55,38,26,0,1,0
270,Mehdi Lacen,dz  ALG,MF,Getafe,31,1984,29.6,7,0,0,53,33,0,12,68,58,0,1,0
271,Ángel Lafita,es  ESP,MF,Getafe,30,1984,11.3,5,0,0,29,23,3,18,11,10,0,0,0
272,Roberto Lago,es  ESP,DF,Getafe,29,1985,15.2,6,0,0,22,14,1,30,41,32,0,0,0
273,Aymeric Laporte,es  ESP,DF,Athletic Club,21,1994,24.6,9,2,1,27,25,0,7,69,38,0,3,1
274,Laure,es  ESP,DF,La Coruña,30,1985,17.2,6,0,0,23,12,0,32,55,30,0,0,0
275,Iñigo Lekue,es  ESP,"DF,MF",Athletic Club,22,1993,12.9,2,0,0,10,7,2,48,23,36,0,0,0
276,Mauricio Lemos,uy  URU,DF,Las Palmas,19,1995,8.2,5,0,0,11,0,1,0,20,9,0,1,0
277,Pedro León,es  ESP,MF,Getafe,28,1986,20.5,5,0,0,46,32,1,161,22,21,0,0,0
278,Jefferson Lerma,co  COL,"MF,DF",Levante,20,1994,29.8,11,0,0,50,26,4,60,63,47,0,0,0
279,Igor Lichnovsky,cl  CHI,DF,Sporting Gijón,21,1994,2.0,0,0,0,0,1,0,1,4,4,0,0,0
280,Lillo,es  ESP,DF,Eibar,26,1989,6.1,6,1,1,15,5,0,16,25,5,0,0,0
281,Raúl Lizoain,es  ESP,GK,Las Palmas,24,1991,7.9,0,0,0,0,2,0,0,1,1,0,0,0
282,Diego Llorente,es  ESP,"DF,MF",Rayo Vallecano,21,1993,31.9,10,1,0,54,33,0,7,104,51,0,1,1
283,Fernando Llorente,es  ESP,FW,Sevilla,30,1985,12.9,4,0,0,36,7,5,3,6,7,1,0,0
284,Marcos Llorente,es  ESP,"DF,MF",Real Madrid,20,1995,0.3,0,0,0,0,0,0,0,1,0,0,0,0
285,David Lombán,es  ESP,DF,Granada,28,1987,29.2,6,0,0,20,9,0,1,78,22,0,1,1
286,Miguel Lopes,pt  POR,DF,Granada,28,1986,21.9,10,1,1,28,17,0,67,68,70,1,0,1
287,Pedro López Muñoz,es  ESP,DF,Levante,31,1983,14.4,8,0,0,24,22,2,38,26,23,0,0,0
288,Adrián López,es  ESP,FW,Villarreal,27,1988,8.8,1,0,0,5,8,15,9,2,3,0,0,0
289,Ángel López,es  ESP,"DF,MF",Las Palmas,34,1981,0.4,0,0,0,1,1,0,0,1,1,0,0,0
290,Isma López,es  ESP,DF,Sporting Gijón,25,1990,27.8,9,0,0,19,22,4,52,41,61,0,0,0
291,Iván López,es  ESP,DF,Levante,21,1993,10.6,3,0,0,15,6,0,22,31,21,0,0,1
292,Javi López,es  ESP,"DF,MF",Espanyol,29,1986,26.9,11,0,0,48,32,0,58,77,77,0,1,0
293,Nicolás López,uy  URU,MF,Granada,21,1993,1.8,0,0,0,5,6,1,12,2,3,0,0,0
294,Pau López,es  ESP,GK,Espanyol,20,1994,35.5,4,0,0,0,7,0,0,4,2,0,0,0
295,Alberto Lopo,es  ESP,DF,La Coruña,35,1980,8.3,6,0,0,8,4,0,1,24,8,0,0,0
296,Alberto Lora,es  ESP,DF,Sporting Gijón,28,1987,26.8,7,0,0,30,25,2,49,74,53,0,0,0
297,José Luis Gayà,es  ESP,DF,Valencia,20,1995,16.0,7,1,1,13,18,0,59,24,47,0,0,0
298,José Luis Morales,es  ESP,"MF,FW",Levante,28,1987,29.6,4,0,0,17,37,9,135,26,38,1,0,0
299,Filipe Luís,br  BRA,DF,Atlético Madrid,29,1985,31.5,11,1,0,29,31,0,115,87,104,0,0,0
300,Luisinho,pt  POR,"MF,DF",La Coruña,30,1985,12.2,7,1,1,20,33,2,57,21,24,0,0,0
301,Antonio Luna,es  ESP,DF,Eibar,24,1991,11.1,2,0,0,9,7,1,29,30,21,0,0,0
302,Germán Lux,ar  ARG,GK,La Coruña,33,1982,28.4,5,1,0,1,8,0,0,4,1,0,0,0
303,Lévy Madinda,ga  GAB,MF,Celta Vigo,23,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0
304,Diego Mainz,es  ESP,DF,Granada,32,1982,4.5,1,0,0,4,5,0,0,16,2,0,0,0
305,Hugo Mallo,es  ESP,DF,Celta Vigo,24,1991,32.7,8,0,0,47,16,4,49,119,69,0,0,0
306,Manu,es  ESP,GK,La Coruña,29,1986,7.6,2,0,0,0,2,0,0,0,0,0,0,0
307,Manucho,ao  ANG,FW,Rayo Vallecano,32,1983,10.5,3,0,0,18,14,10,3,5,10,0,0,0
308,Juan Manuel Vargas,pe  PER,DF,Betis,31,1983,19.1,8,1,1,25,6,0,122,46,18,0,0,0
309,Marcelo,br  BRA,DF,Real Madrid,27,1988,27.5,3,0,0,16,34,3,122,54,66,0,0,0
310,Óscar de Marcos,es  ESP,"DF,MF",Athletic Club,26,1989,32.0,6,0,0,34,20,4,105,90,70,0,0,0
311,José Mari,es  ESP,MF,Levante,27,1987,8.9,5,0,0,11,16,0,3,26,22,0,0,0
312,José María Giménez,uy  URU,DF,Atlético Madrid,20,1995,27.0,8,0,0,28,11,4,2,67,43,0,0,0
313,Mariano,br  BRA,DF,Sevilla,29,1986,18.8,6,0,0,24,14,7,120,49,41,1,0,0
314,Adrián Marín,es  ESP,DF,Villarreal,18,1997,10.3,1,0,0,15,4,1,18,28,37,0,0,0
315,Diego Mariño,es  ESP,GK,Levante,25,1990,23.0,1,0,0,0,6,0,0,1,0,0,0,2
316,Javi Márquez,es  ESP,MF,Granada,29,1986,14.6,6,0,0,26,29,1,19,26,28,0,0,0
317,Roger Martí,es  ESP,FW,Levante,24,1991,7.2,3,0,0,20,9,3,4,3,8,0,0,0
318,Carlos Martínez,es  ESP,DF,Real Sociedad,29,1986,6.0,2,0,0,5,6,0,20,25,18,0,0,0
319,Iñigo Martínez,es  ESP,DF,Real Sociedad,24,1991,30.0,7,0,0,33,27,2,4,93,44,0,1,0
320,Jackson Martínez,co  COL,FW,Atlético Madrid,28,1986,7.3,0,0,0,20,11,4,6,6,3,0,0,0
321,Omar Mascarell,es  ESP,MF,Sporting Gijón,22,1993,19.7,5,0,0,33,8,1,22,65,38,0,2,0
322,Javier Mascherano,ar  ARG,DF,Barcelona,31,1984,29.9,9,1,0,27,21,0,1,70,59,0,0,0
323,Hachim Mastour,ma  MAR,FW,Málaga,17,1998,0.1,0,0,0,1,0,0,0,0,1,0,0,0
324,Simão Mate Junior,mz  MOZ,"MF,DF",Levante,27,1988,24.2,12,2,1,53,35,0,2,72,32,0,0,0
325,Jérémy Mathieu,fr  FRA,DF,Barcelona,31,1983,14.0,2,0,0,8,6,1,7,38,16,0,0,1
326,Jose Matos,es  ESP,MF,Sevilla,20,1995,1.0,0,0,0,0,1,0,7,0,2,0,0,0
327,Borja Mayoral,es  ESP,FW,Real Madrid,18,1997,3.1,0,0,0,4,3,2,1,1,3,0,0,0
328,Carl Medjani,dz  ALG,DF,Levante,30,1985,14.0,1,0,0,8,7,3,1,34,10,0,0,0
329,Álvaro Medrán,es  ESP,MF,Getafe,21,1994,16.5,7,0,0,29,23,2,8,19,16,0,0,0
330,Tiago Mendes,pt  POR,MF,Atlético Madrid,34,1981,11.7,4,0,0,15,19,0,1,33,23,1,0,0
331,Édgar Méndez,es  ESP,"MF,FW",Granada,25,1990,8.3,4,0,0,26,13,5,21,12,19,0,0,0
332,Sergio Mendigutxia,es  ESP,FW,Sporting Gijón,22,1993,0.3,0,0,0,1,1,1,1,0,0,0,0,0
333,Álex Menéndez,es  ESP,"MF,DF",Sporting Gijón,24,1991,11.5,1,0,0,11,4,5,59,19,26,0,0,0
334,Bernard Mensah,gh  GHA,MF,Getafe,20,1994,0.7,0,0,0,3,2,0,0,0,3,0,0,0
335,Jorge Meré,es  ESP,DF,Sporting Gijón,18,1997,24.1,6,0,0,18,11,0,0,68,38,0,1,0
336,Sabin Merino,es  ESP,"MF,FW",Athletic Club,23,1992,12.6,1,0,0,11,8,2,30,7,13,0,0,0
337,Roque Mesa,es  ESP,MF,Las Palmas,26,1989,31.4,12,0,0,43,49,2,12,42,46,0,0,0
338,Lionel Messi,ar  ARG,FW,Barcelona,28,1987,30.3,3,0,0,13,61,10,48,6,10,3,0,0
339,Miku,ve  VEN,"FW,MF",Rayo Vallecano,29,1985,17.2,4,0,0,35,23,23,12,9,21,0,0,0
340,Santi Mina,es  ESP,"FW,MF",Valencia,19,1995,18.4,2,0,0,32,51,4,29,12,21,0,0,0
341,Luka Modrić,hr  CRO,MF,Real Madrid,29,1985,29.1,5,0,0,26,44,2,54,62,39,1,0,0
342,Jorge Molina,es  ESP,FW,Betis,33,1982,10.2,4,0,0,14,23,12,5,4,8,1,0,0
343,Francisco Molinero,es  ESP,DF,Betis,30,1985,13.2,5,0,0,27,7,0,24,36,17,0,0,0
344,Momo,es  ESP,MF,Las Palmas,33,1982,15.4,3,0,0,11,32,3,57,29,24,0,0,0
345,Nacho Monsalve,es  ESP,DF,Atlético Madrid,21,1994,1.0,0,0,0,0,0,0,0,2,0,0,0,0
346,Paco Montañés,es  ESP,MF,Espanyol,28,1986,3.1,1,0,0,4,10,1,8,4,6,0,0,0
347,Joni Montiel,es  ESP,MF,Rayo Vallecano,16,1998,2.4,0,0,0,5,4,1,7,0,3,0,0,0
348,Ángel Montoro,es  ESP,MF,Las Palmas,27,1988,4.8,2,0,0,9,6,0,12,15,9,0,0,0
349,Martín Montoya,es  ESP,DF,Betis,24,1991,13.0,4,0,0,8,22,1,14,43,29,0,0,0
350,Gerard Moreno,es  ESP,"FW,MF",Espanyol,23,1992,21.3,5,1,1,41,21,22,8,14,23,0,0,0
351,Pedro Mosquera,es  ESP,MF,La Coruña,27,1988,36.5,10,0,0,69,43,0,9,84,89,0,0,0
352,Iker Muniain,es  ESP,MF,Athletic Club,22,1992,11.3,2,0,0,6,37,0,11,7,17,0,0,0
353,Juan Muñiz,es  ESP,MF,Sporting Gijón,23,1992,0.7,0,0,0,2,2,0,7,2,0,0,0,0
354,Juan Muñoz,es  ESP,"MF,FW",Sevilla,19,1995,3.4,0,0,0,5,2,1,2,0,4,0,0,0
355,Mateo Musacchio,ar  ARG,DF,Villarreal,24,1990,11.2,1,0,0,13,9,1,0,38,12,0,0,0
356,Charly Musonda Jr.,be  BEL,MF,Betis,18,1996,13.6,2,0,0,14,52,0,40,9,29,1,0,0
357,Shkodran Mustafi,de  GER,DF,Valencia,23,1992,29.8,12,0,0,34,22,5,1,133,58,1,0,1
358,Alfred N'Diaye,sn  SEN,MF,Betis,25,1990,33.4,6,0,0,50,27,2,11,90,78,0,0,0
359,Matías Nahuel,es  ESP,"MF,FW",Villarreal,18,1996,11.1,4,0,0,25,15,4,29,16,11,0,0,0
360,David Navarro,es  ESP,DF,Levante,35,1980,18.8,5,1,1,15,10,1,1,40,15,0,0,1
361,Fernando Navarro,es  ESP,DF,La Coruña,33,1982,32.8,5,0,0,37,38,2,37,91,69,0,2,0
362,Keylor Navas,cr  CRC,GK,Real Madrid,28,1986,34.0,0,0,0,2,5,0,0,4,4,0,0,0
363,Dani Ndi,cm  CMR,MF,Sporting Gijón,19,1995,8.3,2,0,0,15,36,13,9,8,8,0,0,0
364,Álvaro Negredo,es  ESP,FW,Valencia,29,1985,12.9,0,0,0,16,11,12,1,5,5,0,0,0
365,Neymar,br  BRA,FW,Barcelona,23,1992,34.0,6,0,0,48,130,24,126,11,23,8,0,0
366,Saúl Ñíguez,es  ESP,MF,Atlético Madrid,20,1994,25.9,1,0,0,46,26,5,23,56,69,0,0,0
367,Nili,es  ESP,"MF,FW",Las Palmas,21,1994,3.5,0,0,0,3,1,2,10,9,5,0,0,0
368,Javi Noblejas,es  ESP,DF,Getafe,22,1993,1.0,1,0,0,3,1,0,5,0,3,0,0,0
369,Nolito,es  ESP,"MF,FW",Celta Vigo,28,1986,27.4,9,0,0,41,61,32,123,27,34,0,0,0
370,Steven Nzonzi,fr  FRA,MF,Sevilla,26,1988,20.5,4,1,1,32,13,1,19,41,31,0,0,0
371,Jan Oblak,si  SVN,GK,Atlético Madrid,22,1993,38.0,0,0,0,0,4,0,0,3,1,0,0,0
372,Guillermo Ochoa,mx  MEX,GK,Málaga,30,1985,10.6,0,0,0,0,0,0,0,2,2,0,0,0
373,Oier Olazábal,es  ESP,GK,Real Sociedad,25,1989,2.5,1,0,0,1,1,0,0,0,0,0,1,0
374,Weligton Oliveira,br  BRA,DF,Málaga,35,1979,28.9,5,0,0,29,23,0,5,90,45,0,1,0
375,Javier Ontiveros,es  ESP,MF,Málaga,17,1997,0.7,0,0,0,4,1,0,2,0,1,0,0,0
376,Fabián Orellana,cl  CHI,"MF,FW",Celta Vigo,29,1986,32.3,11,1,1,24,90,10,93,29,25,0,0,0
377,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,18,1997,16.7,1,0,0,16,33,2,26,20,19,0,0,0
378,Aras Özbiliz,am  ARM,MF,Rayo Vallecano,25,1990,1.1,1,0,0,2,2,0,6,0,2,0,0,0
379,Manuel Pablo,es  ESP,DF,La Coruña,39,1976,1.9,0,0,0,0,0,0,1,5,0,0,0,0
380,Aleksandar Pantić,rs  SRB,DF,Eibar,23,1992,18.6,5,0,0,21,1,0,0,74,17,0,0,0
381,Rubén Pardo,es  ESP,MF,Real Sociedad,22,1992,19.8,7,0,0,20,8,0,135,37,21,0,0,0
382,Nicolás Pareja,ar  ARG,DF,Sevilla,31,1984,1.4,0,0,0,3,4,0,0,6,3,0,0,0
383,Daniel Parejo,es  ESP,MF,Valencia,26,1989,30.4,8,0,0,37,78,2,118,49,54,1,0,0
384,Thomas Partey,gh  GHA,MF,Atlético Madrid,22,1993,4.9,3,0,0,11,7,1,8,15,14,0,0,0
385,Alfonso Pedraza,es  ESP,MF,Villarreal,19,1996,1.2,0,0,0,3,1,0,3,2,1,0,0,0
386,Adalberto Peñaranda,ve  VEN,"FW,MF",Granada,18,1997,18.6,8,0,0,59,38,7,19,8,24,1,0,0
387,Pepe,pt  POR,DF,Real Madrid,32,1983,21.0,5,0,0,17,23,0,6,53,25,0,1,0
388,Álvaro Pereira,uy  URU,DF,Getafe,29,1985,4.5,4,1,1,8,1,1,7,14,12,0,0,0
389,Enzo Pérez,ar  ARG,MF,Valencia,29,1986,14.0,10,0,0,33,36,0,5,28,30,0,0,0
390,Hernán Pérez,py  PAR,"MF,FW",Espanyol,26,1989,27.2,12,0,0,87,55,17,98,41,32,0,0,0
391,Lucas Pérez,es  ESP,FW,La Coruña,26,1988,34.9,2,0,0,35,48,37,108,6,18,1,0,0
392,Pablo Pérez,es  ESP,"MF,FW",Sporting Gijón,21,1993,8.3,4,0,0,18,9,2,8,10,16,0,0,0
393,Rubén Pérez,es  ESP,MF,Granada,26,1989,27.5,16,0,0,45,32,3,21,68,77,0,1,0
394,Petros,br  BRA,MF,Betis,26,1989,25.8,9,1,1,51,69,1,2,62,73,0,0,0
395,Germán Pezzella,ar  ARG,DF,Betis,24,1991,24.1,8,0,0,22,13,0,1,87,40,0,0,0
396,Pablo Piatti,ar  ARG,"FW,MF",Valencia,26,1989,8.8,3,0,0,16,39,4,57,9,19,0,0,0
397,Cristiano Piccini,it  ITA,DF,Betis,22,1992,15.8,4,0,0,25,12,0,50,41,37,0,0,0
398,Tomás Pina Isla,es  ESP,MF,Villarreal,27,1987,18.1,4,0,0,38,25,0,1,47,35,0,0,0
399,Gerard Piqué,es  ESP,DF,Barcelona,28,1987,28.7,12,0,0,19,8,4,2,54,36,0,0,0
400,Carles Planas,es  ESP,DF,Celta Vigo,24,1991,18.7,4,0,0,19,12,2,33,67,41,0,0,0
401,Stipe Pletikosa,hr  CRO,GK,La Coruña,36,1979,2.0,0,0,0,0,0,0,0,0,0,0,0,0
402,Francisco Portillo,es  ESP,MF,Betis,25,1990,10.8,4,0,0,13,11,0,11,10,11,0,0,0
403,Xabi Prieto,es  ESP,MF,Real Sociedad,31,1983,26.5,3,0,0,15,59,8,77,34,31,1,0,0
404,Quini,es  ESP,DF,Rayo Vallecano,25,1989,22.8,7,0,0,37,15,0,71,74,82,0,0,0
405,Nemanja Radoja,rs  SRB,MF,Celta Vigo,22,1993,16.2,5,0,0,27,15,3,2,40,45,0,0,0
406,Josip Radošević,hr  CRO,MF,Eibar,21,1994,4.5,3,1,1,12,6,0,3,14,8,0,0,0
407,Juan Rafael Fuentes,es  ESP,DF,Espanyol,25,1990,8.4,2,0,0,9,7,2,15,19,13,0,0,0
408,Rafinha,br  BRA,"FW,MF",Barcelona,22,1993,3.1,0,0,0,3,5,0,0,5,4,0,0,0
409,Antonio Raillo,es  ESP,DF,Espanyol,23,1991,4.0,1,0,0,3,2,1,0,7,5,0,0,0
410,Ivan Rakitić,hr  CRO,MF,Barcelona,27,1988,28.5,3,0,0,39,50,4,66,51,43,0,0,1
411,Adil Rami,fr  FRA,DF,Sevilla,29,1985,26.9,9,1,1,28,15,3,5,46,13,1,0,0
412,Sandro Ramírez,es  ESP,FW,Barcelona,20,1995,3.9,0,0,0,4,5,1,4,0,2,0,0,0
413,Iván Ramis,es  ESP,DF,Eibar,30,1984,19.9,7,1,0,18,11,1,3,56,18,0,1,0
414,Sergio Ramos,es  ESP,DF,Real Madrid,29,1986,21.6,11,2,2,34,26,4,3,77,28,1,1,0
415,Răzvan Raț,ro  ROU,DF,Rayo Vallecano,34,1981,8.2,3,0,0,11,2,1,50,29,8,0,0,0
416,Recio,es  ESP,MF,Málaga,24,1991,30.5,16,0,0,61,38,0,82,46,74,0,0,0
417,Vincenzo Rennella,it  ITA,FW,Betis,26,1988,2.1,1,0,0,7,5,1,5,1,2,0,0,0
418,Diego Reyes,mx  MEX,"DF,MF",Real Sociedad,22,1992,25.7,5,1,1,23,13,3,8,104,43,0,0,1
419,Federico Ricca,uy  URU,"DF,MF",Málaga,20,1994,7.1,3,0,0,11,7,0,21,21,14,0,0,0
420,Fran Rico,es  ESP,MF,Granada,27,1987,16.1,6,0,0,39,20,1,55,30,27,0,0,0
421,Mikel Rico,es  ESP,MF,Athletic Club,30,1984,7.8,2,1,0,11,8,1,6,23,20,0,0,0
422,Sergio Rico,es  ESP,GK,Sevilla,21,1993,34.0,2,0,0,0,5,0,0,7,0,0,0,0
423,Oriol Riera,es  ESP,FW,La Coruña,29,1986,8.9,3,0,0,21,17,8,7,3,3,0,0,0
424,Asier Riesgo,es  ESP,GK,Eibar,31,1983,34.0,1,0,0,1,9,0,0,6,1,0,1,0
425,Rober,es  ESP,DF,La Coruña,20,1995,0.6,0,0,0,2,0,0,0,1,1,0,0,0
426,Sergi Roberto,es  ESP,"MF,DF",Barcelona,23,1992,21.3,1,0,0,17,22,1,35,44,43,0,0,0
427,Rubén Rochina,es  ESP,"MF,FW",Granada,24,1991,27.6,10,0,0,42,77,0,145,56,41,0,0,0
428,Enzo Roco,cl  CHI,DF,Espanyol,22,1992,27.4,9,0,0,34,7,3,3,60,27,0,3,0
429,Rodri,es  ESP,MF,Villarreal,19,1996,1.1,1,0,0,1,1,1,0,3,5,0,0,0
430,Rodrigo,es  ESP,"FW,MF",Valencia,24,1991,15.2,1,1,0,14,24,9,47,16,18,0,0,0
431,James Rodríguez,co  COL,"MF,FW",Real Madrid,24,1991,16.8,1,0,0,12,17,5,119,18,28,0,0,0
432,Jonathan Rodríguez,uy  URU,FW,La Coruña,22,1993,6.3,2,0,0,16,5,10,5,1,6,0,0,0
433,Juan Rodríguez,es  ESP,MF,Getafe,33,1982,27.9,11,0,0,44,22,0,12,92,43,0,0,1
434,Víctor Rodríguez,es  ESP,MF,Getafe,26,1989,25.6,1,0,0,16,33,2,42,22,36,0,0,0
435,Cristiano Ronaldo,pt  POR,"FW,MF",Real Madrid,30,1985,35.4,2,0,0,22,38,50,48,8,11,2,0,0
436,Roberto Rosales,ve  VEN,DF,Málaga,26,1988,34.1,5,0,0,34,35,0,125,67,82,0,0,0
437,Giuseppe Rossi,it  ITA,FW,Levante,28,1987,12.8,1,0,0,13,17,3,3,9,8,0,0,0
438,Rubén,es  ESP,GK,Levante,31,1984,15.0,4,0,0,1,0,0,0,0,0,0,1,0
439,Fabián Ruiz Peña,es  ESP,MF,Betis,19,1996,4.8,0,0,0,9,3,0,2,4,7,0,0,0
440,Salva Ruiz,es  ESP,DF,Granada,20,1995,0.8,0,1,0,2,1,0,1,1,1,0,0,0
441,Víctor Ruiz,es  ESP,DF,Villarreal,26,1989,33.2,10,0,0,33,12,0,0,111,19,0,0,1
442,Antonio Rukavina,rs  SRB,"DF,MF",Villarreal,31,1984,15.0,5,0,0,16,5,1,11,35,21,0,0,0
443,Gerónimo Rulli,ar  ARG,GK,Real Sociedad,23,1992,35.5,4,1,0,2,6,0,0,5,3,0,1,0
444,Mathew Ryan,au  AUS,GK,Valencia,23,1992,8.0,0,0,0,0,1,0,0,1,0,0,0,0
445,Sergi Samper,es  ESP,MF,Barcelona,20,1995,0.3,0,0,0,0,0,0,0,0,2,0,0,0
446,Mikel San José,es  ESP,"MF,DF",Athletic Club,26,1989,29.9,6,1,0,56,22,1,11,92,63,0,0,0
447,Antonio Sanabria,py  PAR,FW,Sporting Gijón,19,1996,25.1,4,0,0,41,36,24,6,8,13,0,1,0
448,Víctor Sánchez,es  ESP,MF,Espanyol,27,1987,25.4,15,2,2,68,35,4,29,71,74,0,1,0
449,Roque Santa Cruz,py  PAR,FW,Málaga,33,1981,4.8,0,0,0,3,8,6,1,2,4,0,0,0
450,Aderlan Santos,br  BRA,DF,Valencia,26,1989,16.9,2,1,1,12,6,1,0,40,33,0,1,0
451,Pablo Sarabia,es  ESP,MF,Getafe,23,1992,28.1,7,0,0,41,59,11,249,31,38,0,0,0
452,Stefan Savić,me  MNE,DF,Atlético Madrid,24,1991,10.3,1,0,0,6,4,0,0,20,11,0,0,0
453,Stefan Šćepović,rs  SRB,FW,Getafe,25,1990,20.2,4,0,0,15,37,24,5,7,7,1,0,0
454,Josep Señé,es  ESP,"MF,FW",Celta Vigo,23,1991,4.3,1,0,0,6,14,0,1,3,4,0,0,0
455,Salva Sevilla,es  ESP,MF,Espanyol,31,1984,5.9,3,0,0,4,9,2,19,3,8,0,0,0
456,Sidnei,br  BRA,DF,La Coruña,25,1989,32.2,2,0,0,15,20,2,3,103,46,0,0,0
457,Eddy Silvestre,az  AZE,MF,Eibar,22,1992,2.4,2,0,0,10,5,0,0,5,7,0,0,0
458,David Simón,es  ESP,DF,Las Palmas,26,1988,25.1,7,0,0,43,21,4,50,56,45,0,0,1
459,Sito,es  ESP,MF,Valencia,18,1996,0.6,0,0,0,1,2,0,0,1,2,0,0,0
460,Enrique Sola,es  ESP,FW,Athletic Club,29,1986,0.9,0,0,0,1,6,0,0,0,0,0,0,0
461,Roberto Soldado,es  ESP,FW,Villarreal,30,1985,25.0,12,0,0,52,59,22,24,13,21,1,0,0
