,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
106,Jorge Cuenca,es  ESP,DF,Villarreal,22-348,1999,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
107,Braian Cufré,ar  ARG,DF,Mallorca,25-320,1996,3,2,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05
108,Matheus Cunha,br  BRA,"FW,MF",Atlético Madrid,23-157,1999,10,2,359,4.0,0,2,0,0,0,2,0,0.00,0.50,0.50,0.00,0.50,1.3,1.3,0.8,2.1,0.32,0.21,0.53,0.32,0.53
109,Curro,es  ESP,MF,Almería,26-301,1996,2,0,43,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.19,0.44,0.63,0.19,0.63
110,Sergi Darder,es  ESP,MF,Espanyol,28-313,1993,12,12,1053,11.7,1,1,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,0.6,0.6,2.3,2.9,0.05,0.19,0.25,0.05,0.25
111,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,28-160,1994,10,7,557,6.2,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,0.2,0.2,1.5,1.7,0.04,0.24,0.28,0.04,0.28
112,Alberto Del Moral,es  ESP,MF,Villarreal,22-103,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
113,Thomas Delaney,dk  DEN,MF,Sevilla,31-058,1991,7,2,282,3.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.05,0.02,0.07,0.05,0.07
114,Fran Delgado,es  ESP,DF,Betis,21-112,2001,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
115,Ousmane Dembélé,fr  FRA,FW,Barcelona,25-169,1997,12,9,722,8.0,3,5,3,0,0,2,0,0.37,0.62,1.00,0.37,1.00,2.1,2.1,3.2,5.3,0.26,0.40,0.66,0.26,0.66
116,Memphis Depay,nl  NED,FW,Barcelona,28-260,1994,2,2,114,1.3,1,0,1,0,0,0,0,0.79,0.00,0.79,0.79,0.79,0.9,0.9,0.1,1.0,0.68,0.11,0.79,0.68,0.79
117,Mouctar Diakhaby,gn  GUI,DF,Valencia,25-316,1996,10,10,791,8.8,2,0,2,0,0,5,1,0.23,0.00,0.23,0.23,0.23,1.0,1.0,0.1,1.1,0.12,0.01,0.13,0.12,0.13
118,Mamady Diarra,ml  MLI,"MF,DF",Cádiz,22-127,2000,2,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.20,0.00,0.20,0.20,0.20
119,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,28-310,1993,11,11,990,11.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
120,Malcom Abdulai Ares Djalo,es  ESP,FW,Athletic Club,21-019,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.61,0.00,0.61,0.61,0.61
121,Djené,tg  TOG,DF,Getafe,30-304,1991,9,9,748,8.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
122,Marko Dmitrović,rs  SRB,GK,Sevilla,30-280,1992,3,2,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
123,Kasper Dolberg,dk  DEN,FW,Sevilla,25-025,1997,3,2,184,2.0,0,1,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,0.0,0.0,0.4,0.5,0.02,0.21,0.23,0.02,0.23
124,Carlos Dominguez,es  ESP,MF,Celta Vigo,21-262,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
125,John Donald,es  ESP,DF,Elche,22-062,2000,3,2,150,1.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
126,Domingos Duarte,pt  POR,DF,Getafe,27-235,1995,11,11,990,11.0,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.5,0.5,0.7,1.2,0.05,0.06,0.11,0.05,0.11
127,Pablo Durán,es  ESP,DF,Celta Vigo,21-279,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
128,Hugo Duro,es  ESP,FW,Valencia,22-355,1999,8,3,284,3.2,1,0,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,1.5,1.5,0.1,1.6,0.48,0.03,0.51,0.48,0.51
129,Íñigo Eguaras,es  ESP,MF,Almería,30-238,1992,9,6,456,5.1,1,1,1,0,0,2,0,0.20,0.20,0.39,0.20,0.39,0.3,0.3,0.5,0.9,0.06,0.11,0.17,0.06,0.17
130,Aritz Elustondo,es  ESP,DF,Real Sociedad,28-217,1994,10,6,602,6.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.07,0.04,0.12,0.07,0.12
131,Rodrigo Ely,br  BRA,DF,Almería,28-362,1993,12,12,1080,12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03
132,Youssef En-Nesyri,ma  MAR,"FW,MF",Sevilla,25-152,1997,8,2,294,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.0,1.2,0.35,0.01,0.36,0.35,0.36
133,Sergio Escudero,es  ESP,DF,Valladolid,33-059,1989,8,8,664,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.06,0.05,0.11,0.06,0.11
134,Alfonso Espino,uy  URU,DF,Cádiz,30-299,1992,12,11,962,10.7,0,3,0,0,0,3,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.6,0.8,0.01,0.06,0.07,0.01,0.07
135,Bernardo Espinosa,co  COL,DF,Girona,33-112,1989,7,6,498,5.5,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,0.0,0.4,0.06,0.01,0.07,0.06,0.07
136,Edu Expósito,es  ESP,MF,Espanyol,26-091,1996,12,10,741,8.2,2,2,2,0,0,0,0,0.24,0.24,0.49,0.24,0.49,0.3,0.3,1.7,2.1,0.04,0.21,0.25,0.04,0.25
137,Nicolás Ezequiel Fernández,ar  ARG,"MF,DF",Elche,22-293,2000,5,2,262,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.01,0.08,0.09,0.01,0.09
138,Abdessamad Ezzalzouli,ma  MAR,"MF,FW",Osasuna,20-318,2001,8,4,313,3.5,0,2,0,0,0,1,0,0.00,0.58,0.58,0.00,0.58,0.6,0.6,0.7,1.4,0.18,0.21,0.39,0.18,0.39
139,Radamel Falcao,co  COL,"FW,MF",Rayo Vallecano,36-263,1986,10,2,343,3.8,2,0,1,1,1,1,0,0.52,0.00,0.52,0.26,0.26,2.0,1.2,0.0,1.3,0.53,0.01,0.54,0.33,0.33
140,Fali,es  ESP,"DF,MF",Cádiz,29-080,1993,6,5,421,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.02,0.06,0.05,0.06
141,Ansu Fati,es  ESP,FW,Barcelona,20-000,2002,12,3,426,4.7,3,3,3,0,0,0,0,0.63,0.63,1.27,0.63,1.27,4.3,4.3,0.9,5.2,0.90,0.19,1.10,0.90,1.10
142,Zouhair Feddal,ma  MAR,DF,Valladolid,33-303,1989,6,3,259,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.07,0.03,0.10,0.07,0.10
143,Nabil Fekir,fr  FRA,"MF,FW",Betis,29-105,1993,7,5,382,4.2,1,1,1,0,0,4,0,0.24,0.24,0.47,0.24,0.47,0.7,0.7,1.3,1.9,0.16,0.30,0.46,0.16,0.46
144,Felipe,br  BRA,DF,Atlético Madrid,33-168,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
145,Luiz Felipe,it  ITA,DF,Betis,25-223,1997,7,6,414,4.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06
146,João Félix,pt  POR,FW,Atlético Madrid,22-355,1999,11,5,488,5.4,2,3,2,0,0,4,0,0.37,0.55,0.92,0.37,0.92,1.5,1.5,1.1,2.6,0.27,0.20,0.47,0.27,0.47
147,Kiko Femenía,es  ESP,DF,Villarreal,31-271,1991,9,7,681,7.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.06,0.06,0.00,0.06
148,Aitor Fernández,es  ESP,GK,Osasuna,31-181,1991,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
149,Álex Fernández,es  ESP,"MF,FW",Cádiz,30-016,1992,10,6,519,5.8,2,0,2,0,0,0,0,0.35,0.00,0.35,0.35,0.35,0.8,0.8,0.2,1.1,0.15,0.04,0.19,0.15,0.19
150,Álvaro Fernández,es  ESP,GK,Espanyol,24-201,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04
151,Carlos Fernández,es  ESP,FW,Real Sociedad,26-162,1996,5,2,178,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.25,0.11,0.36,0.25,0.36
152,Federico Fernández,ar  ARG,DF,Elche,33-252,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
153,Joaquín Fernández,es  ESP,DF,Valladolid,26-153,1996,11,9,865,9.6,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.0,0.4,0.04,0.00,0.04,0.04,0.04
154,Fidel,es  ESP,"MF,FW",Elche,33-004,1989,4,2,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.03,0.07,0.04,0.07
155,Dimitri Foulquier,fr  FRA,"DF,MF",Valencia,29-222,1993,7,2,265,2.9,0,1,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,0.0,0.0,0.5,0.5,0.01,0.17,0.18,0.01,0.18
156,Juan Foyth,ar  ARG,DF,Villarreal,24-292,1998,3,3,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.04,0.29,0.33,0.04,0.33
157,Iván Fresneda,es  ESP,DF,Valladolid,18-033,2004,5,3,378,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.00,0.17,0.17,0.00,0.17
158,Javi Galán,es  ESP,DF,Celta Vigo,27-346,1994,12,12,1075,11.9,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,1.1,1.2,0.01,0.09,0.10,0.01,0.10
159,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,29-086,1993,10,8,678,7.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.01,0.07,0.08,0.01,0.08
160,Aleix García,es  ESP,MF,Girona,25-125,1997,12,12,1066,11.8,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,2.6,3.3,0.06,0.22,0.28,0.06,0.28
161,Álvaro García,es  ESP,MF,Rayo Vallecano,30-004,1992,11,11,920,10.2,2,1,2,0,0,1,0,0.20,0.10,0.29,0.20,0.29,1.2,1.2,1.7,2.9,0.12,0.17,0.29,0.12,0.29
162,Dani García,es  ESP,MF,Athletic Club,32-160,1990,8,4,363,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04
163,David García,es  ESP,DF,Osasuna,28-259,1994,10,10,859,9.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.02,0.04,0.03,0.04
164,Eric García,es  ESP,DF,Barcelona,21-295,2001,9,8,608,6.8,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.3,1.3,0.0,1.3,0.19,0.00,0.19,0.19,0.19
165,Francisco Garcia,es  ESP,DF,Rayo Vallecano,23-078,1999,12,12,1079,12.0,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.5,0.6,0.01,0.04,0.05,0.01,0.05
166,Raúl García,es  ESP,"MF,FW",Athletic Club,36-112,1986,11,1,274,3.0,1,1,1,0,0,1,0,0.33,0.33,0.66,0.33,0.66,1.6,1.6,0.3,1.9,0.53,0.10,0.62,0.53,0.62
167,Rubén García,es  ESP,"MF,FW",Osasuna,29-109,1993,9,3,344,3.8,1,1,1,0,0,2,0,0.26,0.26,0.52,0.26,0.52,1.2,1.2,0.9,2.1,0.31,0.24,0.56,0.31,0.56
168,Unai García,es  ESP,DF,Osasuna,30-270,1992,11,11,936,10.4,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.1,0.2,0.02,0.00,0.02,0.02,0.02
169,Sékou Gassama,sn  SEN,FW,Valladolid,27-178,1995,1,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.06,0.09,1.15,1.06,1.15
170,Gavi,es  ESP,MF,Barcelona,18-087,2004,12,9,763,8.5,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.5,1.7,0.02,0.17,0.20,0.02,0.20
171,Paulo Gazzaniga,ar  ARG,GK,Girona,30-302,1992,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
172,Óscar Gil,es  ESP,DF,Espanyol,24-188,1998,9,8,691,7.7,0,1,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.6,1.8,0.02,0.21,0.23,0.02,0.23
173,Álvaro Giménez,es  ESP,FW,Cádiz,31-165,1991,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
174,Dani Gómez,es  ESP,"MF,FW",Espanyol,24-093,1998,5,0,56,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06
175,Maxi Gómez,uy  URU,FW,Valencia,26-078,1996,3,0,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.18,0.16,0.34,0.18,0.34
176,Moi Gómez,es  ESP,MF,Osasuna,28-130,1994,12,12,967,10.7,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.8,0.8,2.2,3.1,0.08,0.21,0.28,0.08,0.28
177,Papu Gómez,ar  ARG,"MF,FW",Sevilla,34-258,1988,11,5,560,6.2,0,1,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,0.5,1.0,0.09,0.07,0.17,0.09,0.17
178,Sergi Gómez,es  ESP,DF,Espanyol,30-217,1992,9,9,749,8.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03
179,Diego González,es  ESP,DF,Elche,27-276,1995,4,1,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.13,0.00,0.13,0.13,0.13
180,Édgar González,es  ESP,DF,Betis,25-213,1997,9,7,695,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.04,0.01,0.05,0.04,0.05
181,Giovanni González,uy  URU,DF,Mallorca,28-041,1994,3,1,165,1.8,0,1,0,0,0,2,0,0.00,0.55,0.55,0.00,0.55,0.1,0.1,1.0,1.1,0.07,0.55,0.61,0.07,0.61
182,Nicolás González,es  ESP,MF,Valencia,20-301,2002,10,4,410,4.6,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,0.7,0.7,0.2,0.9,0.15,0.04,0.19,0.15,0.19
183,Roberto González,es  ESP,MF,Betis,21-298,2001,2,0,54,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.48,0.48,0.00,0.48
184,Andoni Gorosabel,es  ESP,DF,Real Sociedad,26-088,1996,10,8,668,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.05,0.08,0.03,0.08
185,Ivo Grbić,hr  CRO,GK,Atlético Madrid,26-286,1996,4,2,208,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
186,Clément Grenier,fr  FRA,MF,Mallorca,31-297,1991,8,4,384,4.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.04,0.13,0.17,0.04,0.17
187,Antoine Griezmann,fr  FRA,"MF,FW",Atlético Madrid,31-224,1991,12,5,611,6.8,5,3,5,0,0,0,0,0.74,0.44,1.18,0.74,1.18,2.1,2.1,1.6,3.6,0.30,0.23,0.54,0.30,0.54
188,Arnaut Groeneveld,nl  NED,FW,Villarreal,25-273,1997,7,4,310,3.4,2,0,1,1,1,0,0,0.58,0.00,0.58,0.29,0.29,1.8,1.0,0.2,1.1,0.51,0.05,0.56,0.28,0.33
189,Andrés Guardado,mx  MEX,MF,Betis,36-033,1986,7,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.10,0.11,0.01,0.11
190,Sergi Guardiola,es  ESP,FW,Valladolid,31-155,1991,10,5,311,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.26,0.01,0.27,0.26,0.27
191,Nemanja Gudelj,rs  SRB,"DF,MF",Sevilla,30-349,1991,10,10,855,9.5,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.0,0.5,0.05,0.00,0.05,0.05,0.05
192,Ander Guevara,es  ESP,"MF,DF",Real Sociedad,25-116,1997,2,1,72,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
193,Hugo Guillamón,es  ESP,MF,Valencia,22-273,2000,11,10,843,9.4,0,3,0,0,0,4,0,0.00,0.32,0.32,0.00,0.32,0.2,0.2,1.2,1.3,0.02,0.13,0.14,0.02,0.14
194,Gerard Gumbau,es  ESP,MF,Elche,27-317,1994,10,7,647,7.2,0,3,0,0,0,4,0,0.00,0.42,0.42,0.00,0.42,0.2,0.2,0.7,0.9,0.03,0.10,0.13,0.03,0.13
195,Gorka Guruzeta,es  ESP,"FW,MF",Athletic Club,26-049,1996,5,0,115,1.3,2,0,2,0,0,0,0,1.57,0.00,1.57,1.57,1.57,0.6,0.6,0.1,0.7,0.48,0.05,0.53,0.48,0.53
196,Raúl Guti,es  ESP,MF,Elche,25-305,1996,9,7,561,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.10,0.00,0.10,0.10,0.10
197,Miguel Gutiérrez,es  ESP,"DF,MF",Girona,21-096,2001,12,10,824,9.2,0,2,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,1.6,1.9,0.03,0.17,0.21,0.03,0.21
198,Munir El Haddadi,ma  MAR,"MF,FW",Getafe,27-060,1995,6,0,165,1.8,1,0,1,0,0,1,0,0.55,0.00,0.55,0.55,0.55,0.3,0.3,0.0,0.3,0.16,0.00,0.16,0.16,0.16
199,Eden Hazard,be  BEL,FW,Real Madrid,31-297,1991,3,1,99,1.1,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.1,0.1,0.2,0.77,0.11,0.88,0.06,0.17
200,Luiz Henrique,br  BRA,MF,Betis,21-302,2001,10,8,617,6.9,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,1.6,1.6,0.9,2.4,0.23,0.13,0.35,0.23,0.35
201,Mario Hermoso,es  ESP,DF,Atlético Madrid,27-135,1995,3,1,120,1.3,1,0,1,0,0,3,1,0.75,0.00,0.75,0.75,0.75,0.4,0.4,0.0,0.4,0.30,0.00,0.30,0.30,0.30
202,Aridane Hernández,gq  EQG,DF,Osasuna,33-222,1989,3,2,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
203,Luis Hernández,es  ESP,DF,Cádiz,33-200,1989,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.02,0.02,0.03,0.02,0.03
204,Ander Herrera,es  ESP,MF,Athletic Club,33-078,1989,5,2,172,1.9,0,1,0,0,0,1,1,0.00,0.52,0.52,0.00,0.52,0.0,0.0,0.4,0.4,0.02,0.20,0.22,0.02,0.22
205,Sergio Herrera,es  ESP,GK,Osasuna,29-148,1993,10,10,900,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
206,Yangel Herrera,ve  VEN,MF,Girona,24-297,1998,9,7,533,5.9,0,2,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,1.2,1.1,0.8,1.9,0.20,0.14,0.34,0.19,0.33
207,Omar El Hilali,ma  MAR,"DF,MF",Espanyol,19-049,2003,4,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
208,Pablo Ibáñez,es  ESP,MF,Osasuna,24-041,1998,4,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.63,0.22,0.85,0.63,0.85
209,Iglesias,es  ESP,DF,Getafe,24-120,1998,10,8,756,8.4,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.2,0.2,0.4,0.6,0.02,0.05,0.07,0.02,0.07
210,Borja Iglesias,es  ESP,FW,Betis,29-287,1993,12,11,909,10.1,8,2,5,3,3,0,0,0.79,0.20,0.99,0.50,0.69,6.4,4.0,1.7,5.7,0.63,0.17,0.80,0.40,0.56
211,Asier Illarramendi,es  ESP,MF,Real Sociedad,32-237,1990,5,1,108,1.2,1,0,1,0,0,2,0,0.83,0.00,0.83,0.83,0.83,0.0,0.0,0.0,0.1,0.04,0.03,0.07,0.04,0.07
212,Alexander Isak,se  SWE,FW,Real Sociedad,23-040,1999,2,2,152,1.7,1,0,1,0,0,0,0,0.59,0.00,0.59,0.59,0.59,0.2,0.2,0.1,0.3,0.12,0.06,0.18,0.12,0.18
213,Isco,es  ESP,"MF,FW",Sevilla,30-193,1992,11,9,754,8.4,0,2,0,0,0,5,0,0.00,0.24,0.24,0.00,0.24,0.1,0.1,1.6,1.8,0.02,0.20,0.21,0.02,0.21
214,Nicolas Jackson,sn  SEN,FW,Villarreal,21-133,2001,12,8,727,8.1,2,2,2,0,0,1,0,0.25,0.25,0.50,0.25,0.50,2.4,2.4,1.5,3.9,0.29,0.18,0.48,0.29,0.48
215,Adnan Januzaj,be  BEL,MF,Sevilla,27-268,1995,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
216,Javi,es  ESP,DF,Girona,24-182,1998,8,3,269,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.08,0.08,0.00,0.08
217,Joaquín,es  ESP,MF,Betis,41-102,1981,5,1,160,1.8,0,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,0.3,0.3,0.9,1.2,0.15,0.50,0.65,0.15,0.65
218,Frenkie de Jong,nl  NED,MF,Barcelona,25-172,1997,11,7,720,8.0,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.6,2.0,0.17,0.08,0.25,0.17,0.25
219,Joan Jordán,es  ESP,MF,Sevilla,28-117,1994,8,8,562,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.05,0.07,0.12,0.05,0.12
220,Josan,es  ESP,"DF,MF",Elche,32-332,1989,9,2,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.08,0.08,0.00,0.08
221,Willian José,br  BRA,"FW,MF",Betis,30-342,1991,8,1,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.33,0.03,0.36,0.33,0.36
222,Joselu,es  ESP,FW,Espanyol,32-218,1990,12,12,1080,12.0,7,0,5,2,2,1,0,0.58,0.00,0.58,0.42,0.42,5.3,3.7,0.5,4.2,0.44,0.04,0.48,0.31,0.35
223,Juanmi,es  ESP,MF,Betis,29-164,1993,4,4,313,3.5,2,0,2,0,0,2,0,0.58,0.00,0.58,0.58,0.58,1.6,1.6,0.0,1.6,0.46,0.01,0.47,0.46,0.47
224,Juanpe,es  ESP,DF,Girona,31-184,1991,7,7,615,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03
225,Lago Junior,ci  CIV,"FW,MF",Mallorca,31-304,1990,5,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07
