,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
345,Cenk Özkacar,tr  TUR,DF,Valencia,22-025,2000,1,0,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
346,Fernando Pacheco,es  ESP,GK,Almería,30-166,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
347,Jon Pacheco,es  ESP,DF,Real Sociedad,21-296,2001,7,6,543,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
348,Gonçalo Paciência,pt  POR,"FW,MF",Celta Vigo,28-091,1994,8,2,233,2.6,1,0,1,0,0,0,1,0.39,0.00,0.39,0.39,0.39,0.5,0.5,0.5,0.9,0.19,0.18,0.37,0.19,0.37
349,Helibelton Palacios,co  COL,DF,Elche,29-142,1993,9,8,705,7.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.04,0.04,0.08,0.04,0.08
350,Isaac Palazón Camacho,es  ESP,MF,Rayo Vallecano,27-308,1994,11,10,841,9.3,3,2,2,1,1,1,0,0.32,0.21,0.54,0.21,0.43,1.9,1.1,1.2,2.2,0.20,0.12,0.32,0.12,0.24
351,Aitor Paredes,es  ESP,DF,Athletic Club,22-185,2000,3,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
352,Daniel Parejo,es  ESP,MF,Villarreal,33-198,1989,12,12,1053,11.7,0,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.5,0.5,2.0,2.4,0.04,0.17,0.21,0.04,0.21
353,Moises Parra Gutierrez,es  ESP,FW,Getafe,20-129,2002,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
354,Javier Pastore,ar  ARG,MF,Elche,33-133,1989,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
355,Gabriel Paulista,br  BRA,DF,Valencia,31-339,1990,9,6,551,6.1,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.2,0.8,0.10,0.04,0.13,0.10,0.13
356,Alfonso Pedraza,es  ESP,DF,Villarreal,26-205,1996,10,10,805,8.9,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.7,0.7,0.6,1.3,0.08,0.07,0.15,0.08,0.15
357,Pedri,es  ESP,MF,Barcelona,19-340,2002,12,10,847,9.4,2,0,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,2.1,3.2,0.12,0.22,0.34,0.12,0.34
358,Rubén Peña,es  ESP,"DF,MF",Osasuna,31-105,1991,8,5,464,5.2,0,1,0,0,0,1,1,0.00,0.19,0.19,0.00,0.19,1.1,1.1,0.5,1.6,0.21,0.10,0.31,0.21,0.31
359,Alberto Perea,es  ESP,MF,Cádiz,31-316,1990,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
360,Carles Pérez,es  ESP,"FW,MF",Celta Vigo,24-257,1998,12,5,453,5.0,0,2,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40,0.6,0.6,0.3,0.8,0.11,0.06,0.17,0.11,0.17
361,Francisco Perez,es  ESP,"MF,DF",Valencia,20-052,2002,2,0,21,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
362,Kike Pérez,es  ESP,MF,Valladolid,25-259,1997,11,10,852,9.5,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,0.9,1.7,0.08,0.09,0.18,0.08,0.18
363,Lucas Pérez,es  ESP,FW,Cádiz,34-051,1988,11,5,565,6.3,1,0,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,1.2,1.2,0.2,1.4,0.20,0.03,0.23,0.20,0.23
364,Luis Pérez,es  ESP,DF,Valladolid,27-269,1995,5,5,387,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
365,Germán Pezzella,ar  ARG,DF,Betis,31-126,1991,10,9,794,8.8,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.05,0.00,0.06,0.05,0.06
366,Yeremi Pino,es  ESP,MF,Villarreal,20-011,2002,11,8,580,6.4,1,1,1,0,0,1,0,0.16,0.16,0.31,0.16,0.31,0.7,0.7,1.0,1.7,0.11,0.15,0.26,0.11,0.26
367,Gerard Piqué,es  ESP,DF,Barcelona,35-271,1987,5,3,300,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.16,0.00,0.16,0.16,0.16
368,Óscar Plano,es  ESP,"FW,MF",Valladolid,31-262,1991,12,7,710,7.9,1,1,1,0,0,1,0,0.13,0.13,0.25,0.13,0.25,0.7,0.7,1.0,1.7,0.09,0.12,0.21,0.09,0.21
369,Gonzalo Plata,ec  ECU,"FW,MF",Valladolid,21-364,2000,8,4,431,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.09,0.11,0.19,0.09,0.19
370,Ezequiel Ponce,ar  ARG,FW,Elche,25-216,1997,10,4,416,4.6,2,0,2,0,0,2,0,0.43,0.00,0.43,0.43,0.43,1.0,1.0,0.1,1.1,0.21,0.03,0.24,0.21,0.24
371,Francisco Portillo,es  ESP,"MF,FW",Almería,32-140,1990,8,1,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
372,Portu,es  ESP,"MF,FW",Getafe,30-163,1992,9,2,284,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.15,0.04,0.18,0.15,0.18
373,José Pozo,es  ESP,MF,Rayo Vallecano,26-230,1996,6,1,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.04,0.12,0.16,0.04,0.16
374,Alejandro Pozo Pozo,es  ESP,"DF,MF",Almería,23-251,1999,9,5,490,5.4,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,1.1,1.3,0.03,0.21,0.24,0.03,0.24
375,Abdón Prats,es  ESP,"FW,MF",Mallorca,29-328,1992,8,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.8,0.44,0.08,0.53,0.44,0.53
376,Javi Puado,es  ESP,"MF,FW",Espanyol,24-159,1998,11,7,634,7.0,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,2.5,2.5,0.4,2.9,0.36,0.06,0.42,0.36,0.42
377,Arnau Puigmal,es  ESP,"DF,MF",Almería,21-294,2001,6,1,218,2.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.06,0.02,0.09,0.06,0.09
378,Domingos Quina,pt  POR,MF,Elche,22-347,1999,9,2,268,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.06,0.14,0.20,0.06,0.20
379,Antonio Raillo,es  ESP,DF,Mallorca,31-023,1991,12,12,1080,12.0,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
380,Predrag Rajković,rs  SRB,GK,Mallorca,27-000,1995,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
381,Ivan Rakitić,hr  CRO,MF,Sevilla,34-235,1988,9,4,408,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.16,0.06,0.22,0.16,0.22
382,Largie Ramazani,be  BEL,"FW,MF",Almería,21-246,2001,12,8,688,7.6,2,0,2,0,0,3,0,0.26,0.00,0.26,0.26,0.26,1.8,1.8,0.3,2.1,0.24,0.04,0.27,0.24,0.27
383,Raphinha,br  BRA,FW,Barcelona,25-321,1996,11,6,534,5.9,1,2,1,0,0,1,0,0.17,0.34,0.51,0.17,0.51,2.5,2.5,2.7,5.2,0.42,0.45,0.87,0.42,0.87
384,Reinier,br  BRA,"MF,FW",Girona,20-285,2002,7,3,313,3.5,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.8,0.8,0.2,1.0,0.24,0.05,0.28,0.24,0.28
385,Karim Rekik,nl  NED,DF,Sevilla,27-333,1994,5,4,288,3.2,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.6,0.6,0.0,0.6,0.20,0.00,0.20,0.20,0.20
386,Álex Remiro,es  ESP,GK,Real Sociedad,27-221,1995,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
387,Alejandro Revuelta Montero,es  ESP,DF,Getafe,22-198,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
388,Nico Ribaudo,es  ESP,"MF,FW",Espanyol,21-203,2001,8,3,168,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.07,0.05,0.07
389,Diego Rico,es  ESP,DF,Real Sociedad,29-250,1993,5,4,414,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05
390,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,22-212,2000,11,9,745,8.3,3,0,3,0,0,0,0,0.36,0.00,0.36,0.36,0.36,1.6,1.6,0.3,1.9,0.19,0.04,0.23,0.19,0.23
391,Sergi Roberto,es  ESP,DF,Barcelona,30-266,1992,9,3,377,4.2,2,0,2,0,0,1,0,0.48,0.00,0.48,0.48,0.48,0.8,0.8,0.5,1.3,0.19,0.12,0.31,0.19,0.31
392,Lucas Robertone,ar  ARG,MF,Almería,25-227,1997,12,11,864,9.6,1,1,1,0,0,2,0,0.10,0.10,0.21,0.10,0.21,1.2,1.2,1.1,2.4,0.13,0.12,0.25,0.13,0.25
393,Enzo Roco,cl  CHI,DF,Elche,30-076,1992,8,7,535,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03
394,Rodrigo,es  ESP,MF,Betis,22-168,2000,10,10,663,7.4,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.7,0.7,0.1,0.8,0.10,0.01,0.11,0.10,0.11
395,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,35-188,1987,5,1,149,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,0.9,0.54,0.03,0.57,0.54,0.57
396,Óscar Rodríguez Arnaiz,es  ESP,MF,Celta Vigo,24-125,1998,11,11,900,10.0,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,2.6,2.6,0.7,3.4,0.26,0.07,0.34,0.26,0.34
397,Dani Rodríguez,es  ESP,MF,Mallorca,34-147,1988,12,7,618,6.9,0,2,0,0,0,4,0,0.00,0.29,0.29,0.00,0.29,0.2,0.2,1.1,1.3,0.03,0.16,0.19,0.03,0.19
398,Guido Rodríguez,ar  ARG,MF,Betis,28-202,1994,10,10,896,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05
399,Rodrygo,br  BRA,FW,Real Madrid,21-295,2001,10,8,741,8.2,4,4,3,1,1,0,0,0.49,0.49,0.97,0.36,0.85,5.1,4.3,3.6,7.9,0.62,0.44,1.06,0.52,0.96
400,Iván Romero,es  ESP,MF,Sevilla,21-204,2001,1,0,11,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
401,Oriol Romeu,es  ESP,MF,Girona,31-037,1991,9,9,810,9.0,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.8,0.8,0.2,1.0,0.08,0.03,0.11,0.08,0.11
402,Rubén,es  ESP,"MF,FW",Espanyol,21-269,2001,4,3,244,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.12,0.01,0.13,0.12,0.13
403,Antonio Rüdiger,de  GER,DF,Real Madrid,29-242,1993,12,7,686,7.6,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.9,0.9,0.1,1.0,0.12,0.01,0.13,0.12,0.13
404,Aitor Ruibal,es  ESP,"DF,MF",Betis,26-223,1996,11,4,498,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.05,0.09,0.14,0.05,0.14
405,Víctor Ruiz,es  ESP,DF,Betis,33-279,1989,3,2,251,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07
406,Gerónimo Rulli,ar  ARG,GK,Villarreal,30-164,1992,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
407,Franco Russo,ar  ARG,DF,Mallorca,28-006,1994,1,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
408,Youssouf Sabaly,sn  SEN,DF,Betis,29-240,1993,7,5,459,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.07,0.07,0.01,0.07
409,Samuel Sáiz,es  ESP,"MF,FW",Girona,31-282,1991,6,1,193,2.1,1,0,0,1,1,1,0,0.47,0.00,0.47,0.00,0.00,0.9,0.1,0.2,0.3,0.40,0.10,0.50,0.04,0.14
410,Salvi,es  ESP,MF,Rayo Vallecano,31-215,1991,8,3,229,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.06,0.14,0.20,0.06,0.20
411,Samuel,br  BRA,"FW,MF",Valencia,22-312,1999,12,12,1035,11.5,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,2.1,2.0,1.0,3.0,0.18,0.08,0.26,0.18,0.26
412,Fede San Emeterio,es  ESP,MF,Cádiz,25-229,1997,11,9,609,6.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
413,Oihan Sancet,es  ESP,MF,Athletic Club,22-189,2000,12,11,793,8.8,3,0,2,1,1,2,0,0.34,0.00,0.34,0.23,0.23,2.0,1.3,0.7,1.9,0.23,0.08,0.31,0.14,0.22
414,Antonio Sánchez,es  ESP,MF,Mallorca,25-192,1997,12,6,490,5.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.08,0.08,0.15,0.08,0.15
415,Iván Sánchez,es  ESP,"FW,MF",Valladolid,30-038,1992,9,6,460,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.0,0.09,0.11,0.20,0.09,0.20
416,Javi Sánchez,es  ESP,DF,Valladolid,25-231,1997,11,11,937,10.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03
417,Manuel Sánchez,es  ESP,DF,Osasuna,22-068,2000,9,3,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05
418,Esteban Saveljich,me  MNE,MF,Rayo Vallecano,31-164,1991,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
419,Stefan Savić,me  MNE,DF,Atlético Madrid,31-296,1991,8,8,705,7.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
420,Jaime Seoane,es  ESP,MF,Getafe,25-282,1997,9,2,273,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.06,0.07,0.01,0.07
421,David Silva,es  ESP,MF,Real Sociedad,36-296,1986,11,10,756,8.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.2,2.5,0.14,0.15,0.29,0.14,0.29
422,Rui Silva,pt  POR,GK,Betis,28-266,1994,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
423,Unai Simón,es  ESP,GK,Athletic Club,25-142,1997,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
424,Rubén Sobrino,es  ESP,"MF,FW",Cádiz,30-152,1992,9,7,632,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,1.1,1.1,0.3,1.4,0.16,0.04,0.19,0.16,0.19
425,Alex Sola,es  ESP,DF,Real Sociedad,23-144,1999,4,2,203,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.02,0.04,0.03,0.04
426,Augusto Solari,ar  ARG,"MF,FW",Celta Vigo,30-301,1992,6,2,187,2.1,0,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,0.1,0.1,0.2,0.3,0.04,0.09,0.12,0.04,0.12
427,Carlos Soler,es  ESP,MF,Valencia,25-302,1997,3,3,242,2.7,1,0,0,1,1,0,0,0.37,0.00,0.37,0.00,0.00,0.9,0.2,0.2,0.4,0.35,0.08,0.43,0.06,0.14
428,David Soria,es  ESP,GK,Getafe,29-210,1993,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
429,Alexander Sørloth,no  NOR,FW,Real Sociedad,26-330,1995,8,8,640,7.1,3,1,3,0,0,1,0,0.42,0.14,0.56,0.42,0.56,3.2,3.2,0.5,3.6,0.44,0.07,0.51,0.44,0.51
430,Dyego Sousa,pt  POR,FW,Almería,33-047,1989,8,2,253,2.8,0,1,0,0,0,1,0,0.00,0.36,0.36,0.00,0.36,0.4,0.4,0.6,1.0,0.14,0.22,0.36,0.14,0.36
431,Vinicius Souza,br  BRA,MF,Espanyol,23-136,1999,12,12,1039,11.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.04,0.04,0.01,0.04
432,Jørgen Strand Larsen,no  NOR,FW,Celta Vigo,22-267,2000,9,8,634,7.0,0,2,0,0,0,3,0,0.00,0.28,0.28,0.00,0.28,1.8,1.8,1.2,3.0,0.25,0.17,0.42,0.25,0.42
433,Cristhian Stuani,uy  URU,FW,Girona,36-019,1986,8,3,368,4.1,4,0,1,3,4,1,0,0.98,0.00,0.98,0.24,0.24,4.3,1.1,0.3,1.4,1.04,0.08,1.12,0.27,0.35
434,Damián Suárez,uy  URU,DF,Getafe,34-187,1988,6,6,540,6.0,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.6,1.0,0.05,0.11,0.16,0.05,0.16
435,Mario Suárez,es  ESP,"DF,MF",Rayo Vallecano,35-249,1987,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
436,Suso,es  ESP,MF,Sevilla,28-346,1993,4,0,88,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.17,0.14,0.32,0.17,0.32
437,Renato Tapia,pe  PER,MF,Celta Vigo,27-095,1995,10,6,558,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.06,0.07,0.01,0.07
438,Aurélien Tchouaméni,fr  FRA,MF,Real Madrid,22-277,2000,10,9,742,8.2,0,2,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,1.1,1.7,0.07,0.13,0.20,0.07,0.20
439,Alex Telles,br  BRA,DF,Sevilla,29-320,1992,11,6,618,6.9,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.7,0.8,0.02,0.10,0.12,0.02,0.12
440,Marc-André ter Stegen,de  GER,GK,Barcelona,30-184,1992,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
441,Ramón Terrats,es  ESP,MF,Girona,22-013,2000,4,1,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.09,0.03,0.12,0.09,0.12
442,Pablo Torre,es  ESP,FW,Barcelona,19-211,2003,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
443,Ferrán Torres,es  ESP,"FW,MF",Barcelona,22-244,2000,11,4,432,4.8,2,0,2,0,0,2,0,0.42,0.00,0.42,0.42,0.42,2.5,2.5,1.2,3.7,0.53,0.25,0.78,0.53,0.78
444,Óliver Torres,es  ESP,MF,Sevilla,27-355,1994,10,10,738,8.2,3,0,3,0,0,0,0,0.37,0.00,0.37,0.37,0.37,0.8,0.8,0.8,1.6,0.10,0.10,0.20,0.10,0.20
445,Pau Torres,es  ESP,DF,Villarreal,25-288,1997,12,12,1080,12.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.04,0.04,0.08,0.04,0.08
446,Roberto Torres,es  ESP,"FW,MF",Osasuna,33-238,1989,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,2.13,2.13,0.00,2.13
447,Lucas Torró,es  ESP,MF,Osasuna,28-104,1994,12,12,974,10.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.5,0.04,0.01,0.05,0.04,0.05
448,Nabil Touaizi,ma  MAR,MF,Espanyol,21-272,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
449,Óscar Trejo,ar  ARG,"MF,FW",Rayo Vallecano,34-188,1988,10,10,749,8.3,1,2,1,0,1,5,0,0.12,0.24,0.36,0.12,0.36,1.5,0.7,0.9,1.6,0.18,0.11,0.29,0.08,0.19
450,Manu Trigueros,es  ESP,MF,Villarreal,31-014,1991,4,0,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07
451,Beñat Turrientes,es  ESP,"MF,FW",Real Sociedad,20-273,2002,6,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.13,0.13,0.00,0.13
452,Enes Ünal,tr  TUR,FW,Getafe,25-174,1997,11,11,942,10.5,3,2,3,0,1,2,0,0.29,0.19,0.48,0.29,0.48,2.7,2.0,1.0,2.9,0.26,0.09,0.35,0.19,0.28
453,Oscar Ureña,es  ESP,MF,Girona,19-303,2003,3,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.16,0.00,0.16,0.16,0.16
454,Óscar Valentín,es  ESP,MF,Rayo Vallecano,28-072,1994,12,9,777,8.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.02,0.05,0.07,0.02,0.07
455,Valery,es  ESP,"DF,MF",Girona,22-342,1999,7,2,248,2.8,0,1,0,0,0,1,0,0.00,0.36,0.36,0.00,0.36,0.1,0.1,0.3,0.4,0.03,0.11,0.13,0.03,0.13
456,Enrique Valiente,es  ESP,DF,Sevilla,20-191,2002,4,3,233,2.6,0,1,0,0,0,1,1,0.00,0.39,0.39,0.00,0.39,0.1,0.1,0.2,0.3,0.05,0.08,0.13,0.05,0.13
457,Martin Valjent,sk  SVK,DF,Mallorca,26-324,1995,11,11,975,10.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
458,Manu Vallejo,es  ESP,"FW,MF",Girona,25-259,1997,7,2,206,2.3,0,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,0.0,0.0,0.3,0.3,0.01,0.12,0.13,0.01,0.13
459,Federico Valverde,uy  URU,"FW,MF",Real Madrid,24-101,1998,12,10,928,10.3,6,2,6,0,0,1,0,0.58,0.19,0.78,0.58,0.78,1.8,1.8,3.1,4.9,0.17,0.30,0.47,0.17,0.47
460,Jesus Vazquez,es  ESP,"DF,MF",Valencia,19-302,2003,4,2,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07
461,Lucas Vázquez,es  ESP,DF,Real Madrid,31-122,1991,6,3,275,3.1,2,0,2,0,0,0,0,0.65,0.00,0.65,0.65,0.65,0.9,0.9,0.2,1.1,0.29,0.07,0.36,0.29,0.36
462,Gabriel Veiga,es  ESP,MF,Celta Vigo,20-157,2002,12,5,496,5.5,3,1,3,0,0,3,1,0.54,0.18,0.73,0.54,0.73,0.6,0.6,0.4,1.0,0.12,0.07,0.18,0.12,0.18
463,Unai Vencedor Paris,es  ESP,MF,Athletic Club,21-350,2000,4,0,81,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.22,0.04,0.26,0.22,0.26
