,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2015-08-22,Sat,La Liga,Matchweek 1,Home,W 1–0,Atlético Madrid,Las Palmas,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
1,2015-08-30,Sun,La Liga,Matchweek 2,Away,W 3–0,Atlético Madrid,Sevilla,Y,GK,90,7,0,7,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
2,2015-09-05,Sat,Euro Qualifying,Group stage,Away,L 2–3,si  Slovenia,ch  Switzerland,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,2015-09-08,Tue,Euro Qualifying,Group stage,Home,W 1–0,si  Slovenia,ee  Estonia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
4,2015-09-12,Sat,La Liga,Matchweek 3,Home,L 1–2,Atlético Madrid,Barcelona,Y,GK,90,4,2,2,50.0,0,1.6,0,0,0,0,6,14,42.9,13,4,61.5,48.8,8,75.0,60.9,6,0,0.0,0,12.3,Match Report
5,2015-09-15,Tue,Champions Lg,Group stage,Away,W 2–0,es  Atlético Madrid,tr  Galatasaray,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
6,2015-09-19,Sat,La Liga,Matchweek 4,Away,W 2–0,Atlético Madrid,Eibar,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
7,2015-09-22,Tue,La Liga,Matchweek 5,Home,W 2–0,Atlético Madrid,Getafe,Y,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
8,2015-09-26,Sat,La Liga,Matchweek 6,Away,L 0–1,Atlético Madrid,Villarreal,Y,GK,90,2,1,1,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
9,2015-09-30,Wed,Champions Lg,Group stage,Home,L 1–2,es  Atlético Madrid,pt  Benfica,Y,GK,90,1,2,1,-100.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
10,2015-10-04,Sun,La Liga,Matchweek 7,Home,D 1–1,Atlético Madrid,Real Madrid,Y,GK,90,2,1,1,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
11,2015-10-09,Fri,Euro Qualifying,Group stage,Home,D 1–1,si  Slovenia,lt  Lithuania,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2015-10-12,Mon,Euro Qualifying,Group stage,Away,W 2–0,si  Slovenia,sm  San Marino,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
13,2015-10-18,Sun,La Liga,Matchweek 8,Away,W 2–0,Atlético Madrid,Real Sociedad,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
14,2015-10-21,Wed,Champions Lg,Group stage,Home,W 4–0,es  Atlético Madrid,kz  FC Astana,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
15,2015-10-25,Sun,La Liga,Matchweek 9,Home,W 2–1,Atlético Madrid,Valencia,Y,GK,90,0,1,0,,0,,1,1,0,0,,,,,,,,,,,,,,,,Match Report
16,2015-10-30,Fri,La Liga,Matchweek 10,Away,D 1–1,Atlético Madrid,La Coruña,Y,GK,90,3,1,2,66.7,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
17,2015-11-03,Tue,Champions Lg,Group stage,Away,D 0–0,es  Atlético Madrid,kz  FC Astana,Y*,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
18,2015-11-08,Sun,La Liga,Matchweek 11,Home,W 1–0,Atlético Madrid,Sporting Gijón,Y,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
19,2015-11-14,Sat,Euro Qualifying,Play-off Round,Away,L 0–2,si  Slovenia,ua  Ukraine,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
20,2015-11-17,Tue,Euro Qualifying,Play-off Round,Home,D 1–1,si  Slovenia,ua  Ukraine,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
21,2015-11-22,Sun,La Liga,Matchweek 12,Away,W 1–0,Atlético Madrid,Betis,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
22,2015-11-25,Wed,Champions Lg,Group stage,Home,W 2–0,es  Atlético Madrid,tr  Galatasaray,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
23,2015-11-28,Sat,La Liga,Matchweek 13,Home,W 1–0,Atlético Madrid,Espanyol,Y,GK,90,0,0,0,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
24,2015-12-01,Tue,Copa del Rey,Round of 32,Away,W 2–1,Atlético Madrid,Reus,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
25,2015-12-05,Sat,La Liga,Matchweek 14,Away,W 2–0,Atlético Madrid,Granada,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
26,2015-12-08,Tue,Champions Lg,Group stage,Away,W 2–1,es  Atlético Madrid,pt  Benfica,Y,GK,90,2,1,2,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
27,2015-12-13,Sun,La Liga,Matchweek 15,Home,W 2–1,Atlético Madrid,Athletic Club,Y,GK,90,5,1,4,80.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
