,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2017-08-19,Sat,La Liga,Matchweek 1,Away,D 2–2,Atlético Madrid,Girona,Y,GK,90,6,2,4,66.7,0,2.0,0,0,0,0,0,8,0.0,13,1,53.8,48.0,4,25.0,29.5,11,0,0.0,1,12.2,Match Report
1,2017-08-26,Sat,La Liga,Matchweek 2,Away,W 5–1,Atlético Madrid,Las Palmas,Y,GK,90,3,1,2,66.7,0,1.7,1,0,1,0,3,13,23.1,16,1,68.8,47.3,3,66.7,56.0,10,2,20.0,0,,Match Report
2,2017-09-01,Fri,WCQ — UEFA (M),First round,Away,L 0–1,si  Slovenia,sk  Slovakia,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
3,2017-09-04,Mon,WCQ — UEFA (M),First round,Home,W 4–0,si  Slovenia,lt  Lithuania,Y,GK,90,,0,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
4,2017-09-09,Sat,La Liga,Matchweek 3,Away,D 0–0,Atlético Madrid,Valencia,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,7,20,35.0,18,2,77.8,48.7,7,85.7,57.6,11,0,0.0,0,12.5,Match Report
5,2017-09-12,Tue,Champions Lg,Group stage,Away,D 0–0,es  Atlético Madrid,it  Roma,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
6,2017-09-16,Sat,La Liga,Matchweek 4,Home,W 1–0,Atlético Madrid,Málaga,Y,GK,90,4,0,4,100.0,1,0.7,0,0,0,0,3,7,42.9,14,0,50.0,34.6,1,0.0,23.0,3,2,66.7,0,16.0,Match Report
7,2017-09-20,Wed,La Liga,Matchweek 5,Away,W 2–1,Atlético Madrid,Athletic Club,Y,GK,90,7,1,6,85.7,0,3.1,1,0,1,0,2,13,15.4,12,3,58.3,50.5,7,85.7,57.3,21,2,9.5,0,12.6,Match Report
8,2017-09-23,Sat,La Liga,Matchweek 6,Home,W 2–0,Atlético Madrid,Sevilla,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,7,18,38.9,17,2,64.7,49.1,7,100.0,63.0,8,0,0.0,0,10.0,Match Report
9,2017-09-27,Wed,Champions Lg,Group stage,Home,L 1–2,es  Atlético Madrid,eng  Chelsea,Y,GK,90,4,2,2,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
10,2017-09-30,Sat,La Liga,Matchweek 7,Away,D 0–0,Atlético Madrid,Leganés,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,0,1,0.0,10,6,10.0,21.4,2,0.0,23.0,14,0,0.0,0,11.5,Match Report
11,2017-10-05,Thu,WCQ — UEFA (M),First round,Away,L 0–1,si  Slovenia,eng  England,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
12,2017-10-08,Sun,WCQ — UEFA (M),First round,Home,D 2–2,si  Slovenia,sct  Scotland,Y,GK,90,,2,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
13,2017-10-14,Sat,La Liga,Matchweek 8,Home,D 1–1,Atlético Madrid,Barcelona,Y,GK,90,7,1,6,85.7,0,1.2,0,0,0,0,4,17,23.5,12,0,100.0,66.5,5,100.0,66.4,11,0,0.0,0,10.0,Match Report
14,2017-10-18,Wed,Champions Lg,Group stage,Away,D 0–0,es  Atlético Madrid,az  Qarabağ FK,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
15,2017-10-22,Sun,La Liga,Matchweek 9,Away,W 1–0,Atlético Madrid,Celta Vigo,Y,GK,90,8,0,8,100.0,1,1.0,0,0,0,0,5,15,33.3,16,0,75.0,51.5,5,60.0,50.4,11,3,27.3,0,17.0,Match Report
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2017-10-28,Sat,La Liga,Matchweek 10,Home,D 1–1,Atlético Madrid,Villarreal,Y,GK,90,4,1,3,75.0,0,0.8,0,0,0,0,3,13,23.1,19,5,47.4,42.4,4,100.0,71.8,6,0,0.0,1,20.3,Match Report
18,2017-10-31,Tue,Champions Lg,Group stage,Home,D 1–1,es  Atlético Madrid,az  Qarabağ FK,Y,GK,90,3,1,2,66.7,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
