,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2020-09-03,Thu,UEFA Nations League,League C,Home,D 0–0,si  Slovenia,gr  Greece,Y*,GK,90,5,0,5,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
1,2020-09-06,Sun,UEFA Nations League,League C,Home,W 1–0,si  Slovenia,md  Moldova,Y*,GK,90,0,0,0,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
2,2020-09-27,Sun,La Liga,Matchweek 3,Home,W 6–1,Atlético Madrid,Granada,Y,GK,90,6,1,5,83.3,0,1.6,0,0,0,0,4,12,33.3,18,2,55.6,42.7,4,50.0,44.5,13,2,15.4,0,11.4,Match Report
3,2020-09-30,Wed,La Liga,Matchweek 4,Away,D 0–0,Atlético Madrid,Huesca,Y*,GK,90,3,0,3,100.0,1,0.6,0,0,0,0,4,13,30.8,25,5,40.0,35.8,8,37.5,41.0,9,1,11.1,0,13.0,Match Report
4,2020-10-03,Sat,La Liga,Matchweek 5,Home,D 0–0,Atlético Madrid,Villarreal,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,4,5,80.0,16,2,25.0,28.4,6,16.7,30.5,9,0,0.0,0,8.4,Match Report
5,2020-10-07,Wed,Friendlies (M),Friendlies (M),Home,W 4–0,si  Slovenia,sm  San Marino,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,2020-10-11,Sun,UEFA Nations League,League C,Away,W 1–0,si  Slovenia,xk  Kosovo,Y*,GK,90,2,0,2,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
7,2020-10-14,Wed,UEFA Nations League,League C,Away,W 4–0,si  Slovenia,md  Moldova,Y*,GK,90,4,0,4,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
8,2020-10-17,Sat,La Liga,Matchweek 6,Away,W 2–0,Atlético Madrid,Celta Vigo,Y,GK,90,5,0,5,100.0,1,0.7,0,0,0,0,11,26,42.3,27,5,70.4,51.7,11,63.6,48.9,7,1,14.3,2,18.7,Match Report
9,2020-10-21,Wed,Champions Lg,Group stage,Away,L 0–4,es  Atlético Madrid,de  Bayern Munich,Y,GK,90,5,4,1,20.0,0,2.8,0,0,0,0,8,16,50.0,14,2,92.9,54.2,7,42.9,42.7,9,0,0.0,0,9.7,Match Report
10,2020-10-24,Sat,La Liga,Matchweek 7,Home,W 2–0,Atlético Madrid,Betis,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,4,14,28.6,17,2,58.8,46.7,7,57.1,45.4,10,0,0.0,0,9.5,Match Report
11,2020-10-27,Tue,Champions Lg,Group stage,Home,W 3–2,es  Atlético Madrid,at  RB Salzburg,Y,GK,90,3,2,2,33.3,0,0.6,0,0,0,0,8,15,53.3,23,6,52.2,39.3,6,50.0,35.0,2,0,0.0,0,10.0,Match Report
12,2020-10-31,Sat,La Liga,Matchweek 8,Away,W 3–1,Atlético Madrid,Osasuna,Y,GK,90,3,1,2,66.7,0,1.0,0,0,0,0,8,22,36.4,26,2,50.0,40.6,14,64.3,49.6,13,1,7.7,0,17.7,Match Report
13,2020-11-03,Tue,Champions Lg,Group stage,Away,D 1–1,es  Atlético Madrid,ru  Loko Moscow,Y*,GK,90,0,1,0,,0,1.0,1,1,0,0,1,5,20.0,10,3,40.0,32.7,2,50.0,39.0,2,0,0.0,0,15.5,Match Report
14,2020-11-07,Sat,La Liga,Matchweek 9,Home,W 4–0,Atlético Madrid,Cádiz,Y,GK,90,3,0,3,100.0,1,0.2,0,0,0,0,8,14,57.1,18,2,50.0,39.3,10,50.0,35.5,14,1,7.1,0,17.0,Match Report
15,2020-11-11,Wed,Friendlies (M),Friendlies (M),Home,D 0–0,si  Slovenia,az  Azerbaijan,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2020-11-18,Wed,UEFA Nations League,League C,Away,D 0–0,si  Slovenia,gr  Greece,Y*,GK,90,6,0,6,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
18,2020-11-21,Sat,La Liga,Matchweek 10,Home,W 1–0,Atlético Madrid,Barcelona,Y,GK,90,4,0,4,100.0,1,0.6,0,0,0,0,11,23,47.8,20,0,85.0,51.5,8,75.0,54.4,7,0,0.0,0,13.5,Match Report
19,2020-11-25,Wed,Champions Lg,Group stage,Home,D 0–0,es  Atlético Madrid,ru  Loko Moscow,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,5,11,45.5,17,4,41.2,32.8,5,80.0,61.8,2,0,0.0,1,17.8,Match Report
20,2020-11-28,Sat,La Liga,Matchweek 11,Away,W 1–0,Atlético Madrid,Valencia,Y,GK,90,2,0,2,100.0,1,0.3,0,0,0,0,2,12,16.7,15,4,53.3,40.9,5,80.0,55.6,6,1,16.7,0,11.0,Match Report
21,2020-12-01,Tue,Champions Lg,Group stage,Home,D 1–1,es  Atlético Madrid,de  Bayern Munich,Y,GK,90,1,1,1,100.0,0,1.0,1,1,0,0,4,14,28.6,22,6,59.1,42.3,8,12.5,21.0,6,0,0.0,0,6.0,Match Report
22,2020-12-05,Sat,La Liga,Matchweek 12,Home,W 2–0,Atlético Madrid,Valladolid,Y*,GK,90,3,0,3,100.0,1,0.6,0,0,0,0,14,29,48.3,22,5,77.3,51.7,15,80.0,54.5,6,0,0.0,0,12.5,Match Report
23,2020-12-09,Wed,Champions Lg,Group stage,Away,W 2–0,es  Atlético Madrid,at  RB Salzburg,Y,GK,90,2,0,2,100.0,1,0.7,0,0,0,0,3,23,13.0,20,1,70.0,50.5,11,81.8,57.5,5,0,0.0,1,14.2,Match Report
24,2020-12-12,Sat,La Liga,Matchweek 13,Away,L 0–2,Atlético Madrid,Real Madrid,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,6,10,60.0,14,2,35.7,36.0,7,71.4,48.4,5,0,0.0,0,8.0,Match Report
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2020-12-19,Sat,La Liga,Matchweek 14,Home,W 3–1,Atlético Madrid,Elche,Y,GK,90,3,1,2,66.7,0,1.5,0,0,0,0,4,5,80.0,14,2,28.6,34.3,5,20.0,30.8,8,1,12.5,1,40.0,Match Report
27,2020-12-22,Tue,La Liga,Matchweek 15,Away,W 2–0,Atlético Madrid,Real Sociedad,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,9,25,36.0,19,2,94.7,59.5,8,87.5,61.0,10,0,0.0,2,21.0,Match Report
28,2020-12-30,Wed,La Liga,Matchweek 16,Home,W 1–0,Atlético Madrid,Getafe,Y,GK,90,2,0,2,100.0,1,0.3,0,0,0,0,7,22,31.8,16,3,68.8,49.5,12,91.7,58.6,16,1,6.3,0,7.4,Match Report
29,2021-01-03,Sun,La Liga,Matchweek 17,Away,W 2–1,Atlético Madrid,Alavés,Y,GK,90,1,1,1,0.0,0,0.0,0,0,0,0,9,16,56.3,18,3,55.6,41.6,6,100.0,61.5,1,0,0.0,0,17.0,Match Report
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2021-01-12,Tue,La Liga,Matchweek 1,Home,W 2–0,Atlético Madrid,Sevilla,Y,GK,90,2,0,2,100.0,1,0.5,0,0,0,0,13,25,52.0,17,1,76.5,50.4,13,92.3,55.8,14,0,0.0,0,12.0,Match Report
32,2021-01-21,Thu,La Liga,Matchweek 19,Away,W 2–1,Atlético Madrid,Eibar,Y*,GK,90,2,1,2,100.0,0,1.1,1,1,0,0,10,19,52.6,23,7,56.5,40.2,12,50.0,43.6,13,0,0.0,0,17.0,Match Report
33,2021-01-24,Sun,La Liga,Matchweek 20,Home,W 3–1,Atlético Madrid,Valencia,Y,GK,90,4,1,3,75.0,0,0.7,0,0,0,0,5,15,33.3,17,4,58.8,42.6,6,83.3,55.7,7,1,14.3,0,12.7,Match Report
34,2021-01-31,Sun,La Liga,Matchweek 21,Away,W 4–2,Atlético Madrid,Cádiz,Y,GK,90,6,2,4,66.7,0,1.8,0,0,0,0,5,12,41.7,14,3,42.9,42.3,6,100.0,68.7,21,2,9.5,0,13.5,Match Report
35,2021-02-08,Mon,La Liga,Matchweek 22,Home,D 2–2,Atlético Madrid,Celta Vigo,Y,GK,90,2,2,0,0.0,0,1.6,0,0,0,0,4,15,26.7,15,2,60.0,49.7,9,66.7,52.3,10,1,10.0,1,24.5,Match Report
36,2021-02-13,Sat,La Liga,Matchweek 23,Away,W 2–1,Atlético Madrid,Granada,Y,GK,90,1,1,0,0.0,0,0.9,0,0,0,0,7,16,43.8,13,1,69.2,48.3,9,77.8,57.2,7,1,14.3,1,27.5,Match Report
37,2021-02-17,Wed,La Liga,Matchweek 2,Away,D 1–1,Atlético Madrid,Levante,Y,GK,90,4,1,3,75.0,0,1.1,0,0,0,0,8,17,47.1,26,6,50.0,40.9,5,80.0,56.6,7,1,14.3,4,22.1,Match Report
38,2021-02-20,Sat,La Liga,Matchweek 24,Home,L 0–2,Atlético Madrid,Levante,Y,GK,90,1,2,0,-100.0,0,0.0,0,0,0,0,3,4,75.0,10,2,20.0,29.8,5,40.0,37.6,3,0,0.0,0,11.5,Match Report
39,2021-02-23,Tue,Champions Lg,Round of 16,Home,L 0–1,es  Atlético Madrid,eng  Chelsea,Y,GK,90,5,1,4,80.0,0,0.9,0,0,0,0,15,27,55.6,26,4,73.1,47.2,9,88.9,53.4,8,1,12.5,0,13.8,Match Report
40,2021-02-28,Sun,La Liga,Matchweek 25,Away,W 2–0,Atlético Madrid,Villarreal,Y,GK,90,6,0,6,100.0,1,1.1,0,0,0,0,9,26,34.6,22,5,90.9,60.3,6,100.0,63.5,17,0,0.0,0,10.5,Match Report
41,2021-03-07,Sun,La Liga,Matchweek 26,Home,D 1–1,Atlético Madrid,Real Madrid,Y,GK,90,8,1,7,87.5,0,2.5,0,0,0,0,8,25,32.0,22,0,77.3,53.1,9,88.9,59.7,10,0,0.0,0,14.5,Match Report
42,2021-03-10,Wed,La Liga,Matchweek 18,Home,W 2–1,Atlético Madrid,Athletic Club,Y,GK,90,2,1,1,50.0,0,1.1,0,0,0,0,10,17,58.8,20,5,60.0,43.1,9,55.6,46.9,11,0,0.0,2,20.4,Match Report
43,2021-03-13,Sat,La Liga,Matchweek 27,Away,D 0–0,Atlético Madrid,Getafe,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,9,13,69.2,23,6,39.1,35.3,11,36.4,36.0,8,0,0.0,1,18.0,Match Report
44,2021-03-17,Wed,Champions Lg,Round of 16,Away,L 0–2,es  Atlético Madrid,eng  Chelsea,Y,GK,90,5,2,3,60.0,0,1.9,0,0,0,0,4,15,26.7,12,4,58.3,43.2,13,61.5,47.2,10,0,0.0,0,9.0,Match Report
45,2021-03-21,Sun,La Liga,Matchweek 28,Home,W 1–0,Atlético Madrid,Alavés,Y,GK,90,2,0,2,100.0,1,0.8,1,0,1,0,9,17,52.9,18,3,66.7,45.5,9,55.6,46.6,5,0,0.0,1,15.3,Match Report
46,2021-03-24,Wed,WCQ — UEFA (M),First round,Home,W 1–0,si  Slovenia,hr  Croatia,Y*,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
47,2021-03-27,Sat,WCQ — UEFA (M),First round,Away,L 1–2,si  Slovenia,ru  Russia,Y*,GK,90,4,2,2,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
48,2021-03-30,Tue,WCQ — UEFA (M),First round,Away,L 0–1,si  Slovenia,cy  Cyprus,Y*,GK,90,3,1,2,66.7,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
49,2021-04-04,Sun,La Liga,Matchweek 29,Away,L 0–1,Atlético Madrid,Sevilla,Y,GK,90,4,1,3,75.0,0,0.6,1,0,1,0,12,22,54.5,20,4,65.0,49.2,12,75.0,52.6,12,0,0.0,0,16.3,Match Report
50,2021-04-11,Sun,La Liga,Matchweek 30,Away,D 1–1,Atlético Madrid,Betis,Y,GK,90,4,1,3,75.0,0,0.5,0,0,0,0,3,9,33.3,18,3,44.4,37.9,4,25.0,30.8,7,0,0.0,0,12.3,Match Report
51,2021-04-18,Sun,La Liga,Matchweek 33,Home,W 5–0,Atlético Madrid,Eibar,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,9,15,60.0,27,5,55.6,42.1,4,0.0,13.8,3,0,0.0,0,12.8,Match Report
52,2021-04-22,Thu,La Liga,Matchweek 31,Home,W 2–0,Atlético Madrid,Huesca,Y,GK,90,2,0,2,100.0,1,1.4,0,0,0,0,5,8,62.5,10,1,50.0,36.9,5,60.0,50.2,7,1,14.3,1,20.5,Match Report
53,2021-04-25,Sun,La Liga,Matchweek 32,Away,L 1–2,Atlético Madrid,Athletic Club,Y,GK,90,3,2,1,33.3,0,1.0,0,0,0,0,5,14,35.7,18,2,50.0,39.1,6,83.3,50.0,1,0,0.0,1,16.0,Match Report
54,2021-05-01,Sat,La Liga,Matchweek 34,Away,W 1–0,Atlético Madrid,Elche,Y*,GK,90,1,0,1,100.0,1,0.4,1,0,0,1,6,17,35.3,16,1,75.0,56.3,6,83.3,62.5,5,1,20.0,0,7.0,Match Report
55,2021-05-08,Sat,La Liga,Matchweek 35,Away,D 0–0,Atlético Madrid,Barcelona,Y,GK,90,6,0,6,100.0,1,1.0,0,0,0,0,5,11,45.5,18,8,50.0,40.4,4,50.0,47.0,7,0,0.0,0,4.7,Match Report
56,2021-05-12,Wed,La Liga,Matchweek 36,Home,W 2–1,Atlético Madrid,Real Sociedad,Y,GK,90,7,1,5,85.7,0,2.6,0,0,0,0,8,20,40.0,16,1,87.5,58.9,6,100.0,71.8,5,0,0.0,0,8.7,Match Report
57,2021-05-16,Sun,La Liga,Matchweek 37,Home,W 2–1,Atlético Madrid,Osasuna,Y,GK,90,3,1,2,66.7,0,0.3,0,0,0,0,6,13,46.2,23,7,52.2,38.6,2,50.0,29.5,5,0,0.0,1,19.3,Match Report
58,2021-05-22,Sat,La Liga,Matchweek 38,Away,W 2–1,Atlético Madrid,Valladolid,Y,GK,90,4,1,3,75.0,0,1.1,0,0,0,0,5,22,22.7,23,4,78.3,52.7,5,80.0,60.6,8,2,25.0,0,13.7,Match Report
59,2021-06-01,Tue,Friendlies (M),Friendlies (M),Away,D 1–1,si  Slovenia,mk  North Macedonia,Y*,GK,45,,,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
60,,,,,,32-14-9,,,55/55,,4905,169,39,135,78.7,26,40.8,6,3,2,1,317,746,42.5,858,152,59.9,44.4,350,66.3,49.4,371,20,5.4,20,14.7,
