,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2018-08-15,Wed,Super Cup,UEFA Super Cup,Neutral,W 4–2,es  Atlético Madrid,es  Real Madrid,Y,GK,120,5,2,4,80.0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report
1,2018-08-20,Mon,La Liga,Matchweek 1,Away,D 1–1,Atlético Madrid,Valencia,Y,GK,90,4,1,3,75.0,0,1.4,0,0,0,0,4,17,23.5,12,4,58.3,44.8,10,100.0,68.0,4,0,0.0,0,10.8,Match Report
2,2018-08-25,Sat,La Liga,Matchweek 2,Home,W 1–0,Atlético Madrid,Rayo Vallecano,Y,GK,90,3,0,3,100.0,1,1.2,0,0,0,0,5,14,35.7,13,0,53.8,45.4,9,77.8,57.0,10,1,10.0,1,15.7,Match Report
3,2018-09-01,Sat,La Liga,Matchweek 3,Away,L 0–2,Atlético Madrid,Celta Vigo,Y,GK,90,4,2,2,50.0,0,0.8,0,0,0,0,2,8,25.0,9,2,66.7,46.9,2,100.0,64.5,3,1,33.3,0,11.8,Match Report
4,2018-09-15,Sat,La Liga,Matchweek 4,Home,D 1–1,Atlético Madrid,Eibar,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,12,24,50.0,19,1,84.2,57.6,8,100.0,67.4,9,0,0.0,1,17.7,Match Report
5,2018-09-18,Tue,Champions Lg,Group stage,Away,W 2–1,es  Atlético Madrid,fr  Monaco,Y,GK,90,2,1,1,50.0,0,0.7,0,0,0,0,6,13,46.2,9,1,44.4,36.7,10,90.0,56.0,8,0,0.0,0,19.0,Match Report
6,2018-09-22,Sat,La Liga,Matchweek 5,Away,W 2–0,Atlético Madrid,Getafe,Y,GK,90,2,0,2,100.0,1,0.5,0,0,0,0,4,11,36.4,14,7,28.6,33.5,10,70.0,58.7,11,2,18.2,0,8.3,Match Report
7,2018-09-25,Tue,La Liga,Matchweek 6,Home,W 3–0,Atlético Madrid,Huesca,Y,GK,90,1,0,1,100.0,1,0.7,0,0,0,0,4,9,44.4,18,5,33.3,33.7,4,75.0,65.5,10,0,0.0,2,17.8,Match Report
8,2018-09-29,Sat,La Liga,Matchweek 7,Away,D 0–0,Atlético Madrid,Real Madrid,Y,GK,90,6,0,6,100.0,1,0.7,0,0,0,0,10,20,50.0,17,2,70.6,45.6,9,88.9,62.4,14,0,0.0,0,16.5,Match Report
9,2018-10-03,Wed,Champions Lg,Group stage,Home,W 3–1,es  Atlético Madrid,be  Club Brugge,Y,GK,90,1,1,0,0.0,0,0.2,0,0,0,0,5,11,45.5,16,3,50.0,43.0,3,100.0,65.0,9,2,22.2,1,19.0,Match Report
10,2018-10-07,Sun,La Liga,Matchweek 8,Home,W 1–0,Atlético Madrid,Betis,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,1,7,14.3,6,0,50.0,35.8,4,100.0,72.3,6,1,16.7,0,13.0,Match Report
11,2018-10-20,Sat,La Liga,Matchweek 9,Away,D 1–1,Atlético Madrid,Villarreal,Y,GK,90,6,1,5,83.3,0,2.4,0,0,0,0,6,17,35.3,16,1,62.5,47.7,8,87.5,61.1,1,0,0.0,0,8.5,Match Report
12,2018-10-24,Wed,Champions Lg,Group stage,Away,L 0–4,es  Atlético Madrid,de  Dortmund,Y,GK,90,5,4,1,20.0,0,2.4,0,0,0,0,1,7,14.3,12,1,25.0,30.2,5,80.0,54.6,0,0,,0,17.3,Match Report
13,2018-10-27,Sat,La Liga,Matchweek 10,Home,W 2–0,Atlético Madrid,Real Sociedad,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,4,12,33.3,12,0,41.7,39.9,7,100.0,69.6,3,0,0.0,0,,Match Report
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2018-11-03,Sat,La Liga,Matchweek 11,Away,D 1–1,Atlético Madrid,Leganés,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,5,18,27.8,23,4,56.5,43.0,5,100.0,63.2,8,1,12.5,0,9.7,Match Report
16,2018-11-06,Tue,Champions Lg,Group stage,Home,W 2–0,es  Atlético Madrid,de  Dortmund,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,3,11,27.3,7,0,71.4,45.6,6,100.0,63.0,3,0,0.0,0,11.0,Match Report
17,2018-11-10,Sat,La Liga,Matchweek 12,Home,W 3–2,Atlético Madrid,Athletic Club,Y,GK,90,5,2,3,60.0,0,1.6,0,0,0,0,5,19,26.3,21,2,66.7,48.6,6,83.3,57.8,7,2,28.6,0,,Match Report
18,2018-11-24,Sat,La Liga,Matchweek 13,Home,D 1–1,Atlético Madrid,Barcelona,Y,GK,90,2,1,1,50.0,0,0.8,0,0,0,0,4,12,33.3,11,2,63.6,52.3,5,100.0,66.8,8,0,0.0,0,14.7,Match Report
19,2018-11-28,Wed,Champions Lg,Group stage,Home,W 2–0,es  Atlético Madrid,fr  Monaco,Y,GK,90,3,0,3,100.0,1,0.5,1,0,0,1,3,11,27.3,12,1,41.7,35.8,7,85.7,56.3,11,3,27.3,0,15.0,Match Report
