,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2019-08-18,Sun,La Liga,Matchweek 1,Home,W 1–0,Atlético Madrid,Getafe,Y,GK,90.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,47.1,15.0,2.0,66.7,45.4,9.0,77.8,56.8,15.0,1.0,6.7,1.0,16.1,Match Report
1,2019-08-25,Sun,La Liga,Matchweek 2,Away,W 1–0,Atlético Madrid,Leganés,Y,GK,90.0,3.0,0.0,3.0,100.0,1.0,0.3,0.0,0.0,0.0,0.0,5.0,13.0,38.5,15.0,4.0,46.7,47.1,7.0,85.7,62.7,11.0,0.0,0.0,0.0,12.0,Match Report
2,2019-09-01,Sun,La Liga,Matchweek 3,Home,W 3–2,Atlético Madrid,Eibar,Y,GK,90.0,2.0,2.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,11.0,22.0,50.0,23.0,6.0,65.2,47.7,10.0,70.0,49.0,3.0,1.0,33.3,2.0,15.9,Match Report
3,2019-09-06,Fri,Euro Qualifying,Group stage,Home,W 2–0,si  Slovenia,pl  Poland,Y*,GK,90.0,1.0,0.0,1.0,100.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Match Report
4,2019-09-09,Mon,Euro Qualifying,Group stage,Home,W 3–2,si  Slovenia,il  Israel,Y,GK,90.0,4.0,2.0,2.0,50.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Match Report
5,2019-09-14,Sat,La Liga,Matchweek 4,Away,L 0–2,Atlético Madrid,Real Sociedad,Y,GK,65.0,3.0,2.0,1.0,33.3,0.0,1.6,0.0,0.0,0.0,0.0,10.0,18.0,55.6,14.0,0.0,92.9,55.1,6.0,83.3,53.2,7.0,0.0,0.0,0.0,4.0,Match Report
6,2019-09-18,Wed,Champions Lg,Group stage,Home,D 2–2,es  Atlético Madrid,it  Juventus,Y,GK,90.0,5.0,2.0,3.0,60.0,0.0,1.7,0.0,0.0,0.0,0.0,6.0,12.0,50.0,19.0,10.0,42.1,35.7,5.0,80.0,61.2,18.0,2.0,11.1,0.0,11.7,Match Report
7,2019-09-21,Sat,La Liga,Matchweek 5,Home,D 0–0,Atlético Madrid,Celta Vigo,Y,GK,90.0,3.0,0.0,3.0,100.0,1.0,0.4,0.0,0.0,0.0,0.0,2.0,3.0,66.7,11.0,3.0,18.2,27.9,3.0,33.3,39.0,8.0,0.0,0.0,0.0,5.0,Match Report
8,2019-09-25,Wed,La Liga,Matchweek 6,Away,W 2–0,Atlético Madrid,Mallorca,Y,GK,90.0,3.0,0.0,3.0,100.0,1.0,0.2,0.0,0.0,0.0,0.0,10.0,25.0,40.0,20.0,4.0,70.0,51.3,11.0,100.0,69.5,11.0,3.0,27.3,1.0,11.5,Match Report
9,2019-09-28,Sat,La Liga,Matchweek 7,Home,D 0–0,Atlético Madrid,Real Madrid,Y,GK,90.0,2.0,0.0,2.0,100.0,1.0,0.1,0.0,0.0,0.0,0.0,4.0,16.0,25.0,18.0,5.0,55.6,40.3,10.0,60.0,46.3,18.0,1.0,5.6,0.0,9.8,Match Report
10,2019-10-01,Tue,Champions Lg,Group stage,Away,W 2–0,es  Atlético Madrid,ru  Loko Moscow,Y,GK,90.0,3.0,0.0,3.0,100.0,1.0,0.7,0.0,0.0,0.0,0.0,6.0,14.0,42.9,7.0,0.0,85.7,52.3,9.0,88.9,58.1,9.0,0.0,0.0,0.0,6.0,Match Report
11,2019-10-06,Sun,La Liga,Matchweek 8,Away,D 0–0,Atlético Madrid,Valladolid,Y,GK,90.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,15.0,26.7,12.0,0.0,33.3,36.0,12.0,91.7,63.2,4.0,0.0,0.0,1.0,45.0,Match Report
