,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
135,Copete,es  ESP,DF,Mallorca,23-133,1999,18,1362,76,68.8,15.1,17,79,8,1,14,3,1.56,14,14,0,0.00,+0.29,13.1,15.4,-2.3,-0.15,+0.39
136,Francis Coquelin,fr  FRA,MF,Villarreal,31-283,1991,16,748,47,37.8,8.3,9,68,1,7,19,1,1.38,10,6,+4,+0.48,+0.63,11.0,11.0,0.0,0.00,-0.09
137,Jesús Corona,mx  MEX,FW,Sevilla,30-045,1993,1,62,62,3.1,0.7,1,62,0,0,,0,0.00,1,1,0,0.00,+0.28,0.7,0.6,+0.2,+0.23,+0.70
138,Adrián Corral,es  ESP,DF,Atlético Madrid,20-046,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
139,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,27-348,1995,21,904,43,45.7,10.0,9,69,1,12,24,1,1.81,14,7,+7,+0.70,+0.11,18.7,10.9,+7.8,+0.78,+0.68
140,Thierry Correia,pt  POR,DF,Valencia,23-348,1999,16,1382,86,73.1,15.4,16,86,12,0,,0,1.19,23,17,+6,+0.39,+1.45,21.9,15.9,+5.9,+0.39,+1.13
141,Jaume Costa,es  ESP,DF,Mallorca,34-339,1988,18,1568,87,79.2,17.4,18,87,14,0,,1,1.67,17,17,0,0.00,+0.44,13.6,20.5,-7.0,-0.40,-0.61
142,Samu Costa,pt  POR,MF,Almería,22-085,2000,18,1192,66,60.2,13.2,13,86,11,5,16,4,1.06,9,28,-19,-1.43,-2.12,13.7,26.9,-13.3,-1.00,-1.41
143,Thibaut Courtois,be  BEL,GK,Real Madrid,30-285,1992,16,1440,90,72.7,16.0,16,90,16,0,,1,2.38,34,14,+20,+1.25,-0.25,34.6,15.7,+18.9,+1.18,-0.16
144,Yan Couto,br  BRA,"DF,MF",Girona,20-262,2002,14,684,49,34.5,7.6,7,78,3,7,20,3,0.93,10,9,+1,+0.13,+0.20,8.6,8.6,-0.1,-0.01,-0.22
145,Cristian,es  ESP,GK,Valencia,24-336,1998,0,,,,,0,,0,0,,19,,,,,,,,,,,
146,Juan Cruz Armada,es  ESP,DF,Osasuna,30-207,1992,17,1353,80,68.3,15.0,15,89,14,2,8,4,1.35,12,16,-4,-0.27,-0.55,17.0,15.8,+1.2,+0.08,+0.08
147,Juan Cruz,es  ESP,FW,Betis,22-301,2000,5,174,35,8.8,1.9,1,63,0,4,28,3,1.40,5,2,+3,+1.55,+1.40,3.4,1.6,+1.8,+0.94,+0.86
148,Jorge Cuenca,es  ESP,DF,Villarreal,23-095,1999,6,356,59,18.0,4.0,4,83,3,2,13,16,1.17,2,4,-2,-0.51,-0.73,3.6,6.2,-2.6,-0.66,-0.87
149,Braian Cufré,ar  ARG,DF,Mallorca,26-067,1996,5,220,44,11.1,2.4,2,90,2,3,13,13,0.80,2,2,0,0.00,+0.10,4.1,1.1,+3.0,+1.21,+1.67
150,Matheus Cunha,br  BRA,"FW,MF",Atlético Madrid,23-269,1999,11,377,34,19.0,4.2,2,68,0,9,27,2,1.82,10,6,+4,+0.95,+0.39,8.1,5.9,+2.2,+0.52,+0.14
151,Curro,es  ESP,MF,Almería,27-048,1996,2,43,22,2.2,0.5,0,,0,2,22,1,1.50,0,2,-2,-4.19,-3.67,0.4,0.6,-0.3,-0.58,-0.14
152,Arnaut Danjuma,nl  NED,FW,Villarreal,26-020,1997,10,479,48,24.2,5.3,6,69,2,4,16,2,1.40,4,7,-3,-0.56,-0.86,5.6,6.0,-0.5,-0.09,-0.19
153,Sergi Darder,es  ESP,MF,Espanyol,29-060,1993,22,1953,89,98.6,21.7,22,89,19,0,,0,1.09,27,31,-4,-0.18,+6.48,25.6,27.5,-1.9,-0.09,+1.62
154,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,28-272,1994,17,1023,60,51.7,11.4,13,71,2,4,25,3,1.82,12,11,+1,+0.09,-1.13,13.3,12.8,+0.5,+0.04,-0.75
155,Alberto Del Moral,es  ESP,MF,Villarreal,22-215,2000,1,5,5,0.3,0.1,0,,0,1,5,1,0.00,0,0,0,0.00,-0.09,0.0,0.0,0.0,-0.60,-0.66
156,Thomas Delaney,dk  DEN,MF,Sevilla,31-170,1991,8,309,39,15.6,3.4,2,62,0,6,31,6,0.25,2,7,-5,-1.46,-1.40,2.9,8.1,-5.2,-1.51,-1.26
157,Fran Delgado,es  ESP,DF,Betis,21-224,2001,1,12,12,0.6,0.1,0,,0,1,12,1,3.00,0,0,0,0.00,-0.27,0.3,0.0,+0.3,+2.49,+2.35
158,Ousmane Dembélé,fr  FRA,FW,Barcelona,25-281,1997,18,1100,61,55.6,12.2,14,71,3,4,27,0,2.61,25,5,+20,+1.64,-0.20,23.5,9.8,+13.7,+1.12,-0.29
159,Mouctar Diakhaby,gn  GUI,DF,Valencia,26-063,1996,14,1151,82,60.9,12.8,14,82,11,0,,3,1.00,17,14,+3,+0.23,+0.60,16.8,14.6,+2.2,+0.17,+0.22
160,Mamady Diarra,ml  MLI,"MF,DF",Cádiz,22-239,2000,2,66,33,3.3,0.7,1,61,0,1,5,2,0.00,0,1,-1,-1.36,-0.56,0.7,1.9,-1.2,-1.61,-0.89
161,Youba Diarra,ml  MLI,MF,Cádiz,24-333,1998,3,42,14,2.1,0.5,0,,0,3,14,4,1.33,0,2,-2,-4.29,-3.54,1.1,1.1,0.0,-0.05,+0.71
162,Sergio Diez Roldan,es  ESP,DF,Atlético Madrid,19-207,2003,0,,,,,0,,0,0,,10,,,,,,,,,,,
163,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,29-057,1993,21,1890,90,95.5,21.0,21,90,21,0,,1,1.62,28,21,+7,+0.33,+2.33,26.1,25.9,+0.2,+0.01,+0.34
164,Malcom Abdulai Ares Djalo,es  ESP,FW,Athletic Club,21-131,2001,1,5,5,0.3,0.1,0,,0,1,5,1,1.00,0,0,0,0.00,-0.36,0.2,0.0,+0.2,+3.76,+3.31
165,Djené,tg  TOG,DF,Getafe,31-051,1991,18,1536,85,81.3,17.1,18,85,15,0,,0,0.67,12,24,-12,-0.70,-1.21,12.3,19.1,-6.8,-0.40,+0.03
166,Marko Dmitrović,rs  SRB,GK,Sevilla,31-027,1992,3,225,75,11.4,2.5,2,90,2,1,45,17,0.67,1,3,-2,-0.80,-0.59,2.4,3.6,-1.2,-0.47,-0.03
167,Matt Doherty,ie  IRL,"DF,MF",Atlético Madrid,31-035,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,
168,Kasper Dolberg,dk  DEN,FW,Sevilla,25-137,1997,4,197,49,9.9,2.2,2,75,1,2,24,7,0.50,2,2,0,0.00,+0.30,1.7,4.1,-2.4,-1.08,-0.71
169,Jaume Doménech,es  ESP,GK,Valencia,32-107,1990,0,,,,,0,,0,0,,4,,,,,,,,,,,
170,Carlos Dominguez,es  ESP,MF,Celta Vigo,22-009,2001,1,1,1,0.1,0.0,0,,0,1,1,21,3.00,0,0,0,0.00,+0.50,0.0,0.0,0.0,0.00,-0.01
171,Mario Dominguez,es  ESP,MF,Valencia,19-010,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
172,John Donald,es  ESP,DF,Elche,22-174,2000,3,150,50,7.6,1.7,2,53,1,1,45,9,0.00,1,3,-2,-1.20,+0.18,0.8,5.0,-4.2,-2.49,-1.41
173,Domingos Duarte,pt  POR,DF,Getafe,27-347,1995,20,1755,88,92.9,19.5,20,88,19,0,,0,0.95,18,27,-9,-0.46,+0.21,15.4,23.6,-8.2,-0.42,-0.22
174,Pablo Durán,es  ESP,"MF,DF",Celta Vigo,22-026,2001,4,36,9,1.8,0.4,0,,0,4,9,5,0.50,0,1,-1,-2.50,-2.04,0.5,0.7,-0.2,-0.55,-0.57
175,Hugo Duro,es  ESP,"FW,MF",Valencia,23-102,1999,15,541,36,28.6,6.0,4,52,0,11,30,4,1.07,6,9,-3,-0.50,-0.70,8.7,6.7,+2.0,+0.34,+0.35
176,Íñigo Eguaras,es  ESP,MF,Almería,30-350,1992,16,628,39,31.7,7.0,7,74,3,9,12,5,1.19,8,16,-8,-1.15,-0.81,7.6,13.4,-5.8,-0.84,-0.58
177,Aritz Elustondo,es  ESP,DF,Real Sociedad,28-329,1994,16,1028,64,51.9,11.4,12,78,6,4,23,2,2.25,20,10,+10,+0.88,+0.88,15.6,9.3,+6.3,+0.55,+0.20
178,Rodrigo Ely,br  BRA,DF,Almería,29-109,1993,21,1805,86,91.2,20.1,21,86,18,0,,0,1.00,25,37,-12,-0.60,-0.08,22.1,33.3,-11.2,-0.56,-1.34
179,Youssef En-Nesyri,ma  MAR,FW,Sevilla,25-264,1997,18,756,42,38.2,8.4,8,66,1,10,23,3,1.28,11,9,+2,+0.24,+0.83,11.0,12.6,-1.6,-0.19,+0.41
180,Gonzalo Escalante,ar  ARG,MF,Cádiz,29-330,1993,4,271,68,13.7,3.0,3,75,1,1,45,0,1.50,3,6,-3,-1.00,-0.21,2.9,4.1,-1.2,-0.40,+0.41
181,Sergio Escudero,es  ESP,DF,Valladolid,33-171,1989,10,767,77,38.7,8.5,10,77,6,0,,7,1.40,6,8,-2,-0.23,+0.66,8.0,12.2,-4.3,-0.50,+0.29
182,Alfonso Espino,uy  URU,DF,Cádiz,31-046,1992,21,1772,84,89.5,19.7,20,88,18,1,18,0,1.05,17,30,-13,-0.66,+1.50,16.9,30.6,-13.7,-0.70,+0.50
183,Bernardo Espinosa,co  COL,DF,Girona,33-224,1989,13,842,65,42.5,9.4,10,81,7,3,10,7,1.08,11,18,-7,-0.75,-1.30,13.5,14.5,-1.1,-0.11,-0.44
184,Pervis Estupiñán,ec  ECU,DF,Villarreal,25-030,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
185,Karl Etta,cm  CMR,MF,Cádiz,19-050,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
186,Edu Expósito,es  ESP,MF,Espanyol,26-203,1996,19,941,50,47.5,10.5,11,66,0,8,27,3,1.05,12,19,-7,-0.67,-0.76,11.7,14.8,-3.1,-0.29,-0.35
187,Nicolás Ezequiel Fernández,ar  ARG,"MF,DF",Elche,23-040,2000,9,311,35,15.7,3.5,2,76,1,7,23,5,0.22,2,6,-4,-1.16,+0.24,3.6,8.4,-4.8,-1.39,-0.23
188,Abdessamad Ezzalzouli,ma  MAR,"FW,MF",Osasuna,21-065,2001,15,672,45,33.9,7.5,9,61,0,6,20,0,1.13,5,6,-1,-0.13,-0.07,6.8,9.0,-2.1,-0.29,-0.51
189,Radamel Falcao,co  COL,"FW,MF",Rayo Vallecano,37-010,1986,18,472,26,23.8,5.2,3,75,1,15,16,2,1.33,4,5,-1,-0.19,-0.55,5.8,6.8,-1.0,-0.19,-0.24
190,Fali,es  ESP,"DF,MF",Cádiz,29-192,1993,15,1004,67,50.7,11.2,13,72,7,2,34,5,1.07,10,16,-6,-0.54,+0.57,10.1,16.2,-6.1,-0.55,+0.41
191,Mamadou Fall,sn  SEN,DF,Villarreal,20-091,2002,1,30,30,1.5,0.3,0,,0,1,30,0,3.00,1,0,+1,+3.00,+2.95,1.8,0.2,+1.6,+4.80,+4.82
192,Biel Farres,es  ESP,DF,Girona,20-295,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
193,Ansu Fati,es  ESP,FW,Barcelona,20-112,2002,21,863,41,43.6,9.6,8,71,1,13,23,1,2.67,21,2,+19,+1.98,+0.45,18.4,7.5,+10.9,+1.13,-0.21
194,Zouhair Feddal,ma  MAR,DF,Valladolid,34-050,1989,8,375,47,18.9,4.2,4,68,2,4,26,5,1.25,5,7,-2,-0.48,+0.19,3.4,9.2,-5.9,-1.41,-0.90
195,Nabil Fekir,fr  FRA,MF,Betis,29-217,1993,14,871,62,44.0,9.7,11,71,4,3,28,0,1.64,16,8,+8,+0.83,+0.99,15.8,9.1,+6.7,+0.70,+0.97
196,Felipe,br  BRA,DF,Atlético Madrid,33-280,1989,3,194,65,9.8,2.2,2,90,2,1,14,11,0.33,1,3,-2,-0.93,-1.73,2.4,2.3,0.0,+0.02,-0.43
197,Luiz Felipe,it  ITA,DF,Betis,25-335,1997,12,862,72,43.5,9.6,11,77,7,1,16,1,1.58,14,12,+2,+0.21,-0.11,15.2,12.3,+2.9,+0.30,+0.26
198,João Félix,pt  POR,"FW,MF",Atlético Madrid,23-102,1999,14,650,46,32.8,7.2,7,74,1,7,18,1,1.86,11,8,+3,+0.42,-0.33,9.0,8.6,+0.4,+0.05,-0.53
199,Kiko Femenía,es  ESP,DF,Villarreal,32-018,1991,14,893,64,45.1,9.9,10,80,5,4,23,5,1.14,6,11,-5,-0.50,-1.08,11.8,12.0,-0.2,-0.02,-0.14
200,Aitor Fernández,es  ESP,GK,Osasuna,31-293,1991,11,990,90,50.0,11.0,11,90,11,0,,11,1.45,9,8,+1,+0.09,+0.36,10.4,11.5,-1.2,-0.10,-0.31
201,Álex Fernández,es  ESP,"MF,FW",Cádiz,30-128,1992,20,1318,66,66.6,14.6,15,80,9,5,23,0,1.10,12,19,-7,-0.48,+1.02,14.1,21.7,-7.7,-0.52,+0.68
202,Álvaro Fernández,es  ESP,GK,Espanyol,24-313,1998,11,990,90,50.0,11.0,11,90,11,0,,8,1.18,16,18,-2,-0.18,+0.18,13.4,15.3,-1.8,-0.17,-0.12
203,Carlos Fernández,es  ESP,FW,Real Sociedad,26-274,1996,12,268,22,13.5,3.0,4,47,0,8,10,2,1.75,1,4,-3,-1.01,-1.69,2.4,2.9,-0.5,-0.16,-0.71
204,Federico Fernández,ar  ARG,DF,Elche,33-364,1989,1,90,90,4.5,1.0,1,90,1,0,,4,0.00,1,2,-1,-1.00,+0.38,1.1,0.9,+0.3,+0.29,+1.56
205,Joaquín Fernández,es  ESP,DF,Valladolid,26-265,1996,16,1315,82,66.4,14.6,14,86,13,2,57,4,1.25,12,20,-8,-0.55,+0.26,14.7,19.5,-4.7,-0.32,+1.07
206,Fidel,es  ESP,"FW,MF",Elche,33-116,1989,12,549,46,27.7,6.1,6,62,0,6,30,1,0.50,3,13,-10,-1.64,-0.38,5.3,13.1,-7.8,-1.27,-0.11
207,Fortuño,es  ESP,GK,Espanyol,21-138,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
208,Dimitri Foulquier,fr  FRA,"DF,MF",Valencia,29-334,1993,15,665,44,35.2,7.4,6,87,5,9,16,6,1.00,5,11,-6,-0.81,-1.25,7.8,11.7,-3.9,-0.53,-0.95
209,Juan Foyth,ar  ARG,DF,Villarreal,25-039,1998,11,811,74,41.0,9.0,9,82,5,2,36,2,1.55,12,10,+2,+0.22,+0.22,11.7,14.2,-2.5,-0.28,-0.56
210,Iván Fresneda,es  ESP,DF,Valladolid,18-145,2004,10,769,77,38.8,8.5,7,90,7,3,46,8,0.40,4,11,-7,-0.82,-0.30,6.9,13.7,-6.8,-0.79,-0.18
211,Toni Fuidias,es  ESP,GK,Girona,21-311,2001,0,,,,,0,,0,0,,19,,,,,,,,,,,
212,Diego Fuoli,es  ESP,GK,Almería,25-123,1997,0,,,,,0,,0,0,,10,,,,,,,,,,,
213,Javi Galán,es  ESP,DF,Celta Vigo,28-093,1994,22,1900,86,96.0,21.1,21,90,20,1,15,0,1.09,23,32,-9,-0.43,+1.82,24.9,24.2,+0.7,+0.03,+0.58
214,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,29-198,1993,18,1393,77,70.4,15.5,16,87,10,2,3,0,1.67,16,13,+3,+0.19,+0.96,15.0,14.8,+0.1,+0.01,+0.94
215,Aleix García,es  ESP,MF,Girona,25-237,1997,22,1921,87,97.0,21.3,22,87,17,0,,0,1.23,33,31,+2,+0.09,+3.14,30.7,25.6,+5.1,+0.24,+3.38
216,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,30-116,1992,20,1654,83,83.5,18.4,19,86,9,1,28,0,1.55,22,20,+2,+0.11,-0.72,21.3,22.2,-1.0,-0.05,-0.28
217,Borja García,es  ESP,"FW,MF",Girona,32-110,1990,4,220,55,11.1,2.4,3,68,0,1,16,4,1.50,7,5,+2,+0.82,+0.92,4.6,4.7,-0.1,-0.04,-0.20
218,Carlos García,es  ESP,DF,Cádiz,22-228,2000,1,25,25,1.3,0.3,0,,0,1,25,5,1.00,1,0,+1,+3.60,+4.47,0.5,1.0,-0.4,-1.59,-0.85
219,Dani García,es  ESP,MF,Athletic Club,32-272,1990,14,663,47,33.5,7.4,8,72,1,6,15,5,1.50,13,9,+4,+0.54,+0.27,9.6,6.9,+2.7,+0.37,-0.14
220,David García,es  ESP,DF,Osasuna,29-006,1994,19,1669,88,84.3,18.5,19,88,16,0,,0,1.47,17,18,-1,-0.05,+0.24,20.9,17.3,+3.6,+0.19,+0.92
221,Eric García,es  ESP,DF,Barcelona,22-042,2001,12,833,69,42.1,9.3,10,78,7,2,25,10,2.58,22,4,+18,+1.94,+0.38,19.3,7.6,+11.7,+1.26,+0.03
222,Francisco Garcia,es  ESP,DF,Rayo Vallecano,23-190,1999,22,1967,89,99.3,21.9,22,89,20,0,,0,1.55,29,24,+5,+0.23,+0.23,26.5,27.0,-0.5,-0.02,-2.50
223,Joan García,es  ESP,GK,Espanyol,21-292,2001,0,,,,,0,,0,0,,22,,,,,,,,,,,
224,Raúl García,es  ESP,"FW,MF",Athletic Club,36-224,1986,21,572,27,28.9,6.4,4,68,0,17,18,1,1.38,9,8,+1,+0.16,-0.29,9.2,6.7,+2.6,+0.40,-0.08
225,Rubén García,es  ESP,"MF,FW",Osasuna,29-221,1993,19,715,38,36.1,7.9,6,67,0,13,24,2,1.32,6,5,+1,+0.13,+0.34,9.4,7.8,+1.6,+0.20,+0.23
226,Unai García,es  ESP,DF,Osasuna,31-017,1992,17,1361,80,68.7,15.1,16,85,12,1,1,3,1.59,16,17,-1,-0.07,+0.08,18.6,13.9,+4.7,+0.31,+0.83
227,Felix Garreta,es  ESP,DF,Betis,18-305,2004,1,90,90,4.5,1.0,1,90,1,0,,2,1.00,0,0,0,0.00,-0.29,0.5,0.4,0.0,+0.02,-0.14
228,Sékou Gassama,sn  SEN,FW,Valladolid,27-290,1995,1,36,36,1.8,0.4,0,,0,1,36,2,0.00,0,2,-2,-5.00,-4.44,1.0,0.1,+0.9,+2.22,+2.95
229,Gavi,es  ESP,"MF,FW",Barcelona,18-199,2004,22,1448,66,73.1,16.1,17,76,8,5,30,0,2.68,34,2,+32,+1.99,+0.97,31.4,13.2,+18.2,+1.13,-0.44
230,Paulo Gazzaniga,ar  ARG,GK,Girona,31-049,1992,12,1080,90,54.5,12.0,12,90,12,0,,7,1.58,19,15,+4,+0.33,+0.73,18.0,15.3,+2.7,+0.22,+0.19
231,David Gil,es  ESP,GK,Cádiz,29-040,1994,0,,,,,0,,0,0,,11,,,,,,,,,,,
232,Óscar Gil,es  ESP,DF,Espanyol,25-300,1997,18,1395,78,70.5,15.5,17,82,9,1,4,0,1.22,17,19,-2,-0.13,+0.49,18.4,19.2,-0.7,-0.05,+0.21
233,Álvaro Giménez,es  ESP,FW,Cádiz,31-277,1991,1,17,17,0.9,0.2,0,,0,1,17,15,0.00,0,1,-1,-5.29,-4.51,0.0,0.0,0.0,-0.24,+0.51
234,Aitor Gismera,es  ESP,MF,Atlético Madrid,18-364,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
235,Dani Gómez,es  ESP,"MF,FW",Espanyol,24-205,1998,7,76,11,3.8,0.8,0,,0,7,11,9,0.43,2,1,+1,+1.18,+1.52,2.5,1.4,+1.2,+1.38,+1.54
236,Jonathan Gomez,us  USA,DF,Real Sociedad,19-172,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
237,Maxi Gómez,uy  URU,FW,Valencia,26-190,1996,3,108,36,5.7,1.2,0,,0,3,36,0,1.00,0,1,-1,-0.83,-0.88,0.8,1.0,-0.1,-0.12,-0.21
238,Moi Gómez,es  ESP,"MF,FW",Osasuna,28-242,1994,22,1821,83,92.0,20.2,22,83,12,0,,0,1.36,17,18,-1,-0.05,+0.52,20.5,19.3,+1.2,+0.06,+0.12
239,Papu Gómez,ar  ARG,"MF,FW",Sevilla,35-005,1988,13,670,52,33.8,7.4,6,84,4,7,23,0,0.85,5,10,-5,-0.67,-0.60,10.3,13.5,-3.2,-0.43,+0.02
240,Sergi Gómez,es  ESP,DF,Espanyol,30-329,1992,16,1264,79,63.8,14.0,13,85,12,3,52,3,0.75,20,23,-3,-0.21,+0.16,17.6,18.3,-0.7,-0.05,+0.16
241,Antonio Gomis,es  ESP,GK,Atlético Madrid,19-276,2003,0,,,,,0,,0,0,,13,,,,,,,,,,,
242,Diego González,es  ESP,DF,Elche,28-023,1995,12,798,67,40.3,8.9,7,84,4,5,42,8,0.42,7,17,-10,-1.13,+0.40,8.0,19.3,-11.3,-1.27,-0.14
243,Édgar González,es  ESP,DF,Betis,25-325,1997,17,1146,67,57.9,12.7,12,88,11,5,19,4,1.76,16,10,+6,+0.47,+0.47,17.4,17.1,+0.3,+0.02,-0.32
244,Giovanni González,uy  URU,DF,Mallorca,28-153,1994,9,611,68,30.9,6.8,6,85,4,3,34,12,2.00,11,5,+6,+0.88,+1.41,7.4,6.6,+0.8,+0.12,+0.57
245,Nicolás González,es  ESP,MF,Valencia,21-048,2002,13,595,46,31.5,6.6,6,73,1,7,23,0,1.23,13,8,+5,+0.76,+1.10,11.4,8.0,+3.4,+0.52,+0.63
246,Roberto González,es  ESP,"FW,MF",Betis,22-045,2001,2,54,27,2.7,0.6,0,,0,2,27,1,3.00,1,0,+1,+1.67,+1.43,2.2,0.3,+1.9,+3.17,+3.10
247,Urko González,es  ESP,DF,Real Sociedad,21-337,2001,0,,,,,0,,0,0,,16,,,,,,,,,,,
248,Andoni Gorosabel,es  ESP,DF,Real Sociedad,26-200,1996,13,738,57,37.3,8.2,8,79,3,5,21,3,1.77,9,10,-1,-0.12,-0.92,11.5,7.4,+4.1,+0.50,+0.06
249,José Gragera,es  ESP,"DF,MF",Espanyol,22-082,2000,3,122,41,6.2,1.4,1,90,1,2,16,0,1.33,1,0,+1,+0.74,+1.08,1.2,1.8,-0.6,-0.41,-0.33
250,Ivo Grbić,hr  CRO,GK,Atlético Madrid,27-033,1996,4,208,52,10.5,2.3,2,90,2,2,14,18,2.00,5,2,+3,+1.30,+0.74,2.1,4.4,-2.3,-0.98,-1.55
251,Dominik Greif,sk  SVK,GK,Mallorca,25-320,1997,0,,,,,0,,0,0,,9,,,,,,,,,,,
252,Clément Grenier,fr  FRA,MF,Mallorca,32-044,1991,15,608,41,30.7,6.8,6,71,1,9,20,6,1.60,7,8,-1,-0.15,-0.08,5.2,10.8,-5.6,-0.83,-0.80
253,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,31-336,1991,22,1420,65,71.7,15.8,15,81,8,7,29,0,1.86,22,13,+9,+0.57,-0.23,24.7,15.9,+8.9,+0.56,+0.55
254,Andrés Guardado,mx  MEX,"MF,FW",Betis,36-145,1986,14,691,49,34.9,7.7,8,74,3,6,17,6,1.50,11,14,-3,-0.39,-1.02,8.4,13.9,-5.5,-0.72,-1.34
255,Nemanja Gudelj,rs  SRB,"DF,MF",Sevilla,31-096,1991,19,1604,84,81.0,17.8,18,88,17,1,29,1,1.21,18,25,-7,-0.39,-0.63,19.3,28.1,-8.7,-0.49,-0.22
256,Gui Guedes,pt  POR,MF,Almería,20-309,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,
257,Javier Guerra,es  ESP,MF,Valencia,20-050,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
258,Ander Guevara,es  ESP,MF,Real Sociedad,25-228,1997,5,135,27,6.8,1.5,1,64,0,4,18,11,2.60,2,0,+2,+1.33,+0.94,2.8,1.2,+1.6,+1.05,+0.64
259,Pape Gueye,sn  SEN,MF,Sevilla,24-027,1999,3,262,87,13.2,2.9,3,87,2,0,,0,1.33,3,4,-1,-0.34,-0.08,2.7,4.1,-1.4,-0.48,-0.04
260,Hugo Guillamón,es  ESP,MF,Valencia,23-020,2000,17,1140,67,60.3,12.7,14,78,7,3,16,3,1.06,17,16,+1,+0.08,+0.20,14.8,14.4,+0.4,+0.03,-0.13
261,Gerard Gumbau,es  ESP,MF,Elche,28-064,1994,20,1440,72,72.7,16.0,16,81,8,4,36,0,0.40,10,35,-25,-1.56,-0.73,14.8,35.4,-20.5,-1.28,-0.33
262,Gorka Guruzeta,es  ESP,"FW,MF",Athletic Club,26-161,1996,15,548,37,27.7,6.1,5,69,1,10,20,7,1.40,7,7,0,0.00,-0.50,6.9,3.8,+3.1,+0.51,+0.07
263,Raúl Guti,es  ESP,MF,Elche,26-052,1996,16,820,51,41.4,9.1,10,69,3,6,21,5,0.25,7,18,-11,-1.21,+0.27,5.8,19.0,-13.1,-1.49,-0.50
264,Miguel Gutiérrez,es  ESP,DF,Girona,21-208,2001,20,1528,76,77.2,17.0,18,82,9,2,23,0,1.05,20,24,-4,-0.24,-1.03,22.2,18.1,+4.1,+0.24,+0.45
265,Dennis Hadzikadunic,ba  BIH,DF,Mallorca,24-226,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
266,Haissem Hassan,fr  FRA,MF,Villarreal,21-012,2002,1,24,24,1.2,0.3,0,,0,1,24,0,0.00,0,0,0,0.00,-0.09,0.4,0.6,-0.3,-0.95,-1.02
267,Eden Hazard,be  BEL,FW,Real Madrid,32-044,1991,3,99,33,5.0,1.1,1,58,0,2,21,16,3.00,3,1,+2,+1.82,+0.53,2.6,0.6,+2.0,+1.80,+0.61
268,Luiz Henrique,br  BRA,FW,Betis,22-049,2001,20,1205,60,60.9,13.4,14,71,1,6,35,0,1.55,7,12,-5,-0.37,-1.65,13.2,18.0,-4.8,-0.36,-1.31
269,Mario Hermoso,es  ESP,DF,Atlético Madrid,27-247,1995,10,712,71,36.0,7.9,8,85,7,2,15,10,2.10,13,3,+10,+1.26,+0.98,12.7,7.7,+5.0,+0.63,+0.35
270,Aridane Hernández,gq  EQG,DF,Osasuna,33-334,1989,8,594,74,30.0,6.6,7,84,6,1,9,12,0.88,2,5,-3,-0.45,-0.52,4.8,8.5,-3.7,-0.56,-0.87
271,Luis Hernández,es  ESP,DF,Cádiz,33-312,1989,20,1799,90,90.9,20.0,20,90,19,0,,1,1.05,16,33,-17,-0.85,-0.35,17.3,32.7,-15.4,-0.77,-0.25
272,Mario Hernández,es  ESP,"DF,FW",Rayo Vallecano,24-026,1999,2,39,20,2.0,0.4,0,,0,2,20,19,2.00,0,1,-1,-2.31,-2.59,1.9,0.5,+1.5,+3.40,+3.48
273,Jorge Herrando,es  ESP,DF,Osasuna,21-357,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
274,Ander Herrera,es  ESP,MF,Athletic Club,33-190,1989,8,307,38,15.5,3.4,4,51,0,4,26,5,1.38,6,5,+1,+0.29,-0.08,6.0,2.2,+3.7,+1.10,+0.75
275,Sergio Herrera,es  ESP,GK,Osasuna,29-260,1993,11,990,90,50.0,11.0,11,90,11,0,,9,1.27,10,13,-3,-0.27,-0.36,13.7,11.4,+2.3,+0.21,+0.31
276,Yangel Herrera,ve  VEN,"MF,FW",Girona,25-044,1998,16,776,49,39.2,8.6,10,63,2,6,24,1,1.19,10,15,-5,-0.58,-0.95,10.2,12.8,-2.6,-0.30,-0.72
