,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
277,Iago Herrerín,es  ESP,GK,Valencia,35-026,1988,0,,,,,0,,0,0,,15,,,,,,,,,,,
278,Omar El Hilali,ma  MAR,"DF,MF",Espanyol,19-161,2003,5,92,18,4.6,1.0,1,53,0,4,10,14,0.80,2,2,0,0.00,+0.29,0.9,1.6,-0.7,-0.66,-0.58
279,Martin Hongla,cm  CMR,DF,Valladolid,24-341,1998,3,263,88,13.3,2.9,3,88,2,0,,0,1.33,2,2,0,0.00,+0.73,2.8,4.3,-1.5,-0.52,+0.19
280,Pablo Ibáñez,es  ESP,MF,Osasuna,24-153,1998,9,247,27,12.5,2.7,3,62,0,6,10,13,1.56,2,0,+2,+0.73,+0.94,1.9,2.1,-0.2,-0.06,-0.12
281,Iglesias,es  ESP,DF,Getafe,24-232,1998,18,1350,75,71.4,15.0,14,87,11,4,33,1,0.94,11,23,-12,-0.80,-1.13,10.3,17.3,-7.0,-0.47,-0.22
282,Borja Iglesias,es  ESP,FW,Betis,30-034,1993,20,1480,74,74.7,16.4,19,77,5,1,23,0,1.70,24,17,+7,+0.43,+0.61,23.5,19.2,+4.3,+0.26,+0.43
283,Asier Illarramendi,es  ESP,MF,Real Sociedad,32-349,1990,14,645,46,32.6,7.2,8,71,2,6,13,8,2.14,10,4,+6,+0.84,+0.57,8.0,5.9,+2.1,+0.29,-0.24
284,Iru,es  ESP,GK,Athletic Club,24-182,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,
285,Alexander Isak,se  SWE,FW,Real Sociedad,23-152,1999,2,152,76,7.7,1.7,2,76,0,0,,0,1.50,2,3,-1,-0.59,-1.13,1.7,2.0,-0.2,-0.14,-0.65
286,Isco,es  ESP,"MF,FW",Sevilla,30-305,1992,12,799,67,40.4,8.9,10,74,4,2,28,0,0.83,9,14,-5,-0.56,-0.49,8.3,15.4,-7.1,-0.81,-0.60
287,Alejandro Iturbe,es  ESP,GK,Atlético Madrid,19-171,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
288,Diego Iturralde,es  ESP,DF,Sevilla,19-310,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
289,Nicolas Jackson,sn  SEN,FW,Villarreal,21-245,2001,14,791,57,39.9,8.8,8,72,1,6,36,1,1.50,12,6,+6,+0.68,+0.99,12.2,10.4,+1.8,+0.21,+0.25
290,Adnan Januzaj,be  BEL,FW,Sevilla,28-015,1995,2,47,24,2.4,0.5,1,45,0,1,2,12,0.00,0,0,0,0.00,+0.28,0.0,0.4,-0.4,-0.72,-0.28
291,Javi,es  ESP,DF,Girona,24-294,1998,11,447,41,22.6,5.0,5,76,1,6,11,7,1.73,11,9,+2,+0.40,+0.52,8.4,8.4,0.0,-0.01,-0.18
292,Luis Javier Suárez,co  COL,FW,Almería,25-080,1997,7,413,59,20.9,4.6,5,75,2,2,20,0,0.71,6,13,-7,-1.53,-1.18,6.9,9.1,-2.2,-0.47,-0.04
293,Pere Joan,es  ESP,GK,Mallorca,20-335,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
294,Joaquín,es  ESP,"MF,FW",Betis,41-214,1981,9,222,25,11.2,2.5,1,67,0,8,19,8,0.89,4,2,+2,+0.81,+0.61,5.3,3.3,+2.0,+0.82,+0.74
295,John Joe,ie  IRL,MF,Getafe,19-119,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
296,Frenkie de Jong,nl  NED,MF,Barcelona,25-284,1997,20,1466,73,74.0,16.3,16,84,11,4,29,1,2.65,37,7,+30,+1.84,+0.44,34.8,11.0,+23.8,+1.46,+0.81
297,Joan Jordán,es  ESP,MF,Sevilla,28-229,1994,17,1172,69,59.2,13.0,14,78,8,3,28,4,1.18,12,19,-7,-0.54,-0.65,15.3,21.4,-6.1,-0.47,-0.05
298,Filip Jörgensen,dk  DEN,GK,Villarreal,20-310,2002,1,90,90,4.5,1.0,1,90,1,0,,11,0.00,0,1,-1,-1.00,-1.14,0.8,1.0,-0.2,-0.16,-0.22
299,Josan,es  ESP,"DF,MF",Elche,33-079,1989,14,422,30,21.3,4.7,3,52,0,11,24,6,0.29,5,10,-5,-1.07,+0.38,3.5,14.1,-10.6,-2.27,-1.36
300,Willian José,br  BRA,FW,Betis,31-089,1991,16,357,22,18.0,4.0,2,79,1,14,14,3,1.56,3,4,-1,-0.25,-0.64,4.1,6.0,-1.8,-0.47,-0.76
301,Joselu,es  ESP,FW,Espanyol,32-330,1990,19,1710,90,86.4,19.0,19,90,19,0,,0,1.05,23,29,-6,-0.32,-0.32,22.0,24.2,-2.2,-0.12,-0.07
302,Juanmi,es  ESP,FW,Betis,29-276,1993,11,628,57,31.7,7.0,7,80,3,4,17,0,2.00,16,12,+4,+0.57,+0.44,14.2,11.4,+2.8,+0.40,+0.36
303,Juanpe,es  ESP,DF,Girona,31-296,1991,10,795,80,40.2,8.8,9,87,7,1,10,4,1.00,16,15,+1,+0.11,+0.19,10.1,11.9,-1.7,-0.20,-0.56
304,Lago Junior,ci  CIV,"FW,MF",Mallorca,32-051,1990,5,52,10,2.6,0.6,0,,0,5,10,9,0.20,0,2,-2,-3.46,-3.46,1.0,1.3,-0.3,-0.51,-0.24
305,Vinicius Júnior,br  BRA,FW,Real Madrid,22-223,2000,21,1846,88,93.2,20.5,21,88,15,0,,0,2.29,38,17,+21,+1.02,-4.35,39.5,18.5,+21.0,+1.02,-2.94
306,Tino Kadewere,zw  ZIM,"MF,FW",Mallorca,27-046,1996,6,208,35,10.5,2.3,1,77,0,5,26,4,1.50,6,2,+4,+1.73,+2.04,3.6,1.8,+1.8,+0.76,+1.16
307,Kaiky,br  BRA,DF,Almería,19-039,2004,8,484,61,24.4,5.4,6,78,3,2,8,9,0.88,5,11,-6,-1.12,-0.69,5.6,10.2,-4.6,-0.85,-0.54
308,Lee Kangin,kr  KOR,"MF,FW",Mallorca,22-001,2001,21,1605,76,81.1,17.8,19,82,6,2,26,0,1.33,18,19,-1,-0.06,+0.18,16.5,19.7,-3.3,-0.18,+0.47
309,Jon Karrikaburu,es  ESP,FW,Real Sociedad,20-154,2002,6,93,16,4.7,1.0,0,,0,6,16,11,1.00,0,3,-3,-2.90,-3.52,1.5,1.8,-0.3,-0.31,-0.81
310,Kenedy,br  BRA,"FW,MF",Valladolid,27-012,1996,4,83,21,4.2,0.9,1,27,0,3,19,1,0.00,0,3,-3,-3.25,-2.73,0.5,2.1,-1.6,-1.75,-1.12
311,Franck Kessié,ci  CIV,MF,Barcelona,26-063,1996,14,475,34,24.0,5.3,3,66,0,11,25,5,2.64,10,1,+9,+1.71,-0.03,10.7,5.5,+5.2,+0.99,-0.35
312,Kike,es  ESP,FW,Osasuna,33-087,1989,22,586,27,29.6,6.5,3,82,1,19,18,0,1.36,4,8,-4,-0.61,-0.74,7.9,10.2,-2.3,-0.35,-0.56
313,Kikín,es  ESP,DF,Cádiz,20-031,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
314,Justin Kluivert,nl  NED,"FW,MF",Valencia,23-291,1999,15,698,47,36.9,7.8,6,77,0,9,26,0,0.93,15,12,+3,+0.39,+0.61,14.6,10.8,+3.8,+0.49,+0.64
315,Koba Koindredi,fr  FRA,MF,Valencia,21-116,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
316,Koke,es  ESP,MF,Atlético Madrid,31-043,1992,18,1296,72,65.5,14.4,15,81,7,3,26,0,2.00,20,10,+10,+0.69,+0.17,20.1,13.1,+7.0,+0.49,+0.23
317,Luca Koleosho,ca  CAN,"FW,DF",Espanyol,18-158,2004,2,25,13,1.3,0.3,0,,0,2,13,3,0.50,1,0,+1,+3.60,+3.92,1.0,0.3,+0.7,+2.77,+2.91
318,Geoffrey Kondogbia,cf  CTA,MF,Atlético Madrid,30-005,1993,16,962,60,48.6,10.7,10,82,6,6,24,5,1.94,11,9,+2,+0.19,-0.87,14.1,12.2,+1.9,+0.18,-0.45
319,Jules Koundé,fr  FRA,DF,Barcelona,24-100,1998,15,1211,81,61.2,13.5,14,86,11,1,9,1,2.67,28,4,+24,+1.78,+0.15,26.5,10.5,+16.0,+1.19,-0.16
320,Toni Kroos,de  GER,MF,Real Madrid,33-047,1990,17,1219,72,61.6,13.5,14,84,7,3,12,1,2.29,27,11,+16,+1.18,-0.36,25.5,13.6,+11.9,+0.88,-0.90
321,Takefusa Kubo,jp  JPN,"FW,MF",Real Sociedad,21-261,2001,19,1420,75,71.7,15.8,17,78,3,2,51,2,2.05,27,15,+12,+0.76,+1.08,19.5,12.9,+6.6,+0.42,-0.14
322,César de la Hoz,es  ESP,MF,Almería,30-327,1992,12,943,79,47.6,10.5,10,89,9,2,29,6,1.58,18,18,0,0.00,+1.13,15.6,14.9,+0.7,+0.06,+0.97
323,Luca de la Torre,us  USA,MF,Celta Vigo,24-273,1998,13,502,39,25.4,5.6,5,75,0,8,16,6,1.46,7,5,+2,+0.36,+1.15,6.7,6.0,+0.7,+0.12,+0.15
324,Érik Lamela,ar  ARG,"FW,MF",Sevilla,30-353,1992,19,1227,65,62.0,13.6,12,83,6,7,33,1,0.95,12,23,-11,-0.81,-1.40,14.4,25.0,-10.6,-0.78,-0.87
325,Cyle Larin,ca  CAN,FW,Valladolid,27-309,1995,4,168,42,8.5,1.9,1,90,1,3,26,0,1.75,3,2,+1,+0.54,+1.28,3.4,3.6,-0.2,-0.13,+0.61
326,Latasa,es  ESP,"FW,DF",Getafe,21-334,2001,11,123,11,6.5,1.4,0,,0,11,11,8,0.64,2,0,+2,+1.46,+2.07,1.8,2.6,-0.8,-0.58,-0.18
327,Toni Lato,es  ESP,"MF,DF",Valencia,25-091,1997,14,545,39,28.8,6.1,5,75,0,9,19,7,1.00,9,7,+2,+0.33,+0.46,8.6,7.6,+1.0,+0.16,+0.11
328,Lázaro,br  BRA,"MF,FW",Almería,20-345,2002,9,255,28,12.9,2.8,2,59,0,7,20,10,0.33,3,4,-1,-0.35,+0.27,3.7,4.4,-0.7,-0.26,+0.21
329,Robin Le Normand,fr  FRA,DF,Real Sociedad,26-101,1996,19,1536,81,77.6,17.1,17,89,16,2,13,0,1.95,22,14,+8,+0.47,+0.06,21.6,14.6,+7.0,+0.41,-0.22
330,Benjamin Lecomte,fr  FRA,GK,Espanyol,31-300,1991,10,899,90,45.4,10.0,10,90,9,0,,4,0.80,10,14,-4,-0.40,-0.23,11.2,11.2,0.0,0.00,+0.20
331,Jeremías Ledesma,ar  ARG,GK,Cádiz,30-007,1993,22,1980,90,100.0,22.0,22,90,22,0,,0,1.00,17,35,-18,-0.82,,19.1,35.6,-16.5,-0.75,
332,Florian Lejeune,fr  FRA,DF,Rayo Vallecano,31-276,1991,20,1668,83,84.2,18.5,20,83,17,0,,1,1.65,24,21,+3,+0.16,-0.42,22.3,24.7,-2.4,-0.13,-0.78
333,Iñigo Lekue,es  ESP,DF,Athletic Club,29-292,1993,16,1155,72,58.3,12.8,12,85,8,4,35,6,1.63,24,12,+12,+0.94,+1.37,20.7,10.3,+10.4,+0.81,+0.84
334,Thomas Lemar,fr  FRA,MF,Atlético Madrid,27-100,1995,15,662,44,33.4,7.4,9,57,0,6,24,1,1.87,13,2,+11,+1.50,+1.29,10.2,5.3,+4.9,+0.67,+0.39
335,Ruben Lendinez,es  ESP,DF,Valencia,19-343,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
336,Sergio León,es  ESP,FW,Valladolid,34-045,1989,19,983,52,49.6,10.9,12,70,2,7,20,1,1.26,11,14,-3,-0.27,+0.72,9.9,17.5,-7.7,-0.70,-0.04
337,Robert Lewandowski,pl  POL,FW,Barcelona,34-183,1988,19,1497,79,75.6,16.6,18,81,12,1,34,0,2.63,38,7,+31,+1.86,+0.56,38.1,11.4,+26.7,+1.60,+1.45
338,Pol Lirola,es  ESP,DF,Elche,25-191,1997,9,566,63,28.6,6.3,7,73,3,2,26,7,0.22,5,15,-10,-1.59,-0.32,4.7,11.1,-6.4,-1.02,+0.24
339,Javier Llabrés,es  ESP,FW,Mallorca,20-162,2002,1,17,17,0.9,0.2,0,,0,1,17,7,3.00,0,0,0,0.00,+0.09,0.0,0.2,-0.2,-0.82,-0.55
340,Miguel Llabrés,es  ESP,MF,Mallorca,23-023,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
341,Marcos Llorente,es  ESP,"MF,DF",Atlético Madrid,28-021,1995,15,1171,78,59.1,13.0,14,82,9,1,30,1,1.67,15,8,+7,+0.54,-0.24,20.4,11.8,+8.7,+0.67,+0.64
342,Giovani Lo Celso,ar  ARG,"MF,FW",Villarreal,26-317,1996,8,521,65,26.3,5.8,8,65,1,0,,1,1.13,2,3,-1,-0.17,-0.36,6.6,5.1,+1.5,+0.27,+0.28
343,Renan Lodi,br  BRA,DF,Atlético Madrid,24-318,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
344,Alberto López,es  ESP,GK,Sevilla,19-102,2003,0,,,,,0,,0,0,,18,,,,,,,,,,,
345,David López,es  ESP,DF,Girona,33-134,1989,11,932,85,47.1,10.4,11,85,8,0,,4,1.55,15,13,+2,+0.19,+0.36,13.6,11.4,+2.1,+0.21,+0.13
346,Diego López,es  ESP,GK,Rayo Vallecano,41-109,1981,1,90,90,4.5,1.0,1,90,1,0,,17,0.00,1,3,-2,-2.00,-2.33,0.8,1.2,-0.3,-0.34,-0.34
347,Francisco Lopez,es  ESP,FW,Celta Vigo,21-027,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
348,Jesús López,es  ESP,GK,Elche,20-203,2002,0,,,,,0,,0,0,,14,,,,,,,,,,,
349,Luis López,es  ESP,GK,Real Madrid,21-288,2001,0,,,,,0,,0,0,,21,,,,,,,,,,,
350,Unai López,es  ESP,MF,Rayo Vallecano,27-113,1995,21,830,40,41.9,9.2,9,66,1,12,20,1,1.62,12,12,0,0.00,-0.39,12.2,11.3,+0.9,+0.10,+0.18
351,Anthony Lozano,hn  HON,FW,Cádiz,29-301,1993,20,1168,58,59.0,13.0,12,77,5,8,30,0,0.95,8,16,-8,-0.62,+0.49,10.5,18.3,-7.8,-0.60,+0.36
352,Pol Lozano,es  ESP,MF,Espanyol,23-137,1999,4,17,4,0.9,0.2,0,,0,4,4,7,0.75,0,1,-1,-5.29,-5.06,0.1,0.9,-0.8,-4.26,-4.19
353,José Luis Gayà,es  ESP,DF,Valencia,27-271,1995,17,1483,87,78.5,16.5,17,87,13,0,,0,0.82,18,22,-4,-0.24,-1.13,20.9,22.0,-1.1,-0.07,-0.71
354,José Luis Morales,es  ESP,"FW,MF",Villarreal,35-212,1987,21,761,36,38.4,8.5,6,78,1,15,20,1,1.33,11,8,+3,+0.35,+0.43,11.2,11.4,-0.2,-0.03,-0.14
355,Andriy Lunin,ua  UKR,GK,Real Madrid,24-009,1999,6,540,90,27.3,6.0,6,90,6,0,,16,2.17,12,3,+9,+1.50,+0.25,12.4,4.4,+8.0,+1.34,+0.16
356,Awer Mabil,au  AUS,"MF,FW",Cádiz,27-158,1995,5,165,33,8.3,1.8,1,61,0,4,26,8,0.00,1,6,-5,-2.73,-2.08,0.9,5.2,-4.3,-2.33,-1.72
357,Darwin Machís,ve  VEN,FW,Valladolid,30-013,1993,4,312,78,15.8,3.5,4,78,2,0,,0,1.75,3,2,+1,+0.29,+1.10,4.1,4.7,-0.6,-0.16,+0.62
358,Pablo Maffeo,es  ESP,DF,Mallorca,25-223,1997,20,1650,83,83.3,18.3,19,85,17,1,29,0,1.25,16,21,-5,-0.27,-1.09,15.4,22.7,-7.2,-0.38,-0.80
359,Lisandro Magallán,ar  ARG,DF,Elche,29-146,1993,5,258,52,13.0,2.9,3,75,2,2,17,1,0.80,3,5,-2,-0.70,+0.77,4.6,9.1,-4.5,-1.56,-0.42
360,Jon Magunacelaya,es  ESP,"MF,FW",Real Sociedad,22-222,2000,2,65,33,3.3,0.7,0,,0,2,33,2,0.50,0,2,-2,-2.77,-3.33,0.5,1.5,-1.0,-1.38,-1.90
361,Nemanja Maksimović,rs  SRB,MF,Getafe,28-025,1995,12,711,59,37.6,7.9,10,65,2,2,32,7,1.17,7,10,-3,-0.38,+0.15,3.7,8.6,-4.8,-0.61,-0.33
362,Hugo Mallo,es  ESP,DF,Celta Vigo,31-243,1991,15,1203,80,60.8,13.4,15,80,8,0,,4,1.07,14,23,-9,-0.67,-0.44,17.1,15.5,+1.6,+0.12,+0.28
363,Mickael Malsa,mq  MTQ,MF,Valladolid,27-131,1995,5,69,14,3.5,0.8,0,,0,5,14,9,1.80,0,2,-2,-2.61,-2.04,0.7,2.1,-1.5,-1.89,-1.26
364,Giorgi Mamardashvili,ge  GEO,GK,Valencia,22-144,2000,21,1890,90,100.0,21.0,21,90,21,0,,0,0.95,26,26,0,0.00,,27.9,26.2,+1.8,+0.08,
365,Reinildo Mandava,mz  MOZ,DF,Atlético Madrid,29-030,1994,21,1835,87,92.7,20.4,21,87,18,0,,1,1.81,29,17,+12,+0.59,-0.65,27.4,21.5,+5.9,+0.29,-1.59
366,Aïssa Mandi,dz  ALG,DF,Villarreal,31-121,1991,9,441,49,22.3,4.9,5,81,4,4,9,13,1.78,7,3,+4,+0.82,+0.93,7.0,5.5,+1.5,+0.30,+0.31
367,Maranhão,br  BRA,"FW,MF",Valencia,26-123,1996,15,428,29,22.6,4.8,3,52,0,12,23,3,0.87,9,7,+2,+0.42,+0.54,7.3,7.6,-0.3,-0.07,-0.19
368,Marcão,br  BRA,DF,Sevilla,26-260,1996,4,360,90,18.2,4.0,4,90,4,0,,1,1.00,3,5,-2,-0.50,-0.28,2.9,6.1,-3.2,-0.80,-0.43
369,Agustín Marchesín,ar  ARG,GK,Celta Vigo,34-341,1988,19,1710,90,86.4,19.0,19,90,19,0,,0,1.05,18,29,-11,-0.58,-0.58,21.2,19.7,+1.6,+0.08,+0.53
370,Óscar de Marcos,es  ESP,DF,Athletic Club,33-312,1989,22,1709,78,86.3,19.0,20,83,15,2,27,0,1.45,29,19,+10,+0.53,+1.19,25.1,15.6,+9.4,+0.50,+0.25
371,José Mari,es  ESP,MF,Cádiz,35-076,1987,12,323,27,16.3,3.6,2,55,0,10,21,4,1.17,5,6,-1,-0.28,+0.64,3.7,7.1,-3.3,-0.93,-0.22
372,José María Giménez,uy  URU,DF,Atlético Madrid,28-031,1995,13,1095,84,55.3,12.2,12,90,12,1,15,3,2.08,15,7,+8,+0.66,+0.05,17.9,11.8,+6.1,+0.50,+0.21
373,Mariano,do  DOM,FW,Real Madrid,29-203,1993,6,57,10,2.9,0.6,0,,0,6,10,11,1.33,1,0,+1,+1.58,+0.27,3.6,0.3,+3.3,+5.23,+4.12
374,Pablo Marín,es  ESP,MF,Real Sociedad,19-232,2003,9,342,38,17.3,3.8,3,74,0,6,20,3,1.56,2,3,-1,-0.26,-0.87,6.0,2.9,+3.0,+0.80,+0.41
375,Diego Mariño,es  ESP,GK,Almería,32-287,1990,0,,,,,0,,0,0,,2,,,,,,,,,,,
376,Unai Marrero,es  ESP,GK,Real Sociedad,21-134,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
377,Ander Martin,es  ESP,"MF,FW",Real Sociedad,22-096,2000,3,41,14,2.1,0.5,0,,0,3,14,6,3.00,0,0,0,0.00,-0.46,1.0,0.5,+0.5,+1.11,+0.66
378,Andrés Martín,es  ESP,FW,Rayo Vallecano,23-224,1999,4,133,33,6.7,1.5,2,62,0,2,5,4,1.50,1,0,+1,+0.68,+0.48,1.9,1.6,+0.3,+0.19,+0.21
379,Carlos Martín,es  ESP,FW,Atlético Madrid,20-304,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
380,Daniel Martín,es  ESP,GK,Betis,24-227,1998,0,,,,,0,,0,0,,16,,,,,,,,,,,
381,Iván Martín,es  ESP,"MF,FW",Girona,24-006,1999,10,570,57,28.8,6.3,6,74,1,4,32,6,1.70,10,10,0,0.00,0.00,9.9,6.7,+3.2,+0.51,+0.52
382,Mario Martín,es  ESP,MF,Real Madrid,18-352,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
383,Arnau Martinez,es  ESP,DF,Girona,19-301,2003,18,1441,80,72.8,16.0,17,84,12,1,9,3,1.11,25,27,-2,-0.12,-0.46,23.2,21.5,+1.7,+0.11,-0.11
384,Iñigo Martínez,es  ESP,DF,Athletic Club,31-279,1991,9,810,90,40.9,9.0,9,90,9,0,,3,1.56,16,13,+3,+0.33,-0.05,13.3,7.2,+6.1,+0.68,+0.37
385,Javi Martínez,es  ESP,MF,Osasuna,23-060,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
386,Roger Martínez,es  ESP,DF,Espanyol,18-321,2004,1,7,7,0.4,0.1,0,,0,1,7,5,1.00,0,1,-1,-12.86,-12.63,0.1,0.2,-0.1,-1.25,-1.15
387,Omar Mascarell,es  ESP,MF,Elche,30-018,1993,19,1637,86,82.7,18.2,19,86,16,0,,0,0.47,13,35,-22,-1.21,+0.89,16.5,33.8,-17.3,-0.95,+1.41
388,Jordi Masip,es  ESP,GK,Valladolid,34-048,1989,17,1517,89,76.6,16.9,17,89,16,0,,5,1.18,13,23,-10,-0.59,+0.18,15.3,29.1,-13.9,-0.82,-0.60
389,Jaime Mata,es  ESP,FW,Getafe,34-119,1988,6,42,7,2.2,0.5,0,,0,6,7,14,1.00,3,3,0,0.00,+0.49,0.4,0.9,-0.5,-1.17,-0.78
390,Matas,es  ESP,GK,Girona,21-050,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
391,Borja Mayoral,es  ESP,FW,Getafe,25-321,1997,21,1697,81,89.8,18.9,21,81,8,0,,0,0.90,16,27,-11,-0.58,-1.05,14.6,20.5,-5.9,-0.31,+0.93
392,Mamadou Mbaye,sn  SEN,DF,Cádiz,24-237,1998,7,537,77,27.1,6.0,6,80,5,1,58,5,1.14,4,10,-6,-1.01,-0.26,6.4,8.8,-2.4,-0.40,+0.49
393,Fernando Medrano,es  ESP,DF,Celta Vigo,22-331,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,
394,Gonzalo Melero,es  ESP,MF,Almería,29-049,1994,15,1084,72,54.7,12.0,14,75,1,1,29,1,1.20,19,15,+4,+0.33,+2.04,15.5,17.3,-1.8,-0.15,+0.65
395,Houboulang Mendes,fr  FRA,DF,Almería,24-292,1998,12,739,62,37.3,8.2,9,74,3,3,25,8,1.17,9,22,-13,-1.58,-1.58,9.4,17.0,-7.6,-0.93,-0.78
396,Brais Méndez,es  ESP,MF,Real Sociedad,26-044,1997,21,1603,76,81.0,17.8,19,80,8,2,45,0,1.90,30,18,+12,+0.67,+1.15,23.8,14.7,+9.1,+0.51,+0.28
397,Diego Méndez,es  ESP,MF,Rayo Vallecano,19-175,2003,1,1,1,0.1,0.0,0,,0,1,1,3,1.00,0,0,0,0.00,-0.23,0.0,0.0,0.0,0.00,+0.01
398,Rodrigo Mendoza,es  ESP,MF,Elche,17-342,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
399,Ferland Mendy,fr  FRA,DF,Real Madrid,27-257,1995,14,1127,81,56.9,12.5,14,81,6,0,,3,2.29,25,14,+11,+0.88,-1.02,25.0,13.8,+11.3,+0.90,-0.74
400,Jorge Meré,es  ESP,DF,Cádiz,25-309,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
401,Mikel Merino,es  ESP,MF,Real Sociedad,26-243,1996,18,1333,74,67.3,14.8,15,83,9,3,31,0,2.00,23,19,+4,+0.27,-0.56,20.6,13.3,+7.3,+0.49,+0.11
402,Roque Mesa,es  ESP,MF,Valladolid,33-258,1989,17,1100,65,55.6,12.2,14,72,2,3,31,4,1.06,10,12,-2,-0.16,+1.06,12.2,16.9,-4.7,-0.38,+0.67
403,Sergio Mestre,es  ESP,GK,Atlético Madrid,18-007,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
404,Éder Militão,br  BRA,DF,Real Madrid,25-033,1998,18,1398,78,70.6,15.5,16,86,14,2,11,1,2.33,34,12,+22,+1.42,+0.33,34.2,15.9,+18.3,+1.18,-0.14
405,Luis Milla,es  ESP,MF,Getafe,28-136,1994,15,1190,79,63.0,13.2,14,83,10,1,27,0,1.00,9,11,-2,-0.15,+0.88,8.0,13.1,-5.1,-0.39,+0.06
406,Pere Milla,es  ESP,"FW,MF",Elche,30-150,1992,19,1205,63,60.9,13.4,14,77,6,5,25,0,0.47,11,31,-20,-1.49,-0.33,13.3,25.4,-12.1,-0.88,+0.83
407,Marko Milovanović,rs  SRB,FW,Almería,19-200,2003,2,15,8,0.8,0.2,0,,0,2,8,3,0.00,0,1,-1,-6.00,-5.45,0.3,0.7,-0.4,-2.34,-1.91
408,Óscar Mingueza,es  ESP,DF,Celta Vigo,23-283,1999,18,1144,64,57.8,12.7,12,86,8,6,20,4,1.17,12,19,-7,-0.55,-0.12,16.0,14.1,+1.9,+0.15,+0.33
409,Rafa Mir,es  ESP,FW,Sevilla,25-247,1997,15,809,54,40.9,9.0,10,70,4,5,22,7,1.00,10,14,-4,-0.44,-0.29,12.0,13.7,-1.7,-0.19,+0.44
410,Juan Miranda,es  ESP,"DF,FW",Betis,23-032,2000,6,317,53,16.0,3.5,3,86,2,3,20,16,1.67,3,4,-1,-0.28,-0.66,5.6,3.4,+2.2,+0.62,+0.56
411,Stefan Mitrović,rs  SRB,DF,Getafe,32-274,1990,14,1041,74,55.1,11.6,11,88,10,3,26,7,1.14,9,14,-5,-0.43,+0.10,6.6,13.5,-6.9,-0.59,-0.41
412,Luka Modrić,hr  CRO,MF,Real Madrid,37-164,1985,21,1235,59,62.4,13.7,14,77,3,7,23,0,2.38,32,11,+21,+1.53,+0.56,26.7,13.7,+12.9,+0.94,-0.75
413,Nahuel Molina,ar  ARG,DF,Atlético Madrid,24-320,1998,18,1554,86,78.5,17.3,18,86,15,0,,1,1.89,26,13,+13,+0.75,+0.54,25.0,18.8,+6.2,+0.36,-0.22
414,Jon Moncayola,es  ESP,"MF,FW",Osasuna,24-283,1998,22,1402,64,70.8,15.6,14,87,10,8,23,0,1.36,9,19,-10,-0.64,-1.89,15.4,18.2,-2.7,-0.18,-0.78
415,Monchu,es  ESP,MF,Valladolid,23-160,1999,19,1145,60,57.8,12.7,13,77,7,6,24,2,0.95,7,14,-7,-0.55,+0.20,10.4,18.6,-8.2,-0.65,+0.08
416,Eric Monjonell,es  ESP,DF,Girona,21-066,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
417,César Montes,mx  MEX,DF,Espanyol,25-361,1997,5,315,63,15.9,3.5,4,77,3,1,7,0,1.60,4,5,-1,-0.29,-0.02,4.3,3.8,+0.5,+0.13,+0.28
418,Gonzalo Montiel,ar  ARG,DF,Sevilla,26-050,1997,14,863,62,43.6,9.6,10,74,5,4,32,5,1.21,8,14,-6,-0.63,-0.63,10.9,15.3,-4.5,-0.47,-0.03
419,Martín Montoya,es  ESP,DF,Betis,31-312,1991,3,183,61,9.2,2.0,3,61,0,0,,16,1.33,1,2,-1,-0.49,-0.84,1.9,1.9,0.0,-0.02,-0.19
420,Álvaro Morata,es  ESP,FW,Atlético Madrid,30-120,1992,22,1251,57,63.2,13.9,16,68,2,6,27,0,1.86,21,5,+16,+1.15,+1.40,18.5,11.2,+7.3,+0.52,+0.32
