,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
299,José Mari,es  ESP,MF,Cádiz,35-067,1987,3.6,0,2,0,0.0,0.56,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0
300,José María Giménez,uy  URU,DF,Atlético Madrid,28-022,1995,11.2,0,14,4,28.6,1.25,0.36,0.00,0.00,15.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2
301,Mariano,do  DOM,FW,Real Madrid,29-194,1993,0.5,0,3,0,0.0,6.14,0.00,0.00,,10.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4
302,Pablo Marín,es  ESP,"MF,FW",Real Sociedad,19-223,2003,3.6,0,7,4,57.1,1.94,1.11,0.00,0.00,18.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6
303,Ander Martin,es  ESP,"MF,FW",Real Sociedad,22-087,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
304,Andrés Martín,es  ESP,FW,Rayo Vallecano,23-215,1999,1.5,0,2,2,100.0,1.35,1.35,0.00,0.00,19.0,0,0,0,0.4,0.4,0.22,-0.4,-0.4
305,Iván Martín,es  ESP,"MF,FW",Girona,23-362,1999,5.2,2,7,3,42.9,1.35,0.58,0.29,0.67,11.9,0,0,0,1.1,1.1,0.16,+0.9,+0.9
306,Arnau Martinez,es  ESP,DF,Girona,19-292,2003,14.0,2,15,2,13.3,1.07,0.14,0.13,1.00,12.1,0,0,0,1.5,1.5,0.10,+0.5,+0.5
307,Iñigo Martínez,es  ESP,DF,Athletic Club,31-270,1991,9.0,0,7,1,14.3,0.78,0.11,0.00,0.00,15.8,2,0,0,0.6,0.6,0.08,-0.6,-0.6
308,Roger Martínez,es  ESP,DF,Espanyol,18-312,2004,0.1,0,1,0,0.0,12.86,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0
309,Omar Mascarell,es  ESP,MF,Elche,30-009,1993,17.2,0,5,1,20.0,0.29,0.06,0.00,0.00,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
310,Jordi Masip,es  ESP,GK,Valladolid,34-039,1989,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
311,Jaime Mata,es  ESP,FW,Getafe,34-110,1988,0.5,0,1,0,0.0,2.14,0.00,0.00,,12.6,0,0,0,0.0,0.0,0.02,0.0,0.0
312,Borja Mayoral,es  ESP,FW,Getafe,25-312,1997,18.0,4,28,7,25.0,1.55,0.39,0.14,0.57,14.1,0,0,1,4.0,3.2,0.12,0.0,+0.8
313,Mamadou Mbaye,sn  SEN,DF,Cádiz,24-228,1998,6.0,0,1,0,0.0,0.17,0.00,0.00,,6.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1
314,Gonzalo Melero,es  ESP,MF,Almería,29-040,1994,11.4,2,14,6,42.9,1.23,0.53,0.14,0.33,16.1,0,0,0,1.5,1.5,0.11,+0.5,+0.5
315,Houboulang Mendes,fr  FRA,DF,Almería,24-283,1998,7.2,0,1,0,0.0,0.14,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0
316,Brais Méndez,es  ESP,MF,Real Sociedad,26-035,1997,16.1,7,38,15,39.5,2.36,0.93,0.18,0.47,20.3,6,0,0,4.0,4.0,0.11,+3.0,+3.0
317,Diego Méndez,es  ESP,MF,Rayo Vallecano,19-166,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
318,Ferland Mendy,fr  FRA,DF,Real Madrid,27-248,1995,12.5,0,1,0,0.0,0.08,0.00,0.00,,7.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3
319,Mikel Merino,es  ESP,MF,Real Sociedad,26-234,1996,14.3,1,24,10,41.7,1.68,0.70,0.04,0.10,16.8,0,0,1,2.8,2.1,0.09,-1.8,-1.1
320,Roque Mesa,es  ESP,MF,Valladolid,33-249,1989,11.9,2,17,8,47.1,1.43,0.67,0.12,0.25,27.8,0,0,0,1.0,1.0,0.06,+1.0,+1.0
321,Éder Militão,br  BRA,DF,Real Madrid,25-024,1998,13.5,3,12,4,33.3,0.89,0.30,0.25,0.75,15.2,0,0,0,1.1,1.1,0.09,+1.9,+1.9
322,Luis Milla,es  ESP,MF,Getafe,28-127,1994,12.9,0,4,1,25.0,0.31,0.08,0.00,0.00,26.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
323,Pere Milla,es  ESP,"FW,MF",Elche,30-141,1992,13.4,6,21,4,19.0,1.57,0.30,0.14,0.75,15.4,1,3,3,4.5,2.1,0.10,+1.5,+0.9
324,Marko Milovanović,rs  SRB,FW,Almería,19-191,2003,0.2,0,1,0,0.0,6.00,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
325,Óscar Mingueza,es  ESP,DF,Celta Vigo,23-274,1999,10.7,0,3,0,0.0,0.28,0.00,0.00,,7.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3
326,Rafa Mir,es  ESP,FW,Sevilla,25-238,1997,8.5,3,32,9,28.1,3.77,1.06,0.09,0.33,13.4,0,0,0,4.7,4.7,0.16,-1.7,-1.7
327,Juan Miranda,es  ESP,DF,Betis,23-023,2000,3.0,0,2,1,50.0,0.66,0.33,0.00,0.00,19.6,0,0,0,0.5,0.5,0.23,-0.5,-0.5
328,Stefan Mitrović,rs  SRB,DF,Getafe,32-265,1990,11.6,0,1,0,0.0,0.09,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1
329,Luka Modrić,hr  CRO,MF,Real Madrid,37-155,1985,12.5,3,21,4,19.0,1.68,0.32,0.10,0.50,19.0,0,1,1,3.9,3.1,0.15,-0.9,-1.1
330,Nahuel Molina,ar  ARG,DF,Atlético Madrid,24-311,1998,15.3,0,9,1,11.1,0.59,0.07,0.00,0.00,20.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6
331,Jon Moncayola,es  ESP,"MF,FW",Osasuna,24-274,1998,13.6,0,24,5,20.8,1.77,0.37,0.00,0.00,24.0,0,0,0,0.9,0.9,0.04,-0.9,-0.9
332,Monchu,es  ESP,MF,Valladolid,23-151,1999,11.1,1,14,3,21.4,1.26,0.27,0.07,0.33,25.5,2,0,0,0.7,0.7,0.05,+0.3,+0.3
333,César Montes,mx  MEX,DF,Espanyol,25-352,1997,3.5,0,1,0,0.0,0.29,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
334,Gonzalo Montiel,ar  ARG,DF,Sevilla,26-041,1997,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,13.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
335,Martín Montoya,es  ESP,DF,Betis,31-303,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
336,Álvaro Morata,es  ESP,FW,Atlético Madrid,30-111,1992,12.9,7,39,18,46.2,3.03,1.40,0.18,0.39,12.9,0,0,0,5.7,5.7,0.15,+1.3,+1.3
337,Jon Morcillo,es  ESP,"FW,MF",Athletic Club,24-149,1998,0.7,0,1,0,0.0,1.43,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.15,-0.1,-0.1
338,Alberto Moreno,es  ESP,"DF,FW",Villarreal,30-221,1992,6.7,0,7,1,14.3,1.04,0.15,0.00,0.00,22.8,1,0,0,0.3,0.3,0.04,-0.3,-0.3
339,Álex Moreno,es  ESP,DF,Betis,29-248,1993,15.0,0,13,4,30.8,0.87,0.27,0.00,0.00,17.9,0,0,0,1.3,1.3,0.10,-1.3,-1.3
340,Diego Moreno,es  ESP,DF,Osasuna,21-235,2001,4.6,0,4,1,25.0,0.87,0.22,0.00,0.00,20.8,0,0,0,0.4,0.4,0.10,-0.4,-0.4
341,Gerard Moreno,es  ESP,FW,Villarreal,30-310,1992,10.2,5,28,12,42.9,2.74,1.18,0.14,0.33,15.8,0,1,2,6.6,5.0,0.19,-1.6,-1.0
342,Tete Morente,es  ESP,"MF,DF",Elche,26-069,1996,8.9,0,12,3,25.0,1.35,0.34,0.00,0.00,17.3,0,0,0,1.4,1.4,0.11,-1.4,-1.4
343,Ilaix Moriba,gn  GUI,MF,Valencia,20-023,2003,5.3,0,10,2,20.0,1.87,0.37,0.00,0.00,18.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6
344,Manu Morlanes,es  ESP,MF,Villarreal,24-030,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
345,Loren Morón,es  ESP,FW,Betis,29-043,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
346,Cristhian Mosquera,co  COL,DF,Valencia,18-229,2004,1.6,0,2,0,0.0,1.24,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2
347,Abdul Mumin,gh  GHA,DF,Rayo Vallecano,24-250,1998,2.1,0,1,1,100.0,0.47,0.47,0.00,0.00,17.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
348,Iker Muniain,es  ESP,MF,Athletic Club,30-054,1992,11.4,0,20,4,20.0,1.75,0.35,0.00,0.00,19.1,1,0,0,2.5,2.5,0.12,-2.5,-2.5
349,Aihen Muñoz,es  ESP,DF,Real Sociedad,25-179,1997,8.4,0,3,1,33.3,0.36,0.12,0.00,0.00,25.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
350,Pablo Muñoz,es  ESP,MF,Rayo Vallecano,19-160,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
351,Vedat Muriqi,xk  KVX,FW,Mallorca,28-293,1994,17.4,8,41,15,36.6,2.36,0.86,0.15,0.40,16.4,0,2,3,7.2,4.8,0.12,+0.8,+1.2
352,Yunus Musah,us  USA,MF,Valencia,20-074,2002,14.7,0,14,2,14.3,0.95,0.14,0.00,0.00,19.5,0,0,0,1.4,1.4,0.10,-1.4,-1.4
353,Nacho,es  ESP,DF,Real Madrid,33-024,1990,5.6,0,3,1,33.3,0.53,0.18,0.00,0.00,9.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3
354,Juanjo Narváez,co  COL,"MF,FW",Valladolid,27-364,1995,1.6,0,3,0,0.0,1.82,0.00,0.00,,10.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
355,Matija Nastasić,rs  SRB,DF,Mallorca,29-320,1993,5.3,0,2,1,50.0,0.38,0.19,0.00,0.00,14.8,0,0,0,0.0,0.0,0.02,0.0,0.0
356,Roberto Navarro,es  ESP,"MF,FW",Real Sociedad,20-305,2002,3.5,0,12,5,41.7,3.44,1.43,0.00,0.00,17.0,0,0,0,1.0,1.0,0.09,-1.0,-1.0
357,Jesús Navas,es  ESP,"DF,FW",Sevilla,37-082,1985,11.3,0,5,2,40.0,0.44,0.18,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
358,Álvaro Negredo,es  ESP,FW,Cádiz,37-175,1985,6.2,1,13,6,46.2,2.10,0.97,0.08,0.17,16.3,0,0,0,1.2,1.2,0.10,-0.2,-0.2
359,Tanguy Nianzou,fr  FRA,DF,Sevilla,20-249,2002,9.1,1,4,1,25.0,0.44,0.11,0.25,1.00,11.1,0,0,0,0.4,0.4,0.10,+0.6,+0.6
360,Saúl Ñíguez,es  ESP,"MF,DF",Atlético Madrid,28-082,1994,6.0,1,10,5,50.0,1.68,0.84,0.10,0.20,19.5,0,0,0,1.0,1.0,0.10,0.0,0.0
361,Fernando Niño,es  ESP,MF,Villarreal,22-110,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
362,Diego Noguerol,es  ESP,"FW,DF",Valencia,20-274,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
363,Unai Núñez,es  ESP,DF,Celta Vigo,26-012,1997,19.0,0,8,1,12.5,0.42,0.05,0.00,0.00,15.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6
364,Jan Oblak,si  SVN,GK,Atlético Madrid,30-035,1993,17.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
365,Brian Ocampo,uy  URU,"MF,FW",Cádiz,23-231,1999,10.8,1,9,2,22.2,0.83,0.18,0.11,0.50,20.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6
366,Lucas Ocampos,ar  ARG,"FW,MF",Sevilla,28-215,1994,2.9,0,8,2,25.0,2.72,0.68,0.00,0.00,15.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6
367,Olasagasti,es  ESP,"MF,DF",Real Sociedad,22-179,2000,0.7,0,3,1,33.3,4.15,1.38,0.00,0.00,29.1,0,0,0,0.0,0.0,0.02,0.0,0.0
368,Lucas Olaza,uy  URU,DF,Valladolid,28-205,1994,9.7,0,3,0,0.0,0.31,0.00,0.00,,31.6,1,0,0,0.1,0.1,0.02,-0.1,-0.1
369,Brian Oliván,es  ESP,DF,Espanyol,28-316,1994,18.3,0,10,2,20.0,0.55,0.11,0.00,0.00,26.8,1,0,0,0.3,0.3,0.03,-0.3,-0.3
370,Lucas Oliveira Rosa,br  BRA,DF,Valladolid,22-314,2000,6.4,0,3,1,33.3,0.47,0.16,0.00,0.00,21.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
371,Aimar Oroz,es  ESP,"MF,FW",Osasuna,21-076,2001,10.8,3,12,4,33.3,1.11,0.37,0.17,0.50,16.8,0,1,1,2.6,1.8,0.15,+0.4,+0.2
372,Pedro Ortiz,es  ESP,MF,Sevilla,22-176,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
373,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,25-296,1997,1.9,1,2,1,50.0,1.03,0.52,0.00,0.00,17.0,0,1,1,1.5,0.7,0.36,-0.5,-0.7
374,Cenk Özkacar,tr  TUR,DF,Valencia,22-128,2000,5.7,0,6,2,33.3,1.06,0.35,0.00,0.00,12.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
375,Fernando Pacheco,es  ESP,GK,Almería,30-269,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
376,Jon Pacheco,es  ESP,DF,Real Sociedad,22-034,2001,7.5,0,1,0,0.0,0.13,0.00,0.00,,9.5,0,0,0,0.0,0.0,0.01,0.0,0.0
377,Gonçalo Paciência,pt  POR,FW,Celta Vigo,28-194,1994,4.4,1,17,4,23.5,3.83,0.90,0.06,0.25,18.1,0,0,0,0.9,0.9,0.05,+0.1,+0.1
378,Helibelton Palacios,co  COL,DF,Elche,29-245,1993,12.9,0,3,2,66.7,0.23,0.15,0.00,0.00,12.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3
379,Isaac Palazón Camacho,es  ESP,"FW,MF",Rayo Vallecano,28-046,1994,16.7,5,43,11,25.6,2.58,0.66,0.09,0.36,25.8,1,1,2,3.6,2.1,0.05,+1.4,+1.9
380,Aitor Paredes,es  ESP,DF,Athletic Club,22-288,2000,1.5,0,4,2,50.0,2.61,1.30,0.00,0.00,10.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
381,Daniel Parejo,es  ESP,MF,Villarreal,33-301,1989,19.5,1,14,5,35.7,0.72,0.26,0.00,0.00,27.3,5,1,1,1.6,0.8,0.06,-0.6,-0.8
382,Moises Parra Gutierrez,es  ESP,FW,Getafe,20-232,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
383,Raúl Parra,es  ESP,"DF,MF",Cádiz,23-077,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
384,Javier Pastore,ar  ARG,MF,Elche,33-236,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
385,Gabriel Paulista,br  BRA,DF,Valencia,32-077,1990,8.2,1,11,1,9.1,1.34,0.12,0.09,1.00,17.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5
386,Alfonso Pedraza,es  ESP,DF,Villarreal,26-308,1996,9.3,0,15,6,40.0,1.61,0.65,0.00,0.00,17.8,0,0,0,0.7,0.7,0.04,-0.7,-0.7
387,Pedri,es  ESP,"MF,FW",Barcelona,20-078,2002,17.1,5,16,8,50.0,0.94,0.47,0.31,0.63,16.8,0,0,0,2.9,2.9,0.18,+2.1,+2.1
388,Rubén Peña,es  ESP,"DF,MF",Osasuna,31-208,1991,7.3,0,11,2,18.2,1.52,0.28,0.00,0.00,22.3,0,0,0,1.1,1.1,0.10,-1.1,-1.1
389,Alberto Perea,es  ESP,MF,Cádiz,32-054,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
390,Ayoze Pérez,es  ESP,FW,Betis,29-197,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
391,Carles Pérez,es  ESP,"MF,FW",Celta Vigo,24-360,1998,9.5,0,21,5,23.8,2.20,0.52,0.00,0.00,21.7,0,0,0,1.2,1.2,0.06,-1.2,-1.2
392,Francisco Perez,es  ESP,"FW,DF",Valencia,20-155,2002,0.4,0,1,0,0.0,2.43,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0
393,Kike Pérez,es  ESP,MF,Valladolid,25-362,1997,14.9,0,25,7,28.0,1.68,0.47,0.00,0.00,23.4,1,0,0,1.3,1.3,0.05,-1.3,-1.3
394,Lucas Pérez,es  ESP,FW,Cádiz,34-154,1988,7.0,3,17,6,35.3,2.44,0.86,0.18,0.50,18.8,4,0,0,2.0,2.0,0.12,+1.0,+1.0
395,Luis Pérez,es  ESP,DF,Valladolid,28-007,1995,6.8,0,1,0,0.0,0.15,0.00,0.00,,33.9,0,0,0,0.0,0.0,0.01,0.0,0.0
396,Germán Pezzella,ar  ARG,DF,Betis,31-229,1991,15.1,0,7,0,0.0,0.46,0.00,0.00,,10.0,0,0,0,0.8,0.8,0.12,-0.8,-0.8
397,Ronaël Pierre-Gabriel,fr  FRA,DF,Espanyol,24-243,1998,0.5,0,1,0,0.0,2.05,0.00,0.00,,16.8,0,0,0,0.0,0.0,0.05,0.0,0.0
398,Yeremi Pino,es  ESP,"MF,FW",Villarreal,20-114,2002,12.4,2,21,9,42.9,1.70,0.73,0.10,0.22,13.9,0,0,0,2.9,2.9,0.14,-0.9,-0.9
399,Gerard Piqué,es  ESP,DF,Barcelona,36-009,1987,4.3,0,3,0,0.0,0.70,0.00,0.00,,8.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4
400,Óscar Plano,es  ESP,"FW,MF",Valladolid,32-000,1991,14.2,1,18,7,38.9,1.27,0.49,0.06,0.14,18.3,0,0,0,1.8,1.8,0.10,-0.8,-0.8
401,Gonzalo Plata,ec  ECU,"FW,MF",Valladolid,22-102,2000,10.2,0,18,9,50.0,1.76,0.88,0.00,0.00,18.6,0,0,0,1.4,1.4,0.08,-1.4,-1.4
402,Ezequiel Ponce,ar  ARG,FW,Elche,25-319,1997,7.6,3,16,7,43.8,2.12,0.93,0.19,0.43,12.8,0,0,0,1.5,1.5,0.09,+1.5,+1.5
403,Francisco Portillo,es  ESP,"MF,FW",Almería,32-243,1990,3.2,2,3,2,66.7,0.92,0.62,0.67,1.00,12.7,0,0,0,0.6,0.6,0.21,+1.4,+1.4
404,Portu,es  ESP,"DF,MF",Getafe,30-266,1992,7.8,0,9,3,33.3,1.15,0.38,0.00,0.00,19.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6
405,José Pozo,es  ESP,MF,Rayo Vallecano,26-333,1996,0.8,0,1,0,0.0,1.20,0.00,0.00,,20.9,0,0,0,0.0,0.0,0.04,0.0,0.0
406,Alejandro Pozo Pozo,es  ESP,DF,Almería,23-354,1999,10.9,0,4,2,50.0,0.37,0.18,0.00,0.00,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
407,Abdón Prats,es  ESP,"FW,MF",Mallorca,30-066,1992,1.9,1,6,4,66.7,3.20,2.13,0.17,0.25,13.9,0,0,0,0.7,0.7,0.12,+0.3,+0.3
408,Javi Puado,es  ESP,"FW,MF",Espanyol,24-262,1998,12.8,3,28,8,28.6,2.19,0.62,0.11,0.38,13.4,0,0,0,4.9,4.9,0.17,-1.9,-1.9
409,Arnau Puigmal,es  ESP,"MF,DF",Almería,22-032,2001,3.1,0,6,1,16.7,1.95,0.32,0.00,0.00,21.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
410,Domingos Quina,pt  POR,MF,Elche,23-085,1999,3.1,0,6,0,0.0,1.96,0.00,0.00,,33.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
411,Antonio Raillo,es  ESP,DF,Mallorca,31-126,1991,19.0,1,6,3,50.0,0.32,0.16,0.17,0.33,17.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8
412,Predrag Rajković,rs  SRB,GK,Mallorca,27-103,1995,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
413,Ivan Rakitić,hr  CRO,MF,Sevilla,34-338,1988,10.3,1,16,6,37.5,1.55,0.58,0.00,0.00,25.6,4,1,1,1.9,1.1,0.07,-0.9,-1.1
414,Largie Ramazani,be  BEL,"FW,MF",Almería,21-349,2001,11.3,2,27,13,48.1,2.38,1.15,0.07,0.15,20.8,1,0,1,3.3,2.5,0.09,-1.3,-0.5
415,Chris Ramos,es  ESP,MF,Cádiz,26-024,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
416,Raphinha,br  BRA,FW,Barcelona,26-059,1996,10.7,4,39,11,28.2,3.66,1.03,0.10,0.36,17.7,5,0,0,4.9,4.9,0.13,-0.9,-0.9
417,Sergio Reguilón,es  ESP,DF,Atlético Madrid,26-057,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
418,Pepe Reina,es  ESP,GK,Villarreal,40-164,1982,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
419,Reinier,br  BRA,"MF,FW",Girona,21-023,2002,3.5,1,4,2,50.0,1.15,0.58,0.25,0.50,8.3,0,0,0,0.8,0.8,0.21,+0.2,+0.2
420,Karim Rekik,nl  NED,DF,Sevilla,28-071,1994,7.4,1,5,1,20.0,0.68,0.14,0.20,1.00,10.8,0,0,0,0.7,0.7,0.13,+0.3,+0.3
421,Álex Remiro,es  ESP,GK,Real Sociedad,27-324,1995,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
422,Alejandro Revuelta Montero,es  ESP,DF,Getafe,22-301,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
423,Chadi Riad,es  ESP,MF,Barcelona,19-239,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
424,Nico Ribaudo,es  ESP,"FW,MF",Espanyol,21-306,2001,4.2,0,8,1,12.5,1.89,0.24,0.00,0.00,23.4,1,0,0,0.5,0.5,0.06,-0.5,-0.5
425,Diego Rico,es  ESP,DF,Real Sociedad,29-353,1993,11.6,0,4,1,25.0,0.34,0.09,0.00,0.00,30.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
426,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,22-315,2000,13.6,3,34,13,38.2,2.50,0.95,0.09,0.23,20.3,1,0,0,2.4,2.4,0.07,+0.6,+0.6
427,Sergi Roberto,es  ESP,DF,Barcelona,31-004,1992,6.0,2,6,3,50.0,0.99,0.50,0.33,0.67,14.3,0,0,0,0.9,0.9,0.14,+1.1,+1.1
428,Lucas Robertone,ar  ARG,MF,Almería,25-330,1997,16.5,1,23,5,21.7,1.39,0.30,0.04,0.20,24.6,3,0,0,1.9,1.9,0.08,-0.9,-0.9
429,Joel Roca,es  ESP,"MF,FW",Girona,17-249,2005,0.2,0,1,0,0.0,4.09,0.00,0.00,,8.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1
430,Enzo Roco,cl  CHI,DF,Elche,30-179,1992,12.8,0,6,1,16.7,0.47,0.08,0.00,0.00,11.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
431,Rodrigo,es  ESP,"FW,MF",Betis,22-271,2000,9.2,1,7,2,28.6,0.76,0.22,0.14,0.50,15.4,0,0,0,0.8,0.8,0.12,+0.2,+0.2
432,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,35-291,1987,2.3,0,7,2,28.6,3.03,0.87,0.00,0.00,11.6,0,0,0,1.5,1.5,0.21,-1.5,-1.5
433,Óscar Rodríguez Arnaiz,es  ESP,MF,Celta Vigo,24-228,1998,13.3,2,30,14,46.7,2.25,1.05,0.07,0.14,24.2,5,0,0,3.0,3.0,0.10,-1.0,-1.0
434,Dani Rodríguez,es  ESP,MF,Mallorca,34-250,1988,12.3,1,11,5,45.5,0.89,0.41,0.09,0.20,19.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3
435,Guido Rodríguez,ar  ARG,MF,Betis,28-305,1994,15.4,0,9,4,44.4,0.58,0.26,0.00,0.00,26.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
436,Rodrygo,br  BRA,FW,Real Madrid,22-033,2001,13.2,4,50,13,26.0,3.78,0.98,0.06,0.23,17.1,4,1,1,7.4,6.6,0.13,-3.4,-3.6
437,Iván Romero,es  ESP,MF,Sevilla,21-307,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
438,Oriol Romeu,es  ESP,MF,Girona,31-140,1991,16.0,1,15,3,20.0,0.94,0.19,0.07,0.33,17.9,0,0,0,1.4,1.4,0.09,-0.4,-0.4
439,Rubén,es  ESP,"DF,MF",Espanyol,22-007,2001,3.9,0,6,0,0.0,1.53,0.00,0.00,,19.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
440,Antonio Rüdiger,de  GER,DF,Real Madrid,29-345,1993,13.6,1,14,3,21.4,1.03,0.22,0.07,0.33,13.3,0,0,0,1.4,1.4,0.10,-0.4,-0.4
441,Aitor Ruibal,es  ESP,"DF,FW",Betis,26-326,1996,9.2,0,9,2,22.2,0.98,0.22,0.00,0.00,19.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6
442,Víctor Ruiz,es  ESP,DF,Betis,34-017,1989,3.8,0,1,0,0.0,0.26,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
443,Gerónimo Rulli,ar  ARG,GK,Villarreal,30-267,1992,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
444,Franco Russo,ar  ARG,DF,Mallorca,28-109,1994,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
445,Youssouf Sabaly,sn  SEN,DF,Betis,29-343,1993,10.1,0,5,1,20.0,0.50,0.10,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
446,Samuel Sáiz,es  ESP,MF,Girona,32-020,1991,2.7,2,2,1,50.0,0.75,0.37,0.00,0.00,26.2,0,2,2,1.7,0.1,0.07,+0.3,-0.1
447,Salvi,es  ESP,"FW,MF",Rayo Vallecano,31-318,1991,3.1,0,2,2,100.0,0.65,0.65,0.00,0.00,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
