,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
10,Tomás Alarcón,cl  CHI,MF,Cádiz,24-032,1999,4,2,223,2.5,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2,9,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
11,Jordi Alba,es  ESP,DF,Barcelona,33-336,1989,15,9,933,10.4,1,3,4,1,0,0,4,1,0.6,0.6,5.1,5.6,30,106,96,0.10,0.29,0.39,0.10,0.39,0.05,0.49,0.55,0.05,0.55
12,Raúl Albiol,es  ESP,DF,Villarreal,37-169,1985,19,19,1699,18.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,10,76,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,Rubén Alcaraz,es  ESP,MF,Cádiz,31-295,1991,17,12,1076,12.0,1,0,1,1,0,0,7,1,0.9,0.9,0.8,1.7,14,45,7,0.08,0.00,0.08,0.08,0.08,0.08,0.07,0.15,0.08,0.15
14,Omar Alderete,py  PAR,DF,Getafe,26-056,1996,9,8,720,8.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,4,28,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
15,Iván Alejo,es  ESP,"MF,FW",Cádiz,28-010,1995,17,8,758,8.4,0,1,1,0,0,0,9,1,0.6,0.6,1.2,1.8,27,6,52,0.00,0.12,0.12,0.00,0.12,0.07,0.14,0.21,0.07,0.21
16,Carles Aleñá,es  ESP,MF,Getafe,25-046,1998,20,20,1508,16.8,2,2,4,2,0,0,10,1,1.4,1.4,0.7,2.1,16,66,58,0.12,0.12,0.24,0.12,0.24,0.08,0.04,0.13,0.08,0.13
17,Alejandro Alfaro,es  ESP,MF,Elche,20-250,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,Ángel Algobia,es  ESP,MF,Getafe,23-242,1999,15,9,812,9.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,8,28,7,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
19,Mohamed Ali Cho,fr  FRA,FW,Real Sociedad,19-032,2004,8,3,317,3.5,0,2,2,0,0,0,1,0,1.0,1.0,1.5,2.4,17,4,36,0.00,0.57,0.57,0.00,0.57,0.27,0.41,0.69,0.27,0.69
20,Domingos André Ribeiro Almeida,pt  POR,MF,Valencia,22-266,2000,18,14,1255,13.9,2,3,5,2,0,0,2,0,0.7,0.7,1.9,2.5,44,102,44,0.14,0.22,0.36,0.14,0.36,0.05,0.13,0.18,0.05,0.18
21,Marcos Alonso,es  ESP,DF,Barcelona,32-054,1990,12,6,620,6.9,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,9,43,1,0.15,0.00,0.15,0.15,0.15,0.11,0.03,0.14,0.11,0.14
22,Carlos Álvarez,es  ESP,FW,Sevilla,19-198,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
23,Gastón Álvarez,uy  URU,DF,Getafe,22-333,2000,11,6,661,7.3,2,0,2,2,0,0,3,1,0.4,0.4,0.0,0.4,5,18,10,0.27,0.00,0.27,0.27,0.27,0.06,0.00,0.06,0.06,0.06
24,Yeray Álvarez,es  ESP,DF,Athletic Club,28-027,1995,19,19,1648,18.3,1,1,2,1,0,0,4,1,0.4,0.4,0.8,1.2,26,111,5,0.05,0.05,0.11,0.05,0.11,0.02,0.04,0.07,0.02,0.07
25,Selim Amallah,ma  MAR,MF,Valladolid,26-097,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
26,Amath,sn  SEN,"MF,FW",Mallorca,26-219,1996,14,3,494,5.5,1,0,1,1,0,0,2,0,1.0,1.0,0.8,1.8,12,8,27,0.18,0.00,0.18,0.18,0.18,0.19,0.14,0.33,0.19,0.33
27,Jordan Amavi,fr  FRA,DF,Getafe,28-348,1994,4,1,193,2.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,4,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,Fabrizio Angileri,ar  ARG,DF,Getafe,28-342,1994,8,7,510,5.7,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,4,15,11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
29,Anuar,ma  MAR,"MF,FW",Valladolid,28-036,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.8,6,3,4,0.43,0.00,0.43,0.43,0.43,0.15,0.19,0.34,0.15,0.34
30,Mauro Arambarri,uy  URU,MF,Getafe,27-143,1995,8,8,676,7.5,0,1,1,0,0,0,3,1,0.3,0.3,1.1,1.4,8,29,4,0.00,0.13,0.13,0.00,0.13,0.03,0.15,0.19,0.03,0.19
31,Ronald Araújo,uy  URU,DF,Barcelona,23-350,1999,11,11,949,10.5,0,1,1,0,0,0,4,0,0.8,0.8,0.4,1.1,17,41,6,0.00,0.09,0.09,0.00,0.09,0.07,0.04,0.11,0.07,0.11
32,Sergio Arribas,es  ESP,FW,Real Madrid,21-143,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,1.42,0.27,1.69,1.42,1.69
33,Roberto Arroyo,es  ESP,MF,Valladolid,19-179,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,Ricard Artero,es  ESP,FW,Girona,20-015,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,Santiago Arzamendia,py  PAR,"DF,MF",Cádiz,24-291,1998,9,4,389,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,7,10,17,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.05,0.20
36,Sergio Asenjo,es  ESP,GK,Valladolid,33-237,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,Marco Asensio,es  ESP,"FW,MF",Real Madrid,27-030,1996,17,6,605,6.7,4,3,7,4,0,1,1,0,3.7,2.9,2.0,4.9,16,23,48,0.60,0.45,1.04,0.60,1.04,0.55,0.29,0.84,0.43,0.73
38,Iago Aspas,es  ESP,FW,Celta Vigo,35-203,1987,22,20,1842,20.5,9,3,12,8,1,2,4,0,7.4,5.9,3.9,9.8,60,92,160,0.44,0.15,0.59,0.39,0.54,0.36,0.19,0.55,0.29,0.48
39,Pierre-Emerick Aubameyang,ga  GAB,FW,Barcelona,33-247,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.18,0.00,1.18,1.18,1.18
40,Ludwig Augustinsson,se  SWE,DF,Mallorca,28-305,1994,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
41,Ezequiel Ávila,ar  ARG,"FW,MF",Osasuna,29-014,1994,19,17,1251,13.9,7,2,9,5,2,3,6,1,5.6,3.3,1.7,4.9,17,29,66,0.50,0.14,0.65,0.36,0.50,0.41,0.12,0.53,0.24,0.36
42,Iddrisu Baba,gh  GHA,MF,Mallorca,27-029,1996,17,12,995,11.1,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,2,30,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
43,Srđan Babić,rs  SRB,DF,Almería,26-304,1996,19,18,1665,18.5,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,13,40,3,0.05,0.00,0.05,0.05,0.05,0.04,0.01,0.06,0.04,0.06
44,Loïc Bade,fr  FRA,DF,Sevilla,22-315,2000,6,5,448,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,22,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
45,Édgar Badía,es  ESP,GK,Elche,31-008,1992,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,Alex Baena,es  ESP,"MF,FW",Villarreal,21-215,2001,20,11,1145,12.7,4,1,5,4,0,0,11,1,1.9,1.9,3.2,5.1,30,60,64,0.31,0.08,0.39,0.31,0.39,0.15,0.25,0.40,0.15,0.40
47,Alejandro Balde,es  ESP,DF,Barcelona,19-125,2003,20,17,1390,15.4,0,4,4,0,0,0,2,0,0.4,0.4,3.0,3.4,49,48,119,0.00,0.26,0.26,0.00,0.26,0.03,0.20,0.22,0.03,0.22
48,Mikel Balenziaga,es  ESP,DF,Athletic Club,34-356,1988,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,Iván Balliu,al  ALB,DF,Rayo Vallecano,31-050,1992,22,22,1935,21.5,0,0,0,0,0,0,4,0,0.3,0.3,1.7,2.0,52,89,91,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
50,Léo Baptistão,br  BRA,"FW,MF",Almería,30-178,1992,17,14,994,11.0,3,1,4,3,0,0,5,0,2.9,2.9,0.9,3.9,23,35,47,0.27,0.09,0.36,0.27,0.36,0.26,0.09,0.35,0.26,0.35
51,Keidi Bare,al  ALB,MF,Espanyol,25-176,1997,11,3,330,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,4,15,6,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.18,0.14,0.18
52,Kike Barja,es  ESP,"FW,MF",Osasuna,25-325,1997,12,5,455,5.1,1,1,2,1,0,0,0,0,0.3,0.3,0.8,1.1,24,13,75,0.20,0.20,0.40,0.20,0.40,0.05,0.16,0.22,0.05,0.22
53,Ander Barrenetxea,es  ESP,"DF,FW",Real Sociedad,21-055,2001,9,4,359,4.0,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.8,6,10,12,0.25,0.00,0.25,0.25,0.25,0.19,0.01,0.19,0.19,0.19
54,Pablo Barrios,es  ESP,MF,Atlético Madrid,19-250,2003,7,4,346,3.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,7,27,17,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.08,0.06,0.08
55,Rodrigo Battaglia,ar  ARG,MF,Mallorca,31-223,1991,14,8,677,7.5,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,3,19,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
56,Bebé,cv  CPV,FW,Rayo Vallecano,32-223,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,10,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.25,0.12,0.25
57,Héctor Bellerín,es  ESP,DF,Barcelona,27-338,1995,3,1,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,13,6,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
58,Fran Beltrán,es  ESP,MF,Celta Vigo,24-017,1999,22,20,1770,19.7,0,1,1,0,0,0,3,0,0.6,0.6,1.2,1.8,20,89,16,0.00,0.05,0.05,0.00,0.05,0.03,0.06,0.09,0.03,0.09
59,Karim Benzema,fr  FRA,FW,Real Madrid,35-063,1987,13,13,1123,12.5,11,3,14,6,5,6,1,0,12.0,7.0,3.7,10.7,35,72,89,0.88,0.24,1.12,0.48,0.72,0.97,0.29,1.26,0.56,0.86
60,Yuri Berchiche,es  ESP,DF,Athletic Club,33-010,1990,13,12,1036,11.5,0,1,1,0,0,0,6,1,0.6,0.6,0.7,1.3,23,73,36,0.00,0.09,0.09,0.00,0.09,0.05,0.06,0.11,0.05,0.11
61,Álex Berenguer,es  ESP,FW,Athletic Club,27-231,1995,21,16,1373,15.3,3,1,4,3,0,0,0,0,2.9,2.9,2.6,5.5,32,47,149,0.20,0.07,0.26,0.20,0.26,0.19,0.17,0.36,0.19,0.36
62,Pedro Bigas,es  ESP,DF,Elche,32-158,1990,18,16,1323,14.7,0,0,0,0,0,0,3,2,0.8,0.8,0.0,0.8,14,54,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
63,El Bilal Touré,ml  MLI,FW,Almería,21-140,2001,16,11,980,10.9,5,2,7,5,0,0,0,0,5.8,5.8,1.1,6.9,12,9,46,0.46,0.18,0.64,0.46,0.64,0.53,0.10,0.63,0.53,0.63
64,Blanco,es  ESP,MF,Cádiz,22-212,2000,3,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
65,Lautaro Blanco,ar  ARG,"MF,DF",Elche,24-001,1999,5,2,230,2.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,4,9,11,0.00,0.39,0.39,0.00,0.39,0.00,0.09,0.09,0.00,0.09
66,Theo Bongonda,cd  COD,MF,Cádiz,27-092,1995,15,11,869,9.7,2,2,4,2,0,0,0,0,1.9,1.9,0.6,2.4,27,15,46,0.21,0.21,0.41,0.21,0.41,0.19,0.06,0.25,0.19,0.25
67,Wassim Boullif,es  ESP,"DF,MF",Espanyol,18-017,2005,5,0,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68,Yassine Bounou,ma  MAR,GK,Sevilla,31-321,1991,20,20,1755,19.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69,Lucas Boyé,ar  ARG,FW,Elche,26-357,1996,20,16,1332,14.8,1,2,3,1,0,1,3,1,3.6,2.9,1.2,4.1,31,36,88,0.07,0.14,0.20,0.07,0.20,0.25,0.08,0.33,0.19,0.28
70,Martin Braithwaite,dk  DEN,"FW,MF",Espanyol,31-260,1991,17,17,1367,15.2,5,1,6,5,0,0,3,1,4.9,4.9,1.0,5.9,15,29,69,0.33,0.07,0.40,0.33,0.40,0.32,0.07,0.39,0.32,0.39
71,Juan Brandáriz,es  ESP,DF,Almería,23-355,1999,12,7,761,8.5,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,8,16,4,0.12,0.00,0.12,0.12,0.12,0.04,0.00,0.04,0.04,0.04
72,Darko Brašanac,rs  SRB,MF,Osasuna,31-008,1992,20,7,845,9.4,1,1,2,1,0,0,4,0,0.8,0.8,0.7,1.5,15,36,29,0.11,0.11,0.21,0.11,0.21,0.08,0.08,0.16,0.08,0.16
73,Claudio Bravo,cl  CHI,GK,Betis,39-313,1983,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,Bryan,es  ESP,"DF,MF",Sevilla,22-009,2001,3,1,163,1.8,1,0,1,1,0,0,1,0,1.0,1.0,0.1,1.2,6,5,16,0.55,0.00,0.55,0.55,0.55,0.58,0.06,0.64,0.58,0.64
75,Ante Budimir,hr  CRO,FW,Osasuna,31-213,1991,18,13,1019,11.3,2,0,2,2,0,0,2,0,3.4,3.4,0.6,4.0,11,12,61,0.18,0.00,0.18,0.18,0.18,0.30,0.06,0.35,0.30,0.35
76,Santiago Bueno,uy  URU,DF,Girona,24-103,1998,21,21,1877,20.9,0,1,1,0,0,0,4,1,1.1,1.1,1.0,2.1,12,99,2,0.00,0.05,0.05,0.00,0.05,0.05,0.05,0.10,0.05,0.10
77,Sergio Busquets,es  ESP,MF,Barcelona,34-219,1988,18,16,1302,14.5,0,1,1,0,0,0,6,1,0.2,0.2,0.8,0.9,7,115,18,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.07,0.01,0.07
78,Leandro Cabrera,uy  URU,DF,Espanyol,31-248,1991,20,20,1736,19.3,0,0,0,0,0,0,5,2,1.6,1.6,0.8,2.4,9,56,3,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
79,Cala,es  ESP,DF,Cádiz,33-086,1989,3,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
80,Fernando Calero,es  ESP,"DF,MF",Espanyol,27-159,1995,18,15,1223,13.6,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,5,46,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
81,Alexander Callens,pe  PER,DF,Girona,30-292,1992,2,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,Eduardo Camavinga,fr  FRA,"MF,DF",Real Madrid,20-102,2002,22,11,1094,12.2,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.5,41,96,51,0.00,0.08,0.08,0.00,0.08,0.05,0.08,0.12,0.05,0.12
83,Sergio Camello,es  ESP,FW,Rayo Vallecano,22-010,2001,22,19,1590,17.7,5,3,8,5,0,0,1,0,5.1,5.1,1.9,7.0,25,24,77,0.28,0.17,0.45,0.28,0.45,0.29,0.11,0.40,0.29,0.40
84,Sergio Canales,es  ESP,"FW,MF",Betis,32-004,1991,19,17,1500,16.7,4,2,6,3,1,1,4,1,3.8,3.0,3.6,6.5,48,93,93,0.24,0.12,0.36,0.18,0.30,0.23,0.21,0.44,0.18,0.39
85,Ander Capa,es  ESP,"MF,FW",Athletic Club,31-012,1992,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,Étienne Capoue,fr  FRA,MF,Villarreal,34-224,1988,17,16,1352,15.0,0,0,0,0,0,0,1,0,1.6,1.6,0.6,2.2,26,63,40,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15
87,Isaac Carcelen,es  ESP,DF,Cádiz,29-303,1993,15,13,1147,12.7,0,0,0,0,0,0,2,2,0.1,0.1,0.4,0.5,15,39,26,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
88,Juan Carlos,es  ESP,GK,Girona,35-031,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Yannick Carrasco,be  BEL,"MF,DF",Atlético Madrid,29-169,1993,20,11,1085,12.1,1,0,1,1,0,0,1,0,3.0,3.0,1.8,4.8,57,42,106,0.08,0.00,0.08,0.08,0.08,0.25,0.15,0.40,0.25,0.40
90,Dani Carvajal,es  ESP,DF,Real Madrid,31-040,1992,17,13,1158,12.9,0,2,2,0,0,0,3,0,0.2,0.2,1.4,1.6,10,36,70,0.00,0.16,0.16,0.00,0.16,0.01,0.11,0.13,0.01,0.13
91,William Carvalho,pt  POR,MF,Betis,30-319,1992,19,18,1436,16.0,2,1,3,2,0,0,4,1,2.1,2.1,0.6,2.7,26,117,32,0.13,0.06,0.19,0.13,0.19,0.13,0.04,0.17,0.13,0.17
92,Casemiro,br  BRA,MF,Real Madrid,30-362,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,Valentín Castellanos,ar  ARG,FW,Girona,24-140,1998,21,20,1583,17.6,5,0,5,4,1,1,6,0,5.2,4.4,0.8,5.3,22,23,88,0.28,0.00,0.28,0.23,0.23,0.30,0.05,0.34,0.25,0.30
94,Samu Castillejo,es  ESP,FW,Valencia,28-033,1995,16,13,960,10.7,3,0,3,3,0,0,5,0,2.2,2.2,1.0,3.2,34,49,71,0.28,0.00,0.28,0.28,0.28,0.20,0.09,0.30,0.20,0.30
95,Catena,es  ESP,DF,Rayo Vallecano,28-115,1994,21,21,1890,21.0,1,1,2,1,0,0,7,0,0.7,0.7,0.8,1.5,8,74,1,0.05,0.05,0.10,0.05,0.10,0.03,0.04,0.07,0.03,0.07
96,Edinson Cavani,uy  URU,FW,Valencia,36-006,1987,14,14,945,10.5,5,1,6,3,2,3,4,0,5.3,2.9,1.3,4.2,7,11,40,0.48,0.10,0.57,0.29,0.38,0.50,0.12,0.62,0.28,0.40
97,Dani Ceballos,es  ESP,MF,Real Madrid,26-197,1996,15,9,698,7.8,0,1,1,0,0,0,2,0,0.2,0.2,0.9,1.1,29,102,25,0.00,0.13,0.13,0.00,0.13,0.03,0.11,0.14,0.03,0.14
98,Álex Centelles,es  ESP,DF,Almería,25-104,1997,1,0,11,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,Franco Cervi,ar  ARG,MF,Celta Vigo,28-270,1994,21,16,1328,14.8,0,2,2,0,0,0,0,1,1.0,1.0,1.1,2.1,28,39,61,0.00,0.14,0.14,0.00,0.14,0.07,0.07,0.14,0.07,0.14
100,Pep Chavarría,es  ESP,"FW,DF",Rayo Vallecano,24-316,1998,8,0,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
101,Pape Cheikh Diop,sn  SEN,MF,Elche,25-196,1997,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,Andreas Christensen,dk  DEN,DF,Barcelona,26-316,1996,12,11,903,10.0,0,1,1,0,0,0,2,0,0.2,0.2,0.4,0.6,12,49,1,0.00,0.10,0.10,0.00,0.10,0.02,0.03,0.05,0.02,0.05
103,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,23-274,1999,21,12,1129,12.5,2,2,4,2,0,0,1,0,2.4,2.4,2.0,4.4,48,32,135,0.16,0.16,0.32,0.16,0.32,0.19,0.16,0.35,0.19,0.35
104,Víctor Chust,es  ESP,DF,Cádiz,22-352,2000,11,9,851,9.5,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.8,3,21,0,0.11,0.00,0.11,0.11,0.11,0.08,0.00,0.09,0.08,0.09
105,Pathé Ciss,sn  SEN,"MF,DF",Rayo Vallecano,28-341,1994,20,9,944,10.5,1,0,1,1,0,0,4,0,2.0,2.0,0.2,2.2,8,46,3,0.10,0.00,0.10,0.10,0.10,0.19,0.02,0.21,0.19,0.21
106,Carlos Clerc,es  ESP,"DF,MF",Elche,30-364,1992,17,16,1352,15.0,0,1,1,0,0,0,1,0,0.5,0.5,1.1,1.6,33,43,63,0.00,0.07,0.07,0.00,0.07,0.03,0.07,0.11,0.03,0.11
107,Álex Collado,es  ESP,MF,Elche,23-304,1999,9,8,536,6.0,1,1,2,1,0,0,1,0,0.5,0.5,0.9,1.4,10,16,34,0.17,0.17,0.34,0.17,0.34,0.08,0.16,0.23,0.08,0.23
108,Diego Collado,es  ESP,FW,Villarreal,22-042,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Eray Cömert,ch  SUI,DF,Valencia,25-016,1998,17,15,1337,14.9,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,5,48,0,0.07,0.00,0.07,0.07,0.07,0.03,0.00,0.03,0.03,0.03
110,Santi Comesaña,es  ESP,MF,Rayo Vallecano,26-138,1996,20,14,1271,14.1,1,0,1,1,0,0,3,0,1.5,1.5,0.8,2.3,15,84,31,0.07,0.00,0.07,0.07,0.07,0.11,0.06,0.16,0.11,0.16
111,Copete,es  ESP,DF,Mallorca,23-133,1999,18,17,1362,15.1,0,0,0,0,0,0,6,0,0.7,0.2,0.2,0.4,6,41,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.02,0.03
112,Francis Coquelin,fr  FRA,MF,Villarreal,31-283,1991,16,9,748,8.3,1,0,1,1,0,0,2,0,1.0,1.0,1.0,1.9,11,29,27,0.12,0.00,0.12,0.12,0.12,0.12,0.12,0.23,0.12,0.23
113,Jesús Corona,mx  MEX,FW,Sevilla,30-045,1993,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27
114,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,27-348,1995,21,9,904,10.0,5,0,5,5,0,0,2,0,4.7,4.7,2.6,7.4,29,36,95,0.50,0.00,0.50,0.50,0.50,0.47,0.26,0.73,0.47,0.73
115,Thierry Correia,pt  POR,DF,Valencia,23-348,1999,16,16,1382,15.4,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,46,72,86,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
116,Jaume Costa,es  ESP,DF,Mallorca,34-339,1988,18,18,1568,17.4,0,1,1,0,0,0,6,0,0.9,0.9,1.6,2.5,37,46,89,0.00,0.06,0.06,0.00,0.06,0.05,0.09,0.14,0.05,0.14
117,Samu Costa,pt  POR,MF,Almería,22-085,2000,18,13,1192,13.2,1,0,1,1,0,0,3,0,1.0,1.0,0.4,1.4,4,55,15,0.08,0.00,0.08,0.08,0.08,0.08,0.03,0.11,0.08,0.11
118,Thibaut Courtois,be  BEL,GK,Real Madrid,30-285,1992,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Yan Couto,br  BRA,"DF,MF",Girona,20-262,2002,14,7,684,7.6,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,33,37,49,0.00,0.13,0.13,0.00,0.13,0.04,0.14,0.18,0.04,0.18
120,Juan Cruz Armada,es  ESP,DF,Osasuna,30-207,1992,17,15,1353,15.0,0,0,0,0,0,0,5,0,0.2,0.2,0.8,1.0,12,46,43,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07
