,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
232,Martin Hongla,cm  CMR,DF,Valladolid,24-341,1998,3,3,263,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,Pablo Ibáñez,es  ESP,MF,Osasuna,24-153,1998,9,3,247,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,4,16,8,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
234,Iglesias,es  ESP,DF,Getafe,24-232,1998,18,14,1350,15.0,1,0,1,1,0,0,3,0,0.5,0.5,0.5,1.1,26,34,71,0.07,0.00,0.07,0.07,0.07,0.04,0.03,0.07,0.04,0.07
235,Borja Iglesias,es  ESP,FW,Betis,30-034,1993,20,19,1480,16.4,9,3,12,5,4,4,0,1,9.2,6.0,2.3,8.3,20,15,91,0.55,0.18,0.73,0.30,0.49,0.56,0.14,0.70,0.37,0.51
236,Asier Illarramendi,es  ESP,MF,Real Sociedad,32-349,1990,14,8,645,7.2,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.9,7,32,16,0.14,0.00,0.14,0.14,0.14,0.10,0.02,0.12,0.10,0.12
237,Alexander Isak,se  SWE,FW,Real Sociedad,23-152,1999,2,2,152,1.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,3,11,0.59,0.00,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18
238,Isco,es  ESP,"MF,FW",Sevilla,30-305,1992,12,10,799,8.9,0,2,2,0,0,0,5,0,0.4,0.4,1.7,2.1,16,37,36,0.00,0.23,0.23,0.00,0.23,0.05,0.19,0.24,0.05,0.24
239,Nicolas Jackson,sn  SEN,FW,Villarreal,21-245,2001,14,8,791,8.8,2,2,4,2,0,0,1,0,2.5,2.5,1.5,3.9,21,25,53,0.23,0.23,0.46,0.23,0.46,0.28,0.17,0.45,0.28,0.45
240,Adnan Januzaj,be  BEL,FW,Sevilla,28-015,1995,2,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,Javi,es  ESP,DF,Girona,24-294,1998,11,5,447,5.0,1,1,2,1,0,0,1,0,0.5,0.5,0.4,0.9,14,32,13,0.20,0.20,0.40,0.20,0.40,0.10,0.08,0.18,0.10,0.18
242,Luis Javier Suárez,co  COL,FW,Almería,25-080,1997,7,5,413,4.6,2,0,2,2,0,0,1,0,1.6,1.6,0.3,1.9,13,4,27,0.44,0.00,0.44,0.44,0.44,0.34,0.07,0.42,0.34,0.42
243,Joaquín,es  ESP,"MF,FW",Betis,41-214,1981,9,1,222,2.5,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.3,12,15,20,0.00,0.41,0.41,0.00,0.41,0.14,0.39,0.53,0.14,0.53
244,Frenkie de Jong,nl  NED,MF,Barcelona,25-284,1997,20,16,1466,16.3,2,1,3,2,0,0,2,0,1.8,1.8,1.8,3.6,54,130,46,0.12,0.06,0.18,0.12,0.18,0.11,0.11,0.22,0.11,0.22
245,Joan Jordán,es  ESP,MF,Sevilla,28-229,1994,17,14,1172,13.0,0,1,1,0,0,0,5,0,0.8,0.8,0.5,1.4,8,89,19,0.00,0.08,0.08,0.00,0.08,0.06,0.04,0.10,0.06,0.10
246,Filip Jörgensen,dk  DEN,GK,Villarreal,20-310,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Josan,es  ESP,"DF,MF",Elche,33-079,1989,14,3,422,4.7,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.4,6,10,26,0.21,0.00,0.21,0.21,0.21,0.04,0.05,0.09,0.04,0.09
248,Willian José,br  BRA,FW,Betis,31-089,1991,16,2,357,4.0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,4,9,15,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.27,0.23,0.27
249,Joselu,es  ESP,FW,Espanyol,32-330,1990,19,19,1710,19.0,11,2,13,8,3,3,1,0,7.9,5.5,1.8,7.3,11,44,79,0.58,0.11,0.68,0.42,0.53,0.42,0.09,0.51,0.29,0.38
250,Juanmi,es  ESP,FW,Betis,29-276,1993,11,7,628,7.0,4,0,4,4,0,0,3,0,2.7,2.7,1.0,3.7,9,11,29,0.57,0.00,0.57,0.57,0.57,0.39,0.14,0.53,0.39,0.53
251,Juanpe,es  ESP,DF,Girona,31-296,1991,10,9,795,8.8,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.3,4,26,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
252,Lago Junior,ci  CIV,"FW,MF",Mallorca,32-051,1990,5,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
253,Vinicius Júnior,br  BRA,FW,Real Madrid,22-223,2000,21,21,1846,20.5,7,4,11,7,0,0,6,0,8.0,8.0,4.7,12.7,130,52,303,0.34,0.20,0.54,0.34,0.54,0.39,0.23,0.62,0.39,0.62
254,Tino Kadewere,zw  ZIM,"MF,FW",Mallorca,27-046,1996,6,1,208,2.3,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,7,2,9,0.43,0.00,0.43,0.43,0.43,0.41,0.23,0.64,0.41,0.64
255,Kaiky,br  BRA,DF,Almería,19-039,2004,8,6,484,5.4,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,6,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
256,Lee Kangin,kr  KOR,"MF,FW",Mallorca,22-001,2001,21,19,1605,17.8,2,4,6,2,0,0,6,0,2.1,2.1,3.0,5.1,45,56,75,0.11,0.22,0.34,0.11,0.34,0.12,0.17,0.29,0.12,0.29
257,Jon Karrikaburu,es  ESP,FW,Real Sociedad,20-154,2002,6,0,93,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,2,4,2,0.00,0.00,0.00,0.00,0.00,0.28,0.31,0.60,0.28,0.60
258,Kenedy,br  BRA,"FW,MF",Valladolid,27-012,1996,4,1,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
259,Franck Kessié,ci  CIV,MF,Barcelona,26-063,1996,14,3,475,5.3,0,1,1,0,0,0,4,0,0.9,0.9,0.5,1.5,8,15,16,0.00,0.19,0.19,0.00,0.19,0.17,0.10,0.27,0.17,0.27
260,Kike,es  ESP,FW,Osasuna,33-087,1989,22,3,586,6.5,2,0,2,1,1,1,3,0,2.8,2.1,0.6,2.6,10,12,32,0.31,0.00,0.31,0.15,0.15,0.44,0.08,0.52,0.32,0.40
261,Justin Kluivert,nl  NED,"FW,MF",Valencia,23-291,1999,15,6,698,7.8,3,0,3,3,0,0,2,0,2.8,2.8,1.2,4.0,30,15,61,0.39,0.00,0.39,0.39,0.39,0.36,0.16,0.51,0.36,0.51
262,Koke,es  ESP,MF,Atlético Madrid,31-043,1992,18,15,1296,14.4,0,2,2,0,0,0,3,0,0.5,0.5,1.0,1.5,7,92,22,0.00,0.14,0.14,0.00,0.14,0.03,0.07,0.10,0.03,0.10
263,Luca Koleosho,ca  CAN,"FW,DF",Espanyol,18-158,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,Geoffrey Kondogbia,cf  CTA,MF,Atlético Madrid,30-005,1993,16,10,962,10.7,0,2,2,0,0,0,4,0,0.7,0.7,0.9,1.6,6,40,5,0.00,0.19,0.19,0.00,0.19,0.07,0.08,0.15,0.07,0.15
265,Jules Koundé,fr  FRA,DF,Barcelona,24-100,1998,15,14,1211,13.5,0,2,2,0,0,0,1,0,0.5,0.5,1.3,1.8,29,87,25,0.00,0.15,0.15,0.00,0.15,0.04,0.10,0.14,0.04,0.14
266,Toni Kroos,de  GER,MF,Real Madrid,33-047,1990,17,14,1219,13.5,2,2,4,2,0,0,2,1,0.8,0.8,2.4,3.3,28,172,19,0.15,0.15,0.30,0.15,0.30,0.06,0.18,0.24,0.06,0.24
267,Takefusa Kubo,jp  JPN,"FW,MF",Real Sociedad,21-261,2001,19,17,1420,15.8,4,3,7,4,0,0,2,0,2.7,2.7,3.2,6.0,58,46,138,0.25,0.19,0.44,0.25,0.44,0.17,0.20,0.38,0.17,0.38
268,César de la Hoz,es  ESP,MF,Almería,30-327,1992,12,10,943,10.5,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,4,31,1,0.10,0.00,0.10,0.10,0.10,0.02,0.04,0.06,0.02,0.06
269,Luca de la Torre,us  USA,MF,Celta Vigo,24-273,1998,13,5,502,5.6,0,2,2,0,0,0,1,0,0.3,0.3,1.1,1.4,18,24,27,0.00,0.36,0.36,0.00,0.36,0.05,0.20,0.25,0.05,0.25
270,Érik Lamela,ar  ARG,"FW,MF",Sevilla,30-353,1992,19,12,1227,13.6,3,0,3,3,0,0,7,1,3.1,3.1,1.1,4.2,51,52,117,0.22,0.00,0.22,0.22,0.22,0.23,0.08,0.31,0.23,0.31
271,Cyle Larin,ca  CAN,FW,Valladolid,27-309,1995,4,1,168,1.9,3,0,3,3,0,0,1,0,1.9,1.9,0.3,2.1,5,4,13,1.61,0.00,1.61,1.61,1.61,1.00,0.14,1.14,1.00,1.14
272,Latasa,es  ESP,"FW,DF",Getafe,21-334,2001,11,0,123,1.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,6,10,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42
273,Toni Lato,es  ESP,"MF,DF",Valencia,25-091,1997,14,5,545,6.1,1,0,1,1,0,0,0,0,0.5,0.5,0.8,1.3,10,23,32,0.17,0.00,0.17,0.17,0.17,0.08,0.14,0.22,0.08,0.22
274,Lázaro,br  BRA,"MF,FW",Almería,20-345,2002,9,2,255,2.8,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,8,10,19,0.35,0.00,0.35,0.35,0.35,0.09,0.05,0.14,0.09,0.14
275,Robin Le Normand,fr  FRA,DF,Real Sociedad,26-101,1996,19,17,1536,17.1,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,11,58,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
276,Benjamin Lecomte,fr  FRA,GK,Espanyol,31-300,1991,10,10,899,10.0,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
277,Jeremías Ledesma,ar  ARG,GK,Cádiz,30-007,1993,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Florian Lejeune,fr  FRA,DF,Rayo Vallecano,31-276,1991,20,20,1668,18.5,4,0,4,4,0,0,5,1,1.9,1.9,0.2,2.1,5,49,1,0.22,0.00,0.22,0.22,0.22,0.10,0.01,0.11,0.10,0.11
279,Iñigo Lekue,es  ESP,DF,Athletic Club,29-292,1993,16,12,1155,12.8,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,37,57,55,0.00,0.08,0.08,0.00,0.08,0.02,0.03,0.05,0.02,0.05
280,Thomas Lemar,fr  FRA,MF,Atlético Madrid,27-100,1995,15,9,662,7.4,0,2,2,0,0,0,0,0,0.2,0.2,1.5,1.7,21,38,38,0.00,0.27,0.27,0.00,0.27,0.03,0.20,0.23,0.03,0.23
281,Sergio León,es  ESP,FW,Valladolid,34-045,1989,19,12,983,10.9,5,1,6,4,1,2,0,1,3.4,1.8,0.7,2.5,13,16,58,0.46,0.09,0.55,0.37,0.46,0.31,0.06,0.37,0.16,0.23
282,Robert Lewandowski,pl  POL,FW,Barcelona,34-183,1988,19,18,1497,16.6,15,5,20,15,0,1,2,1,13.6,12.9,3.4,16.3,21,55,130,0.90,0.30,1.20,0.90,1.20,0.82,0.21,1.03,0.77,0.98
283,Pol Lirola,es  ESP,DF,Elche,25-191,1997,9,7,566,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.7,0.9,19,19,29,0.16,0.00,0.16,0.16,0.16,0.03,0.11,0.14,0.03,0.14
284,Javier Llabrés,es  ESP,FW,Mallorca,20-162,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,Marcos Llorente,es  ESP,"MF,DF",Atlético Madrid,28-021,1995,15,14,1171,13.0,1,0,1,1,0,0,1,0,1.0,1.0,2.4,3.4,37,56,97,0.08,0.00,0.08,0.08,0.08,0.08,0.18,0.26,0.08,0.26
286,Giovani Lo Celso,ar  ARG,"MF,FW",Villarreal,26-317,1996,8,8,521,5.8,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.5,11,40,33,0.17,0.00,0.17,0.17,0.17,0.22,0.04,0.26,0.22,0.26
287,David López,es  ESP,DF,Girona,33-134,1989,11,11,932,10.4,2,1,3,2,0,0,3,0,0.6,0.6,0.3,0.9,16,34,0,0.19,0.10,0.29,0.19,0.29,0.05,0.03,0.09,0.05,0.09
288,Diego López,es  ESP,GK,Rayo Vallecano,41-109,1981,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,Unai López,es  ESP,MF,Rayo Vallecano,27-113,1995,21,9,830,9.2,1,2,3,1,0,0,1,0,1.0,1.0,0.7,1.7,11,65,31,0.11,0.22,0.33,0.11,0.33,0.11,0.08,0.18,0.11,0.18
290,Anthony Lozano,hn  HON,FW,Cádiz,29-301,1993,20,12,1168,13.0,0,0,0,0,0,0,3,0,1.7,1.7,0.5,2.2,18,25,37,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17
291,Pol Lozano,es  ESP,MF,Espanyol,23-137,1999,4,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,José Luis Gayà,es  ESP,DF,Valencia,27-271,1995,17,17,1483,16.5,1,2,3,1,0,1,3,0,1.6,0.8,3.6,4.5,46,74,105,0.06,0.12,0.18,0.06,0.18,0.10,0.22,0.32,0.05,0.27
293,José Luis Morales,es  ESP,"FW,MF",Villarreal,35-212,1987,21,6,761,8.5,2,0,2,2,0,0,1,0,3.2,3.2,0.7,3.9,24,9,52,0.24,0.00,0.24,0.24,0.24,0.38,0.09,0.46,0.38,0.46
294,Andriy Lunin,ua  UKR,GK,Real Madrid,24-009,1999,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,Awer Mabil,au  AUS,"MF,FW",Cádiz,27-158,1995,5,1,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,4,14,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.09,0.09,0.09
296,Darwin Machís,ve  VEN,FW,Valladolid,30-013,1993,4,4,312,3.5,0,1,1,0,0,0,1,0,0.7,0.7,1.9,2.7,17,6,29,0.00,0.29,0.29,0.00,0.29,0.21,0.55,0.76,0.21,0.76
297,Pablo Maffeo,es  ESP,DF,Mallorca,25-223,1997,20,19,1650,18.3,1,3,4,1,0,0,4,1,0.8,0.8,1.8,2.6,48,34,82,0.05,0.16,0.22,0.05,0.22,0.04,0.09,0.14,0.04,0.14
298,Lisandro Magallán,ar  ARG,DF,Elche,29-146,1993,5,3,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,Jon Magunacelaya,es  ESP,"MF,FW",Real Sociedad,22-222,2000,2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,0,3,0.00,0.00,0.00,0.00,0.00,0.03,0.56,0.59,0.03,0.59
300,Nemanja Maksimović,rs  SRB,MF,Getafe,28-025,1995,12,10,711,7.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,4,13,12,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
301,Hugo Mallo,es  ESP,DF,Celta Vigo,31-243,1991,15,15,1203,13.4,0,0,0,0,0,0,3,0,0.8,0.8,0.9,1.7,22,36,71,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.06,0.13
302,Mickael Malsa,mq  MTQ,MF,Valladolid,27-131,1995,5,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,Giorgi Mamardashvili,ge  GEO,GK,Valencia,22-144,2000,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Reinildo Mandava,mz  MOZ,DF,Atlético Madrid,29-030,1994,21,21,1835,20.4,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,28,70,41,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04
305,Aïssa Mandi,dz  ALG,DF,Villarreal,31-121,1991,9,5,441,4.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,17,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02
306,Maranhão,br  BRA,"FW,MF",Valencia,26-123,1996,15,3,428,4.8,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2,6,18,0.21,0.00,0.21,0.21,0.21,0.31,0.09,0.39,0.28,0.37
307,Marcão,br  BRA,DF,Sevilla,26-260,1996,4,4,360,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Agustín Marchesín,ar  ARG,GK,Celta Vigo,34-341,1988,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,Óscar de Marcos,es  ESP,DF,Athletic Club,33-312,1989,22,20,1709,19.0,0,4,4,0,0,0,3,0,0.2,0.2,2.5,2.7,42,121,78,0.00,0.21,0.21,0.00,0.21,0.01,0.13,0.14,0.01,0.14
310,José Mari,es  ESP,MF,Cádiz,35-076,1987,12,2,323,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.4,4,18,1,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10
311,José María Giménez,uy  URU,DF,Atlético Madrid,28-031,1995,13,12,1095,12.2,0,0,0,0,0,0,6,0,1.2,1.2,0.1,1.3,2,31,3,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11
312,Mariano,do  DOM,FW,Real Madrid,29-203,1993,6,0,57,0.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,2,1,6,0.00,0.00,0.00,0.00,0.00,0.66,0.69,1.34,0.66,1.34
313,Pablo Marín,es  ESP,MF,Real Sociedad,19-232,2003,9,3,342,3.8,0,0,0,0,0,0,1,0,0.9,0.9,0.8,1.7,8,15,23,0.00,0.00,0.00,0.00,0.00,0.23,0.21,0.44,0.23,0.44
314,Ander Martin,es  ESP,"MF,FW",Real Sociedad,22-096,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
315,Andrés Martín,es  ESP,FW,Rayo Vallecano,23-224,1999,4,2,133,1.5,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,3,2,17,0.00,0.00,0.00,0.00,0.00,0.30,0.33,0.63,0.30,0.63
316,Iván Martín,es  ESP,"MF,FW",Girona,24-006,1999,10,6,570,6.3,3,1,4,3,0,0,0,0,1.4,1.4,1.0,2.4,7,13,36,0.47,0.16,0.63,0.47,0.63,0.22,0.16,0.39,0.22,0.39
317,Arnau Martinez,es  ESP,DF,Girona,19-301,2003,18,17,1441,16.0,2,2,4,2,0,0,6,0,1.5,1.5,1.9,3.4,35,59,70,0.12,0.12,0.25,0.12,0.25,0.10,0.12,0.21,0.10,0.21
318,Iñigo Martínez,es  ESP,DF,Athletic Club,31-279,1991,9,9,810,9.0,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,6,40,2,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
319,Roger Martínez,es  ESP,DF,Espanyol,18-321,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34
320,Omar Mascarell,es  ESP,MF,Elche,30-018,1993,19,19,1637,18.2,0,0,0,0,0,0,5,0,0.3,0.3,0.6,0.8,18,76,4,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05
321,Jordi Masip,es  ESP,GK,Valladolid,34-048,1989,17,17,1517,16.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,Jaime Mata,es  ESP,FW,Getafe,34-119,1988,6,0,42,0.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
323,Borja Mayoral,es  ESP,FW,Getafe,25-321,1997,21,21,1697,18.9,4,0,4,4,0,2,3,0,4.9,3.3,1.4,4.7,38,30,106,0.21,0.00,0.21,0.21,0.21,0.26,0.07,0.33,0.18,0.25
324,Mamadou Mbaye,sn  SEN,DF,Cádiz,24-237,1998,7,6,537,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
325,Gonzalo Melero,es  ESP,MF,Almería,29-049,1994,15,14,1084,12.0,2,3,5,2,0,0,3,0,1.5,1.5,1.4,2.9,15,61,19,0.17,0.25,0.42,0.17,0.42,0.13,0.11,0.24,0.13,0.24
326,Houboulang Mendes,fr  FRA,DF,Almería,24-292,1998,12,9,739,8.2,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,13,14,23,0.00,0.12,0.12,0.00,0.12,0.00,0.04,0.04,0.00,0.04
327,Brais Méndez,es  ESP,MF,Real Sociedad,26-044,1997,21,19,1603,17.8,7,3,10,7,0,0,5,0,4.3,4.3,2.0,6.3,24,87,89,0.39,0.17,0.56,0.39,0.56,0.24,0.11,0.36,0.24,0.36
328,Diego Méndez,es  ESP,MF,Rayo Vallecano,19-175,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Ferland Mendy,fr  FRA,DF,Real Madrid,27-257,1995,14,14,1127,12.5,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,22,48,59,0.00,0.08,0.08,0.00,0.08,0.02,0.05,0.07,0.02,0.07
330,Mikel Merino,es  ESP,MF,Real Sociedad,26-243,1996,18,15,1333,14.8,1,7,8,1,0,1,4,0,2.9,2.1,2.9,5.1,15,93,50,0.07,0.47,0.54,0.07,0.54,0.20,0.20,0.39,0.14,0.34
331,Roque Mesa,es  ESP,MF,Valladolid,33-258,1989,17,14,1100,12.2,2,1,3,2,0,0,5,0,1.0,1.0,0.9,1.9,22,83,19,0.16,0.08,0.25,0.16,0.25,0.08,0.07,0.15,0.08,0.15
332,Éder Militão,br  BRA,DF,Real Madrid,25-033,1998,18,16,1398,15.5,3,0,3,3,0,0,1,0,1.2,1.2,0.3,1.5,16,41,9,0.19,0.00,0.19,0.19,0.19,0.08,0.02,0.10,0.08,0.10
333,Luis Milla,es  ESP,MF,Getafe,28-136,1994,15,14,1190,13.2,0,0,0,0,0,0,3,1,0.1,0.1,0.9,1.0,8,71,6,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08
334,Pere Milla,es  ESP,"FW,MF",Elche,30-150,1992,19,14,1205,13.4,6,1,7,3,3,3,4,0,4.5,2.1,1.1,3.2,17,52,60,0.45,0.07,0.52,0.22,0.30,0.33,0.08,0.41,0.15,0.24
335,Marko Milovanović,rs  SRB,FW,Almería,19-200,2003,2,0,15,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30
336,Óscar Mingueza,es  ESP,DF,Celta Vigo,23-283,1999,18,12,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,1.1,1.6,21,59,36,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.12,0.04,0.12
337,Rafa Mir,es  ESP,FW,Sevilla,25-247,1997,15,10,809,9.0,3,0,3,3,0,0,1,0,4.7,4.7,0.8,5.5,9,7,39,0.33,0.00,0.33,0.33,0.33,0.52,0.09,0.62,0.52,0.62
338,Juan Miranda,es  ESP,"DF,FW",Betis,23-032,2000,6,3,317,3.5,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.1,4,14,20,0.00,0.00,0.00,0.00,0.00,0.13,0.18,0.32,0.13,0.32
339,Stefan Mitrović,rs  SRB,DF,Getafe,32-274,1990,14,11,1041,11.6,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,11,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
340,Luka Modrić,hr  CRO,MF,Real Madrid,37-164,1985,21,14,1235,13.7,4,2,6,3,1,1,4,0,4.0,3.2,3.3,6.6,30,116,44,0.29,0.15,0.44,0.22,0.36,0.29,0.24,0.54,0.23,0.48
341,Nahuel Molina,ar  ARG,DF,Atlético Madrid,24-320,1998,18,18,1554,17.3,0,1,1,0,0,0,4,1,0.7,0.7,1.8,2.5,47,69,142,0.00,0.06,0.06,0.00,0.06,0.04,0.11,0.14,0.04,0.14
342,Jon Moncayola,es  ESP,"MF,FW",Osasuna,24-283,1998,22,14,1402,15.6,0,0,0,0,0,0,4,0,1.0,1.0,0.7,1.7,14,87,28,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.11,0.06,0.11
