,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-16,22:00,La Liga,Matchweek 1,Mon,Home,D,0,0,Athletic Club,1.0,0.7,51,9145,Gonzalo Verdú,3-5-2,Adrián Cordero,Match Report,
1,2021-08-22,19:30,La Liga,Matchweek 2,Sun,Away,L,0,1,Atlético Madrid,0.2,1.1,57,24926,Gonzalo Verdú,5-3-2,Ricardo de Burgos,Match Report,
2,2021-08-28,19:30,La Liga,Matchweek 3,Sat,Home,D,1,1,Sevilla,0.6,1.6,30,10385,Gonzalo Verdú,5-3-2,Valentín Pizarro,Match Report,
3,2021-09-13,20:00,La Liga,Matchweek 4,Mon,Away,W,1,0,Getafe,0.7,0.5,44,6853,Gonzalo Verdú,3-5-2,Mario Melero,Match Report,
4,2021-09-18,18:30,La Liga,Matchweek 5,Sat,Home,D,1,1,Levante,0.6,1.7,54,11507,Gonzalo Verdú,5-3-2,Miguel Ángel Ortiz Arias,Match Report,
5,2021-09-22,22:00,La Liga,Matchweek 6,Wed,Away,L,1,4,Villarreal,1.2,3.0,40,8234,Fidel,3-5-2,Alejandro Muñíz,Match Report,
6,2021-09-26,18:30,La Liga,Matchweek 7,Sun,Away,L,0,1,Real Sociedad,0.6,2.4,37,23941,Fidel,4-3-1-2,Adrián Cordero,Match Report,
7,2021-10-03,14:00,La Liga,Matchweek 8,Sun,Home,W,1,0,Celta Vigo,1.5,0.9,45,11299,Gonzalo Verdú,3-5-2,José Luis Munuera,Match Report,
8,2021-10-17,14:00,La Liga,Matchweek 9,Sun,Away,L,1,2,Rayo Vallecano,0.5,1.7,48,6989,Gonzalo Verdú,4-4-2,Santiago Jaime,Match Report,
9,2021-10-23,18:30,La Liga,Matchweek 10,Sat,Home,D,2,2,Espanyol,1.2,1.1,57,13449,Gonzalo Verdú,4-2-2-2,Jorge Figueroa,Match Report,
10,2021-10-26,19:00,La Liga,Matchweek 11,Tue,Away,L,0,1,Alavés,0.4,2.0,62,10206,Fidel,4-4-2,Jesús Gil,Match Report,
11,2021-10-30,14:00,La Liga,Matchweek 12,Sat,Home,L,1,2,Real Madrid,0.9,1.3,44,23010,Fidel,4-4-1-1,Ricardo de Burgos,Match Report,
12,2021-11-07,18:30,La Liga,Matchweek 13,Sun,Away,D,2,2,Mallorca,0.7,2.3,48,12933,Fidel,4-4-2,Mario Melero,Match Report,
13,2021-11-21,18:30,La Liga,Matchweek 14,Sun,Home,L,0,3,Betis,1.0,1.8,58,16127,Édgar Badía,3-5-2,Valentín Pizarro,Match Report,
14,2021-11-29,21:00,La Liga,Matchweek 15,Mon,Away,D,1,1,Osasuna,1.2,1.9,50,16485,Fidel,4-4-2,Isidro Díaz de Mera,Match Report,
15,2021-12-02,20:00,Copa del Rey,First round,Thu,Away,W,2,0,SD Leioa,,,65,624,Gonzalo Verdú,4-4-2,Adrián Cordero,Match Report,
16,2021-12-05,16:15,La Liga,Matchweek 16,Sun,Home,W,3,1,Cádiz,2.7,1.6,57,11879,Fidel,4-4-2,Alejandro Muñíz,Match Report,
17,2021-12-11,18:30,La Liga,Matchweek 17,Sat,Away,L,1,2,Valencia,1.0,1.9,58,31662,Fidel,4-4-2,Santiago Jaime,Match Report,
18,2021-12-15,21:00,Copa del Rey,Second round,Wed,Away,W,1,0,Unionistas Sal,,,65,3499,Gonzalo Verdú,4-4-2,Carlos del Cerro,Match Report,
19,2021-12-18,18:30,La Liga,Matchweek 18,Sat,Away,L,2,3,Barcelona,1.2,3.0,28,41664,Fidel,4-4-2,Alberola Rojas,Match Report,
20,2022-01-02,16:15,La Liga,Matchweek 19,Sun,Home,D,0,0,Granada,1.3,0.9,49,12160,Fidel,4-4-1-1,Adrián Cordero,Match Report,
21,2022-01-06,20:00,Copa del Rey,Round of 32,Thu,Away,W,2,1,Almería,,,51,7086,Antonio Barragán,4-4-1-1,Alejandro Hernández,Match Report,
22,2022-01-10,21:00,La Liga,Matchweek 20,Mon,Away,W,2,1,Espanyol,0.7,1.4,45,11870,Gonzalo Verdú,4-4-2,Jesús Gil,Match Report,
23,2022-01-16,14:00,La Liga,Matchweek 21,Sun,Home,W,1,0,Villarreal,0.3,0.8,48,12433,Gonzalo Verdú,4-4-2,Valentín Pizarro,Match Report,
24,2022-01-20,19:00,Copa del Rey,Round of 16,Thu,Home,L,1,2,Real Madrid,,,41,23528,Fidel,4-4-2,Jorge Figueroa,Match Report,Required Extra Time
25,2022-01-23,16:15,La Liga,Matchweek 22,Sun,Away,D,2,2,Real Madrid,0.7,3.8,35,39796,Gonzalo Verdú,4-4-2,Ricardo de Burgos,Match Report,
26,2022-02-05,14:00,La Liga,Matchweek 23,Sat,Home,W,3,1,Alavés,1.4,0.8,59,12923,Gonzalo Verdú,4-4-2,Mario Melero,Match Report,
27,2022-02-11,21:00,La Liga,Matchweek 24,Fri,Away,L,0,2,Sevilla,0.4,0.9,43,33411,Gonzalo Verdú,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
28,2022-02-18,21:00,La Liga,Matchweek 25,Fri,Home,W,2,1,Rayo Vallecano,2.5,1.0,44,14742,Fidel,4-4-2,Alejandro Muñíz,Match Report,
29,2022-02-25,21:00,La Liga,Matchweek 26,Fri,Away,L,0,3,Levante,0.7,1.7,57,14237,Édgar Badía,4-4-2,Pablo González,Match Report,
30,2022-03-06,16:15,La Liga,Matchweek 27,Sun,Home,L,1,2,Barcelona,1.2,4.0,33,30146,Fidel,4-4-2,Alejandro Hernández,Match Report,
31,2022-03-12,16:15,La Liga,Matchweek 28,Sat,Away,W,1,0,Granada,1.1,1.6,43,15345,Fidel,4-4-2,Carlos del Cerro,Match Report,
32,2022-03-19,16:15,La Liga,Matchweek 29,Sat,Home,L,0,1,Valencia,0.7,1.2,56,15780,Fidel,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
33,2022-04-03,14:00,La Liga,Matchweek 30,Sun,Away,L,1,2,Athletic Club,0.4,2.2,52,34572,Fidel,4-4-2,Jorge Figueroa,Match Report,
34,2022-04-10,18:30,La Liga,Matchweek 31,Sun,Home,L,1,2,Real Sociedad,0.8,2.1,50,17011,Fidel,4-4-2,Guillermo Cuadra,Match Report,
35,2022-04-16,14:00,La Liga,Matchweek 32,Sat,Home,W,3,0,Mallorca,1.6,1.5,53,20257,Gonzalo Verdú,5-4-1,José Sánchez,Match Report,
36,2022-04-19,21:00,La Liga,Matchweek 33,Tue,Away,W,1,0,Betis,0.6,1.5,36,43257,Gonzalo Verdú,5-4-1,Alberola Rojas,Match Report,
37,2022-05-01,14:00,La Liga,Matchweek 34,Sun,Home,D,1,1,Osasuna,0.9,1.2,57,16305,Gonzalo Verdú,5-4-1,Carlos del Cerro,Match Report,
38,2022-05-07,18:30,La Liga,Matchweek 35,Sat,Away,L,0,3,Cádiz,0.1,2.1,44,17615,Édgar Badía,3-4-3,Alejandro Hernández,Match Report,
39,2022-05-11,21:30,La Liga,Matchweek 36,Wed,Home,L,0,2,Atlético Madrid,0.4,2.1,56,21266,Fidel,4-2-3-1,Pablo González,Match Report,
40,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,L,0,1,Celta Vigo,0.6,2.1,52,10773,Josan,5-3-2,Mario Melero,Match Report,
41,2022-05-22,17:30,La Liga,Matchweek 38,Sun,Home,W,3,1,Getafe,3.0,1.3,59,17336,Pere Milla,3-4-3,Guillermo Cuadra,Match Report,
