,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
295,Kevin Mbabu,ch  SUI,"DF,FW",Fulham,27-298,1995,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
296,Bryan Mbeumo,cm  CMR,FW,Brentford,23-188,1999,17.6,5,36,17,47.2,2.04,0.96,0.11,0.24,17.4,0,1,1,5.5,4.7,0.13,-0.5,-0.7
297,John McGinn,sct  SCO,MF,Aston Villa,28-116,1994,13.6,0,21,5,23.8,1.55,0.37,0.00,0.00,23.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2
298,Scott McKenna,sct  SCO,DF,Nott'ham Forest,26-091,1996,16.2,0,2,0,0.0,0.12,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
299,Weston McKennie,us  USA,MF,Leeds United,24-167,1998,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
300,Dwight McNeil,eng  ENG,"FW,DF",Everton,23-081,1999,10.9,2,13,2,15.4,1.19,0.18,0.15,1.00,18.9,0,0,0,0.7,0.7,0.06,+1.3,+1.3
301,Scott McTominay,sct  SCO,MF,Manchester Utd,26-065,1996,8.4,0,7,3,42.9,0.84,0.36,0.00,0.00,14.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8
302,Ben Mee,eng  ENG,DF,Brentford,33-143,1989,19.4,3,14,4,28.6,0.72,0.21,0.21,0.75,9.6,0,0,0,1.6,1.6,0.11,+1.4,+1.4
303,Edouard Mendy,sn  SEN,GK,Chelsea,30-347,1992,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
304,Nampalys Mendy,sn  SEN,MF,Leicester City,30-233,1992,3.9,0,1,0,0.0,0.26,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.10,-0.1,-0.1
305,Chris Mepham,wls  WAL,DF,Bournemouth,25-098,1997,16.9,0,6,2,33.3,0.36,0.12,0.00,0.00,11.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
306,Illan Meslier,fr  FRA,GK,Leeds United,22-346,2000,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
307,Alexander Mighten,eng  ENG,FW,Nott'ham Forest,20-306,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
308,Luka Milivojević,rs  SRB,MF,Crystal Palace,31-310,1991,3.3,0,5,0,0.0,1.54,0.00,0.00,,25.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2
309,James Milner,eng  ENG,"DF,MF",Liverpool,37-038,1986,6.1,0,6,1,16.7,0.99,0.16,0.00,0.00,16.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4
310,Yerry Mina,co  COL,DF,Everton,28-141,1994,2.6,1,3,2,66.7,1.15,0.77,0.33,0.50,12.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8
311,Tyrone Mings,eng  ENG,DF,Aston Villa,29-335,1993,19.0,0,1,0,0.0,0.05,0.00,0.00,,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0
312,Tyrick Mitchell,eng  ENG,DF,Crystal Palace,23-163,1999,15.2,0,3,1,33.3,0.20,0.07,0.00,0.00,11.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3
313,Kaoru Mitoma,jp  JPN,"FW,DF",Brighton,25-267,1997,9.3,5,18,10,55.6,1.93,1.07,0.28,0.50,12.5,0,0,0,1.9,1.9,0.11,+3.1,+3.1
314,Aleksandar Mitrović,rs  SRB,FW,Fulham,28-148,1994,17.2,11,69,23,33.3,4.01,1.34,0.12,0.35,15.6,0,3,6,11.3,6.6,0.10,-0.3,+1.4
315,Kieffer Moore,wls  WAL,FW,Bournemouth,30-187,1992,12.4,4,17,6,35.3,1.37,0.48,0.24,0.67,11.0,0,0,0,3.2,3.2,0.19,+0.8,+0.8
316,Andrew Moran,ie  IRL,FW,Brighton,19-119,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
317,Álex Moreno,es  ESP,DF,Aston Villa,29-248,1993,2.4,0,6,1,16.7,2.50,0.42,0.00,0.00,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
318,Mason Mount,eng  ENG,"MF,FW",Chelsea,24-032,1999,16.8,3,31,9,29.0,1.84,0.53,0.10,0.33,19.2,2,0,0,1.9,1.9,0.06,+1.1,+1.1
319,Lucas Moura,br  BRA,"MF,DF",Tottenham,30-182,1992,1.1,0,1,0,0.0,0.92,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
320,João Moutinho,pt  POR,MF,Wolves,36-156,1986,15.0,0,12,1,8.3,0.80,0.07,0.00,0.00,20.7,3,0,0,0.9,0.9,0.08,-0.9,-0.9
321,Divin Mubama,eng  ENG,FW,West Ham,18-109,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
322,Mykhailo Mudryk,ua  UKR,FW,Chelsea,22-037,2001,0.9,0,1,0,0.0,1.11,0.00,0.00,,6.1,0,0,0,0.3,0.3,0.35,-0.3,-0.3
323,Jacob Murphy,eng  ENG,FW,Newcastle Utd,27-352,1995,6.1,1,12,5,41.7,1.97,0.82,0.08,0.20,17.5,0,0,0,0.8,0.8,0.07,+0.2,+0.2
324,Enock Mwepu,zm  ZAM,"FW,MF",Brighton,25-041,1998,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,16.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2
325,Vitaliy Mykolenko,ua  UKR,"DF,MF",Everton,23-258,1999,19.8,0,7,2,28.6,0.35,0.10,0.00,0.00,22.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
326,Keylor Navas,cr  CRC,GK,Nott'ham Forest,36-058,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
327,Wilfred Ndidi,ng  NGA,"MF,DF",Leicester City,26-057,1996,9.7,0,5,2,40.0,0.51,0.21,0.00,0.00,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
328,Reiss Nelson,eng  ENG,FW,Arsenal,23-063,1999,0.7,2,3,3,100.0,4.15,4.15,0.67,0.67,9.5,0,0,0,0.6,0.6,0.22,+1.4,+1.4
329,Neto,br  BRA,GK,Bournemouth,33-207,1989,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
330,Pedro Neto,pt  POR,"FW,MF",Wolves,22-339,2000,6.7,0,11,2,18.2,1.65,0.30,0.00,0.00,20.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7
331,Rúben Neves,pt  POR,MF,Wolves,25-335,1997,20.0,5,37,8,21.6,1.85,0.40,0.08,0.38,27.2,8,2,2,3.5,1.9,0.05,+1.5,+1.1
332,Moussa Niakhate,fr  FRA,DF,Nott'ham Forest,26-340,1996,1.8,0,3,2,66.7,1.69,1.13,0.00,0.00,8.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
333,Rasmus Nissen,dk  DEN,DF,Leeds United,25-215,1997,12.6,0,7,1,14.3,0.56,0.08,0.00,0.00,14.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
334,Eddie Nketiah,eng  ENG,FW,Arsenal,23-257,1999,7.7,4,29,13,44.8,3.78,1.69,0.14,0.31,11.6,0,0,0,5.6,5.6,0.19,-1.6,-1.6
335,Matheus Nunes,pt  POR,MF,Wolves,24-168,1998,14.9,0,22,6,27.3,1.48,0.40,0.00,0.00,18.2,0,0,0,2.0,2.0,0.09,-2.0,-2.0
336,Darwin Núñez,uy  URU,FW,Liverpool,23-232,1999,11.0,5,61,25,41.0,5.55,2.28,0.08,0.20,15.4,0,0,0,8.1,8.1,0.13,-3.1,-3.1
337,Ethan Nwaneri,eng  ENG,FW,Arsenal,15-327,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
338,Christian Nørgaard,dk  DEN,MF,Brentford,28-338,1994,9.7,1,9,6,66.7,0.93,0.62,0.11,0.17,12.1,0,0,0,0.8,0.8,0.09,+0.2,+0.2
339,Lewis O'Brien,eng  ENG,MF,Nott'ham Forest,24-120,1998,6.5,1,7,2,28.6,1.08,0.31,0.14,0.50,23.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7
340,Angelo Ogbonna,it  ITA,DF,West Ham,34-264,1988,4.3,0,1,0,0.0,0.23,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
341,Michael Olise,fr  FRA,"MF,FW",Crystal Palace,21-061,2001,14.4,2,23,5,21.7,1.60,0.35,0.09,0.40,21.4,2,0,0,1.3,1.3,0.06,+0.7,+0.7
342,Robin Olsen,se  SWE,GK,Aston Villa,33-034,1990,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
343,Amadou Onana,be  BEL,MF,Everton,21-179,2001,16.5,1,20,3,15.0,1.21,0.18,0.05,0.33,15.9,0,0,0,1.9,1.9,0.09,-0.9,-0.9
344,Josh Onomah,eng  ENG,MF,Fulham,25-290,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
345,Paul Onuachu,ng  NGA,FW,Southampton,28-259,1994,0.5,0,1,1,100.0,2.00,2.00,0.00,0.00,11.1,0,0,0,0.0,0.0,0.04,0.0,0.0
346,Frank Onyeka,ng  NGA,MF,Brentford,25-041,1998,4.9,0,3,1,33.3,0.61,0.20,0.00,0.00,10.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4
347,Mislav Oršić,hr  CRO,MF,Southampton,30-044,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
348,Dango Ouattara,bf  BFA,MF,Bournemouth,21-000,2002,2.0,0,9,2,22.2,4.50,1.00,0.00,0.00,12.5,0,0,0,0.9,0.9,0.10,-0.9,-0.9
349,Alex Oxlade-Chamberlain,eng  ENG,"FW,MF",Liverpool,29-180,1993,3.5,1,7,3,42.9,2.01,0.86,0.14,0.33,16.3,0,0,0,1.3,1.3,0.19,-0.3,-0.3
350,David Ozoh,,FW,Crystal Palace,17-256,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
351,João Palhinha,pt  POR,MF,Fulham,27-217,1995,20.7,3,27,7,25.9,1.30,0.34,0.11,0.43,16.7,0,0,0,2.0,2.0,0.07,+1.0,+1.0
352,Cole Palmer,eng  ENG,"FW,MF",Manchester City,20-281,2002,1.3,0,2,0,0.0,1.51,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
353,Emerson Palmieri,it  ITA,"DF,MF",West Ham,28-192,1994,5.1,0,6,2,33.3,1.18,0.39,0.00,0.00,16.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
354,Lucas Paquetá,br  BRA,MF,West Ham,25-168,1997,11.9,2,31,8,25.8,2.61,0.67,0.03,0.13,19.2,0,1,1,2.9,2.1,0.07,-0.9,-1.1
355,Thomas Partey,gh  GHA,MF,Arsenal,29-243,1993,16.1,2,21,3,14.3,1.30,0.19,0.10,0.67,20.1,0,0,0,1.6,1.6,0.08,+0.4,+0.4
356,Nathan Patterson,sct  SCO,"DF,MF",Everton,21-118,2001,11.0,0,8,1,12.5,0.73,0.09,0.00,0.00,18.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
357,Ben Pearson,eng  ENG,MF,Bournemouth,28-038,1995,3.2,0,2,1,50.0,0.63,0.31,0.00,0.00,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0
358,Facundo Pellistri,uy  URU,FW,Manchester Utd,21-053,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
359,Andreas Pereira,br  BRA,MF,Fulham,27-041,1996,20.2,2,28,11,39.3,1.39,0.55,0.04,0.09,21.9,8,1,1,3.5,2.7,0.10,-1.5,-1.7
360,Ayoze Pérez,es  ESP,"MF,FW",Leicester City,29-197,1993,4.2,0,8,2,25.0,1.88,0.47,0.00,0.00,15.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1
361,Ivan Perišić,hr  CRO,"DF,MF",Tottenham,34-009,1989,15.0,0,12,2,16.7,0.80,0.13,0.00,0.00,12.3,0,0,0,1.5,1.5,0.12,-1.5,-1.5
362,Romain Perraud,fr  FRA,DF,Southampton,25-142,1997,12.3,2,21,4,19.0,1.71,0.33,0.10,0.50,22.1,0,0,0,1.0,1.0,0.05,+1.0,+1.0
363,Kalvin Phillips,eng  ENG,MF,Manchester City,27-071,1995,0.2,0,1,0,0.0,4.29,0.00,0.00,,28.1,0,0,0,0.0,0.0,0.04,0.0,0.0
364,Nathaniel Phillips,eng  ENG,DF,Liverpool,25-327,1997,0.7,0,1,0,0.0,1.36,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0
365,Jordan Pickford,eng  ENG,GK,Everton,28-341,1994,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
366,Ethan Pinnock,jm  JAM,DF,Brentford,29-258,1993,13.0,0,6,3,50.0,0.46,0.23,0.00,0.00,8.0,0,0,0,1.0,1.0,0.18,-1.0,-1.0
367,Daniel Podence,pt  POR,"FW,MF",Wolves,27-113,1995,14.6,5,33,13,39.4,2.26,0.89,0.15,0.38,16.7,0,0,0,3.1,3.1,0.09,+1.9,+1.9
368,Nick Pope,eng  ENG,GK,Newcastle Utd,30-298,1992,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
369,Dennis Praet,be  BEL,MF,Leicester City,28-273,1994,4.0,1,2,1,50.0,0.50,0.25,0.50,1.00,15.4,0,0,0,0.5,0.5,0.24,+0.5,+0.5
370,Isaac Price,nir  NIR,MF,Everton,19-138,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
371,Christian Pulisic,us  USA,"FW,DF",Chelsea,24-146,1998,6.8,1,15,4,26.7,2.22,0.59,0.07,0.25,16.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3
372,Aaron Ramsdale,eng  ENG,GK,Arsenal,24-273,1998,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
373,Jacob Ramsey,eng  ENG,MF,Aston Villa,21-259,2001,13.7,2,12,7,58.3,0.87,0.51,0.17,0.29,19.2,0,0,0,1.3,1.3,0.11,+0.7,+0.7
374,Marcus Rashford,eng  ENG,FW,Manchester Utd,25-103,1997,19.9,11,60,26,43.3,3.01,1.30,0.18,0.42,15.9,4,0,0,8.4,8.4,0.14,+2.6,+2.6
375,David Raya,es  ESP,GK,Brentford,27-149,1995,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
376,Tim Ream,us  USA,DF,Fulham,35-129,1987,22.0,1,3,2,66.7,0.14,0.09,0.33,0.50,9.8,0,0,0,0.3,0.3,0.09,+0.7,+0.7
377,Nathan Redmond,eng  ENG,DF,Southampton,28-342,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
378,Harrison Reed,eng  ENG,MF,Fulham,28-015,1995,19.2,2,15,4,26.7,0.78,0.21,0.13,0.50,20.3,0,0,0,1.3,1.3,0.09,+0.7,+0.7
379,Bobby Reid,jm  JAM,"FW,DF",Fulham,30-009,1993,19.3,4,23,9,39.1,1.19,0.47,0.17,0.44,12.8,0,0,0,3.4,3.4,0.15,+0.6,+0.6
380,Declan Rice,eng  ENG,MF,West Ham,24-028,1999,21.0,1,24,4,16.7,1.14,0.19,0.04,0.25,24.6,0,0,1,1.8,1.0,0.04,-0.8,0.0
381,Chris Richards,us  USA,DF,Crystal Palace,22-320,2000,3.9,0,4,0,0.0,1.03,0.00,0.00,,9.1,0,0,0,0.7,0.7,0.18,-0.7,-0.7
382,Richarlison,br  BRA,"MF,FW",Tottenham,25-277,1997,5.4,0,14,5,35.7,2.59,0.92,0.00,0.00,12.7,0,0,0,1.8,1.8,0.13,-1.8,-1.8
383,Jaïro Riedewald,nl  NED,"DF,FW",Crystal Palace,26-155,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
384,Matt Ritchie,sct  SCO,FW,Newcastle Utd,33-154,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
385,Andrew Robertson,sct  SCO,DF,Liverpool,28-337,1994,14.7,0,9,1,11.1,0.61,0.07,0.00,0.00,14.5,0,0,0,1.0,1.0,0.12,-1.0,-1.0
386,Antonee Robinson,us  USA,DF,Fulham,25-187,1997,18.3,0,1,0,0.0,0.05,0.00,0.00,,27.8,0,0,0,0.0,0.0,0.02,0.0,0.0
387,Marc Roca,es  ESP,MF,Leeds United,26-077,1996,16.2,1,15,6,40.0,0.92,0.37,0.07,0.17,21.8,1,0,0,0.9,0.9,0.06,+0.1,+0.1
388,Marek Rodák,sk  SVK,GK,Fulham,26-060,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
389,Rodri,es  ESP,MF,Manchester City,26-234,1996,19.3,1,31,7,22.6,1.61,0.36,0.03,0.14,18.2,0,0,0,2.9,2.9,0.09,-1.9,-1.9
390,Rodrigo,es  ESP,"FW,MF",Leeds United,31-342,1991,14.4,10,52,19,36.5,3.61,1.32,0.17,0.47,16.4,2,1,1,6.5,5.7,0.11,+3.5,+3.3
391,Mads Roerslev,dk  DEN,DF,Brentford,23-232,1999,9.4,0,3,0,0.0,0.32,0.00,0.00,,14.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3
392,Cristian Romero,ar  ARG,DF,Tottenham,24-290,1998,13.3,0,6,2,33.3,0.45,0.15,0.00,0.00,14.7,0,0,0,0.7,0.7,0.11,-0.7,-0.7
393,Oriol Romeu,es  ESP,MF,Southampton,31-140,1991,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
394,Cristiano Ronaldo,pt  POR,FW,Manchester Utd,38-006,1985,5.8,1,25,6,24.0,4.29,1.03,0.04,0.17,17.7,1,0,0,1.9,1.9,0.08,-0.9,-0.9
395,Connor Ronan,ie  IRL,MF,Wolves,24-342,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
396,Salomón Rondón,ve  VEN,FW,Everton,33-148,1989,1.2,0,4,1,25.0,3.30,0.83,0.00,0.00,19.3,0,0,0,0.8,0.8,0.20,-0.8,-0.8
397,Joe Rothwell,eng  ENG,"MF,DF",Bournemouth,28-031,1995,1.7,0,1,1,100.0,0.57,0.57,0.00,0.00,29.6,1,0,0,0.0,0.0,0.03,0.0,0.0
398,Georginio Rutter,fr  FRA,FW,Leeds United,20-297,2002,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
399,José Sá,pt  POR,GK,Wolves,30-025,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
400,Marcel Sabitzer,at  AUT,MF,Manchester Utd,28-331,1994,1.0,0,3,1,33.3,2.97,0.99,0.00,0.00,22.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2
401,Allan Saint-Maximin,fr  FRA,FW,Newcastle Utd,25-336,1997,6.1,1,15,5,33.3,2.45,0.82,0.07,0.20,17.0,0,0,0,1.0,1.0,0.07,0.0,0.0
402,Bukayo Saka,eng  ENG,FW,Arsenal,21-159,2001,19.0,7,42,13,31.0,2.21,0.68,0.14,0.46,15.2,0,1,1,6.1,5.5,0.13,+0.9,+0.5
403,Mohamed Salah,eg  EGY,FW,Liverpool,30-241,1992,19.7,7,62,24,38.7,3.14,1.22,0.11,0.29,14.7,0,0,0,9.2,9.2,0.15,-2.2,-2.2
404,William Saliba,fr  FRA,DF,Arsenal,21-324,2001,19.8,2,5,3,60.0,0.25,0.15,0.40,0.67,10.4,0,0,0,0.9,0.9,0.18,+1.1,+1.1
405,Mohammed Salisu,gh  GHA,DF,Southampton,23-300,1999,20.0,0,15,3,20.0,0.75,0.15,0.00,0.00,12.3,0,0,0,1.2,1.2,0.08,-1.2,-1.2
406,Davinson Sánchez,co  COL,DF,Tottenham,26-244,1996,6.2,0,4,2,50.0,0.65,0.32,0.00,0.00,13.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
407,Robert Sánchez,es  ESP,GK,Brighton,25-085,1997,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
408,Jadon Sancho,eng  ENG,FW,Manchester Utd,22-323,2000,8.3,3,8,5,62.5,0.97,0.60,0.38,0.60,15.3,0,0,0,1.7,1.7,0.21,+1.3,+1.3
409,Morgan Sanson,fr  FRA,MF,Aston Villa,28-177,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
410,Pablo Sarabia,es  ESP,FW,Wolves,30-276,1992,1.2,0,4,0,0.0,3.46,0.00,0.00,,13.6,0,0,0,0.4,0.4,0.10,-0.4,-0.4
411,Jeremy Sarmiento,ec  ECU,MF,Brighton,20-240,2002,1.8,0,5,2,40.0,2.73,1.09,0.00,0.00,20.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
412,Gianluca Scamacca,it  ITA,FW,West Ham,24-041,1999,10.3,3,30,10,33.3,2.92,0.97,0.10,0.30,18.7,1,0,0,2.5,2.5,0.08,+0.5,+0.5
413,Gustavo Scarpa,br  BRA,MF,Nott'ham Forest,29-037,1994,1.2,0,5,1,20.0,4.29,0.86,0.00,0.00,26.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
414,Kevin Schade,de  GER,"FW,MF",Brentford,21-076,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
415,Fabian Schär,ch  SUI,DF,Newcastle Utd,31-053,1991,19.8,1,29,9,31.0,1.46,0.45,0.03,0.11,14.7,2,0,0,2.4,2.4,0.08,-1.4,-1.4
416,Jeffrey Schlupp,gh  GHA,MF,Crystal Palace,30-050,1992,17.3,1,16,6,37.5,0.92,0.35,0.06,0.17,18.5,0,0,0,1.4,1.4,0.09,-0.4,-0.4
417,Nélson Semedo,pt  POR,DF,Wolves,29-087,1993,13.2,0,2,0,0.0,0.15,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
418,Antoine Semenyo,gh  GHA,FW,Bournemouth,23-035,2000,1.0,0,1,0,0.0,1.00,0.00,0.00,,18.6,0,0,0,0.2,0.2,0.16,-0.2,-0.2
419,Marcos Senesi,ar  ARG,DF,Bournemouth,25-277,1997,15.3,0,1,0,0.0,0.07,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.14,-0.1,-0.1
420,Ryan Sessegnon,eng  ENG,DF,Tottenham,22-269,2000,9.0,2,18,6,33.3,1.99,0.66,0.11,0.33,14.6,0,0,0,1.6,1.6,0.09,+0.4,+0.4
421,Luke Shaw,eng  ENG,DF,Manchester Utd,27-214,1995,16.7,1,6,3,50.0,0.36,0.18,0.17,0.33,17.2,0,0,0,0.5,0.5,0.09,+0.5,+0.5
422,Jonjo Shelvey,eng  ENG,MF,Newcastle Utd,30-349,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
423,Bernardo Silva,pt  POR,"MF,FW",Manchester City,28-185,1994,15.7,2,17,5,29.4,1.09,0.32,0.12,0.40,18.2,0,0,0,1.4,1.4,0.08,+0.6,+0.6
424,Thiago Silva,br  BRA,DF,Chelsea,38-142,1984,18.9,0,10,1,10.0,0.53,0.05,0.00,0.00,11.9,0,0,0,1.0,1.0,0.10,-1.0,-1.0
425,Ellis Simms,eng  ENG,FW,Everton,22-037,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
426,Luis Sinisterra,co  COL,FW,Leeds United,23-239,1999,6.0,2,13,5,38.5,2.18,0.84,0.15,0.40,17.3,0,0,0,1.8,1.8,0.14,+0.2,+0.2
427,Oliver Skipp,eng  ENG,MF,Tottenham,22-148,2000,2.2,0,1,1,100.0,0.45,0.45,0.00,0.00,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
428,Adam Smith,eng  ENG,DF,Bournemouth,31-288,1991,19.2,0,3,1,33.3,0.16,0.05,0.00,0.00,12.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4
429,Emile Smith Rowe,eng  ENG,"MF,FW",Arsenal,22-198,2000,0.6,0,2,1,50.0,3.46,1.73,0.00,0.00,17.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
430,Cédric Soares,pt  POR,DF,Arsenal,31-164,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
431,Dominic Solanke,eng  ENG,"FW,MF",Bournemouth,25-150,1997,14.9,3,31,14,45.2,2.08,0.94,0.10,0.21,13.9,0,0,0,2.9,2.9,0.09,+0.1,+0.1
432,Manor Solomon,il  ISR,FW,Fulham,23-202,1999,0.7,0,1,1,100.0,1.50,1.50,0.00,0.00,21.8,0,0,0,0.0,0.0,0.03,0.0,0.0
433,Tomáš Souček,cz  CZE,MF,West Ham,27-349,1995,17.5,1,18,6,33.3,1.03,0.34,0.06,0.17,11.3,0,0,0,2.5,2.5,0.14,-1.5,-1.5
434,Boubakary Soumaré,fr  FRA,MF,Leicester City,23-349,1999,9.3,0,1,0,0.0,0.11,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0
435,Harry Souttar,au  AUS,DF,Leicester City,24-112,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
436,Çağlar Söyüncü,tr  TUR,DF,Leicester City,26-264,1996,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
437,Djed Spence,eng  ENG,"FW,DF",Tottenham,22-186,2000,0.1,0,1,0,0.0,12.86,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
438,Jack Stacey,eng  ENG,DF,Bournemouth,26-311,1996,3.3,0,1,0,0.0,0.30,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
439,Junior Stanislas,eng  ENG,MF,Bournemouth,33-077,1989,0.7,0,1,0,0.0,1.48,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0
440,Jay Stansfield,eng  ENG,FW,Fulham,20-079,2002,1.0,0,2,0,0.0,2.07,0.00,0.00,,13.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3
441,Raheem Sterling,eng  ENG,"FW,MF",Chelsea,28-065,1994,12.7,4,21,10,47.6,1.65,0.79,0.19,0.40,12.7,0,0,0,3.4,3.4,0.16,+0.6,+0.6
442,John Stones,eng  ENG,DF,Manchester City,28-259,1994,13.1,0,7,1,14.3,0.53,0.08,0.00,0.00,13.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
443,Pascal Struijk,nl  NED,DF,Leeds United,23-184,1999,18.6,2,13,6,46.2,0.70,0.32,0.15,0.33,12.3,0,0,0,1.2,1.2,0.09,+0.8,+0.8
444,Kamaldeen Sulemana,gh  GHA,MF,Southampton,20-361,2002,0.5,0,1,1,100.0,2.00,2.00,0.00,0.00,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
