,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
319,Lucas Moura,br  BRA,"MF,DF",Tottenham,30-182,1992,8,0,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,10,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
320,João Moutinho,pt  POR,MF,Wolves,36-156,1986,19,15,1351,15.0,0,2,2,0,0,0,2,0,0.9,0.9,2.1,3.1,13,110,20,0.00,0.13,0.13,0.00,0.13,0.06,0.14,0.20,0.06,0.20
321,Divin Mubama,eng  ENG,FW,West Ham,18-109,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,Mykhailo Mudryk,ua  UKR,FW,Chelsea,22-037,2001,2,1,81,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,5,3,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.38,0.38,0.38
323,Jacob Murphy,eng  ENG,FW,Newcastle Utd,27-352,1995,21,5,547,6.1,1,1,2,1,0,0,0,0,0.8,0.8,0.6,1.4,33,22,54,0.16,0.16,0.33,0.16,0.33,0.13,0.10,0.23,0.13,0.23
324,Enock Mwepu,zm  ZAM,"FW,MF",Brighton,25-041,1998,6,2,213,2.4,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,5,6,17,0.00,0.42,0.42,0.00,0.42,0.09,0.20,0.29,0.09,0.29
325,Vitaliy Mykolenko,ua  UKR,"DF,MF",Everton,23-258,1999,21,21,1778,19.8,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,25,70,47,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
326,Keylor Navas,cr  CRC,GK,Nott'ham Forest,36-058,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,Wilfred Ndidi,ng  NGA,"MF,DF",Leicester City,26-057,1996,14,10,876,9.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,9,37,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
328,Reiss Nelson,eng  ENG,FW,Arsenal,23-063,1999,2,0,65,0.7,2,1,3,2,0,0,0,0,0.6,0.6,0.1,0.7,8,1,12,2.77,1.38,4.15,2.77,4.15,0.87,0.11,0.99,0.87,0.99
329,Neto,br  BRA,GK,Bournemouth,33-207,1989,11,11,945,10.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,Pedro Neto,pt  POR,"FW,MF",Wolves,22-339,2000,8,8,599,6.7,0,0,0,0,0,0,1,0,0.7,0.7,1.2,1.9,26,18,79,0.00,0.00,0.00,0.00,0.00,0.10,0.18,0.28,0.10,0.28
331,Rúben Neves,pt  POR,MF,Wolves,25-335,1997,20,20,1800,20.0,5,0,5,3,2,2,7,0,3.5,1.9,0.7,2.6,17,120,7,0.25,0.00,0.25,0.15,0.15,0.17,0.03,0.21,0.10,0.13
332,Moussa Niakhate,fr  FRA,DF,Nott'ham Forest,26-340,1996,2,2,160,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,2,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
333,Rasmus Nissen,dk  DEN,DF,Leeds United,25-215,1997,14,13,1133,12.6,0,1,1,0,0,0,4,0,0.4,0.4,0.8,1.2,12,46,58,0.00,0.08,0.08,0.00,0.08,0.03,0.06,0.09,0.03,0.09
334,Eddie Nketiah,eng  ENG,FW,Arsenal,23-257,1999,18,6,691,7.7,4,0,4,4,0,0,1,0,5.6,5.6,0.3,5.8,23,9,52,0.52,0.00,0.52,0.52,0.52,0.72,0.03,0.76,0.72,0.76
335,Matheus Nunes,pt  POR,MF,Wolves,24-168,1998,18,16,1339,14.9,0,1,1,0,0,0,1,0,2.0,2.0,1.6,3.6,37,48,79,0.00,0.07,0.07,0.00,0.07,0.13,0.11,0.24,0.13,0.24
336,Darwin Núñez,uy  URU,FW,Liverpool,23-232,1999,15,11,989,11.0,5,2,7,5,0,0,1,1,8.1,8.1,3.5,11.5,37,17,95,0.46,0.18,0.64,0.46,0.64,0.73,0.32,1.05,0.73,1.05
337,Ethan Nwaneri,eng  ENG,FW,Arsenal,15-327,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Christian Nørgaard,dk  DEN,MF,Brentford,28-338,1994,11,10,869,9.7,1,1,2,1,0,0,0,0,0.8,0.8,0.8,1.6,0,33,2,0.10,0.10,0.21,0.10,0.21,0.08,0.09,0.17,0.08,0.17
339,Lewis O'Brien,eng  ENG,MF,Nott'ham Forest,24-120,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,13,21,3,0.15,0.00,0.15,0.15,0.15,0.05,0.03,0.08,0.05,0.08
340,Angelo Ogbonna,it  ITA,DF,West Ham,34-264,1988,6,4,387,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
341,Michael Olise,fr  FRA,"MF,FW",Crystal Palace,21-061,2001,20,14,1292,14.4,2,4,6,2,0,0,2,0,1.3,1.3,3.3,4.6,50,63,108,0.14,0.28,0.42,0.14,0.42,0.09,0.23,0.32,0.09,0.32
342,Robin Olsen,se  SWE,GK,Aston Villa,33-034,1990,3,2,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,Amadou Onana,be  BEL,MF,Everton,21-179,2001,19,17,1485,16.5,1,1,2,1,0,0,6,0,1.9,1.9,1.8,3.6,22,45,23,0.06,0.06,0.12,0.06,0.12,0.11,0.11,0.22,0.11,0.22
344,Josh Onomah,eng  ENG,MF,Fulham,25-290,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Paul Onuachu,ng  NGA,FW,Southampton,28-259,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23
346,Frank Onyeka,ng  NGA,MF,Brentford,25-041,1998,12,4,442,4.9,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,3,15,10,0.00,0.20,0.20,0.00,0.20,0.07,0.11,0.18,0.07,0.18
347,Mislav Oršić,hr  CRO,MF,Southampton,30-044,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,Dango Ouattara,bf  BFA,MF,Bournemouth,21-000,2002,2,2,180,2.0,0,1,1,0,0,0,0,0,0.9,0.9,0.1,1.0,8,1,12,0.00,0.50,0.50,0.00,0.50,0.45,0.04,0.49,0.45,0.49
349,Alex Oxlade-Chamberlain,eng  ENG,"FW,MF",Liverpool,29-180,1993,8,4,314,3.5,1,0,1,1,0,0,0,0,1.3,1.3,0.9,2.2,11,12,24,0.29,0.00,0.29,0.29,0.29,0.37,0.25,0.62,0.37,0.62
350,David Ozoh,,FW,Crystal Palace,17-256,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,João Palhinha,pt  POR,MF,Fulham,27-217,1995,21,21,1865,20.7,3,0,3,3,0,0,8,0,2.0,2.0,0.3,2.2,4,63,14,0.14,0.00,0.14,0.14,0.14,0.10,0.01,0.11,0.10,0.11
352,Cole Palmer,eng  ENG,"FW,MF",Manchester City,20-281,2002,9,0,119,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,9,7,18,0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.19,0.05,0.19
353,Emerson Palmieri,it  ITA,"DF,MF",West Ham,28-192,1994,10,6,457,5.1,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,21,17,29,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11
354,Lucas Paquetá,br  BRA,MF,West Ham,25-168,1997,14,13,1071,11.9,2,2,4,1,1,1,3,0,2.9,2.1,0.9,3.1,6,73,36,0.17,0.17,0.34,0.08,0.25,0.25,0.08,0.32,0.18,0.26
355,Thomas Partey,gh  GHA,MF,Arsenal,29-243,1993,17,17,1449,16.1,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,14,121,15,0.12,0.00,0.12,0.12,0.12,0.10,0.05,0.15,0.10,0.15
356,Nathan Patterson,sct  SCO,"DF,MF",Everton,21-118,2001,13,11,988,11.0,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9,13,20,42,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.08,0.04,0.08
357,Ben Pearson,eng  ENG,MF,Bournemouth,28-038,1995,7,3,286,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
358,Facundo Pellistri,uy  URU,FW,Manchester Utd,21-053,2001,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,Andreas Pereira,br  BRA,MF,Fulham,27-041,1996,22,22,1815,20.2,2,5,7,1,1,1,6,0,3.5,2.7,4.3,7.0,37,76,90,0.10,0.25,0.35,0.05,0.30,0.17,0.22,0.39,0.13,0.35
360,Ayoze Pérez,es  ESP,"MF,FW",Leicester City,29-197,1993,8,3,382,4.2,0,1,1,0,0,0,0,0,1.1,1.1,1.5,2.6,17,20,43,0.00,0.24,0.24,0.00,0.24,0.27,0.35,0.62,0.27,0.62
361,Ivan Perišić,hr  CRO,"DF,MF",Tottenham,34-009,1989,22,15,1346,15.0,0,5,5,0,0,0,3,0,1.5,1.5,3.7,5.2,58,42,115,0.00,0.33,0.33,0.00,0.33,0.10,0.25,0.35,0.10,0.35
362,Romain Perraud,fr  FRA,DF,Southampton,25-142,1997,19,13,1106,12.3,2,2,4,2,0,0,2,0,1.0,1.0,1.5,2.4,19,37,74,0.16,0.16,0.33,0.16,0.33,0.08,0.12,0.20,0.08,0.20
363,Kalvin Phillips,eng  ENG,MF,Manchester City,27-071,1995,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18
364,Nathaniel Phillips,eng  ENG,DF,Liverpool,25-327,1997,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
365,Jordan Pickford,eng  ENG,GK,Everton,28-341,1994,20,20,1800,20.0,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01
366,Ethan Pinnock,jm  JAM,DF,Brentford,29-258,1993,13,13,1170,13.0,0,0,0,0,0,0,0,0,1.0,1.0,0.6,1.6,1,25,7,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
367,Daniel Podence,pt  POR,"FW,MF",Wolves,27-113,1995,21,16,1312,14.6,5,0,5,5,0,0,4,0,3.1,3.1,1.9,5.0,31,75,110,0.34,0.00,0.34,0.34,0.34,0.21,0.13,0.34,0.21,0.34
368,Nick Pope,eng  ENG,GK,Newcastle Utd,30-298,1992,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,Dennis Praet,be  BEL,MF,Leicester City,28-273,1994,11,4,363,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,10,10,24,0.25,0.00,0.25,0.25,0.25,0.12,0.00,0.12,0.12,0.12
370,Isaac Price,nir  NIR,MF,Everton,19-138,2003,1,0,33,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
371,Christian Pulisic,us  USA,"FW,DF",Chelsea,24-146,1998,16,6,609,6.8,1,1,2,1,0,0,1,0,1.3,1.3,0.5,1.8,28,16,56,0.15,0.15,0.30,0.15,0.30,0.19,0.08,0.27,0.19,0.27
372,Aaron Ramsdale,eng  ENG,GK,Arsenal,24-273,1998,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Jacob Ramsey,eng  ENG,MF,Aston Villa,21-259,2001,18,15,1236,13.7,2,2,4,2,0,0,4,0,1.3,1.3,1.6,2.9,40,53,58,0.15,0.15,0.29,0.15,0.29,0.10,0.11,0.21,0.10,0.21
374,Marcus Rashford,eng  ENG,FW,Manchester Utd,25-103,1997,22,20,1795,19.9,11,3,14,11,0,0,2,0,8.4,8.4,2.4,10.9,50,52,148,0.55,0.15,0.70,0.55,0.70,0.42,0.12,0.54,0.42,0.54
375,David Raya,es  ESP,GK,Brentford,27-149,1995,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
376,Tim Ream,us  USA,DF,Fulham,35-129,1987,22,22,1977,22.0,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,18,75,1,0.05,0.00,0.05,0.05,0.05,0.01,0.00,0.01,0.01,0.01
377,Nathan Redmond,eng  ENG,DF,Southampton,28-342,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
378,Harrison Reed,eng  ENG,MF,Fulham,28-015,1995,21,21,1725,19.2,2,1,3,2,0,0,5,0,1.3,1.3,1.8,3.1,19,56,50,0.10,0.05,0.16,0.10,0.16,0.07,0.09,0.16,0.07,0.16
379,Bobby Reid,jm  JAM,"FW,DF",Fulham,30-009,1993,21,21,1733,19.3,4,1,5,4,0,0,7,0,3.4,3.4,1.2,4.6,40,43,127,0.21,0.05,0.26,0.21,0.26,0.18,0.06,0.24,0.18,0.24
380,Declan Rice,eng  ENG,MF,West Ham,24-028,1999,21,21,1890,21.0,1,1,2,1,0,1,3,0,1.8,1.0,2.2,3.2,53,153,23,0.05,0.05,0.10,0.05,0.10,0.08,0.11,0.19,0.05,0.15
381,Chris Richards,us  USA,DF,Crystal Palace,22-320,2000,7,3,348,3.9,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.18,0.07,0.25,0.18,0.25
382,Richarlison,br  BRA,"MF,FW",Tottenham,25-277,1997,13,5,487,5.4,0,2,2,0,0,0,2,0,1.8,1.8,1.3,3.1,14,19,41,0.00,0.37,0.37,0.00,0.37,0.33,0.25,0.57,0.33,0.57
383,Jaïro Riedewald,nl  NED,"DF,FW",Crystal Palace,26-155,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Matt Ritchie,sct  SCO,FW,Newcastle Utd,33-154,1989,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Andrew Robertson,sct  SCO,DF,Liverpool,28-337,1994,18,15,1322,14.7,0,5,5,0,0,0,0,0,1.0,1.0,3.4,4.4,36,76,120,0.00,0.34,0.34,0.00,0.34,0.07,0.23,0.30,0.07,0.30
386,Antonee Robinson,us  USA,DF,Fulham,25-187,1997,19,19,1648,18.3,0,0,0,0,0,0,5,0,0.0,0.0,0.7,0.7,58,70,72,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
387,Marc Roca,es  ESP,MF,Leeds United,26-077,1996,20,19,1461,16.2,1,1,2,1,0,0,4,0,0.9,0.9,0.9,1.8,16,115,15,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.11,0.06,0.11
388,Marek Rodák,sk  SVK,GK,Fulham,26-060,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
389,Rodri,es  ESP,MF,Manchester City,26-234,1996,20,20,1733,19.3,1,4,5,1,0,0,3,0,2.9,2.9,2.2,5.2,47,169,22,0.05,0.21,0.26,0.05,0.26,0.15,0.12,0.27,0.15,0.27
390,Rodrigo,es  ESP,"FW,MF",Leeds United,31-342,1991,18,17,1296,14.4,10,1,11,9,1,1,3,0,6.5,5.7,1.5,7.2,31,30,107,0.69,0.07,0.76,0.62,0.69,0.45,0.10,0.55,0.40,0.50
391,Mads Roerslev,dk  DEN,DF,Brentford,23-232,1999,13,9,843,9.4,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.3,7,16,27,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.14,0.03,0.14
392,Cristian Romero,ar  ARG,DF,Tottenham,24-290,1998,14,13,1194,13.3,0,0,0,0,0,0,7,1,0.7,0.7,0.3,0.9,12,51,4,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
393,Oriol Romeu,es  ESP,MF,Southampton,31-140,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
394,Cristiano Ronaldo,pt  POR,FW,Manchester Utd,38-006,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.17,0.00,0.17,0.17,0.17,0.32,0.07,0.40,0.32,0.40
395,Connor Ronan,ie  IRL,MF,Wolves,24-342,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
396,Salomón Rondón,ve  VEN,FW,Everton,33-148,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.66,0.13,0.79,0.66,0.79
397,Joe Rothwell,eng  ENG,"MF,DF",Bournemouth,28-031,1995,7,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,8,1,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
398,Georginio Rutter,fr  FRA,FW,Leeds United,20-297,2002,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
399,José Sá,pt  POR,GK,Wolves,30-025,1993,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
400,Marcel Sabitzer,at  AUT,MF,Manchester Utd,28-331,1994,2,1,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,0,8,3,0.00,0.00,0.00,0.00,0.00,0.20,0.30,0.49,0.20,0.49
401,Allan Saint-Maximin,fr  FRA,FW,Newcastle Utd,25-336,1997,13,5,552,6.1,1,3,4,1,0,0,1,0,1.0,1.0,1.2,2.3,43,34,65,0.16,0.49,0.65,0.16,0.65,0.17,0.20,0.37,0.17,0.37
402,Bukayo Saka,eng  ENG,FW,Arsenal,21-159,2001,20,20,1711,19.0,7,7,14,6,1,1,4,0,6.1,5.5,4.6,10.0,98,48,265,0.37,0.37,0.74,0.32,0.68,0.32,0.24,0.56,0.29,0.53
403,Mohamed Salah,eg  EGY,FW,Liverpool,30-241,1992,20,20,1776,19.7,7,4,11,7,0,0,0,0,9.2,9.2,3.7,12.9,51,66,206,0.35,0.20,0.56,0.35,0.56,0.46,0.19,0.65,0.46,0.65
404,William Saliba,fr  FRA,DF,Arsenal,21-324,2001,20,20,1785,19.8,2,1,3,2,0,0,4,0,0.9,0.9,0.9,1.8,5,62,1,0.10,0.05,0.15,0.10,0.15,0.05,0.04,0.09,0.05,0.09
405,Mohammed Salisu,gh  GHA,DF,Southampton,23-300,1999,20,20,1799,20.0,0,1,1,0,0,0,5,0,1.2,1.2,0.5,1.7,5,77,4,0.00,0.05,0.05,0.00,0.05,0.06,0.02,0.08,0.06,0.08
406,Davinson Sánchez,co  COL,DF,Tottenham,26-244,1996,12,6,558,6.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,24,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07
407,Robert Sánchez,es  ESP,GK,Brighton,25-085,1997,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
408,Jadon Sancho,eng  ENG,FW,Manchester Utd,22-323,2000,11,10,746,8.3,3,1,4,3,0,0,0,0,1.7,1.7,1.1,2.7,37,32,67,0.36,0.12,0.48,0.36,0.48,0.20,0.13,0.33,0.20,0.33
409,Morgan Sanson,fr  FRA,MF,Aston Villa,28-177,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
410,Pablo Sarabia,es  ESP,FW,Wolves,30-276,1992,2,1,104,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,3,4,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35
411,Jeremy Sarmiento,ec  ECU,MF,Brighton,20-240,2002,7,1,165,1.8,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,8,18,0.00,0.55,0.55,0.00,0.55,0.19,0.11,0.30,0.19,0.30
412,Gianluca Scamacca,it  ITA,FW,West Ham,24-041,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48,0.29,0.00,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31
413,Gustavo Scarpa,br  BRA,MF,Nott'ham Forest,29-037,1994,3,1,105,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,8,8,3,0.00,0.00,0.00,0.00,0.00,0.15,0.03,0.17,0.15,0.17
414,Kevin Schade,de  GER,"FW,MF",Brentford,21-076,2001,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
415,Fabian Schär,ch  SUI,DF,Newcastle Utd,31-053,1991,20,20,1783,19.8,1,0,1,1,0,0,4,0,2.4,2.4,1.0,3.4,19,83,14,0.05,0.00,0.05,0.05,0.05,0.12,0.05,0.17,0.12,0.17
416,Jeffrey Schlupp,gh  GHA,MF,Crystal Palace,30-050,1992,21,18,1560,17.3,1,0,1,1,0,0,5,0,1.4,1.4,0.5,1.9,20,59,35,0.06,0.00,0.06,0.06,0.06,0.08,0.03,0.11,0.08,0.11
417,Nélson Semedo,pt  POR,DF,Wolves,29-087,1993,19,14,1189,13.2,0,1,1,0,0,0,4,1,0.1,0.1,0.4,0.4,28,45,62,0.00,0.08,0.08,0.00,0.08,0.01,0.03,0.03,0.01,0.03
418,Antoine Semenyo,gh  GHA,FW,Bournemouth,23-035,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,3,3,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
419,Marcos Senesi,ar  ARG,DF,Bournemouth,25-277,1997,17,16,1376,15.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,27,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
420,Ryan Sessegnon,eng  ENG,DF,Tottenham,22-269,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24,22,64,0.22,0.00,0.22,0.22,0.22,0.18,0.12,0.30,0.18,0.30
421,Luke Shaw,eng  ENG,DF,Manchester Utd,27-214,1995,18,17,1503,16.7,1,1,2,1,0,0,4,0,0.5,0.5,1.8,2.4,42,80,50,0.06,0.06,0.12,0.06,0.12,0.03,0.11,0.14,0.03,0.14
422,Jonjo Shelvey,eng  ENG,MF,Newcastle Utd,30-349,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
423,Bernardo Silva,pt  POR,"MF,FW",Manchester City,28-185,1994,20,16,1410,15.7,2,5,7,2,0,0,2,0,1.4,1.4,2.4,3.8,65,77,137,0.13,0.32,0.45,0.13,0.45,0.09,0.15,0.24,0.09,0.24
424,Thiago Silva,br  BRA,DF,Chelsea,38-142,1984,19,18,1704,18.9,0,2,2,0,0,0,1,0,1.0,1.0,0.4,1.4,3,76,1,0.00,0.11,0.11,0.00,0.11,0.05,0.02,0.07,0.05,0.07
425,Ellis Simms,eng  ENG,FW,Everton,22-037,2001,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
426,Luis Sinisterra,co  COL,FW,Leeds United,23-239,1999,12,8,537,6.0,2,0,2,2,0,0,3,1,1.8,1.8,0.2,2.1,18,21,52,0.34,0.00,0.34,0.34,0.34,0.31,0.04,0.34,0.31,0.34
427,Oliver Skipp,eng  ENG,MF,Tottenham,22-148,2000,8,3,198,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,4,7,10,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14
428,Adam Smith,eng  ENG,DF,Bournemouth,31-288,1991,20,20,1727,19.2,0,1,1,0,0,0,6,0,0.4,0.4,0.6,1.0,16,60,18,0.00,0.05,0.05,0.00,0.05,0.02,0.03,0.05,0.02,0.05
429,Emile Smith Rowe,eng  ENG,"MF,FW",Arsenal,22-198,2000,5,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,2,3,0.00,0.00,0.00,0.00,0.00,0.16,0.49,0.65,0.16,0.65
