,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
99,Maxwel Cornet,ci  CIV,FW,West Ham,26-137,1996,5,1,91,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,2,15,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53
100,Diego Costa,es  ESP,FW,Wolves,34-127,1988,9,8,612,6.8,0,0,0,0,0,0,2,1,2.0,2.0,0.3,2.3,8,4,31,0.00,0.00,0.00,0.00,0.00,0.30,0.04,0.34,0.30,0.34
101,Vladimír Coufal,cz  CZE,DF,West Ham,30-173,1992,15,13,1201,13.3,0,0,0,0,0,0,3,0,0.3,0.3,1.2,1.5,34,53,60,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
102,Philippe Coutinho,br  BRA,"MF,FW",Aston Villa,30-244,1992,18,6,712,7.9,0,0,0,0,0,0,3,0,1.1,1.1,0.5,1.6,17,45,64,0.00,0.00,0.00,0.00,0.00,0.14,0.06,0.20,0.14,0.20
103,Conor Coventry,ie  IRL,"MF,FW",West Ham,22-323,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,Aaron Cresswell,eng  ENG,DF,West Ham,33-058,1989,18,17,1533,17.0,0,0,0,0,0,0,2,0,0.3,0.3,2.5,2.8,27,118,69,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.16,0.02,0.16
105,Marc Cucurella,es  ESP,DF,Chelsea,24-204,1998,19,16,1279,14.2,0,2,2,0,0,0,2,0,0.4,0.4,0.4,0.8,20,50,54,0.00,0.14,0.14,0.00,0.14,0.03,0.03,0.06,0.03,0.06
106,Matheus Cunha,br  BRA,FW,Wolves,23-260,1999,4,2,192,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,3,2,9,0.00,0.00,0.00,0.00,0.00,0.15,0.12,0.27,0.15,0.27
107,Patson Daka,zm  ZAM,FW,Leicester City,24-125,1998,17,9,706,7.8,3,3,6,3,0,0,2,0,2.4,2.4,2.3,4.7,11,11,48,0.38,0.38,0.76,0.38,0.76,0.31,0.30,0.60,0.31,0.60
108,Diogo Dalot,pt  POR,DF,Manchester Utd,23-330,1999,15,14,1268,14.1,0,2,2,0,0,0,5,0,0.9,0.9,1.5,2.4,34,49,54,0.00,0.14,0.14,0.00,0.14,0.06,0.10,0.17,0.06,0.17
109,Mikkel Damsgaard,dk  DEN,"MF,FW",Brentford,22-223,2000,11,1,285,3.2,0,0,0,0,0,0,2,0,0.5,0.5,0.5,0.9,4,14,12,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.30,0.15,0.30
110,Danilo,br  BRA,MF,Nott'ham Forest,21-288,2001,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
111,Josh Dasilva,eng  ENG,MF,Brentford,24-111,1998,21,11,979,10.9,3,2,5,3,0,0,1,0,0.9,0.9,1.4,2.3,42,41,37,0.28,0.18,0.46,0.28,0.46,0.09,0.12,0.21,0.09,0.21
112,Ben Davies,wls  WAL,DF,Tottenham,29-293,1993,19,15,1351,15.0,2,1,3,2,0,0,2,0,0.8,0.8,1.8,2.5,23,76,27,0.13,0.07,0.20,0.13,0.20,0.05,0.12,0.17,0.05,0.17
113,Tom Davies,eng  ENG,MF,Everton,24-226,1998,10,4,413,4.6,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,2,24,7,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15
114,Kevin De Bruyne,be  BEL,MF,Manchester City,31-228,1991,20,18,1599,17.8,3,11,14,3,0,0,1,0,3.4,3.4,9.2,12.5,71,156,158,0.17,0.62,0.79,0.17,0.79,0.19,0.52,0.71,0.19,0.71
115,Siriki Dembélé,ci  CIV,"FW,MF",Bournemouth,26-157,1996,6,0,110,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,5,4,11,0.00,0.00,0.00,0.00,0.00,0.15,0.25,0.41,0.15,0.41
116,Emmanuel Dennis,ng  NGA,FW,Nott'ham Forest,25-088,1997,10,3,373,4.1,1,1,2,1,0,0,2,0,0.7,0.7,0.3,1.0,9,9,26,0.24,0.24,0.48,0.24,0.48,0.17,0.08,0.25,0.17,0.25
117,Halil Dervişoğlu,tr  TUR,MF,Brentford,23-065,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
118,Kiernan Dewsbury-Hall,eng  ENG,MF,Leicester City,24-158,1998,19,18,1448,16.1,2,2,4,2,0,0,1,0,1.5,1.5,2.3,3.8,46,88,62,0.12,0.12,0.25,0.12,0.25,0.09,0.14,0.24,0.09,0.24
119,Ibrahima Diallo,fr  FRA,MF,Southampton,23-340,1999,13,10,714,7.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,21,6,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
120,Rúben Dias,pt  POR,DF,Manchester City,25-273,1997,13,9,874,9.7,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,5,43,1,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
121,Luis Díaz,co  COL,FW,Liverpool,26-029,1997,8,7,613,6.8,3,2,5,3,0,0,2,0,1.7,1.7,1.0,2.7,21,25,72,0.44,0.29,0.73,0.44,0.73,0.26,0.15,0.40,0.26,0.40
122,Eric Dier,eng  ENG,DF,Tottenham,29-027,1994,21,20,1825,20.3,2,0,2,2,0,0,1,0,0.9,0.9,0.8,1.8,5,64,11,0.10,0.00,0.10,0.10,0.10,0.05,0.04,0.09,0.05,0.09
123,Lucas Digne,fr  FRA,DF,Aston Villa,29-206,1993,15,14,1111,12.3,1,0,1,1,0,0,2,0,0.2,0.2,1.2,1.5,22,43,70,0.08,0.00,0.08,0.08,0.08,0.02,0.10,0.12,0.02,0.12
124,Issa Diop,fr  FRA,DF,Fulham,26-033,1997,14,11,1056,11.7,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,5,45,3,0.09,0.00,0.09,0.09,0.09,0.02,0.00,0.03,0.02,0.03
125,Moussa Djenepo,ml  MLI,"DF,FW",Southampton,24-241,1998,12,6,578,6.4,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.4,23,17,32,0.00,0.16,0.16,0.00,0.16,0.03,0.04,0.07,0.03,0.07
126,Ben Doak,sct  SCO,FW,Liverpool,17-092,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,Matt Doherty,ie  IRL,"DF,MF",Tottenham,31-026,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.0,16,20,57,0.13,0.00,0.13,0.13,0.13,0.10,0.04,0.14,0.10,0.14
128,Gabriel Dos Santos,br  BRA,DF,Arsenal,25-054,1997,20,20,1800,20.0,2,0,2,2,0,0,4,0,2.9,2.9,0.2,3.1,10,80,6,0.10,0.00,0.10,0.10,0.10,0.15,0.01,0.15,0.15,0.15
129,Abdoulaye Doucouré,ml  MLI,MF,Everton,30-041,1993,11,3,318,3.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,8,6,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
130,Cheick Doucouré,ml  MLI,MF,Crystal Palace,23-034,2000,19,19,1557,17.3,0,2,2,0,0,0,6,0,0.7,0.7,1.6,2.3,12,79,10,0.00,0.12,0.12,0.00,0.12,0.04,0.09,0.13,0.04,0.13
131,Flynn Downes,eng  ENG,MF,West Ham,24-022,1999,9,3,286,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,6,7,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.09,0.08,0.09
132,Cody Drameh,eng  ENG,DF,Leeds United,21-065,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,Shane Duffy,ie  IRL,"FW,DF",Fulham,31-041,1992,4,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Lewis Dunk,eng  ENG,DF,Brighton,31-082,1991,20,20,1799,20.0,0,0,0,0,0,0,2,0,0.8,0.8,0.1,0.9,11,68,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
135,Jhon Durán,co  COL,FW,Aston Villa,19-060,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Malcolm Ebiowei,eng  ENG,"MF,FW",Crystal Palace,19-160,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Ederson,br  BRA,GK,Manchester City,29-178,1993,21,21,1890,21.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01
138,Odsonne Édouard,fr  FRA,"FW,MF",Crystal Palace,25-026,1998,19,12,1073,11.9,3,2,5,3,0,0,3,0,2.7,2.7,0.9,3.6,20,27,55,0.25,0.17,0.42,0.25,0.42,0.23,0.08,0.30,0.23,0.30
139,Samuel Edozie,eng  ENG,"FW,MF",Southampton,20-014,2003,14,5,530,5.9,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,22,10,34,0.00,0.00,0.00,0.00,0.00,0.15,0.06,0.21,0.15,0.21
140,Anthony Elanga,se  SWE,FW,Manchester Utd,20-290,2002,13,5,397,4.4,0,1,1,0,0,0,0,0,0.6,0.6,0.8,1.4,10,6,25,0.00,0.23,0.23,0.00,0.23,0.13,0.18,0.31,0.13,0.31
141,Harvey Elliott,eng  ENG,"MF,FW",Liverpool,19-313,2003,20,13,1131,12.6,1,1,2,1,0,0,1,0,1.1,1.1,2.3,3.4,40,88,92,0.08,0.08,0.16,0.08,0.16,0.09,0.19,0.27,0.09,0.27
142,Mohamed Elneny,eg  EGY,MF,Arsenal,30-215,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Mohamed Elyounoussi,no  NOR,"MF,FW",Southampton,28-191,1994,20,17,1400,15.6,0,1,1,0,0,0,3,0,2.5,2.5,1.9,4.5,32,32,71,0.00,0.06,0.06,0.00,0.06,0.16,0.12,0.29,0.16,0.29
144,Emerson,br  BRA,DF,Tottenham,24-028,1999,17,14,1180,13.1,1,1,2,1,0,0,1,1,1.1,1.1,0.6,1.7,33,58,81,0.08,0.08,0.15,0.08,0.15,0.09,0.04,0.13,0.09,0.13
145,Christian Eriksen,dk  DEN,MF,Manchester Utd,30-362,1992,19,18,1489,16.5,1,7,8,1,0,0,3,0,2.7,2.7,3.0,5.7,16,104,42,0.06,0.42,0.48,0.06,0.48,0.16,0.18,0.34,0.16,0.34
146,Pervis Estupiñán,ec  ECU,DF,Brighton,25-021,1998,17,14,1171,13.0,0,2,2,0,0,0,3,0,0.1,0.1,2.0,2.1,42,74,86,0.00,0.15,0.15,0.00,0.15,0.01,0.15,0.16,0.01,0.16
147,Jonny Evans,nir  NIR,DF,Leicester City,35-039,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
148,Eberechi Eze,eng  ENG,"MF,FW",Crystal Palace,24-227,1998,21,19,1529,17.0,3,3,6,3,0,0,1,0,2.6,2.6,2.8,5.3,39,67,65,0.18,0.18,0.35,0.18,0.35,0.15,0.16,0.31,0.15,0.31
149,Łukasz Fabiański,pl  POL,GK,West Ham,37-299,1985,21,21,1783,19.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Fabinho,br  BRA,MF,Liverpool,29-111,1993,18,14,1253,13.9,0,0,0,0,0,0,2,0,0.3,0.3,0.6,0.9,7,78,17,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
151,Wout Faes,be  BEL,DF,Leicester City,24-314,1998,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,4,47,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
152,João Félix,pt  POR,FW,Chelsea,23-093,1999,1,1,57,0.6,0,0,0,0,0,0,0,1,0.8,0.8,0.2,1.0,5,3,10,0.00,0.00,0.00,0.00,0.00,1.29,0.29,1.58,1.29,1.58
153,Evan Ferguson,ie  IRL,FW,Brighton,18-115,2004,5,2,199,2.2,3,2,5,3,0,0,1,0,1.2,1.2,0.3,1.4,1,3,10,1.36,0.90,2.26,1.36,2.26,0.53,0.12,0.65,0.53,0.65
154,Bruno Fernandes,pt  POR,"MF,FW",Manchester Utd,28-156,1994,21,21,1888,21.0,5,4,9,4,1,1,5,0,4.5,3.7,7.1,10.8,41,141,117,0.24,0.19,0.43,0.19,0.38,0.21,0.34,0.55,0.18,0.52
155,Enzo Fernández,ar  ARG,MF,Chelsea,22-025,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08
156,Mateo Fernández,es  ESP,"FW,MF",Leeds United,19-115,2003,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Roberto Firmino,br  BRA,"FW,MF",Liverpool,31-132,1991,13,11,929,10.3,7,3,10,7,0,0,0,0,4.2,4.2,1.8,6.0,12,60,72,0.68,0.29,0.97,0.68,0.97,0.41,0.17,0.58,0.41,0.58
158,Junior Firpo,es  ESP,DF,Leeds United,26-173,1996,5,1,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,6,8,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
159,Phil Foden,eng  ENG,"FW,DF",Manchester City,22-259,2000,18,13,1045,11.6,7,4,11,7,0,0,1,0,3.7,3.7,2.0,5.7,23,47,163,0.60,0.34,0.95,0.60,0.95,0.32,0.17,0.49,0.32,0.49
160,Datro Fofana,ci  CIV,"FW,MF",Chelsea,20-051,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,0.00,0.00,0.00,0.00,0.00,1.10,0.00,1.10,1.10,1.10
161,Pablo Fornals,es  ESP,"FW,MF",West Ham,26-354,1996,18,11,960,10.7,1,0,1,1,0,0,0,0,0.8,0.8,1.1,1.9,19,48,65,0.09,0.00,0.09,0.09,0.09,0.08,0.10,0.18,0.08,0.18
162,Adam Forshaw,eng  ENG,MF,Leeds United,31-126,1991,5,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
163,Fraser Forster,eng  ENG,GK,Tottenham,34-331,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Tyrese Francois,au  AUS,FW,Fulham,22-210,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,Ryan Fraser,sct  SCO,FW,Newcastle Utd,28-352,1994,8,3,313,3.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,9,23,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.20,0.09,0.20
166,Fred,br  BRA,MF,Manchester Utd,29-343,1993,19,7,763,8.5,2,0,2,2,0,0,4,0,1.7,1.7,1.1,2.8,7,41,28,0.24,0.00,0.24,0.24,0.24,0.20,0.13,0.33,0.20,0.33
167,Ryan Fredericks,eng  ENG,DF,Bournemouth,30-124,1992,8,5,451,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,11,14,23,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
168,Remo Freuler,ch  SUI,MF,Nott'ham Forest,30-302,1992,17,15,1371,15.2,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.9,5,36,5,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
169,Cody Gakpo,nl  NED,FW,Liverpool,23-280,1999,3,3,255,2.8,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,4,6,17,0.00,0.00,0.00,0.00,0.00,0.35,0.05,0.40,0.35,0.40
170,Conor Gallagher,eng  ENG,"MF,FW",Chelsea,23-005,2000,19,10,829,9.2,1,1,2,1,0,0,6,1,0.9,0.9,2.1,3.0,20,53,43,0.11,0.11,0.22,0.11,0.22,0.10,0.22,0.32,0.10,0.32
171,Idrissa Gana Gueye,sn  SEN,MF,Everton,33-138,1989,16,15,1221,13.6,0,1,1,0,0,0,3,0,0.0,0.0,0.7,0.7,15,49,9,0.00,0.07,0.07,0.00,0.07,0.00,0.05,0.05,0.00,0.05
172,Alejandro Garnacho,es  ESP,FW,Manchester Utd,18-225,2004,11,3,328,3.6,1,2,3,1,0,0,2,0,1.5,1.5,1.0,2.5,21,5,55,0.27,0.55,0.82,0.27,0.82,0.41,0.27,0.68,0.41,0.68
173,James Garner,eng  ENG,MF,Everton,21-335,2001,6,0,142,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
174,David de Gea,es  ESP,GK,Manchester Utd,32-096,1990,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,Joe Gelhardt,eng  ENG,FW,Leeds United,20-283,2002,15,1,212,2.4,0,2,2,0,0,0,1,0,0.8,0.8,0.5,1.3,2,6,21,0.00,0.85,0.85,0.00,0.85,0.36,0.20,0.55,0.36,0.55
176,Saman Ghoddos,ir  IRN,"MF,FW",Brentford,29-158,1993,9,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,0,5,2,0.00,0.00,0.00,0.00,0.00,0.05,0.23,0.27,0.05,0.27
177,Billy Gilmour,sct  SCO,MF,Brighton,21-245,2001,7,2,163,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,17,3,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17
178,Degnand Gnonto,it  ITA,"FW,MF",Leeds United,19-098,2003,10,8,716,8.0,2,1,3,2,0,0,2,0,1.2,1.2,1.2,2.4,37,15,73,0.25,0.13,0.38,0.25,0.38,0.16,0.15,0.31,0.16,0.31
179,Ben Godfrey,eng  ENG,DF,Everton,25-027,1998,4,3,211,2.3,0,0,0,0,0,0,0,0,1.1,1.1,0.1,1.2,0,5,0,0.00,0.00,0.00,0.00,0.00,0.47,0.04,0.50,0.47,0.50
180,Toti Gomes,pt  POR,DF,Wolves,24-026,1999,7,3,310,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
181,Joe Gomez,eng  ENG,DF,Liverpool,25-264,1997,17,11,1106,12.3,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,10,83,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
182,Sergio Gómez,es  ESP,"DF,MF",Manchester City,22-160,2000,5,0,111,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2,7,12,0.00,0.81,0.81,0.00,0.81,0.11,0.33,0.44,0.11,0.44
183,Demarai Gray,eng  ENG,"FW,MF",Everton,26-228,1996,20,19,1679,18.7,3,1,4,2,1,1,1,0,3.7,2.9,2.7,5.6,66,38,129,0.16,0.05,0.21,0.11,0.16,0.20,0.14,0.34,0.15,0.30
184,Jack Grealish,eng  ENG,FW,Manchester City,27-154,1995,15,11,1040,11.6,2,3,5,2,0,0,1,0,2.7,2.7,3.6,6.3,78,41,158,0.17,0.26,0.43,0.17,0.43,0.23,0.31,0.54,0.23,0.54
185,Sam Greenwood,eng  ENG,"MF,FW",Leeds United,21-016,2002,12,2,318,3.5,1,2,3,1,0,0,1,0,0.6,0.6,0.8,1.5,5,11,5,0.28,0.57,0.85,0.28,0.85,0.18,0.24,0.42,0.18,0.42
186,Pascal Groß,de  GER,"MF,DF",Brighton,31-241,1991,20,20,1731,19.2,6,3,9,6,0,0,2,0,3.3,3.3,5.1,8.4,27,133,118,0.31,0.16,0.47,0.31,0.47,0.17,0.27,0.44,0.17,0.44
187,Vicente Guaita,es  ESP,GK,Crystal Palace,36-032,1987,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Gonçalo Guedes,pt  POR,"FW,MF",Wolves,26-074,1996,13,8,707,7.9,1,1,2,1,0,0,1,0,1.2,1.2,0.5,1.7,20,16,54,0.13,0.13,0.25,0.13,0.25,0.15,0.06,0.22,0.15,0.22
189,Marc Guéhi,eng  ENG,DF,Crystal Palace,22-213,2000,20,20,1800,20.0,0,0,0,0,0,0,7,0,0.5,0.5,0.2,0.7,7,64,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
190,Bruno Guimarães,br  BRA,MF,Newcastle Utd,25-087,1997,17,17,1397,15.5,3,3,6,3,0,0,3,0,0.9,0.9,1.8,2.7,17,110,12,0.19,0.19,0.39,0.19,0.39,0.06,0.12,0.17,0.06,0.17
191,İlkay Gündoğan,de  GER,MF,Manchester City,32-110,1990,18,14,1252,13.9,2,2,4,2,0,0,0,0,3.3,3.3,2.5,5.8,32,101,77,0.14,0.14,0.29,0.14,0.29,0.24,0.18,0.42,0.24,0.42
192,Darko Gyabi,eng  ENG,FW,Leeds United,18-358,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.72,0.72,0.72
193,Erling Haaland,no  NOR,FW,Manchester City,22-205,2000,20,19,1636,18.2,25,3,28,21,4,4,3,0,16.9,13.7,3.0,16.7,19,34,92,1.38,0.17,1.54,1.16,1.32,0.93,0.16,1.09,0.76,0.92
194,Lewis Hall,eng  ENG,"DF,MF",Chelsea,18-156,2004,5,4,304,3.4,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.7,10,9,19,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.22,0.14,0.22
195,Luke Harris,wls  WAL,"MF,FW",Fulham,17-314,2005,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Jack Harrison,eng  ENG,"FW,MF",Leeds United,26-083,1996,19,17,1328,14.8,1,4,5,1,0,0,2,0,2.4,2.4,2.7,5.1,61,57,138,0.07,0.27,0.34,0.07,0.34,0.16,0.18,0.34,0.16,0.34
197,Kai Havertz,de  GER,"FW,MF",Chelsea,23-245,1999,20,18,1501,16.7,5,1,6,5,0,0,3,0,6.1,6.1,1.4,7.5,33,49,127,0.30,0.06,0.36,0.30,0.36,0.37,0.08,0.45,0.37,0.45
198,Jan Paul van Hecke,nl  NED,DF,Brighton,22-248,2000,2,1,80,0.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,3,9,0,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67
199,Hwang Hee-chan,kr  KOR,FW,Wolves,27-016,1996,17,9,690,7.7,0,1,1,0,0,0,1,0,0.4,0.4,1.0,1.5,16,19,35,0.00,0.13,0.13,0.00,0.13,0.06,0.13,0.19,0.06,0.19
200,Dean Henderson,eng  ENG,GK,Nott'ham Forest,25-336,1997,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Jordan Henderson,eng  ENG,MF,Liverpool,32-239,1990,17,10,919,10.2,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,20,83,25,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17
202,Wayne Hennessey,wls  WAL,GK,Nott'ham Forest,36-018,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Rico Henry,eng  ENG,DF,Brentford,25-218,1997,20,20,1795,19.9,0,2,2,0,0,0,0,0,0.6,0.6,1.5,2.1,31,59,68,0.00,0.10,0.10,0.00,0.10,0.03,0.07,0.10,0.03,0.10
204,Son Heung-min,kr  KOR,"MF,FW",Tottenham,30-218,1992,20,19,1638,18.2,4,3,7,4,0,0,1,0,4.9,4.9,3.4,8.2,53,42,122,0.22,0.16,0.38,0.22,0.38,0.27,0.18,0.45,0.27,0.45
205,Aaron Hickey,sct  SCO,DF,Brentford,20-246,2002,10,9,739,8.2,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,22,32,25,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
206,Joseph Hodge,ie  IRL,MF,Wolves,20-150,2002,5,1,169,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,7,4,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
207,Rob Holding,eng  ENG,DF,Arsenal,27-144,1995,6,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Mason Holgate,eng  ENG,DF,Everton,26-112,1996,4,3,320,3.6,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,4,9,2,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16
