,Player,PlayerId,Situation,ShotType,X,Y,xG,Result,Season,MatchId
214,Ousmane Dembélé,3226,OpenPlay,LeftFoot,102.96000366210937,54.400000000000006,0.0706633031368255,Goal,2020,15054
215,Ousmane Dembélé,3226,OpenPlay,Head,111.36000366210938,39.039999389648436,0.142533004283905,SavedShot,2020,15059
216,Ousmane Dembélé,3226,OpenPlay,LeftFoot,92.28000183105468,34.4,0.0280131008476018,BlockedShot,2020,15059
217,Ousmane Dembélé,3226,OpenPlay,RightFoot,104.76000366210937,27.200000000000003,0.2572770118713379,SavedShot,2020,15059
218,Ousmane Dembélé,3226,OpenPlay,RightFoot,98.28000183105469,57.040002441406244,0.0228729005903005,BlockedShot,2020,15059
219,Ousmane Dembélé,3226,OpenPlay,RightFoot,91.43999633789062,23.280000305175776,0.0209013000130653,MissedShots,2020,15059
220,Ousmane Dembélé,3226,OpenPlay,LeftFoot,113.16000366210936,50.560000610351565,0.0893834978342056,Goal,2020,15059
221,Ousmane Dembélé,3226,OpenPlay,Head,114.48000183105471,44.23999938964844,0.0724688023328781,MissedShots,2020,15074
222,Ousmane Dembélé,3226,OpenPlay,LeftFoot,89.28000183105469,34.96000061035156,0.0143456002697348,BlockedShot,2020,15074
223,Ousmane Dembélé,3226,FromCorner,LeftFoot,105.23999633789063,27.439999389648435,0.0386503003537654,BlockedShot,2020,15101
224,Ousmane Dembélé,3226,OpenPlay,Head,111.23999633789064,35.439999389648435,0.1248029991984367,MissedShots,2020,15120
225,Ousmane Dembélé,3226,OpenPlay,RightFoot,106.3199981689453,31.360000610351562,0.3685590028762817,Goal,2020,15133
226,Ousmane Dembélé,3226,OpenPlay,RightFoot,109.43999633789065,24.16000061035156,0.0437275990843772,SavedShot,2020,15141
227,Ousmane Dembélé,3226,FromCorner,RightFoot,91.56000366210938,27.599999999999998,0.0324653983116149,BlockedShot,2020,15141
228,Ousmane Dembélé,3226,OpenPlay,RightFoot,100.31999816894532,50.560000610351565,0.0559570007026195,BlockedShot,2020,15149
229,Ousmane Dembélé,3226,OpenPlay,LeftFoot,103.2,26.960000610351564,0.0512049011886119,MissedShots,2020,15149
230,Ousmane Dembélé,3226,OpenPlay,LeftFoot,96.71999816894531,19.76000061035156,0.0268373992294073,SavedShot,2020,15149
231,Ousmane Dembélé,3226,FromCorner,RightFoot,98.88000183105468,56.4,0.03836540132761,MissedShots,2021,17287
232,Ousmane Dembélé,3226,OpenPlay,LeftFoot,98.03999633789063,23.519999694824214,0.0420970991253852,MissedShots,2021,17287
233,Ousmane Dembélé,3226,OpenPlay,RightFoot,103.91999816894531,22.56000061035156,0.0366127006709575,MissedShots,2021,17287
234,Ousmane Dembélé,3226,OpenPlay,RightFoot,105.0,18.96000061035156,0.0315409004688262,MissedShots,2021,17287
235,Ousmane Dembélé,3226,OpenPlay,LeftFoot,96.83999633789062,21.6,0.0228113997727632,MissedShots,2021,17302
236,Ousmane Dembélé,3226,OpenPlay,LeftFoot,97.43999633789063,25.76000061035156,0.0357424989342689,MissedShots,2021,17302
237,Ousmane Dembélé,3226,OpenPlay,LeftFoot,90.11999816894532,36.320001220703126,0.0298619996756315,MissedShots,2021,17302
238,Ousmane Dembélé,3226,OpenPlay,LeftFoot,116.03999633789061,26.400000000000002,0.0729056000709533,MissedShots,2021,17307
239,Ousmane Dembélé,3226,OpenPlay,LeftFoot,90.11999816894532,22.400000000000002,0.0142981996759772,SavedShot,2021,17174
240,Ousmane Dembélé,3226,OpenPlay,RightFoot,113.03999633789064,22.080000305175776,0.0333597995340824,BlockedShot,2021,17174
241,Ousmane Dembélé,3226,OpenPlay,LeftFoot,98.88000183105468,24.31999969482422,0.0297750998288393,MissedShots,2021,17174
242,Ousmane Dembélé,3226,OpenPlay,LeftFoot,95.03999633789063,25.67999877929687,0.0252914000302553,BlockedShot,2021,17174
243,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.03999633789061,24.8,0.033908799290657,ShotOnPost,2021,17174
244,Ousmane Dembélé,3226,OpenPlay,LeftFoot,96.71999816894531,19.280000305175776,0.0218723993748426,MissedShots,2021,17327
245,Ousmane Dembélé,3226,OpenPlay,RightFoot,86.03999633789061,32.23999938964843,0.0168184991925954,MissedShots,2021,17327
246,Ousmane Dembélé,3226,OpenPlay,LeftFoot,90.83999633789062,27.679998779296874,0.0190555993467569,MissedShots,2021,17327
247,Ousmane Dembélé,3226,OpenPlay,RightFoot,95.5199981689453,25.920001220703128,0.0270080994814634,BlockedShot,2021,17327
248,Ousmane Dembélé,3226,OpenPlay,LeftFoot,114.71999816894531,55.199999999999996,0.0663508996367454,Goal,2021,17387
249,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.6,57.92000122070313,0.0513989999890327,MissedShots,2021,17387
250,Ousmane Dembélé,3226,OpenPlay,LeftFoot,93.83999633789062,34.23999938964844,0.0336016006767749,MissedShots,2021,17405
251,Ousmane Dembélé,3226,OpenPlay,LeftFoot,110.16000366210938,54.0,0.2088229954242706,SavedShot,2021,17405
252,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.63999633789062,22.880000305175777,0.0378905981779098,MissedShots,2021,17407
253,Ousmane Dembélé,3226,OpenPlay,LeftFoot,106.68000183105468,25.920001220703128,0.1317940056324005,MissedShots,2021,17407
254,Ousmane Dembélé,3226,OpenPlay,RightFoot,111.1199981689453,25.03999938964844,0.0912657976150512,BlockedShot,2021,17407
255,Ousmane Dembélé,3226,OpenPlay,RightFoot,106.08000183105469,26.47999877929687,0.0912685990333557,SavedShot,2021,17407
256,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.0,23.599999999999998,0.0410768017172813,SavedShot,2021,17422
257,Ousmane Dembélé,3226,OpenPlay,LeftFoot,111.96000366210936,23.919999694824217,0.0594899989664554,BlockedShot,2021,17422
258,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.83999633789064,40.960000610351564,0.584069013595581,MissedShots,2021,17422
259,Ousmane Dembélé,3226,OpenPlay,LeftFoot,97.08000183105469,29.92000122070312,0.0395157001912593,BlockedShot,2021,17428
260,Ousmane Dembélé,3226,OpenPlay,RightFoot,110.63999633789064,30.16000061035156,0.0806647986173629,MissedShots,2021,17428
261,Ousmane Dembélé,3226,OpenPlay,LeftFoot,96.60000000000001,25.03999938964844,0.0270866006612777,MissedShots,2021,17449
262,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.6,26.320001220703126,0.0556408017873764,BlockedShot,2021,17449
263,Ousmane Dembélé,3226,OpenPlay,RightFoot,101.8800018310547,32.47999877929687,0.1008879989385604,SavedShot,2021,17449
264,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.39999999999999,24.639999389648438,0.0357744991779327,MissedShots,2021,17449
265,Ousmane Dembélé,3226,OpenPlay,LeftFoot,98.28000183105469,34.16000061035156,0.0660998970270156,MissedShots,2021,17449
266,Ousmane Dembélé,3226,SetPiece,RightFoot,105.11999816894532,22.0,0.0280735995620489,MissedShots,2021,17449
267,Ousmane Dembélé,3226,OpenPlay,RightFoot,84.11999816894532,44.720001220703125,0.0161156002432107,SavedShot,2021,17449
268,Ousmane Dembélé,3226,OpenPlay,LeftFoot,95.76000366210938,29.92000122070312,0.0346864014863967,MissedShots,2021,17464
269,Ousmane Dembélé,3226,OpenPlay,LeftFoot,113.16000366210936,28.32000122070312,0.3449679911136627,ShotOnPost,2021,17464
270,Ousmane Dembélé,3226,OpenPlay,RightFoot,104.16000366210938,24.56000061035156,0.0571014992892742,BlockedShot,2021,17464
271,Ousmane Dembélé,3226,OpenPlay,LeftFoot,87.36000366210938,22.480000305175775,0.0111191002652049,MissedShots,2021,17338
272,Ousmane Dembélé,3226,DirectFreekick,RightFoot,96.83999633789062,38.96000061035156,0.1469669938087463,MissedShots,2021,17338
273,Ousmane Dembélé,3226,FromCorner,RightFoot,95.16000366210938,57.52000122070313,0.0217978991568088,BlockedShot,2021,17338
274,Ousmane Dembélé,3226,OpenPlay,LeftFoot,97.8,43.120001220703124,0.0551418997347354,MissedShots,2021,17338
275,Ousmane Dembélé,3226,SetPiece,RightFoot,105.0,49.36000061035156,0.0613606013357639,BlockedShot,2021,17338
276,Ousmane Dembélé,3226,OpenPlay,RightFoot,105.48000183105468,21.680000305175774,0.0382708013057708,MissedShots,2021,17478
277,Ousmane Dembélé,3226,OpenPlay,LeftFoot,100.31999816894532,19.519999694824214,0.0204431992024183,MissedShots,2021,17507
278,Ousmane Dembélé,3226,OpenPlay,LeftFoot,111.96000366210936,59.92000122070312,0.0313372984528541,SavedShot,2022,18965
279,Ousmane Dembélé,3226,OpenPlay,RightFoot,97.8,30.87999877929687,0.044931199401617,BlockedShot,2022,18965
280,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.0,25.839999389648433,0.0566429011523723,SavedShot,2022,18965
281,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.51999816894532,51.039999389648436,0.0564926005899906,BlockedShot,2022,18965
282,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.28000183105469,26.720001220703125,0.0645539015531539,BlockedShot,2022,18979
283,Ousmane Dembélé,3226,FromCorner,LeftFoot,101.51999816894532,32.32000122070312,0.0453777015209198,MissedShots,2022,18979
284,Ousmane Dembélé,3226,OpenPlay,LeftFoot,98.5199981689453,42.23999938964844,0.0583861991763114,BlockedShot,2022,18979
285,Ousmane Dembélé,3226,OpenPlay,LeftFoot,110.88000183105468,54.720001220703125,0.0659976974129676,Goal,2022,18979
286,Ousmane Dembélé,3226,OpenPlay,RightFoot,96.71999816894531,38.23999938964844,0.0543451011180877,BlockedShot,2022,18988
287,Ousmane Dembélé,3226,OpenPlay,LeftFoot,107.16000366210938,51.120001220703124,0.0778516978025436,ShotOnPost,2022,18988
288,Ousmane Dembélé,3226,OpenPlay,LeftFoot,97.91999816894531,33.76000061035156,0.0767617002129554,SavedShot,2022,18988
289,Ousmane Dembélé,3226,OpenPlay,RightFoot,103.91999816894531,28.16000061035156,0.0909107029438018,MissedShots,2022,18988
290,Ousmane Dembélé,3226,OpenPlay,LeftFoot,109.43999633789065,58.8,0.0431106984615325,MissedShots,2022,18995
291,Ousmane Dembélé,3226,OpenPlay,LeftFoot,107.76000366210938,43.83999938964844,0.4772439897060394,MissedShots,2022,18995
292,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.83999633789062,36.07999877929687,0.1223749965429306,MissedShots,2022,18995
293,Ousmane Dembélé,3226,OpenPlay,LeftFoot,102.71999816894532,54.959997558593756,0.0561705008149147,BlockedShot,2022,19010
294,Ousmane Dembélé,3226,OpenPlay,RightFoot,101.16000366210938,35.92000122070313,0.0847473964095115,Goal,2022,19010
295,Ousmane Dembélé,3226,OpenPlay,RightFoot,84.36000366210936,39.67999877929687,0.0177034996449947,BlockedShot,2022,19013
296,Ousmane Dembélé,3226,FromCorner,LeftFoot,108.48000183105468,24.56000061035156,0.0431412011384964,MissedShots,2022,19013
297,Ousmane Dembélé,3226,OpenPlay,RightFoot,103.31999816894532,19.919999694824217,0.0285388994961977,MissedShots,2022,19027
298,Ousmane Dembélé,3226,OpenPlay,LeftFoot,99.96000366210937,26.320001220703126,0.0483210012316703,SavedShot,2022,19033
299,Ousmane Dembélé,3226,OpenPlay,Head,115.56000366210935,33.199999999999996,0.0483422987163066,MissedShots,2022,19046
300,Ousmane Dembélé,3226,OpenPlay,Head,110.88000183105468,37.439999389648435,0.3921689987182617,Goal,2022,19065
301,Ousmane Dembélé,3226,OpenPlay,LeftFoot,96.23999633789063,25.920001220703128,0.0260466001927852,SavedShot,2022,19065
302,Ousmane Dembélé,3226,OpenPlay,RightFoot,90.6,55.759997558593746,0.0228674001991748,SavedShot,2022,19065
303,Ousmane Dembélé,3226,OpenPlay,Head,109.43999633789065,36.320001220703126,0.3030970096588135,SavedShot,2022,19091
304,Ousmane Dembélé,3226,OpenPlay,LeftFoot,103.6800018310547,34.47999877929687,0.0633111968636512,Goal,2022,19091
305,Ousmane Dembélé,3226,OpenPlay,LeftFoot,109.9199981689453,31.200000000000003,0.1493580043315887,BlockedShot,2022,19091
306,Ousmane Dembélé,3226,OpenPlay,LeftFoot,92.88000183105468,34.23999938964844,0.0289069004356861,BlockedShot,2022,19097
307,Ousmane Dembélé,3226,OpenPlay,RightFoot,101.63999633789062,24.23999938964844,0.0568246990442276,MissedShots,2022,19097
308,Ousmane Dembélé,3226,OpenPlay,LeftFoot,97.56000366210937,23.2,0.0267990995198488,MissedShots,2022,19103
309,Ousmane Dembélé,3226,OpenPlay,RightFoot,104.88000183105468,24.4,0.0421096011996269,MissedShots,2022,19103
310,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.0,31.360000610351562,0.389096587896347,Goal,2022,19113
311,Ousmane Dembélé,3226,OpenPlay,RightFoot,105.36000366210938,28.879998779296873,0.0671047493815422,BlockedShot,2022,19113
312,Ousmane Dembélé,3226,OpenPlay,RightFoot,95.16000366210938,28.56000061035156,0.0567401424050331,MissedShots,2022,19113
313,Ousmane Dembélé,3226,OpenPlay,RightFoot,93.36000366210938,51.039999389648436,0.0248487051576375,SavedShot,2022,19134
314,Ousmane Dembélé,3226,OpenPlay,RightFoot,95.03999633789063,52.240002441406254,0.0279576871544122,BlockedShot,2022,19134
315,Ousmane Dembélé,3226,OpenPlay,RightFoot,105.36000366210938,57.44000244140625,0.060467779636383,MissedShots,2022,19134
316,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.36000366210938,60.47999877929687,0.0377289988100528,SavedShot,2022,19147
