,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes
358,Juan Pablo Carrizo,ar  ARG,GK,Inter,31,1984,2,2,161,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
359,Daniele Padelli,it  ITA,GK,Torino,29,1985,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
360,Simone Padoin,it  ITA,"MF,DF",Juventus,31,1984,12,6,580,6.4,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16
361,Luca Paganini,it  ITA,"MF,FW",Frosinone,22,1993,27,21,1837,20.4,2,2,2,0,0,6,0,0.10,0.10,0.20,0.10,0.20
362,Rodrigo Palacio,ar  ARG,"FW,MF",Inter,33,1982,27,15,1405,15.6,2,4,2,0,0,5,0,0.13,0.26,0.38,0.13,0.38
363,Gabriel Paletta,it  ITA,DF,Atalanta,29,1986,24,24,2012,22.4,1,0,1,0,0,5,2,0.04,0.00,0.04,0.04,0.04
364,Emerson Palmieri,it  ITA,DF,Roma,20,1994,8,1,188,2.1,1,0,1,0,0,1,0,0.48,0.00,0.48,0.48,0.48
365,Angelo Palombo,it  ITA,MF,Sampdoria,33,1981,7,3,384,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
366,Alberto Paloschi,it  ITA,FW,Chievo,25,1990,21,19,1668,18.5,8,2,7,1,3,1,0,0.43,0.11,0.54,0.38,0.49
367,Goran Pandev,mk  MKD,FW,Genoa,32,1983,15,9,827,9.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
368,Giuseppe Panico,it  ITA,FW,Genoa,18,1997,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
369,Leandro Paredes,ar  ARG,MF,Empoli,21,1994,33,29,2481,27.6,2,1,2,0,0,11,0,0.07,0.04,0.11,0.07,0.11
370,Marco Parolo,it  ITA,MF,Lazio,30,1985,31,30,2561,28.5,3,0,3,0,0,9,0,0.11,0.00,0.11,0.11,0.11
371,Lorenzo Pasciuti,it  ITA,MF,Carpi,25,1989,21,19,1550,17.2,2,3,2,0,0,5,1,0.12,0.17,0.29,0.12,0.29
372,Manuel Pasqual,it  ITA,"MF,DF",Fiorentina,33,1982,17,12,1031,11.5,0,2,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17
373,Giovanni Pasquale,it  ITA,MF,Udinese,33,1982,6,2,235,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
374,Patric,es  ESP,DF,Lazio,22,1993,9,6,583,6.5,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
375,Daniel Pavlović,ba  BIH,DF,Frosinone,27,1988,22,22,1930,21.4,0,5,0,0,0,6,0,0.00,0.23,0.23,0.00,0.23
376,Leonardo Pavoletti,it  ITA,FW,Genoa,26,1988,25,22,1914,21.3,14,3,14,0,0,3,1,0.66,0.14,0.80,0.66,0.80
377,Giampaolo Pazzini,it  ITA,FW,Hellas Verona,30,1984,30,20,1915,21.3,6,1,3,3,4,5,0,0.28,0.05,0.33,0.14,0.19
378,Gianluca Pegolo,it  ITA,GK,Sassuolo,34,1981,2,1,150,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
379,Alberto Pelagotti,it  ITA,GK,Empoli,25,1989,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
380,Lorenzo Pellegrini,it  ITA,MF,Sassuolo,19,1996,19,13,1150,12.8,3,0,3,0,0,5,1,0.23,0.00,0.23,0.23,0.23
381,Sergio Pellissier,it  ITA,FW,Chievo,36,1979,19,10,952,10.6,5,0,3,2,2,2,0,0.47,0.00,0.47,0.28,0.28
382,Federico Peluso,it  ITA,DF,Sassuolo,31,1984,34,34,3037,33.7,1,1,1,0,0,11,0,0.03,0.03,0.06,0.03,0.06
383,Simone Pepe,it  ITA,"MF,FW",Chievo,31,1983,22,6,798,8.9,3,3,3,0,0,3,1,0.34,0.34,0.68,0.34,0.68
384,Pedro Pereira,pt  POR,FW,Sampdoria,31,1984,9,7,642,7.1,0,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14
385,Bruno Peres,br  BRA,MF,Torino,25,1990,31,30,2592,28.8,3,4,3,0,0,9,0,0.10,0.14,0.24,0.10,0.24
386,Roberto Pereyra,ar  ARG,"MF,FW",Juventus,24,1991,13,9,802,8.9,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11
387,Stipe Perica,hr  CRO,FW,Udinese,20,1995,11,5,466,5.2,2,0,2,0,0,1,0,0.39,0.00,0.39,0.39,0.39
388,Mattia Perin,it  ITA,GK,Genoa,22,1992,25,25,2250,25.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
389,Ivan Perišić,hr  CRO,"MF,FW",Inter,26,1989,34,26,2408,26.8,7,6,7,0,0,5,0,0.26,0.22,0.49,0.26,0.49
390,Giuseppe Pezzella,it  ITA,"DF,MF",Palermo,17,1997,9,7,594,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
391,Mauricio Pinilla,cl  CHI,FW,Atalanta,31,1984,20,16,1340,14.9,5,2,5,0,1,9,1,0.34,0.13,0.47,0.34,0.47
392,Giampiero Pinzi,it  ITA,MF,Chievo,34,1981,18,9,994,11.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
393,Iván Piris,py  PAR,DF,Udinese,26,1989,27,20,1869,20.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
394,Eros Pisano,it  ITA,DF,Hellas Verona,28,1987,34,33,2904,32.3,5,0,5,0,0,7,0,0.15,0.00,0.15,0.15,0.15
395,Alessandro Piu,it  ITA,FW,Empoli,19,1996,10,2,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
396,Miralem Pjanić,ba  BIH,MF,Roma,25,1990,33,30,2649,29.4,10,12,9,1,1,11,1,0.34,0.41,0.75,0.31,0.71
397,Paul Pogba,fr  FRA,MF,Juventus,22,1993,35,33,3019,33.5,8,12,7,1,2,10,0,0.24,0.36,0.60,0.21,0.57
398,Andrea Poli,it  ITA,MF,Milan,25,1989,18,4,581,6.5,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15
399,Fabrizio Poli,it  ITA,"DF,MF",Carpi,26,1989,10,10,848,9.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
400,Matteo Politano,it  ITA,FW,Sassuolo,21,1993,28,11,1045,11.6,5,2,5,0,0,3,0,0.43,0.17,0.60,0.43,0.60
401,Ronaldo Pompeu,br  BRA,MF,Empoli,25,1990,3,1,107,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
402,Andrés Ponce,ve  VEN,FW,Sampdoria,18,1996,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
403,Filippo Porcari,it  ITA,MF,Carpi,31,1984,4,2,184,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
404,Josip Posavec,hr  CRO,GK,Palermo,19,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
405,Sanjin Prcić,ba  BIH,MF,Torino,21,1993,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
406,Vasyl Pryima,ua  UKR,DF,Frosinone,24,1991,5,3,295,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
407,Manuel Pucciarelli,it  ITA,FW,Empoli,24,1991,38,33,3033,33.7,6,3,6,0,0,1,0,0.18,0.09,0.27,0.18,0.27
408,Maurizio Pugliesi,it  ITA,GK,Empoli,38,1976,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
409,Erick Pulgar,cl  CHI,MF,Bologna,21,1994,13,6,689,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
410,Robin Quaison,se  SWE,"FW,MF",Palermo,21,1993,30,14,1511,16.8,1,2,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18
411,Ivan Radovanović,rs  SRB,MF,Chievo,26,1988,26,25,2076,23.1,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00
412,Ștefan Radu,ro  ROU,DF,Lazio,28,1986,13,13,1089,12.1,0,1,0,0,0,3,1,0.00,0.08,0.08,0.00,0.08
413,Boris Radunović,rs  SRB,GK,Atalanta,19,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
414,Rafael,br  BRA,GK,Hellas Verona,33,1982,12,12,1010,11.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
415,Cristian Raimondi,it  ITA,"DF,MF",Atalanta,34,1981,18,6,757,8.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
416,Pepe Reina,es  ESP,GK,Napoli,32,1982,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
417,Nicola Rigoni,it  ITA,MF,Chievo,24,1990,28,22,1986,22.1,3,1,3,0,0,7,0,0.14,0.05,0.18,0.14,0.18
418,Tomás Rincón,ve  VEN,MF,Genoa,27,1988,33,33,2927,32.5,3,6,3,0,0,9,0,0.09,0.18,0.28,0.09,0.28
419,Andrea Rispoli,it  ITA,MF,Palermo,26,1988,22,16,1423,15.8,0,4,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25
420,Luca Rizzo,it  ITA,"FW,MF",Bologna,23,1992,23,17,1447,16.1,0,2,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12
421,Michele Rocca,it  ITA,MF,Sampdoria,19,1996,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
422,Alejandro Rodríguez,es  ESP,FW,Sampdoria,24,1991,6,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
423,Gonzalo Rodríguez,ar  ARG,DF,Fiorentina,31,1984,35,35,3140,34.9,4,0,4,0,0,7,0,0.11,0.00,0.11,0.11,0.11
424,Alessio Romagnoli,it  ITA,DF,Milan,20,1995,34,33,2944,32.7,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00
425,Simone Romagnoli,it  ITA,DF,Carpi,25,1990,30,30,2637,29.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
426,Rômulo,it  ITA,"DF,MF",Hellas Verona,28,1987,9,0,266,3.0,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34
427,Facundo Roncaglia,ar  ARG,DF,Fiorentina,28,1987,30,26,2435,27.1,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04
428,Marten de Roon,nl  NED,MF,Atalanta,24,1991,36,35,3089,34.3,1,2,1,0,0,10,1,0.03,0.06,0.09,0.03,0.09
429,Aleandro Rosi,it  ITA,DF,Frosinone,28,1987,27,24,2175,24.2,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
430,Luca Rossettini,it  ITA,DF,Bologna,30,1985,29,28,2540,28.2,3,1,3,0,0,5,0,0.11,0.04,0.14,0.11,0.14
431,Giuseppe Rossi,it  ITA,"FW,MF",Fiorentina,28,1987,11,4,373,4.1,0,2,0,0,0,1,0,0.00,0.48,0.48,0.00,0.48
432,Antonio Rüdiger,de  GER,DF,Roma,22,1993,30,29,2635,29.3,2,0,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07
433,Daniele Rugani,it  ITA,DF,Juventus,21,1994,17,11,1167,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
434,Mário Rui,pt  POR,DF,Empoli,24,1991,36,36,3240,36.0,0,2,0,0,0,7,1,0.00,0.06,0.06,0.00,0.06
435,Adriano Russo,it  ITA,DF,Frosinone,28,1987,10,9,883,9.8,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10
436,Stefano Sabelli,it  ITA,"MF,DF",Carpi,22,1993,7,6,558,6.2,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16
437,Umar Sadiq,ng  NGA,"MF,FW",Roma,18,1997,6,2,189,2.1,2,0,2,0,0,0,0,0.95,0.00,0.95,0.95,0.95
438,Mohamed Salah,eg  EGY,"FW,MF",Roma,23,1992,34,32,2723,30.3,14,6,14,0,0,2,1,0.46,0.20,0.66,0.46,0.66
439,Paolo Sammarco,it  ITA,MF,Frosinone,32,1983,28,25,2322,25.8,4,1,4,0,0,7,0,0.16,0.04,0.19,0.16,0.19
440,Alex Sandro,br  BRA,"MF,DF",Juventus,24,1991,22,15,1501,16.7,2,3,2,0,0,6,1,0.12,0.18,0.30,0.12,0.30
441,Nicola Sansone,it  ITA,FW,Sassuolo,23,1991,37,28,2542,28.2,7,4,7,0,0,8,0,0.25,0.14,0.39,0.25,0.39
442,Davide Santon,it  ITA,DF,Inter,24,1991,12,11,974,10.8,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09
443,Samir Santos,br  BRA,DF,Hellas Verona,20,1994,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33
444,Riccardo Saponara,it  ITA,"MF,FW",Empoli,23,1991,33,32,2629,29.2,5,11,5,0,1,6,1,0.17,0.38,0.55,0.17,0.55
445,Gennaro Sardo,it  ITA,DF,Chievo,36,1979,6,3,331,3.7,1,0,1,0,0,3,0,0.27,0.00,0.27,0.27,0.27
446,Andrea Seculin,it  ITA,GK,Chievo,25,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
447,Stephan El Shaarawy,it  ITA,"FW,MF",Roma,22,1992,16,15,1191,13.2,8,2,8,0,0,0,0,0.60,0.15,0.76,0.60,0.76
448,Franco Signorelli,ve  VEN,MF,Empoli,24,1991,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
449,Luca Siligardi,it  ITA,"MF,FW",Hellas Verona,27,1988,28,17,1407,15.6,2,0,2,0,0,1,0,0.13,0.00,0.13,0.13,0.13
450,Gastón Silva,uy  URU,"MF,DF",Torino,21,1994,12,10,895,9.9,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10
451,Matías Silvestre,ar  ARG,DF,Sampdoria,30,1984,25,21,1975,21.9,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
452,Maicon Sisenando,br  BRA,DF,Roma,34,1981,15,12,1007,11.2,1,2,1,0,0,2,1,0.09,0.18,0.27,0.09,0.27
453,Łukasz Skorupski,pl  POL,GK,Empoli,24,1991,31,31,2790,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
454,Milan Škriniar,sk  SVK,DF,Sampdoria,20,1995,3,2,105,1.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
455,Danilo Soddimo,it  ITA,"MF,FW",Frosinone,27,1987,28,20,1793,19.9,1,2,1,0,0,10,1,0.05,0.10,0.15,0.05,0.15
456,Roberto Soriano,it  ITA,MF,Sampdoria,24,1991,37,33,2816,31.3,8,4,8,0,0,7,0,0.26,0.13,0.38,0.26,0.38
457,Stefano Sorrentino,it  ITA,GK,Palermo,36,1979,35,35,3096,34.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
458,Samuel Souprayen,fr  FRA,DF,Hellas Verona,26,1989,20,18,1584,17.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
459,Marco Sportiello,it  ITA,GK,Atalanta,23,1992,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
460,Guglielmo Stendardo,it  ITA,DF,Atalanta,34,1981,15,12,1112,12.4,1,0,1,0,0,4,1,0.08,0.00,0.08,0.08,0.08
461,Ivan Strinić,hr  CRO,DF,Napoli,28,1987,5,3,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
462,Kevin Strootman,nl  NED,MF,Roma,25,1990,5,2,190,2.1,0,1,0,0,0,1,0,0.00,0.47,0.47,0.00,0.47
463,Aljaž Struna,si  SVN,DF,Palermo,24,1990,22,22,1836,20.4,1,0,1,0,0,11,1,0.05,0.00,0.05,0.05,0.05
464,Stefano Sturaro,it  ITA,MF,Juventus,22,1993,19,11,1026,11.4,1,0,1,0,0,6,0,0.09,0.00,0.09,0.09,0.09
465,Emanuele Suagher,it  ITA,DF,Carpi,22,1992,9,8,721,8.0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00
466,Mario Suárez,es  ESP,MF,Fiorentina,28,1987,9,5,456,5.1,1,0,1,0,0,3,0,0.20,0.00,0.20,0.20,0.20
467,Wojciech Szczęsny,pl  POL,GK,Roma,25,1990,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
468,Aaron Tabacchi,it  ITA,FW,Bologna,17,1998,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
469,Panagiotis Tachtsidis,gr  GRE,MF,Genoa,24,1991,24,7,837,9.3,2,2,2,0,0,3,0,0.22,0.22,0.43,0.22,0.43
470,Saphir Taïder,dz  ALG,MF,Bologna,23,1992,29,25,2104,23.4,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04
471,Ciprian Tătărușanu,ro  ROU,GK,Fiorentina,29,1986,37,37,3310,36.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
472,Alex Telles,br  BRA,DF,Inter,22,1992,21,18,1573,17.5,0,1,0,0,0,6,1,0.00,0.06,0.06,0.00,0.06
473,Cristian Tello,es  ESP,MF,Fiorentina,23,1991,15,13,1072,11.9,2,4,2,0,0,1,0,0.17,0.34,0.50,0.17,0.50
474,Emanuele Terranova,it  ITA,DF,Sassuolo,28,1987,6,3,334,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
475,Cyril Théréau,fr  FRA,FW,Udinese,32,1983,36,34,2894,32.2,11,3,11,0,0,2,1,0.34,0.09,0.44,0.34,0.44
476,Rafael Tolói,it  ITA,DF,Atalanta,24,1990,24,21,1896,21.1,1,0,1,0,0,7,1,0.05,0.00,0.05,0.05,0.05
477,Nenad Tomović,rs  SRB,DF,Fiorentina,27,1987,24,19,1673,18.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
478,Lorenzo Tonelli,it  ITA,DF,Empoli,25,1990,26,26,2288,25.4,2,0,2,0,0,9,1,0.08,0.00,0.08,0.08,0.08
479,Aleksandar Tonev,bg  BUL,"MF,FW",Frosinone,25,1990,22,11,1086,12.1,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08
480,Luca Toni,it  ITA,FW,Hellas Verona,38,1977,23,20,1775,19.7,6,0,3,3,3,3,0,0.30,0.00,0.30,0.15,0.15
481,Vasilis Torosidis,gr  GRE,DF,Roma,30,1985,11,6,579,6.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
482,Francesco Totti,it  ITA,"MF,FW",Roma,38,1976,13,2,394,4.4,5,3,4,1,1,3,0,1.14,0.69,1.83,0.91,1.60
483,Aleksandar Trajkovski,mk  MKD,"FW,MF",Palermo,22,1992,32,16,1654,18.4,3,1,3,0,0,2,0,0.16,0.05,0.22,0.16,0.22
484,Marcello Trotta,it  ITA,FW,Sassuolo,22,1992,8,1,200,2.2,1,0,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45
485,Marco Tumminello,it  ITA,FW,Roma,16,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
486,Salih Uçan,tr  TUR,MF,Roma,21,1994,3,0,43,0.5,0,1,0,0,0,0,0,0.00,2.09,2.09,0.00,2.09
487,William Vainqueur,fr  FRA,MF,Roma,26,1988,16,4,605,6.7,0,2,0,0,0,3,0,0.00,0.30,0.30,0.00,0.30
488,Mirko Valdifiori,it  ITA,MF,Napoli,29,1986,6,6,453,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
489,Borja Valero,es  ESP,MF,Fiorentina,30,1985,37,35,3093,34.4,4,6,4,0,0,5,0,0.12,0.17,0.29,0.12,0.29
490,Franco Vázquez,ar  ARG,"FW,MF",Palermo,26,1989,36,36,3179,35.3,8,7,7,1,1,11,0,0.23,0.20,0.42,0.20,0.40
491,Matías Vecino,uy  URU,MF,Fiorentina,23,1991,30,27,2396,26.6,2,1,2,0,0,8,0,0.08,0.04,0.11,0.08,0.11
492,Daniele Verde,it  ITA,FW,Frosinone,19,1996,6,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
493,Simone Verdi,it  ITA,"FW,MF",Carpi,23,1992,8,3,273,3.0,3,0,1,2,2,1,0,0.99,0.00,0.99,0.33,0.33
494,Joan Verdú,es  ESP,MF,Fiorentina,32,1983,5,1,185,2.1,1,0,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49
495,Roberto Vitiello,it  ITA,DF,Palermo,32,1983,10,8,704,7.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
496,Giuseppe Vives,it  ITA,MF,Torino,35,1980,33,28,2549,28.3,1,1,1,0,0,10,1,0.04,0.04,0.07,0.04,0.07
497,Federico Viviani,it  ITA,MF,Hellas Verona,23,1992,19,17,1592,17.7,3,6,3,0,0,5,1,0.17,0.34,0.51,0.17,0.51
498,Emiliano Viviano,it  ITA,GK,Sampdoria,29,1985,37,37,3330,37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
499,Stefan de Vrij,nl  NED,DF,Lazio,23,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
500,Šime Vrsaljko,hr  CRO,DF,Sassuolo,23,1992,35,35,3060,34.0,0,4,0,0,0,9,1,0.00,0.12,0.12,0.00,0.12
501,Molla Wagué,ml  MLI,DF,Udinese,24,1991,21,20,1691,18.8,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00
502,Silvan Widmer,ch  SUI,MF,Udinese,22,1993,27,21,1908,21.2,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09
503,Kamil Wilczek,pl  POL,FW,Carpi,27,1988,3,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
504,Mattia Zaccagni,it  ITA,"FW,MF",Hellas Verona,20,1995,3,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
505,Cristian Zaccardo,it  ITA,DF,Carpi,33,1981,27,26,2404,26.7,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04
506,Marco Zambelli,it  ITA,DF,Empoli,29,1985,19,13,1250,13.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
507,Cristián Zapata,co  COL,DF,Milan,28,1986,16,14,1335,14.8,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07
508,Duván Zapata,co  COL,FW,Udinese,24,1991,25,15,1518,16.9,8,2,8,0,0,6,0,0.47,0.12,0.59,0.47,0.59
509,Davide Zappacosta,it  ITA,MF,Torino,23,1992,25,13,1266,14.1,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14
510,Massimo Zappino,br  BRA,GK,Frosinone,34,1981,4,3,331,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
511,Mauro Zárate,ar  ARG,"MF,FW",Fiorentina,28,1987,15,6,704,7.8,3,1,3,0,0,2,1,0.38,0.13,0.51,0.38,0.51
512,Simone Zaza,it  ITA,FW,Juventus,24,1991,19,5,673,7.5,5,0,5,0,0,6,1,0.67,0.00,0.67,0.67,0.67
513,Piotr Zieliński,pl  POL,MF,Empoli,21,1994,35,35,3026,33.6,5,4,5,0,0,6,1,0.15,0.12,0.27,0.15,0.27
514,Franco Zuculini,ar  ARG,MF,Bologna,24,1990,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
515,Juan Zúñiga,co  COL,"MF,FW",Bologna,29,1985,9,3,453,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20
516,Filip Đorđević,rs  SRB,FW,Lazio,27,1987,27,16,1292,14.4,3,2,3,0,0,1,1,0.21,0.14,0.35,0.21,0.35
517,Uroš Đurđević,me  MNE,FW,Palermo,21,1994,14,5,477,5.3,2,1,2,0,0,2,0,0.38,0.19,0.57,0.38,0.57
