,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Antonio Sanabria,19.0,py  PAR,FW,24-248,70,23,0,3,11,9,2,20,0,0,,0,0,17,71,29,2,0,0,5,1,28,17,60.7,4
1,Loren Morón,16.0,es  ESP,FW,26-313,20,12,0,0,7,5,2,10,0,0,,0,0,7,19,1,0,0,0,1,2,17,10,58.8,0
2,Cristian Tello,11.0,es  ESP,LW,29-088,62,25,0,4,14,9,1,25,1,2,50.0,2,0,20,117,72,3,1,0,1,0,25,20,80.0,1
3,Víctor Ruiz,6.0,es  ESP,CB,31-287,28,10,1,10,0,0,0,10,0,0,,0,0,4,16,6,0,0,0,0,0,8,7,87.5,0
4,Joaquín,17.0,es  ESP,RW,39-109,62,35,1,7,17,12,0,31,0,0,,0,0,25,121,64,6,1,0,1,0,26,23,88.5,0
5,Aitor Ruibal,24.0,es  ESP,RW,24-230,28,10,0,3,6,2,1,10,1,3,33.3,2,0,11,53,34,1,0,0,1,0,10,8,80.0,2
6,Sergio Canales,10.0,es  ESP,"AM,LW,CM",29-265,85,47,1,6,25,23,3,44,1,1,100.0,1,0,40,388,236,8,5,0,2,0,48,38,79.2,4
7,Rodrigo,28.0,es  ESP,LW,20-175,5,9,0,1,4,4,1,5,1,1,100.0,1,0,4,11,7,1,0,0,0,1,1,1,100.0,0
8,Guido Rodríguez,21.0,ar  ARG,"CM,LW",26-209,90,46,4,18,24,5,0,46,2,2,100.0,2,0,33,127,63,2,0,0,2,2,33,33,100.0,0
9,William Carvalho,14.0,pt  POR,CM,28-214,90,53,3,16,35,4,1,53,0,0,,0,0,36,188,97,2,0,0,0,0,39,37,94.9,0
10,Álex Moreno,15.0,es  ESP,LB,27-152,90,59,5,17,33,15,5,49,1,3,33.3,1,0,34,197,127,8,3,2,1,1,35,31,88.6,5
11,Marc Bartra,5.0,es  ESP,CB,29-297,90,65,18,50,20,1,1,64,0,0,,0,0,41,263,150,1,0,0,0,0,51,51,100.0,0
12,Aïssa Mandi,23.0,dz  ALG,"CB,AM",29-016,59,44,5,30,14,1,0,42,0,0,,0,0,34,98,25,0,0,0,0,0,33,33,100.0,0
13,Emerson,22.0,br  BRA,RB,21-298,90,62,4,20,34,11,2,59,1,2,50.0,2,0,47,188,67,4,1,1,0,1,43,43,100.0,2
14,Claudio Bravo,25.0,cl  CHI,GK,37-208,90,43,40,43,0,0,0,31,0,0,,0,0,21,78,57,0,0,0,0,0,18,18,100.0,0
15,15 Players,,,,,959,543,82,228,244,101,19,499,8,14,57.1,11,0,374,1935,1035,38,11,3,14,8,415,370,89.2,18
