,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antonio Sanabria,19.0,py  PAR,FW,24-248,70,10,14,71.4,140,20,6,8,75.0,3,4,75.0,1,1,100.0,0,0.0,0,0,1,0,1
1,Loren Morón,16.0,es  ESP,FW,26-313,20,5,5,100.0,62,7,4,4,100.0,1,1,100.0,0,0,,0,0.0,0,0,0,0,0
2,Cristian Tello,11.0,es  ESP,LW,29-088,62,17,20,85.0,305,124,8,10,80.0,8,8,100.0,1,2,50.0,0,0.0,1,1,2,1,3
3,Víctor Ruiz,6.0,es  ESP,CB,31-287,28,7,8,87.5,175,56,1,2,50.0,4,4,100.0,2,2,100.0,0,0.0,0,0,0,0,0
4,Joaquín,17.0,es  ESP,RW,39-109,62,27,31,87.1,431,62,16,17,94.1,10,10,100.0,1,4,25.0,0,0.0,0,2,0,0,1
5,Aitor Ruibal,24.0,es  ESP,RW,24-230,28,3,7,42.9,47,25,1,1,100.0,2,4,50.0,0,1,0.0,0,0.0,0,1,0,0,0
6,Sergio Canales,10.0,es  ESP,"AM,LW,CM",29-265,85,32,43,74.4,570,145,15,18,83.3,10,12,83.3,6,11,54.5,0,0.2,3,2,1,0,4
7,Rodrigo,28.0,es  ESP,LW,20-175,5,5,6,83.3,106,70,1,1,100.0,3,3,100.0,1,2,50.0,0,0.1,2,0,0,0,0
8,Guido Rodríguez,21.0,ar  ARG,"CM,LW",26-209,90,29,34,85.3,587,100,11,14,78.6,15,15,100.0,3,5,60.0,0,0.0,0,2,0,0,1
9,William Carvalho,14.0,pt  POR,CM,28-214,90,45,48,93.8,855,202,16,18,88.9,21,21,100.0,6,6,100.0,0,0.0,0,3,0,0,3
10,Álex Moreno,15.0,es  ESP,LB,27-152,90,38,46,82.6,691,214,16,19,84.2,20,24,83.3,2,2,100.0,1,0.5,2,0,1,1,1
11,Marc Bartra,5.0,es  ESP,CB,29-297,90,51,56,91.1,1169,327,7,8,87.5,36,38,94.7,8,10,80.0,0,0.0,0,2,0,0,1
12,Aïssa Mandi,23.0,dz  ALG,"CB,AM",29-016,59,41,41,100.0,915,310,10,10,100.0,22,22,100.0,9,9,100.0,0,0.0,0,2,0,0,1
13,Emerson,22.0,br  BRA,RB,21-298,90,33,50,66.0,515,190,17,22,77.3,15,18,83.3,1,8,12.5,0,0.0,0,0,2,0,2
14,Claudio Bravo,25.0,cl  CHI,GK,37-208,90,27,38,71.1,851,498,6,6,100.0,10,10,100.0,11,22,50.0,0,0.0,1,1,0,0,0
15,15 Players,,,,,959,370,447,82.8,7419,2350,135,158,85.4,180,194,92.8,52,85,61.2,1,0.9,9,16,7,2,18
