,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Ansu Fati,22.0,es  ESP,FW,18-007,45,15,15,0,0,0,6,0,0,0,0,0,0,13,1,1,1,13,1,0,0,15,0,0,0,0
1,Lionel Messi,10.0,ar  ARG,FW,33-136,45,51,45,6,0,1,14,0,0,5,1,1,1,42,1,8,46,4,0,0,1,42,0,0,0,1
2,Antoine Griezmann,7.0,fr  FRA,FW,29-231,77,33,32,1,0,1,6,0,1,0,0,0,0,28,1,4,27,4,2,0,0,30,0,0,0,0
3,Martin Braithwaite,9.0,dk  DEN,FW,29-155,13,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
4,Pedri,16.0,es  ESP,LM,17-348,90,58,57,1,0,1,11,3,1,0,0,0,0,49,3,6,11,46,0,1,0,49,0,2,1,2
5,Ousmane Dembélé,11.0,fr  FRA,RM,23-176,65,33,30,3,0,0,4,4,3,3,1,1,0,26,2,5,12,21,0,0,0,21,0,3,0,2
6,Francisco Trincão,17.0,pt  POR,RM,20-314,25,21,20,1,0,0,1,1,2,1,0,0,0,19,1,1,18,3,0,0,0,17,0,0,0,1
7,Frenkie de Jong,21.0,nl  NED,DM,23-179,90,76,75,1,1,0,12,1,1,0,0,0,0,59,7,10,3,71,2,0,0,66,0,1,3,0
8,Sergio Busquets,5.0,es  ESP,DM,32-114,85,79,74,5,5,1,7,2,0,0,0,0,0,64,4,11,16,60,1,0,0,71,2,0,1,0
9,Miralem Pjanić,8.0,ba  BIH,DM,30-219,5,8,7,1,0,0,0,0,0,0,0,0,0,7,1,0,0,7,0,1,0,8,0,0,0,0
10,Jordi Alba,18.0,es  ESP,LB,31-231,90,63,60,3,0,0,4,0,4,0,0,0,0,53,8,2,50,9,1,3,0,52,0,1,0,2
11,Clément Lenglet,15.0,fr  FRA,CB,25-143,90,53,52,1,1,0,6,0,0,0,0,0,0,50,1,2,46,6,0,0,0,52,0,1,0,0
12,Gerard Piqué,3.0,es  ESP,CB,33-279,90,60,59,1,1,0,9,0,0,0,0,0,0,50,5,5,2,50,2,0,2,56,0,0,0,0
13,Sergi Roberto,20.0,es  ESP,RB,28-274,90,63,59,4,1,1,2,0,1,0,0,0,0,58,4,1,6,54,0,3,0,57,1,0,0,3
14,Marc-André ter Stegen,1.0,de  GER,GK,28-191,90,38,32,6,0,0,2,0,0,0,0,0,0,27,1,10,8,25,0,0,5,36,0,0,0,0
15,15 Players,,,,,990,653,619,34,9,5,84,11,13,9,2,2,1,546,41,66,247,374,9,8,8,573,3,8,5,12
