,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Antonio Sanabria,19.0,py  PAR,FW,24-248,70,14,11,3,0,0,3,0,0,0,0,0,0,9,4,1,2,12,0,0,0,10,0,0,0,0
1,Loren Morón,16.0,es  ESP,FW,26-313,20,5,3,2,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,0,0,5,0,0,0,0
2,Cristian Tello,11.0,es  ESP,LW,29-088,62,20,20,0,0,0,2,0,1,0,0,0,0,15,3,2,5,15,0,0,0,17,0,0,0,2
3,Víctor Ruiz,6.0,es  ESP,CB,31-287,28,8,8,0,0,0,2,0,0,0,0,0,0,7,1,0,6,2,0,0,0,7,0,0,0,0
4,Joaquín,17.0,es  ESP,RW,39-109,62,31,27,4,1,0,1,2,1,2,0,2,0,23,4,4,1,29,0,1,0,27,0,1,1,0
5,Aitor Ruibal,24.0,es  ESP,RW,24-230,28,7,7,0,0,0,4,0,1,0,0,0,0,5,2,0,0,7,0,0,0,3,0,0,0,1
6,Sergio Canales,10.0,es  ESP,"AM,LW,CM",29-265,85,43,40,3,0,1,4,1,1,2,0,2,0,31,5,7,41,2,0,0,0,32,0,1,1,2
7,Rodrigo,28.0,es  ESP,LW,20-175,5,6,2,4,2,0,0,0,0,1,1,0,0,1,2,3,4,1,0,1,0,5,0,0,0,0
8,Guido Rodríguez,21.0,ar  ARG,"CM,LW",26-209,90,34,34,0,0,0,4,1,0,0,0,0,0,27,2,5,1,33,0,0,0,29,0,0,0,1
9,William Carvalho,14.0,pt  POR,CM,28-214,90,48,48,0,0,0,8,2,0,0,0,0,0,35,10,3,11,36,0,0,0,45,0,0,1,2
10,Álex Moreno,15.0,es  ESP,LB,27-152,90,46,35,11,1,0,4,0,3,0,0,0,0,26,16,4,30,3,2,10,0,38,0,0,1,1
11,Marc Bartra,5.0,es  ESP,CB,29-297,90,56,55,1,1,0,5,1,0,0,0,0,0,45,4,7,4,52,0,0,0,51,0,1,0,0
12,Aïssa Mandi,23.0,dz  ALG,"CB,AM",29-016,59,41,39,2,2,0,3,2,0,0,0,0,0,37,3,1,2,38,1,0,0,41,0,0,0,0
13,Emerson,22.0,br  BRA,RB,21-298,90,50,46,4,1,0,6,0,0,0,0,0,0,31,12,7,3,43,1,3,0,33,1,0,1,2
14,Claudio Bravo,25.0,cl  CHI,GK,37-208,90,38,26,12,3,0,4,0,0,0,0,0,0,18,1,19,3,29,0,0,5,27,0,1,0,0
15,15 Players,,,,,959,447,401,46,11,1,50,9,7,5,1,4,0,314,70,63,113,306,5,15,5,370,1,4,5,11
