,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Gonçalo Guedes,7.0,pt  POR,"FW,LM",24-154,90,0,0,0,0,1,1,0,0,49,18,0,1,2,0.4,0.4,0.3,6,2,25,36,69.4,2,37,10,1,2
1,Maxi Gómez,22.0,uy  URU,FW,24-261,90,0,0,0,0,0,0,0,0,14,6,0,0,0,0.0,0.0,0.0,2,0,6,9,66.7,1,7,0,0,0
2,Uroš Račić,19.0,rs  SRB,CM,23-046,78,0,0,0,0,2,1,1,0,20,17,0,0,1,0.1,0.1,0.0,0,0,9,13,69.2,0,15,0,0,0
3,Christian Oliva,10.0,uy  URU,DM,24-335,12,0,1,0,0,1,0,0,0,11,5,0,0,0,0.0,0.0,0.0,1,1,7,9,77.8,1,8,0,0,0
4,Carlos Soler,8.0,es  ESP,"CM,RM",24-120,90,1,1,0,0,1,1,0,0,49,19,1,2,2,0.0,0.0,0.7,2,1,33,42,78.6,4,31,4,0,0
5,Daniel Wass,18.0,dk  DEN,DM,31-336,90,0,0,0,0,0,0,0,0,51,20,2,0,1,0.0,0.0,0.0,0,0,41,46,89.1,5,32,3,0,0
6,José Luis Gayà,14.0,es  ESP,"WB,LB",25-342,90,0,0,0,0,1,0,0,0,30,6,1,1,1,0.1,0.1,0.1,1,0,17,25,68.0,1,18,3,0,0
7,Thierry Correia,2.0,pt  POR,"WB,RB",22-054,90,0,0,0,0,1,0,0,0,51,18,5,3,1,0.2,0.2,0.0,1,0,24,37,64.9,0,27,2,0,1
8,Toni Lato,3.0,es  ESP,CB,23-162,63,0,0,0,0,0,0,1,0,37,2,1,2,1,0.0,0.0,0.0,0,0,24,31,77.4,2,22,0,0,0
9,Mouctar Diakhaby,12.0,fr  FRA,CB,24-134,27,0,0,0,0,0,0,0,0,13,2,1,1,0,0.0,0.0,0.0,0,0,10,10,100.0,4,9,0,0,0
10,Hugo Guillamón,15.0,es  ESP,CB,21-091,78,0,0,0,0,0,0,0,0,51,7,2,0,2,0.0,0.0,0.0,0,0,41,43,95.3,2,31,3,0,0
11,Kévin Gameiro,9.0,fr  FRA,FW,33-358,12,0,0,0,0,1,0,0,0,8,2,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,6,0,0,0
12,Gabriel Paulista,5.0,br  BRA,CB,30-157,90,1,0,0,0,1,1,0,0,53,4,0,4,2,0.3,0.3,0.0,0,0,37,42,88.1,2,35,0,0,0
13,Jasper Cillessen,13.0,nl  NED,GK,32-010,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,21,31,67.7,0,18,0,0,0
14,14 Players,,,,,990,2,2,0,0,9,4,2,0,472,126,13,14,13,1.2,1.2,1.1,13,4,301,381,79.0,24,296,25,1,3
