,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Gonçalo Guedes,7.0,pt  POR,"FW,LM",24-154,90,36,31,5,1,0,4,2,2,0,0,0,0,24,6,6,1,33,1,0,1,25,2,0,4,1
1,Maxi Gómez,22.0,uy  URU,FW,24-261,90,9,9,0,0,0,3,0,0,0,0,0,0,5,2,2,0,4,2,0,2,6,0,1,0,0
2,Uroš Račić,19.0,rs  SRB,CM,23-046,78,13,13,0,0,0,1,0,0,0,0,0,0,11,0,2,5,8,0,0,0,9,0,0,1,1
3,Christian Oliva,10.0,uy  URU,DM,24-335,12,9,9,0,0,0,1,1,0,0,0,0,0,7,2,0,2,7,0,0,0,7,0,0,0,1
4,Carlos Soler,8.0,es  ESP,"CM,RM",24-120,90,42,38,4,2,0,5,1,0,2,1,0,0,29,5,8,2,37,2,0,0,33,0,0,0,1
5,Daniel Wass,18.0,dk  DEN,DM,31-336,90,46,46,0,0,0,4,0,0,0,0,0,0,37,2,7,8,36,2,0,0,41,0,1,0,2
6,José Luis Gayà,14.0,es  ESP,"WB,LB",25-342,90,25,22,3,0,0,4,0,0,0,0,0,0,14,5,6,16,5,1,3,0,17,0,1,1,2
7,Thierry Correia,2.0,pt  POR,"WB,RB",22-054,90,37,32,5,1,0,5,0,2,0,0,0,0,26,5,6,2,29,2,4,0,24,0,0,5,2
8,Toni Lato,3.0,es  ESP,CB,23-162,63,31,31,0,0,0,0,0,0,0,0,0,0,25,2,4,28,2,1,0,0,24,1,0,2,0
9,Mouctar Diakhaby,12.0,fr  FRA,CB,24-134,27,10,10,0,0,0,1,1,0,0,0,0,0,8,0,2,1,8,0,0,0,10,0,0,0,0
10,Hugo Guillamón,15.0,es  ESP,CB,21-091,78,43,40,3,3,0,2,0,0,0,0,0,0,38,2,3,5,37,1,0,0,41,0,1,0,0
11,Kévin Gameiro,9.0,fr  FRA,FW,33-358,12,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0,1,6,0,0,0,6,0,0,0,0
12,Gabriel Paulista,5.0,br  BRA,CB,30-157,90,42,39,3,3,0,2,1,0,0,0,0,0,35,3,4,1,41,0,0,0,37,0,1,0,1
13,Jasper Cillessen,13.0,nl  NED,GK,32-010,90,31,18,13,5,0,1,2,0,0,0,0,0,13,0,18,2,28,0,0,1,21,0,1,0,0
14,14 Players,,,,,990,381,345,36,15,0,34,8,4,2,1,0,0,279,34,68,74,281,12,7,4,301,3,6,13,11
