,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Gonçalo Guedes,7.0,pt  POR,"FW,LM",24-154,90,25,36,69.4,391,67,15,19,78.9,6,10,60.0,3,5,60.0,0,0.3,2,1,1,1,2
1,Maxi Gómez,22.0,uy  URU,FW,24-261,90,6,9,66.7,100,11,4,5,80.0,2,4,50.0,0,0,,0,0.0,0,0,0,0,1
2,Uroš Račić,19.0,rs  SRB,CM,23-046,78,9,13,69.2,164,26,4,5,80.0,3,5,60.0,2,2,100.0,0,0.0,0,0,0,0,0
3,Christian Oliva,10.0,uy  URU,DM,24-335,12,7,9,77.8,177,26,2,2,100.0,3,3,100.0,2,3,66.7,1,0.0,1,1,0,0,1
4,Carlos Soler,8.0,es  ESP,"CM,RM",24-120,90,33,42,78.6,545,192,13,14,92.9,17,19,89.5,1,6,16.7,1,0.7,2,2,2,0,4
5,Daniel Wass,18.0,dk  DEN,DM,31-336,90,41,46,89.1,722,228,14,16,87.5,19,20,95.0,4,6,66.7,0,0.0,0,4,1,0,5
6,José Luis Gayà,14.0,es  ESP,"WB,LB",25-342,90,17,25,68.0,259,30,7,8,87.5,6,9,66.7,2,4,50.0,0,0.1,1,0,0,0,1
7,Thierry Correia,2.0,pt  POR,"WB,RB",22-054,90,24,37,64.9,423,75,12,19,63.2,8,10,80.0,4,7,57.1,0,0.0,1,0,0,0,0
8,Toni Lato,3.0,es  ESP,CB,23-162,63,24,31,77.4,439,107,12,12,100.0,9,12,75.0,3,6,50.0,0,0.0,0,1,0,0,2
9,Mouctar Diakhaby,12.0,fr  FRA,CB,24-134,27,10,10,100.0,256,148,2,2,100.0,6,6,100.0,2,2,100.0,0,0.0,0,2,0,0,4
10,Hugo Guillamón,15.0,es  ESP,CB,21-091,78,41,43,95.3,996,337,7,7,100.0,23,25,92.0,11,11,100.0,0,0.0,0,2,0,0,2
11,Kévin Gameiro,9.0,fr  FRA,FW,33-358,12,6,7,85.7,79,3,3,3,100.0,3,4,75.0,0,0,,0,0.0,0,1,0,0,0
12,Gabriel Paulista,5.0,br  BRA,CB,30-157,90,37,42,88.1,786,216,11,11,100.0,20,20,100.0,6,10,60.0,0,0.0,0,2,0,0,2
13,Jasper Cillessen,13.0,nl  NED,GK,32-010,90,21,31,67.7,770,471,2,2,100.0,9,9,100.0,10,20,50.0,0,0.0,0,0,0,0,0
14,14 Players,,,,,990,301,381,79.0,6107,1937,108,125,86.4,134,156,85.9,50,82,61.0,2,1.1,7,16,4,1,24
