,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,FW,30-042,90,46,50,92.0,647,74,30,33,90.9,12,12,100.0,2,3,66.7,0,0.0,0,1,2,0,2
1,Lionel Messi,10.0,ar  ARG,FW,33-312,90,67,86,77.9,1000,340,48,57,84.2,8,11,72.7,10,15,66.7,0,0.4,1,12,4,0,10
2,Pedri,16.0,es  ESP,CM,18-158,74,48,54,88.9,798,78,26,30,86.7,17,17,100.0,5,5,100.0,0,0.0,0,0,1,0,1
3,Ilaix,27.0,es  ESP,CM,18-103,16,15,18,83.3,251,36,7,8,87.5,6,7,85.7,2,2,100.0,0,0.0,0,2,0,0,1
4,Frenkie de Jong,21.0,nl  NED,CM,23-355,90,57,62,91.9,763,141,35,38,92.1,16,18,88.9,2,2,100.0,0,0.3,1,2,2,0,7
5,Sergio Busquets,5.0,es  ESP,DM,32-290,90,88,93,94.6,1486,447,43,44,97.7,36,37,97.3,7,9,77.8,0,0.0,0,15,1,0,11
6,Jordi Alba,18.0,es  ESP,WB,32-042,90,91,110,82.7,1257,405,65,68,95.6,17,23,73.9,5,12,41.7,0,0.2,2,2,5,2,8
7,Sergiño Dest,2.0,us  USA,WB,20-180,74,36,37,97.3,502,58,22,23,95.7,9,9,100.0,2,2,100.0,0,0.0,0,1,0,0,0
8,Sergi Roberto,20.0,es  ESP,WB,29-084,16,21,22,95.5,335,98,9,9,100.0,8,8,100.0,2,2,100.0,0,0.0,0,0,1,0,1
9,Clément Lenglet,15.0,fr  FRA,CB,25-319,90,109,116,94.0,2041,541,49,50,98.0,46,49,93.9,13,16,81.3,0,0.0,1,21,2,0,7
10,Gerard Piqué,3.0,es  ESP,CB,34-089,90,64,68,94.1,1358,348,15,16,93.8,40,43,93.0,8,8,100.0,0,0.0,0,1,0,0,2
11,Ronald Araújo,4.0,uy  URU,CB,22-056,90,63,65,96.9,1077,233,35,35,100.0,20,21,95.2,8,9,88.9,0,0.0,0,5,0,0,1
12,Marc-André ter Stegen,1.0,de  GER,GK,29-002,90,20,26,76.9,540,305,3,3,100.0,12,12,100.0,5,11,45.5,0,0.0,0,0,0,0,0
13,13 Players,,,,,990,725,807,89.8,12055,3104,387,414,93.5,247,267,92.5,71,96,74.0,0,1.0,5,62,18,2,51
