,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Roger Martí,9.0,es  ESP,FW,29-345,67,21,20,1,0,1,5,1,1,0,0,0,0,14,1,6,3,16,1,0,1,14,0,0,0,2
1,José Luis Morales,11.0,es  ESP,FW,33-143,23,12,9,3,0,0,0,0,1,2,0,1,1,8,0,4,1,10,1,0,0,4,0,0,0,1
2,Dani Gómez,21.0,es  ESP,FW,22-136,90,24,24,0,0,0,4,0,1,0,0,0,0,18,2,4,1,22,1,0,0,17,0,0,1,1
3,Gonzalo Melero,22.0,es  ESP,LM,26-346,81,32,31,1,0,1,4,0,0,0,0,0,0,26,5,1,1,27,0,1,1,28,0,1,0,1
4,Sergio León,7.0,es  ESP,LM,31-342,9,5,5,0,0,0,4,0,0,0,0,0,0,4,1,0,0,5,0,0,0,3,0,0,0,1
5,Jorge de Frutos,18.0,es  ESP,RM,23-297,81,23,21,2,0,0,3,1,1,2,0,1,0,16,3,4,1,20,2,0,0,17,0,0,2,2
6,Son,2.0,es  ESP,RM,26-258,9,12,12,0,0,0,3,0,2,0,0,0,0,8,2,2,2,9,0,0,0,7,0,0,0,0
7,Mickael Malsa,12.0,mq  MTQ,DM,25-062,90,51,51,0,0,1,4,1,0,0,0,0,0,47,1,3,7,43,0,0,0,44,0,2,3,1
8,Nikola Vukčević,17.0,me  MNE,DM,29-000,67,21,20,1,1,0,1,1,0,0,0,0,0,21,0,0,16,5,0,0,0,20,0,0,0,0
9,Nemanja Radoja,5.0,rs  SRB,DM,27-311,23,9,9,0,0,0,2,0,0,0,0,0,0,8,1,0,3,6,0,0,0,9,0,0,0,0
10,Carlos Clerc,19.0,es  ESP,LB,28-296,90,35,29,6,1,0,6,1,1,0,0,0,0,21,4,10,27,2,1,5,0,29,0,3,0,1
11,Rúben Vezo,14.0,pt  POR,CB,26-232,90,38,37,1,1,0,5,3,0,0,0,0,0,32,1,5,7,30,1,0,0,31,0,2,0,1
12,Sergio Postigo,15.0,es  ESP,CB,32-039,90,45,44,1,1,0,3,1,0,0,0,0,0,37,0,8,5,40,0,0,0,38,0,2,1,0
13,Coke,23.0,es  ESP,RB,33-231,67,26,24,2,0,0,2,0,1,0,0,0,0,17,5,4,1,22,0,2,0,21,0,1,0,2
14,Jorge Miramón,20.0,es  ESP,RB,31-194,23,13,11,2,0,0,2,0,0,0,0,0,0,9,3,1,2,9,0,2,0,11,0,0,1,1
15,Aitor Fernández,13.0,es  ESP,GK,29-224,90,40,25,15,4,0,3,1,0,0,0,0,0,21,4,15,5,28,0,0,7,32,0,0,0,0
16,16 Players,,,,,990,407,372,35,8,3,51,10,8,4,0,2,1,307,33,67,82,294,7,10,9,325,0,11,8,14
