,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Lionel Messi,10.0,ar  ARG,"RW,FW",33-172,90,1,0,0,0,12,6,0,0,93,5,0,0,2,1.1,1.1,0.5,9,0,56,70,80.0,13,63,18,0,3
1,Martin Braithwaite,9.0,dk  DEN,"LW,FW",29-191,90,0,0,0,0,2,1,1,0,48,9,1,0,2,0.2,0.2,0.3,3,1,26,32,81.3,5,28,4,1,1
2,Antoine Griezmann,7.0,fr  FRA,"RW,AM",29-267,88,0,0,0,0,4,3,0,0,79,9,0,1,1,0.5,0.5,0.2,10,0,62,72,86.1,4,46,5,0,0
3,Samuel Umtiti,23.0,fr  FRA,CB,27-029,2,0,0,0,0,0,0,0,0,3,1,0,0,2,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
4,Philippe Coutinho,14.0,br  BRA,"AM,LW",28-184,69,0,0,0,0,3,1,0,0,68,2,0,0,0,0.2,0.2,0.0,4,0,55,62,88.7,6,46,17,0,1
5,Francisco Trincão,17.0,pt  POR,LW,20-350,21,0,0,0,0,0,0,0,0,13,5,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,0,10,3,0,1
6,Frenkie de Jong,21.0,nl  NED,CM,23-215,90,0,1,0,0,0,0,1,0,62,11,1,1,0,0.0,0.0,0.5,7,1,52,56,92.9,6,52,8,2,2
7,Sergio Busquets,5.0,es  ESP,CM,32-150,57,0,0,0,0,0,0,0,0,56,8,1,1,1,0.0,0.0,0.0,1,0,49,53,92.5,3,36,4,0,0
8,Pedri,16.0,es  ESP,CM,18-018,33,0,0,0,0,0,0,0,0,31,8,1,0,0,0.0,0.0,0.0,1,0,27,29,93.1,3,24,1,0,0
9,Jordi Alba,18.0,es  ESP,LB,31-267,90,0,0,0,0,2,2,0,0,117,6,3,1,3,0.1,0.1,0.1,3,0,92,106,86.8,9,74,7,0,0
10,Clément Lenglet,15.0,fr  FRA,CB,25-179,90,0,0,0,0,1,0,0,0,88,12,3,1,3,0.3,0.3,0.0,0,0,70,74,94.6,11,58,7,1,2
11,Ronald Araújo,4.0,uy  URU,CB,21-281,90,0,0,0,0,0,0,0,0,60,8,0,2,2,0.0,0.0,0.0,0,0,49,51,96.1,1,42,2,0,0
12,Sergiño Dest,2.0,us  USA,RB,20-040,90,0,0,0,0,0,0,0,0,78,8,1,1,0,0.0,0.0,0.1,1,0,60,70,85.7,5,61,14,2,2
13,Marc-André ter Stegen,1.0,de  GER,GK,28-227,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,29,29,100.0,0,13,0,0,0
14,14 Players,,,,,990,1,1,0,0,24,13,2,0,826,92,11,8,16,2.3,2.3,1.7,39,2,636,716,88.8,66,553,90,6,12
