,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Lionel Messi,10.0,ar  ARG,"RW,FW",33-172,90,70,58,12,5,1,11,2,3,7,4,0,0,50,7,13,64,6,0,0,0,56,1,1,3,2
1,Martin Braithwaite,9.0,dk  DEN,"LW,FW",29-191,90,32,31,1,0,2,8,2,1,0,0,0,0,23,7,2,3,24,1,0,2,26,0,1,2,0
2,Antoine Griezmann,7.0,fr  FRA,"RW,AM",29-267,88,72,65,7,1,1,6,2,5,4,0,0,1,50,9,13,56,9,4,2,0,62,0,0,1,2
3,Samuel Umtiti,23.0,fr  FRA,CB,27-029,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4,Philippe Coutinho,14.0,br  BRA,"AM,LW",28-184,69,62,59,3,1,1,7,2,2,1,1,0,0,49,4,9,8,51,2,1,0,55,1,1,0,0
5,Francisco Trincão,17.0,pt  POR,LW,20-350,21,11,11,0,0,0,3,0,1,0,0,0,0,9,1,1,8,3,0,0,0,8,0,0,2,0
6,Frenkie de Jong,21.0,nl  NED,CM,23-215,90,56,55,1,1,0,7,0,0,0,0,0,0,49,4,3,2,53,1,0,0,52,0,0,1,0
7,Sergio Busquets,5.0,es  ESP,CM,32-150,57,53,52,1,1,1,6,1,0,0,0,0,0,40,3,10,9,41,2,0,0,49,0,1,3,0
8,Pedri,16.0,es  ESP,CM,18-018,33,29,29,0,0,0,5,1,1,0,0,0,0,24,3,2,6,22,0,0,0,27,0,1,0,0
9,Jordi Alba,18.0,es  ESP,LB,31-267,90,106,97,9,1,1,5,1,5,0,0,0,0,86,12,8,81,14,3,8,0,92,1,0,3,3
10,Clément Lenglet,15.0,fr  FRA,CB,25-179,90,74,71,3,1,0,5,2,0,0,0,0,0,61,6,7,54,10,6,2,0,70,0,1,0,0
11,Ronald Araújo,4.0,uy  URU,CB,21-281,90,51,50,1,0,0,3,0,0,0,0,0,0,46,4,1,3,46,1,1,0,49,0,0,0,0
12,Sergiño Dest,2.0,us  USA,RB,20-040,90,70,65,5,0,0,7,0,4,0,0,0,0,57,10,3,8,55,2,5,0,60,1,0,3,3
13,Marc-André ter Stegen,1.0,de  GER,GK,28-227,90,29,22,7,1,0,0,0,0,0,0,0,0,20,1,8,7,15,0,0,6,29,0,0,0,0
14,14 Players,,,,,990,716,666,50,12,7,73,13,22,12,5,0,1,564,72,80,310,349,22,19,8,636,4,6,18,10
