,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Martin Braithwaite,9.0,dk  DEN,FW,29-207,90,9,8,1,0,0,5,0,0,0,0,0,0,4,4,1,0,7,0,0,0,8,0,0,0,0
1,Pedri,16.0,es  ESP,AM,18-034,88,31,30,1,0,1,6,1,1,1,1,0,0,24,4,3,5,26,0,0,0,28,0,0,1,1
2,Riqui Puig,12.0,es  ESP,AM,21-138,2,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
3,Antoine Griezmann,7.0,fr  FRA,AM,29-283,65,30,29,1,0,0,1,0,0,0,0,0,0,24,5,1,25,2,2,0,1,26,0,0,1,2
4,Francisco Trincão,17.0,pt  POR,AM,21-000,25,14,13,1,0,0,3,0,0,0,0,0,0,13,1,0,11,1,0,1,1,14,0,0,0,0
5,Frenkie de Jong,21.0,nl  NED,DM,23-231,90,90,85,5,3,0,16,3,0,0,0,0,0,70,12,8,2,81,1,2,1,85,1,0,1,0
6,Miralem Pjanić,8.0,ba  BIH,DM,30-271,65,72,67,5,3,0,8,0,0,2,2,0,0,55,9,8,10,60,1,0,1,64,1,0,1,1
7,Philippe Coutinho,14.0,br  BRA,DM,28-200,25,17,16,1,1,0,1,0,2,0,0,0,0,12,3,2,3,14,0,0,0,14,0,0,1,0
8,Junior Firpo,24.0,es  ESP,WB,24-129,90,75,69,6,0,0,8,0,2,0,0,0,0,60,12,3,56,9,3,6,0,61,2,0,4,4
9,Sergiño Dest,2.0,us  USA,WB,20-056,45,39,31,8,0,0,5,0,3,0,0,0,0,24,10,5,4,24,2,8,0,28,0,0,1,4
10,Ousmane Dembélé,11.0,fr  FRA,WB,23-228,45,29,26,3,1,0,5,1,3,2,0,2,0,21,2,6,14,14,1,0,0,22,0,0,1,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-195,81,78,73,5,3,0,3,5,0,0,0,0,0,60,7,11,65,8,2,2,0,68,1,1,2,2
12,Sergio Busquets,5.0,es  ESP,CB,32-166,9,8,8,0,0,0,2,1,0,0,0,0,0,6,0,2,2,5,1,0,0,6,0,0,0,0
13,Ronald Araújo,4.0,uy  URU,CB,21-297,90,108,108,0,0,0,20,1,0,0,0,0,0,83,13,12,13,78,5,0,1,94,0,3,0,2
14,Óscar Mingueza,28.0,es  ESP,CB,21-230,90,85,76,9,3,1,11,0,1,0,0,0,0,64,15,6,8,69,2,6,0,75,0,3,3,2
15,Marc-André ter Stegen,1.0,de  GER,GK,28-243,90,39,35,4,0,0,5,2,0,0,0,0,0,27,1,11,6,27,0,0,6,35,0,2,0,0
16,16 Players,,,,,990,727,677,50,14,2,100,14,12,5,3,2,0,550,98,79,224,428,20,25,11,631,5,9,16,19
