,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Kike,17.0,es  ESP,FW,31-034,72,15,24,62.5,196,10,12,15,80.0,3,3,100.0,0,1,0.0,0,0.0,0,1,0,0,0
1,Yoshinori Mutō,12.0,jp  JPN,FW,28-167,18,1,3,33.3,9,0,1,1,100.0,0,2,0.0,0,0,,0,0.0,0,0,0,0,0
2,Takashi Inui,14.0,jp  JPN,LW,32-210,90,13,22,59.1,179,35,8,12,66.7,5,7,71.4,0,2,0.0,0,0.0,2,0,0,0,0
3,Damian Kądzior,19.0,pl  POL,RW,28-196,80,14,26,53.8,261,104,7,8,87.5,4,7,57.1,3,9,33.3,0,0.0,0,0,0,0,0
4,Recio,18.0,es  ESP,RW,29-353,10,2,4,50.0,79,59,0,0,,0,2,0.0,2,2,100.0,0,0.0,0,2,0,0,2
5,Papakouli Diop,8.0,sn  SEN,AM,34-285,89,12,17,70.6,216,69,4,5,80.0,6,8,75.0,1,1,100.0,0,0.0,0,3,0,0,3
6,Sergio Cubero Ezcurra,31.0,es  ESP,AM,21-115,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0
7,Sergio Álvarez,6.0,es  ESP,DM,28-341,90,15,20,75.0,328,55,6,10,60.0,5,5,100.0,4,5,80.0,0,0.0,0,3,0,0,1
8,Edu Expósito,10.0,es  ESP,DM,24-150,90,12,26,46.2,237,98,7,10,70.0,3,9,33.3,2,4,50.0,0,0.0,1,3,0,0,2
9,Rafa Soares,11.0,pt  POR,LB,25-234,90,28,41,68.3,570,380,6,7,85.7,20,23,87.0,2,10,20.0,0,0.0,0,2,0,0,4
10,Pedro Bigas,3.0,es  ESP,CB,30-105,90,10,15,66.7,252,80,0,0,,8,8,100.0,2,7,28.6,0,0.0,0,1,0,0,2
11,Esteban Burgos,2.0,ar  ARG,CB,28-355,72,16,23,69.6,482,181,2,3,66.7,9,11,81.8,5,9,55.6,0,0.0,1,2,0,0,2
12,Paulo Oliveira,4.0,pt  POR,CB,28-356,18,2,3,66.7,41,27,1,1,100.0,0,0,,1,2,50.0,0,0.0,0,0,0,0,0
13,Alejandro Pozo Pozo,22.0,es  ESP,RB,21-311,90,24,34,70.6,453,173,12,12,100.0,9,14,64.3,3,7,42.9,0,0.0,0,3,0,0,3
14,Marko Dmitrović,1.0,rs  SRB,GK,28-340,90,9,25,36.0,566,470,0,0,,0,0,,9,25,36.0,0,0.0,0,0,0,0,0
15,15 Players,,,,,990,173,283,61.1,3869,1741,66,84,78.6,72,99,72.7,34,84,40.5,0,0.1,4,20,0,0,19
