,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Martin Braithwaite,9.0,dk  DEN,FW,29-207,90,8,9,88.9,127,17,4,4,100.0,2,2,100.0,2,2,100.0,0,0.4,1,0,0,0,0
1,Pedri,16.0,es  ESP,AM,18-034,88,28,31,90.3,641,263,11,12,91.7,9,10,90.0,8,8,100.0,0,0.6,3,5,2,0,8
2,Riqui Puig,12.0,es  ESP,AM,21-138,2,3,3,100.0,55,0,0,0,,3,3,100.0,0,0,,0,0.0,0,0,0,0,0
3,Antoine Griezmann,7.0,fr  FRA,AM,29-283,65,26,30,86.7,406,66,12,12,100.0,12,14,85.7,2,2,100.0,0,0.0,0,2,2,0,5
4,Francisco Trincão,17.0,pt  POR,AM,21-000,25,14,14,100.0,163,34,8,8,100.0,4,4,100.0,0,0,,0,0.0,0,0,1,0,2
5,Frenkie de Jong,21.0,nl  NED,DM,23-231,90,85,90,94.4,1688,442,29,31,93.5,43,44,97.7,11,13,84.6,0,0.0,0,8,3,0,9
6,Miralem Pjanić,8.0,ba  BIH,DM,30-271,65,64,72,88.9,1181,355,26,28,92.9,29,33,87.9,9,11,81.8,0,0.0,1,3,0,0,4
7,Philippe Coutinho,14.0,br  BRA,DM,28-200,25,14,17,82.4,293,100,3,5,60.0,10,11,90.9,1,1,100.0,0,0.2,2,4,2,1,1
8,Junior Firpo,24.0,es  ESP,WB,24-129,90,61,75,81.3,886,261,33,38,86.8,25,29,86.2,1,3,33.3,1,0.3,3,2,1,0,7
9,Sergiño Dest,2.0,us  USA,WB,20-056,45,28,39,71.8,477,83,8,10,80.0,18,25,72.0,2,2,100.0,0,0.0,0,1,0,0,1
10,Ousmane Dembélé,11.0,fr  FRA,WB,23-228,45,22,29,75.9,451,166,11,14,78.6,7,9,77.8,4,6,66.7,0,0.3,3,1,1,1,4
11,Clément Lenglet,15.0,fr  FRA,CB,25-195,81,68,78,87.2,1552,566,17,20,85.0,40,42,95.2,11,15,73.3,0,0.0,0,4,0,0,6
12,Sergio Busquets,5.0,es  ESP,CB,32-166,9,6,8,75.0,100,39,3,4,75.0,3,3,100.0,0,1,0.0,0,0.0,0,0,0,0,0
13,Ronald Araújo,4.0,uy  URU,CB,21-297,90,94,108,87.0,1914,408,23,27,85.2,59,63,93.7,12,16,75.0,0,0.0,0,2,0,0,4
14,Óscar Mingueza,28.0,es  ESP,CB,21-230,90,75,85,88.2,1278,472,31,35,88.6,39,42,92.9,4,7,57.1,0,0.0,0,4,1,0,4
15,Marc-André ter Stegen,1.0,de  GER,GK,28-243,90,35,39,89.7,950,566,4,4,100.0,19,19,100.0,12,16,75.0,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,631,727,86.8,12162,3838,223,252,88.5,322,353,91.2,79,103,76.7,1,1.7,13,36,13,2,55
