,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Kike,17.0,es  ESP,FW,31-034,72,41,0,1,15,27,4,39,0,0,,0,0,27,193,69,3,2,0,4,2,56,30,53.6,4
1,Yoshinori Mutō,12.0,jp  JPN,FW,28-167,18,8,0,0,1,7,0,8,0,0,,0,0,5,23,21,1,0,0,2,1,18,4,22.2,3
2,Takashi Inui,14.0,jp  JPN,LW,32-210,90,37,1,6,6,27,1,35,2,9,22.2,2,0,27,171,108,5,2,1,2,0,29,21,72.4,2
3,Damian Kądzior,19.0,pl  POL,RW,28-196,80,33,0,3,5,26,0,24,2,2,100.0,2,0,19,59,21,2,0,0,0,2,29,17,58.6,4
4,Recio,18.0,es  ESP,RW,29-353,10,4,0,0,4,0,0,4,0,0,,0,0,1,2,2,0,0,0,0,0,3,2,66.7,1
5,Papakouli Diop,8.0,sn  SEN,AM,34-285,89,24,0,4,10,10,4,24,0,0,,0,0,13,40,11,1,0,1,2,0,19,11,57.9,2
6,Sergio Cubero Ezcurra,31.0,es  ESP,AM,21-115,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
7,Sergio Álvarez,6.0,es  ESP,DM,28-341,90,27,2,4,18,7,2,27,0,0,,0,0,18,69,4,1,0,1,1,1,13,12,92.3,0
8,Edu Expósito,10.0,es  ESP,DM,24-150,90,32,3,7,10,15,1,32,1,1,100.0,1,0,21,94,34,2,0,1,0,2,19,16,84.2,2
9,Rafa Soares,11.0,pt  POR,LB,25-234,90,55,4,10,17,30,1,41,0,1,0.0,1,0,20,125,70,2,1,0,0,3,23,20,87.0,1
10,Pedro Bigas,3.0,es  ESP,CB,30-105,90,18,2,5,13,0,0,17,0,0,,0,0,5,28,13,1,0,0,0,0,5,4,80.0,0
11,Esteban Burgos,2.0,ar  ARG,CB,28-355,72,28,4,13,13,3,3,24,0,0,,0,0,9,65,35,0,0,0,0,0,15,14,93.3,0
12,Paulo Oliveira,4.0,pt  POR,CB,28-356,18,6,3,4,2,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
13,Alejandro Pozo Pozo,22.0,es  ESP,RB,21-311,90,46,6,18,28,5,0,38,0,0,,0,0,17,88,46,1,0,0,0,0,18,16,88.9,0
14,Marko Dmitrović,1.0,rs  SRB,GK,28-340,90,30,28,30,0,0,0,15,0,0,,0,0,5,21,10,0,0,0,0,0,6,6,100.0,0
15,15 Players,,,,,990,389,53,105,142,157,16,334,5,13,38.5,6,0,187,978,444,19,5,4,11,11,253,173,68.4,19
