,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Martin Braithwaite,9.0,dk  DEN,FW,29-207,90,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,100.0
1,Pedri,16.0,es  ESP,AM,18-034,88,0,0,0,0,3,0,1,0,1,0,0,0,5,0,0,
2,Riqui Puig,12.0,es  ESP,AM,21-138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,Antoine Griezmann,7.0,fr  FRA,AM,29-283,65,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,
4,Francisco Trincão,17.0,pt  POR,AM,21-000,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
5,Frenkie de Jong,21.0,nl  NED,DM,23-231,90,0,0,0,1,2,0,0,0,0,0,0,0,10,4,2,66.7
6,Miralem Pjanić,8.0,ba  BIH,DM,30-271,65,0,0,0,0,0,0,0,3,0,0,0,0,8,0,1,0.0
7,Philippe Coutinho,14.0,br  BRA,DM,28-200,25,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,
8,Junior Firpo,24.0,es  ESP,WB,24-129,90,0,0,0,4,2,1,2,2,1,0,0,0,6,1,1,50.0
9,Sergiño Dest,2.0,us  USA,WB,20-056,45,0,0,0,0,0,0,3,1,1,0,0,0,7,1,1,50.0
10,Ousmane Dembélé,11.0,fr  FRA,WB,23-228,45,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,
11,Clément Lenglet,15.0,fr  FRA,CB,25-195,81,0,0,0,0,1,0,0,1,1,0,0,0,13,3,1,75.0
12,Sergio Busquets,5.0,es  ESP,CB,32-166,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
13,Ronald Araújo,4.0,uy  URU,CB,21-297,90,0,0,0,3,1,1,0,0,1,1,0,0,27,14,2,87.5
14,Óscar Mingueza,28.0,es  ESP,CB,21-230,90,0,0,0,0,0,0,1,0,3,0,0,0,7,1,2,33.3
15,Marc-André ter Stegen,1.0,de  GER,GK,28-243,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
16,16 Players,,,,,990,0,0,0,8,15,6,12,7,8,1,0,0,100,27,10,73.0
