,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Martin Braithwaite,9.0,dk  DEN,FW,29-207,90,20,2,2,13,6,4,18,0,0,,0,0,8,22,6,1,0,0,4,0,37,15,40.5,4
1,Pedri,16.0,es  ESP,AM,18-034,88,39,1,6,15,22,2,38,1,2,50.0,1,0,29,182,75,4,3,0,1,1,41,31,75.6,4
2,Riqui Puig,12.0,es  ESP,AM,21-138,2,3,1,1,2,0,0,3,0,0,,0,0,2,1,0,0,0,0,0,0,3,3,100.0,0
3,Antoine Griezmann,7.0,fr  FRA,AM,29-283,65,41,0,4,23,19,2,40,1,2,50.0,1,0,23,156,107,5,4,1,3,2,46,35,76.1,6
4,Francisco Trincão,17.0,pt  POR,AM,21-000,25,19,0,2,7,11,2,18,2,3,66.7,2,0,14,59,5,0,0,0,2,1,25,16,64.0,4
5,Frenkie de Jong,21.0,nl  NED,DM,23-231,90,98,2,31,60,12,1,93,1,3,33.3,1,1,61,332,151,5,0,0,0,0,87,79,90.8,3
6,Miralem Pjanić,8.0,ba  BIH,DM,30-271,65,80,0,23,42,20,0,76,3,3,100.0,3,0,53,238,51,2,1,0,0,3,67,62,92.5,3
7,Philippe Coutinho,14.0,br  BRA,DM,28-200,25,21,0,0,10,13,3,20,1,1,100.0,1,0,14,67,25,2,1,0,1,1,20,19,95.0,4
8,Junior Firpo,24.0,es  ESP,WB,24-129,90,89,4,22,41,31,5,83,1,3,33.3,1,1,58,206,137,7,3,1,2,0,69,65,94.2,12
9,Sergiño Dest,2.0,us  USA,WB,20-056,45,52,2,27,14,14,6,44,1,2,50.0,1,0,30,116,65,4,0,1,0,2,32,27,84.4,6
10,Ousmane Dembélé,11.0,fr  FRA,WB,23-228,45,38,0,5,14,23,6,35,2,3,66.7,3,0,28,219,132,10,3,2,1,1,40,29,72.5,9
11,Clément Lenglet,15.0,fr  FRA,CB,25-195,81,85,9,50,35,3,1,81,0,1,0.0,0,0,62,268,187,4,0,0,0,1,64,63,98.4,0
12,Sergio Busquets,5.0,es  ESP,CB,32-166,9,9,0,3,8,0,0,9,0,0,,0,0,6,42,32,0,0,0,1,0,8,7,87.5,0
13,Ronald Araújo,4.0,uy  URU,CB,21-297,90,120,17,71,53,3,3,120,1,1,100.0,1,0,76,359,198,4,0,0,1,1,84,83,98.8,0
14,Óscar Mingueza,28.0,es  ESP,CB,21-230,90,95,7,46,36,14,2,87,0,0,,0,0,67,250,124,3,0,0,0,0,69,69,100.0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-243,90,41,37,41,1,0,0,37,0,0,,0,0,30,141,111,0,0,0,0,0,28,28,100.0,0
16,16 Players,,,,,990,850,82,334,374,191,37,802,14,24,58.3,15,2,561,2658,1406,51,15,5,16,13,720,631,87.6,55
