,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Sandro Ramírez,12.0,es  ESP,FW,26-051,60,26,0,1,16,10,2,23,1,2,50.0,1,0,15,72,27,1,0,0,1,0,29,21,72.4,4
1,Jaime Mata,7.0,es  ESP,FW,32-309,30,10,0,0,5,6,0,10,0,0,,0,0,7,23,16,1,1,0,1,0,16,9,56.3,5
2,Enes Ünal,10.0,tr  TUR,FW,24-111,75,25,1,2,15,10,0,25,0,4,0.0,1,1,16,48,26,1,1,0,4,1,33,17,51.5,4
3,José Juan Macías,9.0,mx  MEX,FW,21-341,15,8,0,0,5,3,2,8,0,0,,0,0,6,16,8,1,0,0,2,1,9,7,77.8,1
4,Jakub Jankto,16.0,cz  CZE,LM,25-222,90,37,0,4,22,14,0,33,0,2,0.0,0,0,24,103,42,3,0,0,0,1,29,24,82.8,2
5,Carles Aleñá,11.0,es  ESP,RM,23-236,60,29,0,3,20,8,2,28,1,2,50.0,1,0,20,81,39,1,1,0,0,3,31,24,77.4,1
6,David Timor,24.0,es  ESP,RM,31-316,30,10,0,0,7,3,0,9,0,1,0.0,0,0,6,25,18,2,0,0,0,0,5,5,100.0,0
7,Mauro Arambarri,18.0,uy  URU,DM,25-333,90,48,0,6,36,9,1,44,4,6,66.7,4,0,33,135,75,6,1,0,1,3,28,24,85.7,2
8,Nemanja Maksimović,20.0,rs  SRB,DM,26-215,90,40,2,11,24,7,3,39,0,0,,0,0,15,81,41,2,1,0,1,0,16,14,87.5,2
9,Mathías Olivera,17.0,uy  URU,LB,23-302,90,49,2,19,28,8,0,43,0,1,0.0,0,0,30,165,116,2,1,0,2,0,28,26,92.9,0
10,Stefan Mitrović,23.0,rs  SRB,CB,31-099,90,51,5,33,21,1,1,48,0,0,,0,0,15,109,48,0,0,0,1,0,28,28,100.0,0
11,Djené,2.0,tg  TOG,CB,29-241,83,43,7,27,16,1,0,41,1,1,100.0,1,0,24,72,16,0,0,0,0,0,23,23,100.0,0
12,Emmanuel Amankwaa Akurugu,28.0,gh  GHA,CB,19-282,7,4,0,1,1,2,1,3,0,0,,0,0,2,2,0,0,0,0,0,0,3,2,66.7,1
13,Iglesias,21.0,es  ESP,RB,23-057,45,21,2,7,14,1,0,18,0,0,,0,0,7,81,44,1,0,0,0,0,12,9,75.0,0
14,Damián Suárez,22.0,uy  URU,RB,33-124,45,27,1,9,14,6,0,22,0,0,,0,0,13,42,19,1,0,0,0,2,16,12,75.0,1
15,David Soria,13.0,es  ESP,GK,28-147,90,37,34,37,0,0,0,32,0,0,,0,0,24,104,68,0,0,0,0,0,26,26,100.0,0
16,16 Players,,,,,990,465,54,160,244,89,12,426,7,19,36.8,8,1,257,1159,603,22,6,0,13,11,332,271,81.6,23
