,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Memphis Depay,9.0,nl  NED,"FW,LW",27-197,90,58,1,5,31,27,5,51,2,6,33.3,3,0,41,130,73,5,0,2,11,1,64,45,70.3,11
1,Martin Braithwaite,12.0,dk  DEN,"LW,FW",30-085,73,19,0,0,11,9,4,19,1,2,50.0,1,0,16,54,28,3,0,1,1,1,27,15,55.6,5
2,Nicolás González,28.0,es  ESP,CM,19-238,17,21,0,4,10,9,1,19,0,0,,0,0,15,54,26,2,1,0,1,0,18,16,88.9,0
3,Antoine Griezmann,7.0,fr  FRA,RW,30-161,83,40,0,5,26,9,1,40,1,3,33.3,1,0,31,92,23,1,0,0,0,3,43,29,67.4,10
4,Óscar Mingueza,29.0,es  ESP,"RB,RW",22-108,7,6,0,3,3,2,0,6,0,0,,0,0,5,36,2,0,1,0,0,0,4,4,100.0,0
5,Frenkie de Jong,21.0,nl  NED,CM,24-109,90,86,1,14,63,17,1,84,2,3,66.7,2,0,72,531,276,14,3,0,2,0,75,69,92.0,2
6,Sergi Roberto,20.0,es  ESP,CM,29-203,73,56,1,9,43,10,2,54,2,2,100.0,2,0,46,208,103,3,1,0,2,2,53,46,86.8,1
7,Gavi Paez,30.0,es  ESP,FW,17-024,17,20,1,3,11,9,2,20,0,1,0.0,0,0,17,116,59,6,0,2,0,2,20,14,70.0,2
8,Sergio Busquets,5.0,es  ESP,DM,33-044,90,96,2,22,74,6,0,92,1,1,100.0,1,0,75,307,193,9,1,0,0,1,79,74,93.7,2
9,Jordi Alba,18.0,es  ESP,LB,32-161,90,85,4,18,42,27,3,76,1,2,50.0,1,0,60,206,73,4,0,1,0,0,65,60,92.3,5
10,Clément Lenglet,15.0,fr  FRA,CB,26-073,90,107,4,43,71,1,0,105,0,0,,0,0,87,452,264,7,0,0,0,0,87,87,100.0,0
11,Ronald Araújo,4.0,uy  URU,CB,22-175,90,97,11,51,58,0,0,95,0,0,,0,0,75,352,167,1,0,0,1,0,71,71,100.0,0
12,Emerson,22.0,br  BRA,RB,22-227,62,57,1,12,36,11,0,50,0,1,0.0,0,0,40,150,73,3,1,0,0,0,38,38,100.0,2
13,Sergiño Dest,2.0,us  USA,"RB,RW",20-299,28,23,1,6,11,7,2,19,0,1,0.0,0,0,16,87,42,2,0,1,0,0,18,16,88.9,0
14,Marc-André ter Stegen,1.0,de  GER,GK,29-121,90,50,42,49,1,0,0,41,0,0,,0,0,30,102,18,0,0,0,0,0,33,33,100.0,0
15,15 Players,,,,,990,821,69,244,491,144,21,771,10,22,45.5,11,0,626,2877,1420,60,8,7,18,10,695,617,88.8,40
