,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Memphis Depay,9.0,nl  NED,"FW,LW",27-197,90,1,0,0,0,3,1,1,0,58,18,0,0,0,0.7,0.7,0.0,1,1,26,36,72.2,2,41,5,2,6
1,Martin Braithwaite,12.0,dk  DEN,"LW,FW",30-085,73,0,0,0,0,1,0,0,0,19,15,0,0,1,0.0,0.0,0.0,0,0,9,14,64.3,2,16,3,1,2
2,Nicolás González,28.0,es  ESP,CM,19-238,17,0,0,0,0,1,0,0,0,21,3,1,0,1,0.0,0.0,0.0,0,0,14,17,82.4,1,15,2,0,0
3,Antoine Griezmann,7.0,fr  FRA,RW,30-161,83,0,0,0,0,0,0,0,0,40,28,3,4,1,0.0,0.0,0.0,2,0,25,30,83.3,1,31,1,1,3
4,Óscar Mingueza,29.0,es  ESP,"RB,RW",22-108,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,1,0,4,6,66.7,0,5,0,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,24-109,90,0,1,0,0,0,0,0,0,86,10,3,1,0,0.0,0.0,0.1,1,1,75,78,96.2,10,72,14,2,3
6,Sergi Roberto,20.0,es  ESP,CM,29-203,73,1,0,0,0,2,2,0,0,56,10,1,0,0,0.8,0.8,0.0,0,0,46,50,92.0,2,46,3,2,2
7,Gavi Paez,30.0,es  ESP,FW,17-024,17,0,0,0,0,0,0,0,0,20,9,1,0,1,0.0,0.0,0.0,1,0,11,14,78.6,0,17,6,0,1
8,Sergio Busquets,5.0,es  ESP,DM,33-044,90,0,0,0,0,0,0,0,0,96,21,4,1,0,0.0,0.0,0.0,1,1,78,89,87.6,5,75,9,1,1
9,Jordi Alba,18.0,es  ESP,LB,32-161,90,0,1,0,0,0,0,0,0,85,14,1,2,3,0.0,0.0,0.6,4,1,64,78,82.1,3,60,4,1,2
10,Clément Lenglet,15.0,fr  FRA,CB,26-073,90,0,0,0,0,0,0,1,0,107,15,2,2,1,0.0,0.0,0.3,1,0,91,101,90.1,7,87,7,0,0
11,Ronald Araújo,4.0,uy  URU,CB,22-175,90,0,0,0,0,0,0,1,0,97,13,2,3,2,0.0,0.0,0.0,0,0,81,87,93.1,2,75,1,0,0
12,Emerson,22.0,br  BRA,RB,22-227,62,0,0,0,0,0,0,0,0,57,20,4,2,1,0.0,0.0,0.0,0,0,41,48,85.4,4,40,3,0,1
13,Sergiño Dest,2.0,us  USA,"RB,RW",20-299,28,0,0,0,0,0,0,0,0,23,5,0,0,0,0.0,0.0,0.6,1,0,19,21,90.5,1,16,2,0,1
14,Marc-André ter Stegen,1.0,de  GER,GK,29-121,90,0,0,0,0,0,0,0,0,50,0,0,0,0,0.0,0.0,0.0,0,0,33,47,70.2,0,30,0,0,0
15,15 Players,,,,,990,2,2,0,0,7,3,3,0,821,181,22,15,11,1.5,1.5,1.5,13,4,617,716,86.2,40,626,60,10,22
