,Minute,Player,Squad,Outcome,Distance,Body Part,Notes,Player_SCA 1,Event_SCA 1,Player_SCA 2,Event_SCA 2
0,8.0,Carles Aleñá,Getafe,Off Target,32.0,Left Foot,,Iglesias,Pass (Live),Stefan Mitrović,Pass (Live)
1,19.0,Sandro Ramírez,Getafe,Goal,17.0,Right Foot,,Carles Aleñá,Pass (Live),Sandro Ramírez,Pass (Live)
2,,,,,,,,,,,
3,51.0,Jakub Jankto,Getafe,Saved off Target,24.0,Left Foot,,Enes Ünal,Pass (Live),Jakub Jankto,Interception
4,51.0,Stefan Mitrović,Getafe,Off Target,10.0,Head,,Jakub Jankto,Pass (Live),Nemanja Maksimović,Pass (Dead)
5,60.0,Nemanja Maksimović,Getafe,Saved,17.0,Right Foot,,Mathías Olivera,Pass (Live),Sandro Ramírez,Pass (Live)
6,69.0,Martin Braithwaite,Barcelona,Blocked,18.0,Right Foot,,Jordi Alba,Pass (Live),Antoine Griezmann,Pass (Live)
7,89.0,Nicolás González,Barcelona,Off Target,26.0,Right Foot,,Jordi Alba,Pass (Live),Gavi Paez,Pass (Live)
