,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Memphis Depay,9.0,nl  NED,"FW,LW",27-197,90,26,36,72.2,284,67,19,23,82.6,6,7,85.7,0,4,0.0,0,0.0,0,1,0,0,2
1,Martin Braithwaite,12.0,dk  DEN,"LW,FW",30-085,73,9,14,64.3,160,35,4,6,66.7,3,5,60.0,1,1,100.0,0,0.0,0,1,1,0,2
2,Nicolás González,28.0,es  ESP,CM,19-238,17,14,17,82.4,289,66,4,5,80.0,6,7,85.7,3,4,75.0,0,0.0,0,0,0,0,1
3,Antoine Griezmann,7.0,fr  FRA,RW,30-161,83,25,30,83.3,389,49,15,16,93.8,7,9,77.8,3,4,75.0,0,0.0,0,0,0,0,1
4,Óscar Mingueza,29.0,es  ESP,"RB,RW",22-108,7,4,6,66.7,101,27,1,2,50.0,2,2,100.0,1,1,100.0,0,0.0,0,1,0,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,24-109,90,75,78,96.2,1371,318,34,36,94.4,31,31,100.0,10,10,100.0,1,0.1,1,10,3,0,10
6,Sergi Roberto,20.0,es  ESP,CM,29-203,73,46,50,92.0,722,110,25,25,100.0,18,19,94.7,3,4,75.0,0,0.0,0,2,1,0,2
7,Gavi Paez,30.0,es  ESP,FW,17-024,17,11,14,78.6,138,20,8,10,80.0,3,4,75.0,0,0,,0,0.0,0,1,0,0,0
8,Sergio Busquets,5.0,es  ESP,DM,33-044,90,78,89,87.6,1546,373,30,34,88.2,38,39,97.4,9,14,64.3,0,0.0,0,5,0,0,5
9,Jordi Alba,18.0,es  ESP,LB,32-161,90,64,78,82.1,1166,395,26,30,86.7,31,38,81.6,6,8,75.0,1,0.6,4,3,1,1,3
10,Clément Lenglet,15.0,fr  FRA,CB,26-073,90,91,101,90.1,1848,621,22,25,88.0,55,56,98.2,14,18,77.8,0,0.3,1,6,1,0,7
11,Ronald Araújo,4.0,uy  URU,CB,22-175,90,81,87,93.1,1612,282,14,14,100.0,65,66,98.5,2,7,28.6,0,0.0,0,0,0,0,2
12,Emerson,22.0,br  BRA,RB,22-227,62,41,48,85.4,658,135,20,21,95.2,19,21,90.5,1,2,50.0,0,0.0,0,0,3,1,4
13,Sergiño Dest,2.0,us  USA,"RB,RW",20-299,28,19,21,90.5,356,146,7,7,100.0,10,10,100.0,2,4,50.0,0,0.6,1,1,1,1,1
14,Marc-André ter Stegen,1.0,de  GER,GK,29-121,90,33,47,70.2,906,529,5,6,83.3,18,18,100.0,10,23,43.5,0,0.0,0,0,0,0,0
15,15 Players,,,,,990,617,716,86.2,11546,3173,234,260,90.0,312,332,94.0,65,104,62.5,2,1.5,7,31,11,3,40
