,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Sandro Ramírez,12.0,es  ESP,FW,26-051,60,1,0,0,0,1,1,0,0,26,19,0,1,1,0.1,0.1,0.0,2,1,16,20,80.0,1,15,1,1,2
1,Jaime Mata,7.0,es  ESP,FW,32-309,30,0,0,0,0,0,0,0,0,10,10,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,1,7,1,0,0
2,Enes Ünal,10.0,tr  TUR,FW,24-111,75,0,0,0,0,0,0,0,0,25,40,2,0,1,0.0,0.0,0.1,2,0,8,12,66.7,1,16,1,0,4
3,José Juan Macías,9.0,mx  MEX,FW,21-341,15,0,0,0,0,0,0,0,0,8,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,6,1,0,0
4,Jakub Jankto,16.0,cz  CZE,LM,25-222,90,0,0,0,0,1,0,0,0,37,22,2,2,1,0.0,0.0,0.0,2,0,22,29,75.9,2,24,3,0,2
5,Carles Aleñá,11.0,es  ESP,RM,23-236,60,0,1,0,0,1,0,1,0,29,22,0,1,1,0.0,0.0,0.1,2,1,22,23,95.7,4,20,1,1,2
6,David Timor,24.0,es  ESP,RM,31-316,30,0,0,0,0,0,0,0,0,10,6,0,1,0,0.0,0.0,0.0,0,0,8,9,88.9,4,6,2,0,1
7,Mauro Arambarri,18.0,uy  URU,DM,25-333,90,0,0,0,0,3,1,0,0,48,37,6,3,0,0.1,0.1,0.0,0,0,25,31,80.6,0,33,6,4,6
8,Nemanja Maksimović,20.0,rs  SRB,DM,26-215,90,0,0,0,0,1,1,0,0,40,23,3,3,5,0.1,0.1,0.1,3,0,22,32,68.8,0,15,2,0,0
9,Mathías Olivera,17.0,uy  URU,LB,23-302,90,0,0,0,0,0,0,0,0,49,25,2,0,3,0.0,0.0,0.1,1,0,29,37,78.4,3,30,2,0,1
10,Stefan Mitrović,23.0,rs  SRB,CB,31-099,90,0,0,0,0,1,0,0,0,51,10,1,6,0,0.0,0.0,0.0,1,0,35,39,89.7,2,15,0,0,0
11,Djené,2.0,tg  TOG,CB,29-241,83,0,0,0,0,0,0,0,0,43,8,2,4,2,0.0,0.0,0.0,0,0,28,36,77.8,1,24,0,1,1
12,Emmanuel Amankwaa Akurugu,28.0,gh  GHA,CB,19-282,7,0,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0
13,Iglesias,21.0,es  ESP,RB,23-057,45,0,0,0,0,0,0,0,0,21,12,1,2,2,0.0,0.0,0.0,1,0,10,16,62.5,1,7,1,0,0
14,Damián Suárez,22.0,uy  URU,RB,33-124,45,0,0,0,0,0,0,0,0,27,7,2,4,0,0.0,0.0,0.0,1,0,12,23,52.2,2,13,1,0,0
15,David Soria,13.0,es  ESP,GK,28-147,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,23,35,65.7,0,24,0,0,0
16,16 Players,,,,,990,1,1,0,0,8,3,1,0,465,247,21,27,16,0.4,0.4,0.4,15,2,271,358,75.7,23,257,22,7,19
