,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-15,19:30,La Liga,Matchweek 1,Mon,Away,W,3.0,0.0,Getafe,1.2,0.7,58.0,12235.0,Koke,5-3-2,José Sánchez,Match Report,
1,2022-08-21,19:30,La Liga,Matchweek 2,Sun,Home,L,0.0,2.0,Villarreal,1.6,1.8,51.0,57033.0,Koke,3-1-4-2,Ricardo de Burgos,Match Report,
2,2022-08-29,22:00,La Liga,Matchweek 3,Mon,Away,W,1.0,0.0,Valencia,1.5,0.5,31.0,43910.0,Koke,5-3-2,Guillermo Cuadra,Match Report,
3,2022-09-03,18:30,La Liga,Matchweek 4,Sat,Away,D,1.0,1.0,Real Sociedad,1.4,1.5,46.0,35366.0,Koke,3-1-4-2,César Soto,Match Report,
4,2022-09-07,21:00,Champions Lg,Group stage,Wed,Home,W,2.0,1.0,pt  Porto,0.8,2.0,53.0,51777.0,Koke,3-1-4-2,Szymon Marciniak,Match Report,
5,2022-09-10,21:00,La Liga,Matchweek 5,Sat,Home,W,4.0,1.0,Celta Vigo,0.7,1.7,46.0,52247.0,Mario Hermoso,5-3-2,Alejandro Hernández,Match Report,
6,2022-09-13,21:00,Champions Lg,Group stage,Tue,Away,L,0.0,2.0,de  Leverkusen,0.9,1.8,55.0,25825.0,Koke,5-3-2,Michael Oliver,Match Report,
7,2022-09-18,21:00,La Liga,Matchweek 6,Sun,Home,L,1.0,2.0,Real Madrid,1.0,0.9,54.0,66881.0,Koke,3-5-2,José Luis Munuera,Match Report,
8,2022-10-01,18:30,La Liga,Matchweek 7,Sat,Away,W,2.0,0.0,Sevilla,2.2,0.5,40.0,37754.0,Koke,4-1-4-1,Ricardo de Burgos,Match Report,
9,2022-10-04,21:00,Champions Lg,Group stage,Tue,Away,L,0.0,2.0,be  Club Brugge,2.1,1.3,52.0,25667.0,Koke,4-4-2,István Kovács,Match Report,
10,2022-10-08,16:15,La Liga,Matchweek 8,Sat,Home,W,2.0,1.0,Girona,1.9,0.8,45.0,54069.0,Koke,5-4-1,Juan Martínez,Match Report,
11,2022-10-12,18:45,Champions Lg,Group stage,Wed,Home,D,0.0,0.0,be  Club Brugge,2.3,0.6,65.0,60810.0,Koke,5-3-2,Danny Makkelie,Match Report,
12,2022-10-15,21:00,La Liga,Matchweek 9,Sat,Away,W,1.0,0.0,Athletic Club,0.3,1.2,40.0,48391.0,Koke,4-4-2,Jorge Figueroa,Match Report,
13,2022-10-18,21:00,La Liga,Matchweek 10,Tue,Home,D,1.0,1.0,Rayo Vallecano,1.1,1.8,52.0,46803.0,Stefan Savić,4-4-2,Javier Villanueva,Match Report,
14,2022-10-23,16:15,La Liga,Matchweek 11,Sun,Away,W,2.0,1.0,Betis,0.8,1.4,45.0,50179.0,Jan Oblak,4-4-2,Jesús Gil,Match Report,
15,2022-10-26,21:00,Champions Lg,Group stage,Wed,Home,D,2.0,2.0,de  Leverkusen,2.6,1.5,64.0,63803.0,Jan Oblak,4-4-2,Clément Turpin,Match Report,
16,2022-10-29,16:15,La Liga,Matchweek 12,Sat,Away,L,2.0,3.0,Cádiz,1.3,1.1,59.0,18183.0,Jan Oblak,3-5-2,José Sánchez,Match Report,
17,2022-11-01,17:45,Champions Lg,Group stage,Tue,Away,L,1.0,2.0,pt  Porto,0.8,2.7,50.0,47546.0,Jan Oblak,3-4-3,Daniele Orsato,Match Report,
18,2022-11-06,14:00,La Liga,Matchweek 13,Sun,Home,D,1.0,1.0,Espanyol,1.9,0.7,67.0,50007.0,Jan Oblak,4-4-2,Juan Pulido,Match Report,
19,2022-11-09,21:30,La Liga,Matchweek 14,Wed,Away,L,0.0,1.0,Mallorca,1.3,1.3,63.0,14475.0,Jan Oblak,4-4-2,Mario Melero,Match Report,
20,2022-11-12,22:00,Copa del Rey,First round,Sat,Away,W,2.0,0.0,SD Almazán,,,81.0,8200.0,Koke,4-4-2,Isidro Díaz de Mera,Match Report,
21,2022-12-22,21:00,Copa del Rey,Second round,Thu,Away,W,3.0,1.0,CD Arenteiro,,,57.0,4000.0,Koke,3-5-2,Pablo González,Match Report,
22,2022-12-29,21:30,La Liga,Matchweek 15,Thu,Home,W,2.0,0.0,Elche,1.7,0.4,62.0,48119.0,Jan Oblak,3-4-3,Guillermo Cuadra,Match Report,
23,2023-01-04,20:00,Copa del Rey,Round of 32,Wed,Away,W,2.0,0.0,Oviedo,,,57.0,27303.0,Koke,5-3-2,Alejandro Muñíz,Match Report,
24,2023-01-08,21:00,La Liga,Matchweek 16,Sun,Home,L,0.0,1.0,Barcelona,1.3,0.6,42.0,63493.0,Koke,4-4-2,José Luis Munuera,Match Report,
25,2023-01-15,16:15,La Liga,Matchweek 17,Sun,Away,,,,Almería,,,,,,,,Head-to-Head,
26,2023-01-18,,Copa del Rey,Round of 16,Wed,Away,,,,Levante,,,,,,,,Head-to-Head,
27,2023-01-22,,La Liga,Matchweek 18,Sun,Home,,,,Valladolid,,,,,,,,Head-to-Head,
28,2023-01-29,,La Liga,Matchweek 19,Sun,Away,,,,Osasuna,,,,,,,,Head-to-Head,
29,2023-02-05,,La Liga,Matchweek 20,Sun,Home,,,,Getafe,,,,,,,,Head-to-Head,
30,2023-02-12,,La Liga,Matchweek 21,Sun,Away,,,,Celta Vigo,,,,,,,,Head-to-Head,
31,2023-02-19,,La Liga,Matchweek 22,Sun,Home,,,,Athletic Club,,,,,,,,Head-to-Head,
32,2023-02-26,,La Liga,Matchweek 23,Sun,Away,,,,Real Madrid,,,,,,,,Head-to-Head,
33,2023-03-05,,La Liga,Matchweek 24,Sun,Home,,,,Sevilla,,,,,,,,Head-to-Head,
34,2023-03-12,,La Liga,Matchweek 25,Sun,Away,,,,Girona,,,,,,,,Head-to-Head,
35,2023-03-19,,La Liga,Matchweek 26,Sun,Home,,,,Valencia,,,,,,,,Head-to-Head,
36,2023-04-02,,La Liga,Matchweek 27,Sun,Home,,,,Betis,,,,,,,,Head-to-Head,
37,2023-04-09,,La Liga,Matchweek 28,Sun,Away,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
38,2023-04-16,,La Liga,Matchweek 29,Sun,Home,,,,Almería,,,,,,,,Head-to-Head,
39,2023-04-23,,La Liga,Matchweek 30,Sun,Away,,,,Barcelona,,,,,,,,Head-to-Head,
40,2023-04-26,,La Liga,Matchweek 31,Wed,Home,,,,Mallorca,,,,,,,,Head-to-Head,
41,2023-04-30,,La Liga,Matchweek 32,Sun,Away,,,,Valladolid,,,,,,,,Head-to-Head,
42,2023-05-03,,La Liga,Matchweek 33,Wed,Home,,,,Cádiz,,,,,,,,Head-to-Head,
43,2023-05-14,,La Liga,Matchweek 34,Sun,Away,,,,Elche,,,,,,,,Head-to-Head,
44,2023-05-21,,La Liga,Matchweek 35,Sun,Home,,,,Osasuna,,,,,,,,Head-to-Head,
45,2023-05-24,,La Liga,Matchweek 36,Wed,Away,,,,Espanyol,,,,,,,,Head-to-Head,
46,2023-05-28,,La Liga,Matchweek 37,Sun,Home,,,,Real Sociedad,,,,,,,,Head-to-Head,
47,2023-06-04,,La Liga,Matchweek 38,Sun,Away,,,,Villarreal,,,,,,,,Head-to-Head,
