,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-15,17:30,La Liga,Matchweek 1,Sun,Away,W,2,1,Celta Vigo,1.9,2.3,47,5401.0,Koke,3-1-4-2,José Luis Munuera,Match Report,
1,2021-08-22,19:30,La Liga,Matchweek 2,Sun,Home,W,1,0,Elche,1.1,0.2,43,24926.0,Koke,3-1-4-2,Ricardo de Burgos,Match Report,
2,2021-08-29,22:00,La Liga,Matchweek 3,Sun,Home,D,2,2,Villarreal,2.2,0.5,49,26840.0,Koke,3-1-4-2,César Soto,Match Report,
3,2021-09-12,14:00,La Liga,Matchweek 4,Sun,Away,W,2,1,Espanyol,1.0,0.5,58,15321.0,Koke,3-4-3,Juan Martínez,Match Report,
4,2021-09-15,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,pt  Porto,0.3,1.6,56,40098.0,Koke,3-1-4-2,Ovidiu Hațegan,Match Report,
5,2021-09-18,16:15,La Liga,Matchweek 5,Sat,Home,D,0,0,Athletic Club,1.2,1.1,55,38798.0,Jan Oblak,3-1-4-2,Jesús Gil,Match Report,
6,2021-09-21,19:30,La Liga,Matchweek 6,Tue,Away,W,2,1,Getafe,1.0,0.4,68,8950.0,Jan Oblak,4-2-3-1,Guillermo Cuadra,Match Report,
7,2021-09-25,14:00,La Liga,Matchweek 7,Sat,Away,L,0,1,Alavés,1.1,0.6,70,9836.0,Jan Oblak,3-1-4-2,Antonio Matéu Lahoz,Match Report,
8,2021-09-28,21:00,Champions Lg,Group stage,Tue,Away,W,2,1,it  Milan,2.1,0.7,64,35374.0,Koke,4-4-2,Cüneyt Çakιr,Match Report,
9,2021-10-02,21:00,La Liga,Matchweek 8,Sat,Home,W,2,0,Barcelona,1.3,0.9,30,60594.0,Koke,3-1-4-2,César Soto,Match Report,
10,2021-10-19,21:00,Champions Lg,Group stage,Tue,Home,L,2,3,eng  Liverpool,2.2,1.3,32,60725.0,Koke,3-1-4-2,Daniel Siebert,Match Report,
11,2021-10-24,21:00,La Liga,Matchweek 10,Sun,Home,D,2,2,Real Sociedad,1.9,0.8,56,50032.0,Koke,4-3-3,José Luis Munuera,Match Report,
12,2021-10-28,21:30,La Liga,Matchweek 11,Thu,Away,D,2,2,Levante,1.0,1.8,64,16298.0,Koke,3-4-3,Pablo González,Match Report,
13,2021-10-31,16:15,La Liga,Matchweek 12,Sun,Home,W,3,0,Betis,2.4,0.6,48,56838.0,Koke,3-4-3,Alberola Rojas,Match Report,
14,2021-11-03,20:00,Champions Lg,Group stage,Wed,Away,L,0,2,eng  Liverpool,0.2,3.0,29,51347.0,Koke,3-4-3,Danny Makkelie,Match Report,
15,2021-11-07,16:15,La Liga,Matchweek 13,Sun,Away,D,3,3,Valencia,2.2,1.1,52,37472.0,Koke,3-4-3,César Soto,Match Report,
16,2021-11-20,18:30,La Liga,Matchweek 14,Sat,Home,W,1,0,Osasuna,1.4,0.6,60,53261.0,Koke,4-1-4-1,José Sánchez,Match Report,
17,2021-11-24,21:00,Champions Lg,Group stage,Wed,Home,L,0,1,it  Milan,0.9,1.3,43,61019.0,Koke,3-1-4-2,Slavko Vinčič,Match Report,
