,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
88,Dani Carvajal,es  ESP,DF,Real Madrid,29-112,1992,13,11,950,10.6,0,2,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,0.8,1.4,0.05,0.08,0.13,0.05,0.13
89,William Carvalho,pt  POR,MF,Betis,29-026,1992,25,11,1119,12.4,2,0,2,0,0,6,1,0.16,0.00,0.16,0.16,0.16,1.1,1.1,0.5,1.5,0.09,0.04,0.12,0.09,0.12
90,Casemiro,br  BRA,MF,Real Madrid,29-069,1992,30,28,2564,28.5,6,3,6,0,0,10,1,0.21,0.11,0.32,0.21,0.32,4.3,4.3,2.9,7.2,0.15,0.10,0.25,0.15,0.25
91,Chema,es  ESP,"DF,MF",Getafe,29-061,1992,7,5,364,4.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03
92,Denis Cheryshev,ru  RUS,MF,Valencia,30-128,1990,18,13,1051,11.7,0,2,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,1.5,1.5,1.9,3.4,0.13,0.16,0.29,0.13,0.29
93,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,21-346,1999,28,13,1365,15.2,4,2,4,0,0,0,0,0.26,0.13,0.40,0.26,0.40,3.5,3.5,2.6,6.1,0.23,0.17,0.41,0.23,0.41
94,Víctor Chust,es  ESP,DF,Real Madrid,21-059,2000,2,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
95,Cifu,es  ESP,DF,Elche,30-210,1990,10,4,437,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
96,Alberto Cifuentes,es  ESP,GK,Cádiz,41-339,1979,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
97,Jasper Cillessen,nl  NED,GK,Valencia,32-011,1989,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
98,Carlos Clerc,es  ESP,DF,Levante,29-071,1992,32,28,2572,28.6,0,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,3.3,3.7,0.01,0.12,0.13,0.01,0.13
99,Coke,es  ESP,DF,Levante,34-007,1987,14,10,725,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05
100,Francis Coquelin,fr  FRA,MF,Villarreal,29-355,1991,19,7,665,7.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.03,0.07,0.10,0.03,0.10
101,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,26-055,1995,34,25,2086,23.2,7,8,7,0,0,3,0,0.30,0.35,0.65,0.30,0.65,6.3,6.0,4.8,10.8,0.27,0.21,0.48,0.26,0.47
102,Rober Correa,es  ESP,DF,Eibar,28-225,1992,11,9,814,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.03,0.04,0.00,0.04
103,Thierry Correia,pt  POR,DF,Valencia,22-055,1999,25,21,1821,20.2,0,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,1.3,1.6,0.02,0.07,0.08,0.02,0.08
104,Diego Costa,es  ESP,FW,Atlético Madrid,32-208,1988,7,2,208,2.3,2,0,1,1,1,1,0,0.87,0.00,0.87,0.43,0.43,1.4,0.6,0.3,1.0,0.60,0.14,0.74,0.27,0.41
105,Jaume Costa,es  ESP,"DF,MF",Villarreal,33-046,1988,13,3,342,3.8,0,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.3,0.4,0.02,0.08,0.10,0.02,0.10
106,Thibaut Courtois,be  BEL,GK,Real Madrid,28-357,1992,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
107,Philippe Coutinho,br  BRA,"MF,FW",Barcelona,28-325,1992,12,8,654,7.3,2,2,2,0,0,0,0,0.28,0.28,0.55,0.28,0.55,3.9,3.9,0.9,4.7,0.53,0.12,0.65,0.53,0.65
108,Juan Cruz Armada,es  ESP,DF,Osasuna,28-279,1992,23,21,1798,20.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.02,0.02,0.00,0.02
109,Sergio Cubero Ezcurra,es  ESP,MF,Eibar,21-240,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
110,Cucho,co  COL,"FW,MF",Getafe,22-013,1999,21,18,1423,15.8,2,3,2,0,0,4,0,0.13,0.19,0.32,0.13,0.32,2.5,2.5,1.1,3.6,0.16,0.07,0.23,0.16,0.23
111,Marc Cucurella,es  ESP,MF,Getafe,22-285,1998,33,33,2903,32.3,3,1,3,0,0,8,0,0.09,0.03,0.12,0.09,0.12,1.7,1.7,3.0,4.7,0.05,0.09,0.15,0.05,0.15
112,Patrick Cutrone,it  ITA,FW,Valencia,23-120,1998,7,0,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.46,0.14,0.60,0.46,0.60
113,Moussa Dembélé,fr  FRA,"FW,MF",Atlético Madrid,24-295,1996,4,0,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.1,1.04,0.02,1.06,1.04,1.06
114,Ousmane Dembélé,fr  FRA,FW,Barcelona,23-353,1997,26,16,1518,16.9,5,2,5,0,0,2,0,0.30,0.12,0.42,0.30,0.42,5.0,5.0,4.0,9.0,0.30,0.24,0.53,0.30,0.53
115,Sergiño Dest,us  USA,DF,Barcelona,20-181,2000,26,21,1686,18.7,2,1,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,2.5,2.5,2.5,5.0,0.14,0.14,0.28,0.14,0.28
116,Deyverson,br  BRA,FW,Alavés,29-360,1991,25,11,868,9.6,1,2,1,0,0,3,0,0.10,0.21,0.31,0.10,0.31,1.8,1.8,1.1,2.9,0.18,0.11,0.30,0.18,0.30
