,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Roberto Soldado,9.0,es  ESP,FW,35-337,60,14,12,2,0,0,7,0,0,0,0,0,0,8,2,4,2,10,1,0,0,10,0,0,1,1
1,Jorge Molina,23.0,es  ESP,FW,39-007,30,6,6,0,0,0,3,0,0,0,0,0,0,3,3,0,1,3,1,0,0,4,1,0,0,0
2,Darwin Machís,11.0,ve  VEN,LW,28-081,75,18,16,2,1,0,4,0,0,1,0,1,0,13,0,5,3,14,0,0,0,13,0,1,0,1
3,Adrián Marín,18.0,es  ESP,LW,24-110,15,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0
4,Luis Javier Suárez,7.0,co  COL,RW,23-148,85,11,11,0,0,0,3,1,1,0,0,0,0,6,1,4,4,7,0,0,0,7,0,1,1,0
5,Fede Vico,14.0,es  ESP,RW,26-299,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6,Yan Brice Eteki,8.0,cm  CMR,CM,23-246,60,11,11,0,0,0,2,0,0,0,0,0,0,9,1,1,1,10,0,0,0,11,0,0,0,0
7,Maxime Gonalons,4.0,fr  FRA,CM,32-050,30,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,0
8,Yangel Herrera,21.0,ve  VEN,CM,23-112,90,20,20,0,0,0,7,0,0,0,0,0,0,11,2,7,4,12,1,0,1,14,0,1,0,1
9,Quini,17.0,es  ESP,WB,31-217,90,20,18,2,0,0,1,0,0,0,0,0,0,8,3,9,4,14,0,2,0,10,0,2,3,0
10,Dimitri Foulquier,2.0,fr  FRA,WB,28-037,90,20,14,6,1,0,4,1,1,0,0,0,0,11,8,1,4,11,0,5,0,14,0,1,0,0
11,Nehuén Pérez,3.0,ar  ARG,CB,20-309,90,12,11,1,1,0,1,2,0,0,0,0,0,5,2,5,1,9,2,0,0,9,0,1,0,0
12,Germán Sánchez,6.0,es  ESP,CB,34-180,90,19,17,2,2,0,6,0,0,0,0,0,0,13,2,4,3,14,1,0,0,13,0,0,1,1
13,Víctor Díaz,16.0,es  ESP,CB,32-321,90,24,20,4,2,0,7,1,0,0,0,0,0,13,1,10,0,20,2,2,0,18,0,1,0,1
14,Aarón Escandell,13.0,es  ESP,GK,25-214,90,28,15,13,5,0,0,0,0,0,0,0,0,4,0,24,2,21,0,0,3,10,0,0,1,1
15,15 Players,,,,,990,209,177,32,12,0,46,5,3,1,0,1,0,108,26,75,32,147,9,9,4,138,1,8,7,6
