,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Roberto Soldado,9.0,es  ESP,FW,35-337,60,10,14,71.4,167,42,6,7,85.7,3,4,75.0,1,1,100.0,0,0.0,1,1,0,0,1
1,Jorge Molina,23.0,es  ESP,FW,39-007,30,4,6,66.7,55,17,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0,1,0,0,1
2,Darwin Machís,11.0,ve  VEN,LW,28-081,75,13,18,72.2,221,71,9,10,90.0,3,3,100.0,1,4,25.0,0,0.0,0,1,0,0,2
3,Adrián Marín,18.0,es  ESP,LW,24-110,15,2,2,100.0,52,32,0,0,,1,1,100.0,1,1,100.0,1,0.1,1,0,1,1,0
4,Luis Javier Suárez,7.0,co  COL,RW,23-148,85,7,11,63.6,163,70,4,5,80.0,1,3,33.3,2,3,66.7,0,0.0,0,1,0,0,1
5,Fede Vico,14.0,es  ESP,RW,26-299,5,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0,0,0,0,0
6,Yan Brice Eteki,8.0,cm  CMR,CM,23-246,60,11,11,100.0,167,31,7,7,100.0,3,3,100.0,1,1,100.0,0,0.0,0,0,0,0,1
7,Maxime Gonalons,4.0,fr  FRA,CM,32-050,30,3,3,100.0,61,16,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0,0,0,0,0
8,Yangel Herrera,21.0,ve  VEN,CM,23-112,90,14,20,70.0,235,92,7,7,100.0,6,8,75.0,1,4,25.0,0,0.0,1,2,1,0,3
9,Quini,17.0,es  ESP,WB,31-217,90,10,20,50.0,219,163,3,8,37.5,5,6,83.3,2,6,33.3,0,0.0,0,4,0,0,3
10,Dimitri Foulquier,2.0,fr  FRA,WB,28-037,90,14,20,70.0,195,130,11,12,91.7,3,6,50.0,0,2,0.0,0,0.0,0,0,0,0,1
11,Nehuén Pérez,3.0,ar  ARG,CB,20-309,90,9,12,75.0,199,63,5,5,100.0,2,2,100.0,2,5,40.0,0,0.0,0,1,0,0,0
12,Germán Sánchez,6.0,es  ESP,CB,34-180,90,13,19,68.4,257,82,5,7,71.4,7,7,100.0,1,4,25.0,0,0.0,0,0,0,0,1
13,Víctor Díaz,16.0,es  ESP,CB,32-321,90,18,24,75.0,405,210,5,5,100.0,10,12,83.3,3,6,50.0,0,0.0,0,0,0,0,1
14,Aarón Escandell,13.0,es  ESP,GK,25-214,90,10,28,35.7,476,373,1,1,100.0,2,3,66.7,7,24,29.2,0,0.0,0,0,0,0,0
15,15 Players,,,,,990,138,209,66.0,2872,1392,66,77,85.7,49,62,79.0,23,63,36.5,1,0.2,3,11,2,1,15
