,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Antoine Griezmann,7.0,fr  FRA,"FW,LM",30-039,90,0,1,0,0,2,1,0,0,77,13,0,1,0,0.2,0.2,0.2,3,1,58,66,87.9,2,59,4,0,2
1,Lionel Messi,10.0,ar  ARG,"FW,AM",33-309,90,1,0,0,0,6,2,0,0,103,2,0,0,0,0.7,0.7,0.1,6,1,71,87,81.6,13,92,18,5,7
2,Ilaix,27.0,es  ESP,CM,18-100,71,0,0,0,0,0,0,0,0,44,25,1,1,1,0.0,0.0,0.2,1,0,30,33,90.9,0,34,4,1,1
3,Pedri,16.0,es  ESP,CM,18-155,19,0,0,0,0,0,0,0,0,23,5,2,0,0,0.0,0.0,0.0,2,0,20,22,90.9,4,17,3,0,0
4,Frenkie de Jong,21.0,nl  NED,CM,23-352,90,0,0,0,0,0,0,0,0,74,5,0,0,0,0.0,0.0,0.3,6,0,63,69,91.3,5,63,6,1,2
5,Sergio Busquets,5.0,es  ESP,DM,32-287,80,0,0,0,0,0,0,0,0,148,22,4,1,2,0.0,0.0,0.4,3,0,125,136,91.9,21,113,9,0,0
6,Francisco Trincão,17.0,pt  POR,RW,21-121,10,0,0,0,0,1,0,0,0,7,3,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,1
7,Jordi Alba,18.0,es  ESP,"WB,LB",32-039,90,0,0,0,0,1,0,0,0,115,5,0,0,1,0.0,0.0,0.0,1,0,94,113,83.2,5,86,3,0,0
8,Sergi Roberto,20.0,es  ESP,"WB,RB",29-081,90,0,0,0,0,1,0,0,0,119,8,0,3,0,0.1,0.1,0.0,2,0,103,111,92.8,3,84,7,0,0
9,Samuel Umtiti,23.0,fr  FRA,CB,27-166,90,0,0,0,0,2,1,0,0,93,8,0,0,2,0.1,0.1,0.0,2,0,78,81,96.3,4,65,5,0,0
10,Gerard Piqué,3.0,es  ESP,CB,34-086,90,0,0,0,0,2,0,0,0,84,3,0,1,0,0.1,0.1,0.0,0,0,74,74,100.0,4,56,8,0,0
11,Óscar Mingueza,28.0,es  ESP,CB,21-351,71,0,0,0,0,0,0,0,0,76,6,1,2,1,0.0,0.0,0.0,0,0,69,71,97.2,2,65,8,0,0
12,Ousmane Dembélé,11.0,fr  FRA,"LW,RM",23-349,19,0,0,0,0,1,0,0,0,19,1,0,0,0,0.0,0.0,0.0,2,0,12,15,80.0,2,20,4,2,3
13,Marc-André ter Stegen,1.0,de  GER,GK,28-364,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,0,0,21,22,95.5,0,9,0,0,0
14,14 Players,,,,,990,1,1,0,0,16,4,0,0,1004,106,9,9,7,1.4,1.4,1.2,28,2,822,904,90.9,65,767,79,9,16
