,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,"FW,LM",30-039,90,58,66,87.9,840,136,29,32,90.6,20,24,83.3,3,3,100.0,1,0.2,2,2,1,0,2
1,Lionel Messi,10.0,ar  ARG,"FW,AM",33-309,90,71,87,81.6,1166,338,39,43,90.7,25,29,86.2,7,12,58.3,0,0.1,2,7,7,1,13
2,Ilaix,27.0,es  ESP,CM,18-100,71,30,33,90.9,405,41,19,21,90.5,11,12,91.7,0,0,,0,0.2,1,1,0,0,0
3,Pedri,16.0,es  ESP,CM,18-155,19,20,22,90.9,396,84,7,7,100.0,10,12,83.3,3,3,100.0,0,0.0,1,2,1,0,4
4,Frenkie de Jong,21.0,nl  NED,CM,23-352,90,63,69,91.3,1100,266,27,30,90.0,30,30,100.0,4,5,80.0,0,0.3,6,8,1,0,5
5,Sergio Busquets,5.0,es  ESP,DM,32-287,80,125,136,91.9,2596,718,45,49,91.8,56,59,94.9,23,27,85.2,0,0.4,1,28,3,0,21
6,Francisco Trincão,17.0,pt  POR,RW,21-121,10,4,4,100.0,58,7,3,3,100.0,1,1,100.0,0,0,,0,0.0,0,0,0,0,0
7,Jordi Alba,18.0,es  ESP,"WB,LB",32-039,90,94,113,83.2,1487,520,55,60,91.7,33,37,89.2,6,12,50.0,0,0.0,0,6,2,0,5
8,Sergi Roberto,20.0,es  ESP,"WB,RB",29-081,90,103,111,92.8,1604,268,54,57,94.7,41,44,93.2,5,7,71.4,0,0.0,0,5,2,0,3
9,Samuel Umtiti,23.0,fr  FRA,CB,27-166,90,78,81,96.3,1544,461,24,26,92.3,48,48,100.0,6,7,85.7,0,0.0,0,12,0,0,4
10,Gerard Piqué,3.0,es  ESP,CB,34-086,90,74,74,100.0,1494,332,20,20,100.0,44,44,100.0,10,10,100.0,0,0.0,0,8,0,0,4
11,Óscar Mingueza,28.0,es  ESP,CB,21-351,71,69,71,97.2,1346,322,23,23,100.0,41,41,100.0,5,7,71.4,0,0.0,0,4,0,0,2
12,Ousmane Dembélé,11.0,fr  FRA,"LW,RM",23-349,19,12,15,80.0,242,61,7,7,100.0,3,5,60.0,2,2,100.0,0,0.0,1,0,1,0,2
13,Marc-André ter Stegen,1.0,de  GER,GK,28-364,90,21,22,95.5,525,330,4,4,100.0,9,9,100.0,7,8,87.5,0,0.0,0,0,0,0,0
14,14 Players,,,,,990,822,904,90.9,14803,3884,356,382,93.2,372,395,94.2,81,103,78.6,1,1.2,14,83,18,1,65
