,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-13,19:00,La Liga,Matchweek 1,Sat,Away,W,3.0,0.0,Valladolid,1.5,1.0,49.0,17543.0,Raúl Albiol,4-4-2,Mario Melero,Match Report,
1,2022-08-18,20:45,Conf Lg,Play-off round,Thu,Home,W,4.0,2.0,hr  Hajduk Split,,,,11275.0,Gerard Moreno,4-4-2,Aliaksei Kulbakou,Match Report,Leg 1 of 2
2,2022-08-21,19:30,La Liga,Matchweek 2,Sun,Away,W,2.0,0.0,Atlético Madrid,1.8,1.6,49.0,57033.0,Raúl Albiol,4-4-2,Ricardo de Burgos,Match Report,
3,2022-08-25,21:00,Conf Lg,Play-off round,Thu,Away,W,2.0,0.0,hr  Hajduk Split,,,,30000.0,Daniel Parejo,4-4-2,Andris Treimanis,Match Report,Leg 2 of 2; Villarreal won
4,2022-08-28,17:30,La Liga,Matchweek 3,Sun,Away,D,0.0,0.0,Getafe,1.1,0.3,64.0,9815.0,Raúl Albiol,4-4-2,Jorge Figueroa,Match Report,
5,2022-09-04,18:30,La Liga,Matchweek 4,Sun,Home,W,4.0,0.0,Elche,3.4,0.6,53.0,13915.0,Raúl Albiol,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
6,2022-09-08,18:45,Conf Lg,Group stage,Thu,Home,W,4.0,3.0,pl  Lech Poznań,1.0,1.8,56.0,10385.0,Manu Trigueros,4-4-2,Ali Palabıyık,Match Report,
7,2022-09-11,21:00,La Liga,Matchweek 5,Sun,Away,L,0.0,1.0,Betis,1.7,1.9,53.0,53276.0,Raúl Albiol,4-4-2,Ricardo de Burgos,Match Report,
8,2022-09-15,22:00,Conf Lg,Group stage,Thu,Away,W,2.0,1.0,il  Be'er Sheva,3.4,0.7,50.0,13413.0,Francis Coquelin,4-4-2,William Collum,Match Report,
9,2022-09-18,16:15,La Liga,Matchweek 6,Sun,Home,D,1.0,1.0,Sevilla,1.5,0.6,46.0,18292.0,Raúl Albiol,4-4-2,Alejandro Hernández,Match Report,
10,2022-10-01,14:00,La Liga,Matchweek 7,Sat,Away,D,0.0,0.0,Cádiz,1.6,0.7,60.0,15516.0,Raúl Albiol,4-4-2,Javier Villanueva,Match Report,
11,2022-10-06,21:00,Conf Lg,Group stage,Thu,Home,W,5.0,0.0,at  Austria Wien,3.2,0.7,49.0,9539.0,Francis Coquelin,4-4-2,Jochem Kamphuis,Match Report,
12,2022-10-09,18:30,La Liga,Matchweek 8,Sun,Away,L,0.0,1.0,Real Sociedad,0.2,1.2,40.0,32689.0,Raúl Albiol,4-4-2,César Soto,Match Report,
13,2022-10-13,18:45,Conf Lg,Group stage,Thu,Away,W,1.0,0.0,at  Austria Wien,0.5,0.3,63.0,11000.0,Raúl Albiol,4-4-2,Georgi Kabakov,Match Report,
14,2022-10-17,21:00,La Liga,Matchweek 9,Mon,Home,W,2.0,0.0,Osasuna,1.5,0.5,58.0,9699.0,Raúl Albiol,4-4-2,Pablo González,Match Report,
15,2022-10-20,21:00,La Liga,Matchweek 10,Thu,Away,L,0.0,3.0,Barcelona,0.4,2.1,31.0,73261.0,Raúl Albiol,4-4-2,Carlos del Cerro,Match Report,
16,2022-10-23,18:30,La Liga,Matchweek 11,Sun,Home,W,2.0,1.0,Almería,1.0,1.0,52.0,13816.0,Raúl Albiol,4-2-3-1,Ricardo de Burgos,Match Report,
17,2022-10-27,18:45,Conf Lg,Group stage,Thu,Home,D,2.0,2.0,il  Be'er Sheva,1.7,1.3,78.0,6338.0,Manu Trigueros,4-4-2,Juxhin Xhaja,Match Report,
18,2022-10-30,18:30,La Liga,Matchweek 12,Sun,Away,L,0.0,1.0,Athletic Club,0.3,1.7,57.0,46081.0,Daniel Parejo,4-3-3,Miguel Ángel Ortiz Arias,Match Report,
19,2022-11-03,21:00,Conf Lg,Group stage,Thu,Away,L,0.0,3.0,pl  Lech Poznań,1.1,2.2,72.0,30117.0,Manu Trigueros,4-3-3,Nathan Verboomen,Match Report,
20,2022-11-06,18:30,La Liga,Matchweek 13,Sun,Home,L,0.0,2.0,Mallorca,0.5,0.4,71.0,16603.0,Raúl Albiol,4-2-3-1,Alejandro Muñíz,Match Report,
21,2022-11-09,20:00,La Liga,Matchweek 14,Wed,Away,W,1.0,0.0,Espanyol,0.7,1.1,56.0,17400.0,Raúl Albiol,4-3-3,Javier Villanueva,Match Report,
22,2022-11-12,21:00,Copa del Rey,First round,Sat,Away,W,9.0,0.0,CD Santa Amalia,,,,9000.0,Francis Coquelin,4-3-3,Jorge Figueroa,Match Report,
23,2022-12-20,21:00,Copa del Rey,Second round,Tue,Away,W,2.0,1.0,CD Guijuelo,,,72.0,1800.0,Manu Trigueros,4-2-3-1,Valentín Pizarro,Match Report,Required Extra Time
24,2022-12-31,16:15,La Liga,Matchweek 15,Sat,Home,W,2.0,1.0,Valencia,2.5,1.4,52.0,19247.0,Raúl Albiol,4-3-3,José Sánchez,Match Report,
25,2023-01-03,19:00,Copa del Rey,Round of 32,Tue,Away,W,5.0,1.0,Cartagena,,,66.0,14800.0,Manu Trigueros,4-3-3,Alejandro Hernández,Match Report,
