,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
26,Lluis Andreu,es  ESP,GK,Elche,21,1999,0,,,,,0,,,0,,11,,,,,,,,,,,
27,Ángel,es  ESP,GK,Granada,18,2002,1,90,90,2.6,1.0,1,90,,0,,0,0.00,0,2,-2,-2.00,-1.57,0.8,2.6,-1.8,-1.77,-1.43
28,Miguel Ángel Moyá,es  ESP,GK,Real Sociedad,36,1984,0,,,,,0,,,0,,17,,,,,,,,,,,
29,Miguel Ángel Rubio,es  ESP,DF,Valladolid,22,1998,2,135,68,3.9,1.5,1,90,,1,45,9,0.50,1,3,-2,-1.33,-0.76,1.1,2.2,-1.1,-0.73,-0.36
30,José Ángel,es  ESP,DF,Eibar,30,1989,14,901,64,26.3,10.0,11,76,,3,23,5,0.64,5,18,-13,-1.30,-0.94,12.5,10.4,+2.1,+0.21,+0.47
31,José Antonio Miranda,gq  EQG,"MF,DF",Getafe,22,1998,4,26,7,0.8,0.3,0,,,4,7,4,0.50,0,2,-2,-6.92,-6.58,0.8,1.3,-0.5,-1.87,-1.68
32,Aritz Arambarri,es  ESP,DF,Real Sociedad,22,1998,1,26,26,0.8,0.3,0,,,1,26,8,3.00,1,1,0,0.00,-0.56,1.1,0.8,+0.3,+1.04,+0.42
33,Mauro Arambarri,uy  URU,MF,Getafe,24,1995,34,2983,88,87.2,33.1,33,89,,1,45,2,1.09,26,35,-9,-0.27,+0.96,29.0,34.9,-5.9,-0.18,+0.18
34,Aranda,es  ESP,MF,Granada,19,2000,0,,,,,0,,,0,,3,,,,,,,,,,,
35,Óscar Aranda,es  ESP,FW,Real Madrid,18,2002,0,,,,,0,,,0,,1,,,,,,,,,,,
36,Néstor Araujo,mx  MEX,DF,Celta Vigo,28,1991,33,2426,74,70.9,27.0,26,86,,7,29,3,1.39,35,38,-3,-0.11,-0.20,31.7,34.3,-2.6,-0.10,-0.17
37,Ronald Araújo,uy  URU,DF,Barcelona,21,1999,24,1510,63,44.2,16.8,16,80,,8,29,5,2.33,34,16,+18,+1.07,-0.29,34.5,15.6,+18.9,+1.12,+0.16
38,Anaitz Arbilla,es  ESP,DF,Eibar,33,1987,34,2807,83,82.1,31.2,30,90,,4,27,0,0.79,23,46,-23,-0.74,-0.74,35.2,38.2,-3.0,-0.10,+0.23
39,Roberto Olabe del Arco,es  ESP,MF,Eibar,24,1996,0,,,,,0,,,0,,13,,,,,,,,,,,
40,Unai Arietaleanizbeaskoa,es  ESP,"FW,MF",Eibar,21,1999,4,47,12,1.4,0.5,0,,,4,12,12,0.00,0,1,-1,-1.91,-1.33,0.5,1.1,-0.6,-1.23,-1.11
41,Sergio Arribas,es  ESP,"FW,DF",Real Madrid,18,2001,8,135,17,3.9,1.5,0,,,8,17,4,2.13,3,0,+3,+2.00,+1.01,1.4,0.4,+1.0,+0.64,-0.03
42,Sergio Asenjo,es  ESP,GK,Villarreal,31,1989,36,3240,90,94.7,36.0,36,90,,0,,2,1.61,58,40,+18,+0.50,+1.50,55.5,41.0,+14.5,+0.40,+0.44
43,Marco Asensio,es  ESP,"FW,MF",Real Madrid,24,1996,35,1869,53,54.6,20.8,21,71,,14,28,1,2.20,37,17,+20,+0.96,-0.14,31.0,22.0,+9.0,+0.44,-0.50
44,Iago Aspas,es  ESP,FW,Celta Vigo,32,1987,33,2864,87,83.7,31.8,33,87,,0,,1,1.48,47,44,+3,+0.09,+0.90,40.0,38.6,+1.4,+0.04,+0.56
45,Miguel Atienza,es  ESP,MF,Eibar,21,1999,12,838,70,24.5,9.3,9,87,,3,18,5,0.67,7,17,-10,-1.07,-0.62,9.3,9.3,+0.1,+0.01,+0.19
46,Ezequiel Ávila,ar  ARG,"MF,FW",Osasuna,26,1994,8,202,25,5.9,2.2,2,63,,6,13,2,1.38,3,1,+2,+0.89,+1.25,3.0,2.7,+0.3,+0.14,+0.53
47,Unai Ayala,es  ESP,GK,Eibar,16,2004,0,,,,,0,,,0,,1,,,,,,,,,,,
48,Gaizka Ayesa,es  ESP,GK,Real Sociedad,19,2001,0,,,,,0,,,0,,17,,,,,,,,,,,
49,Ramon Azeez,ng  NGA,"MF,DF",Granada,27,1992,2,101,51,3.0,1.1,1,90,,1,11,9,1.50,1,6,-5,-4.46,-4.10,0.9,3.2,-2.2,-2.00,-1.67
50,Carlos Bacca,co  COL,FW,Villarreal,33,1986,23,786,34,23.0,8.7,9,62,,14,17,9,1.70,18,8,+10,+1.15,+0.94,15.9,10.8,+5.0,+0.58,+0.26
51,Édgar Badía,es  ESP,GK,Elche,28,1992,30,2700,90,78.9,30.0,30,90,,0,,8,0.87,27,46,-19,-0.63,-0.38,22.7,49.4,-26.7,-0.89,-0.72
52,Alex Baena,es  ESP,MF,Villarreal,19,2001,6,137,23,4.0,1.5,2,53,,4,8,32,1.67,0,2,-2,-1.31,-1.81,0.9,0.9,0.0,+0.01,-0.38
53,Miguel Baeza,es  ESP,"MF,FW",Celta Vigo,20,2000,22,543,25,15.9,6.0,4,53,,18,18,16,1.36,6,13,-7,-1.16,-1.32,7.9,8.3,-0.3,-0.06,-0.01
54,Mikel Balenziaga,es  ESP,DF,Athletic Club,32,1988,23,1689,73,49.4,18.8,17,86,,6,39,14,1.17,18,23,-5,-0.27,-0.73,19.9,18.4,+1.6,+0.08,-0.26
55,Barcia,es  ESP,DF,Granada,19,2000,1,90,90,2.6,1.0,1,90,,0,,4,0.00,0,2,-2,-2.00,-1.57,0.8,2.6,-1.8,-1.77,-1.43
56,Enis Bardhi,mk  MKD,MF,Levante,25,1995,26,1682,65,49.2,18.7,19,80,,7,23,2,0.92,16,29,-13,-0.70,-0.80,18.9,28.2,-9.3,-0.50,-0.31
57,Kike Barja,es  ESP,"MF,FW",Osasuna,23,1997,33,1433,43,41.9,15.9,17,71,,16,14,5,1.12,15,15,0,0.00,+0.50,13.6,19.9,-6.3,-0.39,-0.06
58,Marc Baró,es  ESP,DF,Cádiz,20,1999,1,90,90,2.6,1.0,1,90,,0,,11,0.00,0,3,-3,-3.00,-2.49,0.8,2.1,-1.3,-1.33,-0.80
59,Antonio Barragán,es  ESP,DF,Elche,33,1987,27,2235,83,65.4,24.8,26,84,,1,45,5,0.96,26,35,-9,-0.36,+0.55,19.5,37.1,-17.6,-0.71,+0.09
60,Ander Barrenetxea,es  ESP,"MF,FW",Real Sociedad,18,2001,31,1307,42,38.2,14.5,13,72,,18,20,5,1.45,20,16,+4,+0.28,-0.45,19.6,13.7,+5.9,+0.41,-0.35
61,Gerard Barri,es  ESP,DF,Elche,19,2001,0,,,,,0,,,0,,8,,,,,,,,,,,
62,Marc Bartra,es  ESP,DF,Betis,29,1991,19,1694,89,49.5,18.8,19,89,,0,,6,1.47,23,27,-4,-0.21,-0.42,20.1,26.1,-6.0,-0.32,-0.66
63,Álvaro Bastida,es  ESP,MF,Cádiz,16,2004,1,35,35,1.0,0.4,0,,,1,35,1,1.00,0,1,-1,-2.57,-2.01,0.0,0.8,-0.8,-2.13,-1.59
64,Rodrigo Battaglia,ar  ARG,MF,Alavés,29,1991,32,2492,78,72.9,27.7,29,85,,3,11,2,1.03,30,46,-16,-0.58,-0.09,33.5,43.6,-10.2,-0.37,-0.53
65,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,25,1995,21,370,18,10.8,4.1,0,,,21,18,17,1.48,5,6,-1,-0.24,-0.89,5.2,4.5,+0.6,+0.16,-0.53
66,Fran Beltrán,es  ESP,MF,Celta Vigo,21,1999,32,1399,44,40.9,15.5,13,76,,19,22,6,1.53,24,28,-4,-0.26,-0.35,18.3,26.5,-8.2,-0.53,-0.81
67,Sergio Benito,es  ESP,FW,Valladolid,21,1999,1,2,2,0.1,0.0,0,,,1,2,3,1.00,0,0,0,0.00,+0.61,0.1,0.0,+0.1,+5.66,+6.05
68,Karim Benzema,fr  FRA,FW,Real Madrid,32,1987,34,2894,85,84.6,32.2,33,87,,1,26,0,2.32,63,24,+39,+1.21,+1.21,54.4,27.7,+26.7,+0.83,+1.08
69,Yuri Berchiche,es  ESP,DF,Athletic Club,30,1990,23,1682,73,49.2,18.7,21,79,,2,13,3,1.09,26,19,+7,+0.37,+0.53,22.9,17.6,+5.3,+0.28,+0.13
70,Álex Berenguer,es  ESP,"MF,FW",Athletic Club,25,1995,35,2278,65,66.6,25.3,27,78,,8,22,0,1.23,33,23,+10,+0.40,+0.87,33.3,22.9,+10.4,+0.41,+0.58
71,Bernaola,es  ESP,MF,Athletic Club,21,1999,0,,,,,0,,,0,,1,,,,,,,,,,,
72,Pedro Bigas,es  ESP,DF,Eibar,29,1990,21,1529,73,44.7,17.0,19,79,,2,16,5,0.67,13,22,-9,-0.53,+0.14,19.8,21.5,-1.7,-0.10,+0.07
73,Blanco,es  ESP,"MF,DF",Real Madrid,20,2000,4,220,55,6.4,2.4,2,90,,2,20,8,2.00,5,0,+5,+2.05,+1.09,5.2,1.4,+3.8,+1.55,+0.95
74,Alejandro Blanco,es  ESP,MF,Valencia,21,1998,13,580,45,17.0,6.4,6,68,,7,25,23,1.23,6,7,-1,-0.16,-0.09,6.4,9.2,-2.8,-0.43,-0.19
75,Pepe Blanco,es  ESP,MF,Alavés,21,1999,0,,,,,0,,,0,,4,,,,,,,,,,,
76,Raúl Blanco,es  ESP,MF,Celta Vigo,19,2001,0,,,,,0,,,0,,4,,,,,,,,,,,
77,Rubén Blanco,es  ESP,GK,Celta Vigo,25,1995,19,1637,86,47.9,18.2,19,86,,0,,1,1.42,28,27,+1,+0.05,+0.21,24.4,21.3,+3.1,+0.17,+0.42
78,Jérémy Blasco,fr  FRA,DF,Real Sociedad,21,1999,0,,,,,0,,,0,,2,,,,,,,,,,,
79,Alejandro Blesa,es  ESP,MF,Levante,18,2002,1,11,11,0.3,0.1,0,,,1,11,4,1.00,0,0,0,0.00,+0.29,0.3,0.0,+0.3,+2.37,+2.72
80,Yann Bodiger,fr  FRA,MF,Cádiz,25,1995,9,251,28,7.3,2.8,2,68,,7,17,9,1.33,3,4,-1,-0.36,+0.24,3.9,4.1,-0.2,-0.06,+0.53
81,Yassine Bounou,ma  MAR,GK,Sevilla,29,1991,33,2970,90,86.8,33.0,33,90,,0,,2,2.06,46,28,+18,+0.55,+0.15,44.9,30.9,+14.0,+0.42,+0.04
82,Lucas Boyé,ar  ARG,FW,Elche,24,1996,34,2694,79,78.8,29.9,32,83,,2,25,0,0.82,28,41,-13,-0.43,+0.56,25.1,43.7,-18.7,-0.62,+0.54
83,Martin Braithwaite,dk  DEN,FW,Barcelona,29,1991,29,1175,41,34.4,13.1,11,81,,18,16,3,2.03,27,12,+15,+1.15,-0.13,32.3,15.7,+16.6,+1.27,+0.36
84,Brandon,es  ESP,FW,Osasuna,25,1995,0,,,,,0,,,0,,8,,,,,,,,,,,
85,Darko Brašanac,rs  SRB,MF,Osasuna,28,1992,16,909,57,26.6,10.1,9,80,,7,26,5,0.88,11,12,-1,-0.10,+0.26,11.8,14.5,-2.7,-0.27,+0.12
86,Álvaro Bravo,es  ESP,MF,Granada,22,1998,1,15,15,0.4,0.2,0,,,1,15,0,0.00,0,0,0,0.00,+0.48,0.8,0.0,+0.7,+4.42,+4.82
87,Claudio Bravo,cl  CHI,GK,Betis,37,1983,20,1800,90,52.6,20.0,20,90,,0,,5,1.60,25,25,0,0.00,0.00,25.3,24.3,+0.9,+0.05,+0.07
88,Diego Bri,es  ESP,FW,Elche,17,2002,0,,,,,0,,,0,,7,,,,,,,,,,,
89,Yan Brice Eteki,cm  CMR,MF,Granada,22,1997,25,1321,53,38.6,14.7,16,73,,9,17,10,1.16,12,30,-18,-1.23,-1.23,12.1,21.8,-9.7,-0.66,-0.47
90,Juan Brunet,ar  ARG,MF,Granada,22,1998,2,24,12,0.7,0.3,0,,,2,12,0,0.50,0,0,0,0.00,+0.48,0.8,0.1,+0.7,+2.53,+2.93
91,Ante Budimir,hr  CRO,FW,Osasuna,29,1991,30,1625,54,47.5,18.1,18,78,,12,19,1,1.10,21,30,-9,-0.50,-0.40,19.0,27.3,-8.4,-0.46,-0.20
92,Esteban Burgos,ar  ARG,DF,Eibar,28,1992,14,1111,79,32.5,12.3,12,85,,2,45,22,1.00,10,16,-6,-0.49,+0.18,12.0,18.1,-6.1,-0.49,-0.52
93,Burgui,es  ESP,MF,Alavés,26,1993,1,21,21,0.6,0.2,0,,,1,21,18,0.00,0,1,-1,-4.29,-3.76,0.3,0.3,0.0,-0.21,+0.01
94,Sergio Busquets,es  ESP,MF,Barcelona,32,1988,36,2517,70,73.6,28.0,32,76,,4,25,0,2.11,64,30,+34,+1.22,-0.08,56.0,29.5,+26.5,+0.95,-0.33
95,Erick Cabaco,uy  URU,DF,Getafe,25,1995,20,1326,66,38.8,14.7,15,82,,5,20,4,1.10,12,20,-8,-0.54,-0.24,11.9,17.7,-5.7,-0.39,-0.31
96,José Cabrera,es  ESP,DF,Villarreal,19,2001,0,,,,,0,,,0,,3,,,,,,,,,,,
97,Cala,es  ESP,DF,Cádiz,30,1989,28,2272,81,66.4,25.2,26,85,,2,29,1,1.21,22,37,-15,-0.59,-0.05,22.5,35.5,-12.9,-0.51,+0.12
98,Jonathan Calleri,ar  ARG,FW,Osasuna,26,1993,25,1544,62,45.1,17.2,20,71,,5,26,2,1.20,14,18,-4,-0.23,+0.10,17.8,17.9,0.0,0.00,+0.65
99,Dani Calvo,es  ESP,DF,Elche,26,1994,23,1779,77,52.0,19.8,19,88,,4,29,13,1.13,17,27,-10,-0.51,+0.10,15.7,29.2,-13.5,-0.68,+0.11
100,Sergio Camello,es  ESP,FW,Atlético Madrid,19,2001,0,,,,,0,,,0,,18,,,,,,,,,,,
101,José Campaña,es  ESP,MF,Levante,27,1993,9,748,83,21.9,8.3,8,90,,1,28,0,0.78,8,13,-5,-0.60,-0.40,10.7,10.6,0.0,0.00,+0.44
102,Gaizka Campos Bahillo,es  ESP,GK,Valladolid,23,1997,0,,,,,0,,,0,,1,,,,,,,,,,,
103,Sergio Canales,es  ESP,"MF,FW",Betis,29,1991,31,2498,81,73.0,27.8,28,87,,3,17,0,1.65,38,30,+8,+0.29,+1.07,35.3,30.1,+5.1,+0.19,+0.64
104,Lucas Cañizars,es  ESP,GK,Real Madrid,18,2002,0,,,,,0,,,0,,1,,,,,,,,,,,
105,Álex Cantero,es  ESP,FW,Levante,20,2000,4,237,59,6.9,2.6,3,71,,1,24,1,0.50,3,4,-1,-0.38,-0.10,,,,,
106,Ander Capa,es  ESP,DF,Athletic Club,28,1992,28,2131,76,62.3,23.7,25,82,,3,23,2,1.25,33,27,+6,+0.25,+0.39,27.0,23.3,+3.7,+0.16,-0.16
107,Étienne Capoue,fr  FRA,MF,Villarreal,32,1988,16,1185,74,34.6,13.2,15,78,,1,18,2,1.38,22,14,+8,+0.61,+0.29,18.6,17.5,+1.1,+0.08,-0.45
108,Isaac Carcelen,es  ESP,DF,Cádiz,27,1993,32,2581,81,75.5,28.7,31,82,,1,33,0,1.13,28,45,-17,-0.59,-0.06,24.5,41.0,-16.5,-0.58,-0.10
109,Cárdenas,es  ESP,GK,Levante,23,1997,8,720,90,21.1,8.0,8,90,,0,,28,0.75,8,11,-3,-0.37,-0.11,6.6,14.0,-7.3,-0.92,-0.73
110,Marc Cardona,es  ESP,"FW,MF",Osasuna,25,1995,3,53,18,1.5,0.6,0,,,3,18,0,1.00,1,1,0,0.00,+0.29,0.6,1.0,-0.4,-0.61,-0.26
111,Carlo,es  ESP,MF,Villarreal,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,
112,Diego Carlos,br  BRA,DF,Sevilla,27,1993,33,2788,84,81.5,31.0,32,87,,1,9,1,1.97,42,26,+16,+0.52,-0.05,43.4,27.9,+15.5,+0.50,+0.45
113,Juan Carlos,es  ESP,"MF,FW",Huesca,29,1991,15,291,19,8.5,3.2,3,58,,12,10,20,0.73,2,4,-2,-0.62,-0.13,3.5,3.2,+0.3,+0.09,+0.35
114,Yannick Carrasco,be  BEL,"DF,MF",Atlético Madrid,26,1993,30,2179,73,63.7,24.2,25,81,,5,29,1,2.33,42,13,+29,+1.20,+0.26,32.6,18.6,+14.1,+0.58,+0.18
115,Sergio Carreira,es  ESP,DF,Celta Vigo,19,2000,3,259,86,7.6,2.9,3,86,,0,,12,0.33,2,6,-4,-1.39,-1.45,3.7,5.5,-1.8,-0.62,-0.62
116,Guido Carrillo,ar  ARG,FW,Elche,29,1991,21,1002,48,29.3,11.1,11,77,,10,16,1,0.90,14,18,-4,-0.36,+0.27,9.0,16.3,-7.4,-0.66,+0.11
117,Dani Carvajal,es  ESP,DF,Real Madrid,28,1992,13,950,73,27.8,10.6,11,81,,2,32,0,2.38,19,6,+13,+1.23,+0.28,16.3,9.0,+7.3,+0.69,+0.04
118,William Carvalho,pt  POR,MF,Betis,28,1992,27,1223,45,35.8,13.6,12,77,,15,20,4,1.56,21,23,-2,-0.15,-0.23,16.5,23.5,-7.1,-0.52,-0.83
119,Casemiro,br  BRA,MF,Real Madrid,28,1992,34,2901,85,84.8,32.2,32,89,,2,34,0,2.32,59,20,+39,+1.21,+1.21,55.0,26.4,+28.6,+0.89,+1.47
120,Luis Castillo,es  ESP,GK,Elche,20,2000,0,,,,,0,,,0,,4,,,,,,,,,,,
121,Aritz Castro,es  ESP,GK,Alavés,22,1998,0,,,,,0,,,0,,3,,,,,,,,,,,
122,Óscar Castro,es  ESP,MF,Atlético Madrid,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,
123,Álex Centelles,es  ESP,DF,Valencia,22,1997,0,,,,,0,,,0,,4,,,,,,,,,,,
124,César,es  ESP,MF,Elche,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,
125,Chema,es  ESP,"DF,MF",Getafe,28,1992,10,557,56,16.3,6.2,7,76,,3,9,23,0.70,4,10,-6,-0.97,-0.69,5.6,8.6,-3.0,-0.48,-0.34
126,Denis Cheryshev,ru  RUS,MF,Valencia,29,1990,21,1101,52,32.2,12.2,13,70,,8,23,3,1.05,19,21,-2,-0.16,-0.12,16.3,18.4,-2.0,-0.17,+0.15
127,Chinchu,es  ESP,DF,Getafe,18,2002,0,,,,,0,,,0,,1,,,,,,,,,,,
128,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,21,1999,28,1365,49,39.9,15.2,13,76,,15,25,1,1.61,21,19,+2,+0.13,-0.48,25.0,18.0,+7.0,+0.46,+0.13
129,Víctor Chust,es  ESP,DF,Real Madrid,20,2000,2,95,48,2.8,1.1,1,90,,1,5,9,2.00,0,0,0,0.00,-1.06,0.6,1.5,-1.0,-0.90,-1.61
130,Cifu,es  ESP,DF,Elche,29,1990,11,451,41,13.2,5.0,4,67,,7,26,23,1.00,6,10,-4,-0.80,-0.28,5.0,8.1,-3.1,-0.61,+0.15
131,Alberto Cifuentes,es  ESP,GK,Cádiz,41,1979,2,180,90,5.3,2.0,2,90,,0,,2,1.50,3,3,0,0.00,+0.61,2.4,3.0,-0.6,-0.30,+0.27
132,Jasper Cillessen,nl  NED,GK,Valencia,31,1989,10,900,90,26.3,10.0,10,90,,0,,5,1.60,15,11,+4,+0.40,+0.65,11.2,13.8,-2.6,-0.26,+0.02
133,Carlos Clerc,es  ESP,DF,Levante,28,1992,35,2781,79,81.3,30.9,30,90,,5,16,2,1.14,39,47,-8,-0.26,+0.16,35.4,41.2,-5.8,-0.19,+0.83
134,Coke,es  ESP,DF,Levante,33,1987,17,835,49,24.4,9.3,11,69,,6,12,20,1.18,11,14,-3,-0.32,-0.04,8.0,15.4,-7.4,-0.79,-0.60
135,Álex Collado,es  ESP,MF,Barcelona,21,1999,0,,,,,0,,,0,,1,,,,,,,,,,,
136,Francis Coquelin,fr  FRA,MF,Villarreal,29,1991,22,736,33,21.5,8.2,7,62,,15,20,2,1.50,10,12,-2,-0.24,-0.85,10.6,8.9,+1.7,+0.21,-0.21
137,Asier Córdoba,es  ESP,FW,Osasuna,20,2000,0,,,,,0,,,0,,5,,,,,,,,,,,
138,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,25,1995,38,2393,63,70.0,26.6,29,72,,9,35,0,2.26,39,14,+25,+0.94,-0.55,36.1,20.1,+16.0,+0.60,+0.28
139,Rober Correa,es  ESP,DF,Eibar,27,1992,15,1136,76,33.2,12.6,13,82,,2,38,7,1.13,12,10,+2,+0.16,+1.14,16.4,10.7,+5.8,+0.46,+0.89
140,Thierry Correia,pt  POR,DF,Valencia,21,1999,29,2137,74,62.5,23.7,25,83,,4,16,6,1.14,29,31,-2,-0.08,-0.01,27.1,30.0,-3.0,-0.13,+0.39
141,Antonio Cortés,es  ESP,FW,Granada,20,2000,0,,,,,0,,,0,,3,,,,,,,,,,,
142,Diego Costa,es  ESP,FW,Atlético Madrid,31,1988,7,208,30,6.1,2.3,2,59,,5,18,0,2.43,5,0,+5,+2.16,+1.13,4.9,2.1,+2.8,+1.20,+0.73
143,Jaume Costa,es  ESP,"DF,MF",Villarreal,32,1988,14,351,25,10.3,3.9,3,60,,11,15,22,1.71,5,6,-1,-0.26,-0.75,6.5,5.2,+1.3,+0.33,-0.06
144,João Paulo Santos Costa,pt  POR,GK,Granada,24,1996,0,,,,,0,,,0,,18,,,,,,,,,,,
145,David Costas,es  ESP,DF,Celta Vigo,25,1995,0,,,,,0,,,0,,8,,,,,,,,,,,
146,Thibaut Courtois,be  BEL,GK,Real Madrid,28,1992,38,3420,90,100.0,38.0,38,90,,0,,0,2.21,67,28,+39,+1.03,,61.7,36.5,+25.2,+0.66,
147,Philippe Coutinho,br  BRA,"MF,FW",Barcelona,28,1992,12,654,55,19.1,7.3,8,70,,4,25,1,1.50,14,7,+7,+0.96,-0.34,14.1,9.3,+4.8,+0.66,-0.46
148,Cristian,es  ESP,GK,Valencia,22,1998,0,,,,,0,,,0,,32,,,,,,,,,,,
149,Juan Cruz Armada,es  ESP,DF,Osasuna,28,1992,26,1962,75,57.4,21.8,23,80,,3,39,10,1.15,16,29,-13,-0.60,-0.72,17.4,30.4,-13.0,-0.60,-0.56
150,Sergio Cubero Ezcurra,es  ESP,MF,Eibar,20,1999,1,1,1,0.0,0.0,0,,,1,1,2,1.00,0,0,0,0.00,+0.61,0.0,0.0,0.0,0.00,+0.14
