,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
16,Yeray Álvarez,es  ESP,DF,Athletic Club,25,1995,21.6,6,0,0,20,17,1,2,39,19,0,0,0,212,76,44,63.3
17,Emmanuel Amankwaa Akurugu,gh  GHA,DF,Getafe,18,2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
18,Jon Ander Garrido,es  ESP,MF,Cádiz,30,1989,8.9,1,0,0,13,6,0,2,9,15,1,0,0,86,21,32,39.6
19,Ángel,es  ESP,GK,Granada,18,2002,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20,Miguel Ángel Rubio,es  ESP,DF,Valladolid,22,1998,1.5,0,0,0,2,1,1,0,0,1,0,0,0,18,10,7,58.8
21,José Ángel,es  ESP,DF,Eibar,30,1989,10.0,3,0,0,8,4,0,37,12,10,0,0,0,132,17,18,48.6
22,José Antonio Miranda,gq  EQG,"MF,DF",Getafe,22,1998,0.3,1,0,0,2,2,0,0,1,0,0,0,0,4,2,0,100.0
23,Aritz Arambarri,es  ESP,DF,Real Sociedad,22,1998,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,50.0
24,Mauro Arambarri,uy  URU,MF,Getafe,24,1995,33.1,11,0,0,58,74,1,50,54,57,0,0,0,340,55,60,47.8
25,Néstor Araujo,mx  MEX,DF,Celta Vigo,28,1991,27.0,5,0,0,30,6,0,3,35,16,0,0,0,265,65,37,63.7
26,Ronald Araújo,uy  URU,DF,Barcelona,21,1999,16.8,3,0,0,12,18,2,0,15,22,1,1,0,149,54,16,77.1
27,Anaitz Arbilla,es  ESP,DF,Eibar,33,1987,31.2,8,0,0,38,13,0,30,56,30,0,2,0,443,82,56,59.4
28,Unai Arietaleanizbeaskoa,es  ESP,"FW,MF",Eibar,21,1999,0.5,1,0,0,3,1,2,0,0,0,0,0,0,1,0,2,0.0
29,Sergio Arribas,es  ESP,"FW,DF",Real Madrid,18,2001,1.5,1,0,0,1,2,2,1,3,1,0,0,0,13,1,2,33.3
30,Sergio Asenjo,es  ESP,GK,Villarreal,31,1989,36.0,2,0,0,1,2,0,0,0,0,0,1,0,146,0,0,
31,Marco Asensio,es  ESP,"FW,MF",Real Madrid,24,1996,20.8,1,0,0,6,28,6,76,15,10,0,0,0,119,10,7,58.8
32,Iago Aspas,es  ESP,FW,Celta Vigo,32,1987,31.8,9,0,0,24,53,14,39,17,6,0,1,0,155,20,56,26.3
33,Miguel Atienza,es  ESP,MF,Eibar,21,1999,9.3,1,0,0,10,2,0,3,16,19,0,0,0,91,26,17,60.5
34,Ezequiel Ávila,ar  ARG,"MF,FW",Osasuna,26,1994,2.2,0,0,0,4,5,2,2,1,2,0,0,0,13,3,8,27.3
35,Ramon Azeez,ng  NGA,"MF,DF",Granada,27,1992,1.1,0,0,0,1,1,0,1,0,3,0,0,0,12,4,1,80.0
36,Carlos Bacca,co  COL,FW,Villarreal,33,1986,8.7,1,0,0,10,6,6,6,4,7,0,0,0,25,13,21,38.2
37,Édgar Badía,es  ESP,GK,Elche,28,1992,30.0,0,0,0,0,4,0,0,0,0,0,0,0,147,0,0,
38,Alex Baena,es  ESP,MF,Villarreal,19,2001,1.5,0,0,0,2,4,0,3,3,0,0,0,0,5,0,2,0.0
39,Miguel Baeza,es  ESP,"MF,FW",Celta Vigo,20,2000,6.0,0,0,0,5,8,4,6,6,5,0,0,0,34,10,10,50.0
40,Mikel Balenziaga,es  ESP,DF,Athletic Club,32,1988,18.8,0,0,0,17,16,1,27,13,15,0,0,0,150,18,17,51.4
41,Barcia,es  ESP,DF,Granada,19,2000,1.0,1,0,0,2,1,0,1,1,0,1,0,0,14,4,0,100.0
42,Enis Bardhi,mk  MKD,MF,Levante,25,1995,18.7,4,0,0,27,24,4,35,32,22,0,0,0,150,5,26,16.1
43,Kike Barja,es  ESP,"MF,FW",Osasuna,23,1997,15.9,2,0,0,15,23,1,53,23,8,1,0,0,111,26,20,56.5
44,Marc Baró,es  ESP,DF,Cádiz,20,1999,1.0,0,0,0,1,3,0,2,3,1,0,0,0,5,0,0,
45,Antonio Barragán,es  ESP,DF,Elche,33,1987,24.8,8,0,0,35,26,2,35,30,14,1,1,0,149,30,22,57.7
46,Ander Barrenetxea,es  ESP,"MF,FW",Real Sociedad,18,2001,14.5,7,0,0,41,20,4,28,12,20,0,0,0,102,6,29,17.1
47,Marc Bartra,es  ESP,DF,Betis,29,1991,18.8,3,0,0,29,15,2,4,24,10,0,4,0,178,53,32,62.4
48,Álvaro Bastida,es  ESP,MF,Cádiz,16,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
49,Rodrigo Battaglia,ar  ARG,MF,Alavés,29,1991,27.7,10,1,0,35,30,1,6,18,32,0,0,0,259,45,24,65.2
50,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,25,1995,4.1,3,0,0,11,6,2,3,2,5,0,0,0,18,22,26,45.8
51,Fran Beltrán,es  ESP,MF,Celta Vigo,21,1999,15.5,3,0,0,16,10,0,4,17,20,0,0,0,151,8,24,25.0
52,Sergio Benito,es  ESP,FW,Valladolid,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,Karim Benzema,fr  FRA,FW,Real Madrid,32,1987,32.2,2,0,0,18,25,24,26,14,7,0,0,0,114,25,31,44.6
54,Yuri Berchiche,es  ESP,DF,Athletic Club,30,1990,18.7,3,0,0,18,30,1,64,16,23,1,0,0,176,23,14,62.2
55,Álex Berenguer,es  ESP,"MF,FW",Athletic Club,25,1995,25.3,4,0,0,49,46,18,63,24,31,1,0,0,154,25,35,41.7
56,Pedro Bigas,es  ESP,DF,Eibar,29,1990,17.0,1,0,0,21,6,0,6,16,12,0,2,0,223,61,25,70.9
57,Blanco,es  ESP,"MF,DF",Real Madrid,20,2000,2.4,0,0,0,6,2,0,3,2,3,0,0,0,30,1,5,16.7
58,Alejandro Blanco,es  ESP,MF,Valencia,21,1998,6.4,1,0,0,4,8,2,6,6,3,0,0,0,41,2,8,20.0
59,Rubén Blanco,es  ESP,GK,Celta Vigo,25,1995,18.2,0,1,0,1,2,0,0,0,0,0,0,0,88,0,0,
60,Alejandro Blesa,es  ESP,MF,Levante,18,2002,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
61,Yann Bodiger,fr  FRA,MF,Cádiz,25,1995,2.8,0,0,0,9,3,0,1,6,2,0,0,0,29,10,15,40.0
62,Yassine Bounou,ma  MAR,GK,Sevilla,29,1991,33.0,3,0,0,0,4,0,0,0,0,0,0,1,140,0,0,
63,Lucas Boyé,ar  ARG,FW,Elche,24,1996,29.9,9,1,1,95,34,10,11,20,28,0,0,0,144,36,140,20.5
64,Martin Braithwaite,dk  DEN,FW,Barcelona,29,1991,13.1,3,0,0,11,20,15,8,8,6,0,0,0,40,15,15,50.0
65,Darko Brašanac,rs  SRB,MF,Osasuna,28,1992,10.1,4,0,0,26,7,1,11,4,12,0,0,0,84,30,22,57.7
66,Álvaro Bravo,es  ESP,MF,Granada,22,1998,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,66.7
67,Claudio Bravo,cl  CHI,GK,Betis,37,1983,20.0,3,0,0,0,0,0,0,0,0,0,0,0,89,0,0,
68,Yan Brice Eteki,cm  CMR,MF,Granada,22,1997,14.7,4,1,0,45,20,0,1,15,20,0,1,0,124,24,23,51.1
69,Juan Brunet,ar  ARG,MF,Granada,22,1998,0.3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0
70,Ante Budimir,hr  CRO,FW,Osasuna,29,1991,18.1,3,0,0,30,31,20,5,1,15,0,0,0,78,123,97,55.9
71,Esteban Burgos,ar  ARG,DF,Eibar,28,1992,12.3,5,0,0,14,3,1,0,12,8,0,0,0,176,38,34,52.8
72,Burgui,es  ESP,MF,Alavés,26,1993,0.2,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,100.0
73,Sergio Busquets,es  ESP,MF,Barcelona,32,1988,28.0,9,0,0,46,59,0,3,39,40,0,0,0,296,42,38,52.5
74,Erick Cabaco,uy  URU,DF,Getafe,25,1995,14.7,9,0,0,24,20,1,3,12,17,0,0,0,141,52,19,73.2
75,Cala,es  ESP,DF,Cádiz,30,1989,25.2,8,0,0,32,31,1,0,23,23,1,1,0,213,59,38,60.8
76,Jonathan Calleri,ar  ARG,FW,Osasuna,26,1993,17.2,4,0,0,42,39,16,14,5,6,0,0,0,73,86,91,48.6
77,Dani Calvo,es  ESP,DF,Elche,26,1994,19.8,3,0,0,19,15,2,1,19,13,0,1,0,113,47,39,54.7
78,José Campaña,es  ESP,MF,Levante,27,1993,8.3,0,0,0,7,13,1,16,8,8,0,0,0,76,6,8,42.9
79,Sergio Canales,es  ESP,"MF,FW",Betis,29,1991,27.8,4,0,0,15,22,2,46,14,11,0,0,0,185,12,28,30.0
80,Álex Cantero,es  ESP,FW,Levante,20,2000,2.6,1,0,0,5,1,1,1,0,1,,,0,,,,
81,Ander Capa,es  ESP,DF,Athletic Club,28,1992,23.7,5,0,0,26,9,1,54,30,23,0,1,0,214,23,22,51.1
82,Étienne Capoue,fr  FRA,MF,Villarreal,32,1988,13.2,5,1,0,26,22,0,0,21,14,0,2,0,108,29,9,76.3
83,Isaac Carcelen,es  ESP,DF,Cádiz,27,1993,28.7,3,0,0,17,51,0,36,50,44,0,3,0,275,33,31,51.6
84,Cárdenas,es  ESP,GK,Levante,23,1997,8.0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,
85,Marc Cardona,es  ESP,"FW,MF",Osasuna,25,1995,0.6,0,0,0,3,1,1,1,0,0,0,0,0,7,0,2,0.0
86,Diego Carlos,br  BRA,DF,Sevilla,27,1993,31.0,11,1,1,49,19,0,3,26,20,0,2,1,241,62,45,57.9
87,Juan Carlos,es  ESP,"MF,FW",Huesca,29,1991,3.2,0,0,0,13,7,0,2,3,3,0,0,0,24,5,5,50.0
88,Yannick Carrasco,be  BEL,"DF,MF",Atlético Madrid,26,1993,24.2,6,0,0,32,33,4,69,28,23,0,1,0,170,4,16,20.0
89,Sergio Carreira,es  ESP,DF,Celta Vigo,19,2000,2.9,0,0,0,2,2,0,4,1,2,0,0,0,16,1,1,50.0
90,Guido Carrillo,ar  ARG,FW,Elche,29,1991,11.1,3,0,0,28,14,2,2,7,9,0,0,0,51,78,58,57.4
91,Dani Carvajal,es  ESP,DF,Real Madrid,28,1992,10.6,5,0,0,16,11,0,22,16,21,0,1,0,100,11,8,57.9
92,William Carvalho,pt  POR,MF,Betis,28,1992,13.6,6,1,1,18,11,0,2,8,19,0,0,0,119,35,22,61.4
93,Casemiro,br  BRA,MF,Real Madrid,28,1992,32.2,11,1,1,55,55,4,13,61,56,0,0,0,356,103,81,56.0
94,Chema,es  ESP,"DF,MF",Getafe,28,1992,6.2,3,1,0,13,3,0,0,7,4,0,0,0,66,10,15,40.0
95,Denis Cheryshev,ru  RUS,MF,Valencia,29,1990,12.2,3,0,0,26,14,3,32,7,17,0,0,0,72,15,21,41.7
96,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,21,1999,15.2,0,0,0,13,30,16,37,7,9,1,0,0,89,13,15,46.4
97,Víctor Chust,es  ESP,DF,Real Madrid,20,2000,1.1,0,0,0,1,0,0,0,1,1,0,0,0,9,3,3,50.0
98,Cifu,es  ESP,DF,Elche,29,1990,5.0,1,0,0,6,6,0,9,3,6,0,0,0,52,8,7,53.3
99,Alberto Cifuentes,es  ESP,GK,Cádiz,41,1979,2.0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,
100,Jasper Cillessen,nl  NED,GK,Valencia,31,1989,10.0,0,0,0,0,2,0,0,0,0,0,0,0,47,0,0,
101,Carlos Clerc,es  ESP,DF,Levante,28,1992,30.9,5,0,0,39,34,4,85,35,47,1,0,0,271,48,27,64.0
102,Coke,es  ESP,DF,Levante,33,1987,9.3,1,0,0,12,9,0,9,15,11,0,1,0,69,13,21,38.2
103,Francis Coquelin,fr  FRA,MF,Villarreal,29,1991,8.2,4,0,0,16,16,0,3,17,9,0,0,0,93,15,9,62.5
104,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,25,1995,26.6,3,0,0,37,32,13,40,21,30,0,0,0,170,14,44,24.1
105,Rober Correa,es  ESP,DF,Eibar,27,1992,12.6,3,0,0,7,19,1,32,24,16,1,0,0,158,46,25,64.8
106,Thierry Correia,pt  POR,DF,Valencia,21,1999,23.7,6,1,1,34,38,2,48,36,34,0,0,0,188,32,29,52.5
107,Diego Costa,es  ESP,FW,Atlético Madrid,31,1988,2.3,1,0,0,7,3,5,2,0,0,1,0,0,3,9,15,37.5
108,Jaume Costa,es  ESP,"DF,MF",Villarreal,32,1988,3.9,1,0,0,8,9,0,7,8,3,0,0,0,30,6,5,54.5
109,Thibaut Courtois,be  BEL,GK,Real Madrid,28,1992,38.0,0,0,0,1,3,0,0,0,0,0,1,0,177,0,0,
110,Philippe Coutinho,br  BRA,"MF,FW",Barcelona,28,1992,7.3,0,0,0,9,13,1,10,4,6,0,0,0,39,3,9,25.0
111,Juan Cruz Armada,es  ESP,DF,Osasuna,28,1992,21.8,4,0,0,13,4,2,41,10,17,0,1,0,186,30,29,50.8
112,Sergio Cubero Ezcurra,es  ESP,MF,Eibar,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,Cucho,co  COL,"FW,MF",Getafe,21,1999,16.3,5,0,0,34,32,10,31,5,10,0,0,0,100,40,73,35.4
114,Marc Cucurella,es  ESP,MF,Getafe,22,1998,36.0,8,0,0,69,60,9,96,54,48,0,0,0,291,72,101,41.6
115,Patrick Cutrone,it  ITA,FW,Valencia,22,1998,1.2,0,0,0,2,1,1,1,1,0,0,0,0,4,0,9,0.0
116,Moussa Dembélé,fr  FRA,"FW,MF",Atlético Madrid,24,1996,1.1,0,0,0,3,0,3,1,0,0,0,0,0,8,6,6,50.0
117,Ousmane Dembélé,fr  FRA,"FW,DF",Barcelona,23,1997,19.7,2,0,0,15,28,11,58,14,10,0,0,0,77,8,12,40.0
118,Sergiño Dest,us  USA,DF,Barcelona,19,2000,21.2,1,0,0,16,11,3,39,17,19,0,0,0,147,5,11,31.3
119,Deyverson,br  BRA,FW,Alavés,29,1991,9.7,4,0,0,16,25,11,13,10,6,0,0,0,73,65,49,57.0
120,Abdoulay Diaby,ml  MLI,MF,Getafe,29,1991,0.2,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0.0
121,Mouctar Diakhaby,fr  FRA,DF,Valencia,23,1996,23.1,4,1,0,22,8,4,2,10,15,0,1,0,180,50,16,75.8
122,Víctor Díaz,es  ESP,DF,Granada,32,1988,9.2,3,0,0,10,1,0,22,15,16,0,1,0,92,16,13,55.2
123,Papakouli Diop,sn  SEN,MF,Eibar,34,1986,25.8,9,2,1,42,20,2,7,41,36,0,0,0,348,86,69,55.5
124,Djené,tg  TOG,DF,Getafe,28,1991,32.7,8,2,1,35,36,1,7,54,37,1,2,0,363,71,44,61.7
125,Marko Dmitrović,rs  SRB,GK,Eibar,28,1992,34.7,0,0,0,1,4,0,0,0,1,0,0,0,198,0,0,
126,Jaume Doménech,es  ESP,GK,Valencia,29,1990,28.0,1,0,0,0,1,0,0,0,0,0,0,0,141,0,0,
127,Carlos Dominguez,es  ESP,DF,Celta Vigo,19,2001,4.0,2,0,0,7,2,0,0,7,4,0,0,0,17,10,13,43.5
128,John Donald,es  ESP,DF,Elche,19,2000,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
129,Cheick Doukouré,ci  CIV,MF,Levante,27,1992,1.1,1,0,0,7,3,1,0,2,4,0,0,0,10,1,1,50.0
130,Idrissa Doumbia,ci  CIV,MF,Huesca,22,1998,8.7,4,0,0,12,5,0,0,9,10,0,0,0,79,2,5,28.6
131,Domingos Duarte,pt  POR,DF,Granada,25,1995,26.3,5,1,0,22,20,0,2,31,19,0,1,0,264,55,34,61.8
132,Óscar Duarte,cr  CRC,DF,Levante,31,1989,22.9,2,0,0,34,6,2,2,25,14,0,1,0,184,85,50,63.0
133,Rubén Duarte,es  ESP,DF,Alavés,24,1995,28.3,5,1,1,42,39,0,58,42,34,0,1,0,252,59,29,67.0
134,Unai Dufur,es  ESP,DF,Eibar,21,1999,0.7,0,0,0,1,0,0,0,0,2,0,0,0,6,1,1,50.0
135,Hugo Duro,es  ESP,FW,Real Madrid,20,1999,0.6,0,0,0,1,1,0,1,0,0,0,0,0,1,1,5,16.7
136,Aritz Elustondo,es  ESP,DF,Real Sociedad,26,1994,20.9,5,0,0,22,27,1,7,8,17,0,1,1,209,59,42,58.4
137,Rodrigo Ely,br  BRA,DF,Alavés,26,1993,5.2,1,0,0,8,2,0,0,2,3,0,0,0,50,16,2,88.9
138,Emerson,br  BRA,DF,Betis,21,1999,33.2,9,1,0,56,73,3,74,67,60,1,1,1,249,56,37,60.2
139,Youssef En-Nesyri,ma  MAR,FW,Sevilla,23,1997,25.7,2,0,0,28,36,25,17,8,17,1,0,0,99,101,80,55.8
140,Sergi Enrich,es  ESP,FW,Eibar,30,1990,15.6,1,0,0,31,19,8,7,11,15,1,0,0,85,92,101,47.7
141,Aarón Escandell,es  ESP,GK,Granada,24,1995,5.0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,
142,Dani Escriche,es  ESP,"FW,MF",Huesca,22,1998,9.5,5,1,0,20,16,6,4,8,13,1,0,0,62,17,33,34.0
143,Sergio Escudero,es  ESP,DF,Sevilla,30,1989,6.3,3,0,0,8,7,1,13,7,8,0,0,0,43,12,6,66.7
144,Alfonso Espino,uy  URU,DF,Cádiz,28,1992,28.9,6,0,0,32,21,3,61,46,58,0,0,0,249,38,43,46.9
145,Vicente Esquerdo,es  ESP,MF,Valencia,21,1999,2.6,1,0,0,3,0,0,2,5,6,0,0,0,18,2,3,40.0
146,Pervis Estupiñán,ec  ECU,DF,Villarreal,22,1998,13.0,1,0,0,24,20,6,61,29,24,1,1,0,132,11,15,42.3
147,Xabier Etxeita,es  ESP,DF,Getafe,32,1987,9.8,3,0,0,14,2,0,0,10,6,0,0,1,112,18,24,42.9
148,Edu Expósito,es  ESP,MF,Eibar,23,1996,27.3,4,0,0,29,28,0,36,32,27,0,0,0,333,36,42,46.2
149,Jokin Ezkieta,es  ESP,GK,Athletic Club,23,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
150,Fali,es  ESP,"DF,MF",Cádiz,26,1993,29.3,11,0,0,21,25,0,13,24,21,0,1,0,181,44,33,57.1
151,Ansu Fati,es  ESP,FW,Barcelona,17,2002,4.8,1,0,0,6,11,2,5,1,3,2,0,0,20,2,4,33.3
152,Nabil Fekir,fr  FRA,"MF,FW",Betis,27,1993,29.1,5,1,0,80,93,13,56,12,36,3,0,0,156,21,74,22.1
153,Felipe,br  BRA,DF,Atlético Madrid,31,1989,22.9,8,0,0,29,14,0,2,43,23,0,0,1,218,89,22,80.2
154,João Félix,pt  POR,"FW,MF",Atlético Madrid,20,1999,17.5,6,0,0,16,48,6,13,9,6,1,0,0,94,23,30,43.4
155,Aitor Fernández,es  ESP,GK,Levante,29,1991,29.0,0,0,0,0,2,0,0,0,0,0,0,0,148,0,1,0.0
156,Álex Fernández,es  ESP,MF,Cádiz,27,1992,21.6,1,0,0,11,31,1,41,21,15,0,0,0,186,22,28,44.0
157,Álvaro Fernández,es  ESP,GK,Huesca,22,1998,22.0,0,0,0,0,3,0,0,0,0,0,0,0,108,0,0,
158,Andrés Fernández,es  ESP,GK,Huesca,33,1986,16.0,0,0,0,0,3,0,0,0,0,0,0,0,86,0,0,
159,Augusto Fernández,ar  ARG,MF,Cádiz,34,1986,4.1,1,0,0,6,2,0,0,11,6,0,0,0,42,2,5,28.6
160,Joaquín Fernández,es  ESP,DF,Valladolid,24,1996,23.0,8,0,0,28,13,3,1,33,18,1,1,0,197,65,46,58.6
161,Fernando,br  BRA,MF,Sevilla,33,1987,28.3,6,0,0,40,16,1,2,40,52,0,0,0,289,58,39,59.8
162,David Ferreiro,es  ESP,"MF,FW",Huesca,32,1988,28.1,5,0,0,53,38,15,112,18,14,0,0,0,199,12,26,31.6
163,Facundo Ferreyra,ar  ARG,FW,Celta Vigo,29,1991,3.3,5,1,1,22,6,1,1,0,2,0,0,0,12,12,14,46.2
164,Fidel,es  ESP,"MF,DF",Elche,30,1989,26.6,8,0,0,30,42,5,77,13,30,0,0,0,164,12,25,32.4
165,Junior Firpo,es  ESP,DF,Barcelona,23,1996,3.2,2,0,0,9,6,3,4,4,2,0,0,0,20,2,2,50.0
166,Kingsley Fobi,gh  GHA,DF,Granada,21,1998,0.5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
167,Ramón Folch,es  ESP,MF,Elche,30,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,José Fontán,es  ESP,DF,Celta Vigo,20,2000,7.2,3,1,1,17,3,1,7,9,7,0,0,0,56,12,9,57.1
169,Dimitri Foulquier,fr  FRA,DF,Granada,27,1993,29.6,7,0,0,29,24,3,33,32,28,0,1,1,218,24,42,36.4
170,Juan Foyth,ar  ARG,"DF,MF",Villarreal,22,1998,13.0,6,0,0,20,14,0,2,19,26,0,1,0,129,35,22,61.4
171,Jorge de Frutos,es  ESP,"MF,FW",Levante,23,1997,24.3,3,0,0,38,28,3,73,24,31,2,0,0,119,15,32,31.9
172,Ramiro Funes Mori,ar  ARG,DF,Villarreal,29,1991,8.1,1,0,0,7,3,0,2,14,3,0,0,0,70,24,12,66.7
173,Javi Galán,es  ESP,DF,Huesca,25,1994,34.1,5,0,0,62,97,5,104,28,74,0,0,0,283,19,35,35.2
174,Enric Gallego,es  ESP,FW,Osasuna,33,1986,9.0,2,0,0,31,12,4,8,1,6,0,0,0,47,82,67,55.0
175,Kévin Gameiro,fr  FRA,FW,Valencia,33,1987,12.0,0,0,0,9,8,9,2,0,6,0,0,0,36,9,28,24.3
176,Aleix García,es  ESP,MF,Eibar,23,1997,4.9,1,0,0,4,1,0,3,4,4,0,0,0,40,6,2,75.0
177,Borja García,es  ESP,"MF,FW",Huesca,29,1990,12.4,0,0,0,3,33,1,9,10,10,0,0,0,96,9,12,42.9
178,Dani García,es  ESP,MF,Athletic Club,30,1990,21.3,8,0,0,29,22,0,5,29,23,0,1,0,261,47,38,55.3
179,David García,es  ESP,DF,Osasuna,26,1994,35.0,8,0,0,45,25,1,4,53,29,0,1,1,435,172,54,76.1
180,Manu García,es  ESP,MF,Alavés,34,1986,12.5,9,1,1,18,28,1,7,13,18,0,0,0,103,44,34,56.4
181,Rubén García,es  ESP,"MF,FW",Osasuna,27,1993,30.2,2,0,0,42,41,6,91,27,39,1,0,0,200,59,69,46.1
182,Sergi García,es  ESP,MF,Alavés,21,1999,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
183,Unai García,es  ESP,DF,Osasuna,28,1992,13.8,3,0,0,14,4,0,3,17,14,0,0,1,136,18,23,43.9
184,Mario Gaspar,es  ESP,DF,Villarreal,29,1990,20.6,3,1,0,20,10,0,30,26,19,1,1,0,119,35,35,50.0
185,Paulo Gazzaniga,ar  ARG,GK,Elche,28,1992,8.0,3,0,0,0,1,0,0,0,0,0,0,0,47,0,0,
186,David Gil,es  ESP,GK,Cádiz,26,1994,4.0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,
187,Álvaro Giménez,es  ESP,"FW,MF",Cádiz,29,1991,4.5,0,0,0,8,6,4,1,3,2,0,0,0,18,20,29,40.8
188,Dani Gómez,es  ESP,FW,Levante,22,1998,18.5,3,0,0,29,38,12,11,3,5,1,0,0,74,15,54,21.7
189,Ibai Gómez,es  ESP,MF,Athletic Club,30,1989,4.7,0,0,0,2,1,1,15,2,3,0,0,0,22,6,6,50.0
190,Maxi Gómez,uy  URU,FW,Valencia,23,1996,29.9,7,1,1,53,70,32,15,2,9,4,0,0,96,113,104,52.1
191,Moi Gómez,es  ESP,"MF,FW",Villarreal,26,1994,28.5,1,0,0,20,32,9,45,21,15,0,1,0,192,11,38,22.4
192,Papu Gómez,ar  ARG,"MF,FW",Sevilla,32,1988,10.2,0,0,0,15,22,2,23,19,7,1,0,0,57,7,9,43.8
193,Sergi Gómez,es  ESP,DF,Sevilla,28,1992,8.0,2,0,0,1,1,0,0,3,3,0,0,0,51,23,22,51.1
194,Sergio Gómez,es  ESP,"MF,FW",Huesca,19,2000,8.8,1,0,0,7,9,1,36,18,17,0,0,0,57,0,9,0.0
195,Maxime Gonalons,fr  FRA,MF,Granada,31,1989,16.4,7,1,0,30,27,2,4,24,50,0,1,0,199,35,21,62.5
196,Bruno González,es  ESP,DF,Valladolid,30,1990,25.1,8,0,0,31,17,0,0,29,15,0,0,0,208,58,43,57.4
197,Diego González,es  ESP,DF,Elche,25,1995,14.2,5,0,0,19,4,0,1,15,12,0,0,1,107,37,20,64.9
