,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
41,Barcia,es  ESP,DF,Granada,19,2000,1.0,1,1.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
42,Enis Bardhi,mk  MKD,MF,Levante,25,1995,18.7,51,2.73,37,7,5,1,1,0,6,0.32,5,1,0,0,0,0
43,Kike Barja,es  ESP,"MF,FW",Osasuna,23,1997,15.9,34,2.14,25,1,4,3,1,0,4,0.25,3,0,0,0,1,0
44,Marc Baró,es  ESP,DF,Cádiz,20,1999,1.0,3,3.00,0,2,1,0,0,0,0,0.00,0,0,0,0,0,0
45,Antonio Barragán,es  ESP,DF,Elche,33,1987,24.8,22,0.89,15,2,2,1,2,0,7,0.28,3,1,2,0,1,0
46,Ander Barrenetxea,es  ESP,"MF,FW",Real Sociedad,18,2001,14.5,31,2.13,25,0,2,2,1,1,4,0.28,4,0,0,0,0,0
47,Marc Bartra,es  ESP,DF,Betis,29,1991,18.8,7,0.37,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0
48,Álvaro Bastida,es  ESP,MF,Cádiz,16,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
49,Rodrigo Battaglia,ar  ARG,MF,Alavés,29,1991,27.7,18,0.65,10,0,0,4,2,2,1,0.04,1,0,0,0,0,0
50,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,25,1995,4.1,9,2.19,7,0,0,2,0,0,1,0.24,1,0,0,0,0,0
51,Fran Beltrán,es  ESP,MF,Celta Vigo,21,1999,15.5,23,1.48,19,1,2,1,0,0,1,0.06,1,0,0,0,0,0
52,Sergio Benito,es  ESP,FW,Valladolid,21,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
53,Karim Benzema,fr  FRA,FW,Real Madrid,32,1987,32.2,100,3.11,77,0,10,10,2,1,18,0.56,15,0,2,1,0,0
54,Yuri Berchiche,es  ESP,DF,Athletic Club,30,1990,18.7,42,2.25,35,1,2,0,3,1,6,0.32,5,0,0,0,1,0
55,Álex Berenguer,es  ESP,"MF,FW",Athletic Club,25,1995,25.3,80,3.16,53,14,5,1,5,2,13,0.51,8,1,1,0,1,2
56,Pedro Bigas,es  ESP,DF,Eibar,29,1990,17.0,8,0.47,5,1,1,0,0,1,1,0.06,1,0,0,0,0,0
57,Blanco,es  ESP,"MF,DF",Real Madrid,20,2000,2.4,5,2.05,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
58,Alejandro Blanco,es  ESP,MF,Valencia,21,1998,6.4,11,1.71,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0
59,Rubén Blanco,es  ESP,GK,Celta Vigo,25,1995,18.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
60,Alejandro Blesa,es  ESP,MF,Levante,18,2002,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
61,Yann Bodiger,fr  FRA,MF,Cádiz,25,1995,2.8,6,2.15,2,0,0,0,2,2,0,0.00,0,0,0,0,0,0
62,Yassine Bounou,ma  MAR,GK,Sevilla,29,1991,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
63,Lucas Boyé,ar  ARG,FW,Elche,24,1996,29.9,39,1.30,24,0,5,2,6,2,4,0.13,3,0,1,0,0,0
64,Martin Braithwaite,dk  DEN,FW,Barcelona,29,1991,13.1,23,1.76,17,0,1,1,3,1,4,0.31,2,0,0,1,0,1
65,Darko Brašanac,rs  SRB,MF,Osasuna,28,1992,10.1,17,1.68,15,0,0,1,1,0,1,0.10,1,0,0,0,0,0
66,Álvaro Bravo,es  ESP,MF,Granada,22,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
67,Claudio Bravo,cl  CHI,GK,Betis,37,1983,20.0,5,0.25,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
68,Yan Brice Eteki,cm  CMR,MF,Granada,22,1997,14.7,4,0.27,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0
69,Juan Brunet,ar  ARG,MF,Granada,22,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
70,Ante Budimir,hr  CRO,FW,Osasuna,29,1991,18.1,24,1.33,15,0,2,4,2,1,1,0.06,0,0,0,1,0,0
71,Esteban Burgos,ar  ARG,DF,Eibar,28,1992,12.3,7,0.57,6,0,0,1,0,0,1,0.08,0,0,0,1,0,0
72,Burgui,es  ESP,MF,Alavés,26,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
73,Sergio Busquets,es  ESP,MF,Barcelona,32,1988,28.0,68,2.43,61,2,0,0,3,2,10,0.36,10,0,0,0,0,0
74,Erick Cabaco,uy  URU,DF,Getafe,25,1995,14.7,6,0.41,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0
75,Cala,es  ESP,DF,Cádiz,30,1989,25.2,10,0.40,5,0,1,1,2,1,1,0.04,0,0,0,0,1,0
76,Jonathan Calleri,ar  ARG,FW,Osasuna,26,1993,17.2,24,1.40,17,0,2,3,1,1,6,0.35,4,0,1,1,0,0
77,Dani Calvo,es  ESP,DF,Elche,26,1994,19.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
78,José Campaña,es  ESP,MF,Levante,27,1993,8.3,22,2.65,13,7,1,1,0,0,2,0.24,1,0,1,0,0,0
79,Sergio Canales,es  ESP,"MF,FW",Betis,29,1991,27.8,107,3.86,80,16,4,5,2,0,13,0.47,9,2,1,1,0,0
80,Álex Cantero,es  ESP,FW,Levante,20,2000,2.6,,,,,,,,,,,,,,,,
81,Ander Capa,es  ESP,DF,Athletic Club,28,1992,23.7,36,1.52,30,2,1,2,0,1,3,0.13,2,0,0,1,0,0
82,Étienne Capoue,fr  FRA,MF,Villarreal,32,1988,13.2,9,0.68,6,0,1,0,1,1,0,0.00,0,0,0,0,0,0
83,Isaac Carcelen,es  ESP,DF,Cádiz,27,1993,28.7,32,1.12,22,8,0,1,1,0,3,0.10,3,0,0,0,0,0
84,Cárdenas,es  ESP,GK,Levante,23,1997,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
85,Marc Cardona,es  ESP,"FW,MF",Osasuna,25,1995,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Diego Carlos,br  BRA,DF,Sevilla,27,1993,31.0,15,0.48,12,0,0,3,0,0,1,0.03,0,0,0,1,0,0
87,Juan Carlos,es  ESP,"MF,FW",Huesca,29,1991,3.2,10,3.09,8,0,0,0,1,1,1,0.31,1,0,0,0,0,0
88,Yannick Carrasco,be  BEL,"DF,MF",Atlético Madrid,26,1993,24.2,88,3.63,53,14,14,4,3,0,17,0.70,10,4,3,0,0,0
89,Sergio Carreira,es  ESP,DF,Celta Vigo,19,2000,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
90,Guido Carrillo,ar  ARG,FW,Elche,29,1991,11.1,17,1.53,16,0,1,0,0,0,3,0.27,3,0,0,0,0,0
91,Dani Carvajal,es  ESP,DF,Real Madrid,28,1992,10.6,18,1.71,14,0,1,2,0,1,5,0.47,4,0,0,1,0,0
92,William Carvalho,pt  POR,MF,Betis,28,1992,13.6,20,1.47,16,0,1,2,1,0,2,0.15,1,0,0,1,0,0
93,Casemiro,br  BRA,MF,Real Madrid,28,1992,32.2,53,1.64,44,1,0,2,3,3,8,0.25,7,0,0,1,0,0
94,Chema,es  ESP,"DF,MF",Getafe,28,1992,6.2,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,Denis Cheryshev,ru  RUS,MF,Valencia,29,1990,12.2,26,2.13,19,1,2,0,2,2,4,0.33,4,0,0,0,0,0
96,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,21,1999,15.2,57,3.76,38,1,8,0,10,0,5,0.33,3,0,1,0,1,0
97,Víctor Chust,es  ESP,DF,Real Madrid,20,2000,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Cifu,es  ESP,DF,Elche,29,1990,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Alberto Cifuentes,es  ESP,GK,Cádiz,41,1979,2.0,1,0.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
100,Jasper Cillessen,nl  NED,GK,Valencia,31,1989,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
101,Carlos Clerc,es  ESP,DF,Levante,28,1992,30.9,42,1.36,33,6,0,1,2,0,5,0.16,4,1,0,0,0,0
102,Coke,es  ESP,DF,Levante,33,1987,9.3,9,0.97,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0
103,Francis Coquelin,fr  FRA,MF,Villarreal,29,1991,8.2,9,1.10,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
104,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,25,1995,26.6,80,3.01,56,2,12,5,3,2,16,0.60,11,0,4,0,1,0
105,Rober Correa,es  ESP,DF,Eibar,27,1992,12.6,17,1.35,12,2,0,0,2,1,2,0.16,1,0,0,0,1,0
106,Thierry Correia,pt  POR,DF,Valencia,21,1999,23.7,31,1.31,24,0,1,1,2,3,2,0.08,1,0,1,0,0,0
107,Diego Costa,es  ESP,FW,Atlético Madrid,31,1988,2.3,9,3.89,7,0,0,1,1,0,3,1.30,2,0,0,0,1,0
108,Jaume Costa,es  ESP,"DF,MF",Villarreal,32,1988,3.9,7,1.79,6,0,0,0,1,0,1,0.26,1,0,0,0,0,0
109,Thibaut Courtois,be  BEL,GK,Real Madrid,28,1992,38.0,4,0.11,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Philippe Coutinho,br  BRA,"MF,FW",Barcelona,28,1992,7.3,24,3.30,18,1,1,1,3,0,4,0.55,4,0,0,0,0,0
111,Juan Cruz Armada,es  ESP,DF,Osasuna,28,1992,21.8,18,0.83,16,2,0,0,0,0,1,0.05,1,0,0,0,0,0
112,Sergio Cubero Ezcurra,es  ESP,MF,Eibar,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
113,Cucho,co  COL,"FW,MF",Getafe,21,1999,16.3,35,2.15,29,0,2,1,3,0,5,0.31,5,0,0,0,0,0
114,Marc Cucurella,es  ESP,MF,Getafe,22,1998,36.0,80,2.22,63,4,2,0,9,2,5,0.14,3,0,1,0,0,1
115,Patrick Cutrone,it  ITA,FW,Valencia,22,1998,1.2,2,1.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
116,Moussa Dembélé,fr  FRA,"FW,MF",Atlético Madrid,24,1996,1.1,2,1.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
117,Ousmane Dembélé,fr  FRA,"FW,DF",Barcelona,23,1997,19.7,82,4.16,55,9,10,6,2,0,9,0.46,6,0,1,2,0,0
118,Sergiño Dest,us  USA,DF,Barcelona,19,2000,21.2,38,1.79,34,1,2,1,0,0,1,0.05,1,0,0,0,0,0
119,Deyverson,br  BRA,FW,Alavés,29,1991,9.7,17,1.75,13,0,0,1,3,0,4,0.41,2,0,0,1,1,0
120,Abdoulay Diaby,ml  MLI,MF,Getafe,29,1991,0.2,2,10.00,1,0,0,1,0,0,1,5.00,0,0,0,1,0,0
121,Mouctar Diakhaby,fr  FRA,DF,Valencia,23,1996,23.1,5,0.22,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
122,Víctor Díaz,es  ESP,DF,Granada,32,1988,9.2,11,1.20,7,3,0,1,0,0,3,0.33,2,0,0,1,0,0
123,Papakouli Diop,sn  SEN,MF,Eibar,34,1986,25.8,31,1.20,23,2,1,1,2,2,1,0.04,1,0,0,0,0,0
124,Djené,tg  TOG,DF,Getafe,28,1991,32.7,14,0.43,10,0,1,0,2,1,4,0.12,2,0,1,0,1,0
125,Marko Dmitrović,rs  SRB,GK,Eibar,28,1992,34.7,7,0.20,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
126,Jaume Doménech,es  ESP,GK,Valencia,29,1990,28.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
127,Carlos Dominguez,es  ESP,DF,Celta Vigo,19,2001,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
128,John Donald,es  ESP,DF,Elche,19,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
129,Cheick Doukouré,ci  CIV,MF,Levante,27,1992,1.1,1,0.89,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Idrissa Doumbia,ci  CIV,MF,Huesca,22,1998,8.7,9,1.04,7,0,0,0,0,2,0,0.00,0,0,0,0,0,0
131,Domingos Duarte,pt  POR,DF,Granada,25,1995,26.3,11,0.42,9,0,0,2,0,0,0,0.00,0,0,0,0,0,0
132,Óscar Duarte,cr  CRC,DF,Levante,31,1989,22.9,10,0.44,8,1,0,1,0,0,1,0.04,1,0,0,0,0,0
133,Rubén Duarte,es  ESP,DF,Alavés,24,1995,28.3,48,1.70,31,15,0,1,1,0,3,0.11,3,0,0,0,0,0
134,Unai Dufur,es  ESP,DF,Eibar,21,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Hugo Duro,es  ESP,FW,Real Madrid,20,1999,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
136,Aritz Elustondo,es  ESP,DF,Real Sociedad,26,1994,20.9,15,0.72,14,0,0,1,0,0,2,0.10,1,0,0,1,0,0
137,Rodrigo Ely,br  BRA,DF,Alavés,26,1993,5.2,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
138,Emerson,br  BRA,DF,Betis,21,1999,33.2,64,1.93,53,6,1,0,3,1,5,0.15,4,0,0,0,1,0
139,Youssef En-Nesyri,ma  MAR,FW,Sevilla,23,1997,25.7,37,1.44,22,0,4,5,3,3,8,0.31,2,0,2,1,2,1
140,Sergi Enrich,es  ESP,FW,Eibar,30,1990,15.6,32,2.05,21,0,0,8,1,2,3,0.19,1,0,0,2,0,0
141,Aarón Escandell,es  ESP,GK,Granada,24,1995,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
142,Dani Escriche,es  ESP,"FW,MF",Huesca,22,1998,9.5,23,2.42,17,0,2,0,3,1,3,0.32,2,0,1,0,0,0
143,Sergio Escudero,es  ESP,DF,Sevilla,30,1989,6.3,11,1.75,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0
144,Alfonso Espino,uy  URU,DF,Cádiz,28,1992,28.9,22,0.76,16,4,1,0,0,1,5,0.17,4,0,1,0,0,0
145,Vicente Esquerdo,es  ESP,MF,Valencia,21,1999,2.6,3,1.17,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
146,Pervis Estupiñán,ec  ECU,DF,Villarreal,22,1998,13.0,28,2.16,24,0,1,1,2,0,3,0.23,2,0,0,0,1,0
147,Xabier Etxeita,es  ESP,DF,Getafe,32,1987,9.8,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
148,Edu Expósito,es  ESP,MF,Eibar,23,1996,27.3,84,3.08,48,17,7,3,6,3,5,0.18,4,0,0,1,0,0
149,Jokin Ezkieta,es  ESP,GK,Athletic Club,23,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
150,Fali,es  ESP,"DF,MF",Cádiz,26,1993,29.3,20,0.68,15,0,2,2,1,0,3,0.10,1,0,1,1,0,0
151,Ansu Fati,es  ESP,FW,Barcelona,17,2002,4.8,19,3.97,12,1,1,0,5,0,2,0.42,0,0,1,0,1,0
152,Nabil Fekir,fr  FRA,"MF,FW",Betis,27,1993,29.1,138,4.74,78,18,18,7,16,1,17,0.58,9,3,3,0,2,0
153,Felipe,br  BRA,DF,Atlético Madrid,31,1989,22.9,8,0.35,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
154,João Félix,pt  POR,"FW,MF",Atlético Madrid,20,1999,17.5,46,2.63,33,0,5,4,4,0,10,0.57,7,0,1,1,1,0
155,Aitor Fernández,es  ESP,GK,Levante,29,1991,29.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
156,Álex Fernández,es  ESP,MF,Cádiz,27,1992,21.6,40,1.85,19,20,0,0,1,0,4,0.18,3,1,0,0,0,0
157,Álvaro Fernández,es  ESP,GK,Huesca,22,1998,22.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
158,Andrés Fernández,es  ESP,GK,Huesca,33,1986,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
159,Augusto Fernández,ar  ARG,MF,Cádiz,34,1986,4.1,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
160,Joaquín Fernández,es  ESP,DF,Valladolid,24,1996,23.0,12,0.52,9,0,0,2,1,0,3,0.13,1,0,0,1,1,0
161,Fernando,br  BRA,MF,Sevilla,33,1987,28.3,36,1.27,33,1,1,0,0,1,10,0.35,9,0,1,0,0,0
162,David Ferreiro,es  ESP,"MF,FW",Huesca,32,1988,28.1,106,3.78,61,33,5,2,5,0,11,0.39,8,2,0,1,0,0
163,Facundo Ferreyra,ar  ARG,FW,Celta Vigo,29,1991,3.3,2,0.60,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0
164,Fidel,es  ESP,"MF,DF",Elche,30,1989,26.6,72,2.70,38,25,4,1,4,0,6,0.23,4,2,0,0,0,0
165,Junior Firpo,es  ESP,DF,Barcelona,23,1996,3.2,8,2.49,6,0,0,0,1,1,1,0.31,1,0,0,0,0,0
166,Kingsley Fobi,gh  GHA,DF,Granada,21,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
167,Ramón Folch,es  ESP,MF,Elche,30,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
168,José Fontán,es  ESP,DF,Celta Vigo,20,2000,7.2,4,0.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
169,Dimitri Foulquier,fr  FRA,DF,Granada,27,1993,29.6,23,0.78,18,2,0,1,2,0,5,0.17,4,0,0,1,0,0
170,Juan Foyth,ar  ARG,"DF,MF",Villarreal,22,1998,13.0,11,0.85,10,0,0,0,1,0,1,0.08,1,0,0,0,0,0
171,Jorge de Frutos,es  ESP,"MF,FW",Levante,23,1997,24.3,73,3.01,49,7,4,1,7,5,16,0.66,10,1,1,0,2,2
172,Ramiro Funes Mori,ar  ARG,DF,Villarreal,29,1991,8.1,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0
173,Javi Galán,es  ESP,DF,Huesca,25,1994,34.1,69,2.03,51,9,3,0,6,0,7,0.21,4,3,0,0,0,0
174,Enric Gallego,es  ESP,FW,Osasuna,33,1986,9.0,16,1.79,13,0,0,1,2,0,3,0.33,2,0,0,1,0,0
175,Kévin Gameiro,fr  FRA,FW,Valencia,33,1987,12.0,14,1.17,10,0,0,2,2,0,2,0.17,2,0,0,0,0,0
176,Aleix García,es  ESP,MF,Eibar,23,1997,4.9,12,2.47,7,5,0,0,0,0,1,0.21,0,1,0,0,0,0
177,Borja García,es  ESP,"MF,FW",Huesca,29,1990,12.4,39,3.14,33,0,2,2,2,0,0,0.00,0,0,0,0,0,0
178,Dani García,es  ESP,MF,Athletic Club,30,1990,21.3,18,0.84,15,1,0,0,0,2,1,0.05,1,0,0,0,0,0
179,David García,es  ESP,DF,Osasuna,26,1994,35.0,8,0.23,7,0,0,0,0,1,1,0.03,0,0,0,0,0,1
180,Manu García,es  ESP,MF,Alavés,34,1986,12.5,11,0.88,7,0,0,1,2,1,1,0.08,0,0,0,0,1,0
181,Rubén García,es  ESP,"MF,FW",Osasuna,27,1993,30.2,79,2.62,48,22,2,0,5,2,9,0.30,6,1,0,0,1,1
182,Sergi García,es  ESP,MF,Alavés,21,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
183,Unai García,es  ESP,DF,Osasuna,28,1992,13.8,8,0.58,5,1,0,2,0,0,1,0.07,1,0,0,0,0,0
184,Mario Gaspar,es  ESP,DF,Villarreal,29,1990,20.6,31,1.51,25,0,1,1,2,2,4,0.19,3,0,0,0,1,0
185,Paulo Gazzaniga,ar  ARG,GK,Elche,28,1992,8.0,4,0.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
186,David Gil,es  ESP,GK,Cádiz,26,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
187,Álvaro Giménez,es  ESP,"FW,MF",Cádiz,29,1991,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
188,Dani Gómez,es  ESP,FW,Levante,22,1998,18.5,29,1.57,21,0,3,2,3,0,6,0.32,3,0,0,2,1,0
189,Ibai Gómez,es  ESP,MF,Athletic Club,30,1989,4.7,9,1.91,6,3,0,0,0,0,2,0.42,1,1,0,0,0,0
190,Maxi Gómez,uy  URU,FW,Valencia,23,1996,29.9,48,1.61,28,0,2,5,12,1,11,0.37,3,0,0,3,5,0
