,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
151,Ansu Fati,es  ESP,FW,Barcelona,17,2002,4.8,205,196,9,1,1,35,0,5,5,3,0,0,177,15,13,15,183,2,1,3,174,0,0,5,7
152,Nabil Fekir,fr  FRA,"MF,FW",Betis,27,1993,29.1,1324,1167,157,40,6,238,53,56,81,22,34,2,1015,113,196,1109,169,13,12,2,1070,7,26,22,32
153,Felipe,br  BRA,DF,Atlético Madrid,31,1989,22.9,1027,992,35,29,1,120,29,2,0,0,0,0,780,71,176,155,759,63,6,4,889,3,20,4,5
154,João Félix,pt  POR,"FW,MF",Atlético Madrid,20,1999,17.5,679,662,17,4,8,158,12,13,1,1,0,0,538,75,66,43,603,10,5,3,566,4,3,14,20
155,Aitor Fernández,es  ESP,GK,Levante,29,1991,29.0,921,650,271,66,0,66,25,0,0,0,0,0,539,61,321,67,677,3,0,150,698,1,16,10,3
156,Álex Fernández,es  ESP,MF,Cádiz,27,1992,21.6,898,741,157,67,0,150,46,41,75,28,33,6,539,116,243,171,664,35,8,2,667,5,11,20,23
157,Álvaro Fernández,es  ESP,GK,Huesca,22,1998,22.0,818,577,241,70,0,60,23,0,0,0,0,0,466,45,307,91,595,0,0,109,613,8,22,3,1
158,Andrés Fernández,es  ESP,GK,Huesca,33,1986,16.0,566,400,166,45,0,65,15,0,0,0,0,0,289,16,261,42,432,0,0,70,386,6,19,1,2
159,Augusto Fernández,ar  ARG,MF,Cádiz,34,1986,4.1,114,111,3,2,0,18,8,0,0,0,0,0,70,17,27,13,87,11,1,1,92,0,4,1,2
160,Joaquín Fernández,es  ESP,DF,Valladolid,24,1996,23.0,763,734,29,28,0,89,24,1,0,0,0,0,492,80,191,107,570,56,1,4,622,0,23,13,7
161,Fernando,br  BRA,MF,Sevilla,33,1987,28.3,1537,1488,49,37,2,178,54,2,0,0,0,0,1199,160,178,162,1235,82,10,7,1391,3,20,11,8
162,David Ferreiro,es  ESP,"MF,FW",Huesca,32,1988,28.1,1096,925,171,68,0,197,83,112,88,29,38,1,600,131,365,119,915,34,12,5,720,10,28,28,50
163,Facundo Ferreyra,ar  ARG,FW,Celta Vigo,29,1991,3.3,55,50,5,1,0,22,0,1,0,0,0,0,29,14,12,8,25,3,1,8,36,0,0,3,3
164,Fidel,es  ESP,"MF,DF",Elche,30,1989,26.6,1236,1034,202,53,0,219,63,77,59,25,23,0,733,219,284,998,119,19,89,2,911,6,27,47,42
165,Junior Firpo,es  ESP,DF,Barcelona,23,1996,3.2,236,212,24,4,0,30,0,4,0,0,0,0,186,34,16,174,32,7,20,1,210,2,0,7,5
166,Kingsley Fobi,gh  GHA,DF,Granada,21,1998,0.5,12,7,5,0,0,1,0,0,0,0,0,0,4,3,5,1,5,1,5,0,8,0,0,1,0
167,Ramón Folch,es  ESP,MF,Elche,30,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,José Fontán,es  ESP,DF,Celta Vigo,20,2000,7.2,340,314,26,4,0,40,11,7,0,0,0,0,241,44,55,262,43,11,22,0,278,1,3,8,9
169,Dimitri Foulquier,fr  FRA,DF,Granada,27,1993,29.6,1093,761,332,8,0,143,17,33,0,0,0,0,476,328,289,99,608,46,323,3,833,2,29,18,50
170,Juan Foyth,ar  ARG,"DF,MF",Villarreal,22,1998,13.0,734,669,65,21,2,115,16,2,0,0,0,0,551,94,89,70,561,33,44,4,650,0,9,10,11
171,Jorge de Frutos,es  ESP,"MF,FW",Levante,23,1997,24.3,720,655,65,6,2,133,28,73,33,8,11,0,434,145,141,55,596,27,25,6,488,3,15,30,51
172,Ramiro Funes Mori,ar  ARG,DF,Villarreal,29,1991,8.1,477,458,19,9,0,51,7,2,0,0,0,0,376,35,66,207,234,16,10,2,420,3,9,8,5
173,Javi Galán,es  ESP,DF,Huesca,25,1994,34.1,1820,1430,390,38,0,198,51,104,23,12,6,1,1025,419,376,1366,75,41,329,1,1424,8,46,35,69
174,Enric Gallego,es  ESP,FW,Osasuna,33,1986,9.0,275,264,11,0,1,104,5,8,0,0,0,0,103,94,78,121,24,42,0,12,159,0,11,6,14
175,Kévin Gameiro,fr  FRA,FW,Valencia,33,1987,12.0,265,242,23,1,0,62,1,2,0,0,0,0,202,36,27,16,222,16,2,1,210,2,2,4,12
176,Aleix García,es  ESP,MF,Eibar,23,1997,4.9,271,250,21,7,0,33,22,3,13,9,4,0,192,26,53,40,211,11,1,2,225,1,5,3,3
177,Borja García,es  ESP,"MF,FW",Huesca,29,1990,12.4,561,545,16,4,3,100,13,9,2,0,1,0,400,92,69,48,484,17,0,5,477,6,3,9,17
178,Dani García,es  ESP,MF,Athletic Club,30,1990,21.3,1036,1002,34,27,1,161,46,5,0,0,0,0,689,128,219,154,779,65,4,3,866,3,25,16,12
179,David García,es  ESP,DF,Osasuna,26,1994,35.0,1298,1246,52,49,1,195,52,4,0,0,0,0,679,171,448,395,653,143,3,4,980,7,32,22,12
180,Manu García,es  ESP,MF,Alavés,34,1986,12.5,389,378,11,4,0,90,10,7,0,0,0,0,238,51,100,208,110,34,4,3,278,2,7,12,10
181,Rubén García,es  ESP,"MF,FW",Osasuna,27,1993,30.2,1212,1069,143,52,0,214,87,91,57,22,26,3,631,210,371,892,140,96,28,8,803,7,48,44,54
182,Sergi García,es  ESP,MF,Alavés,21,1999,0.2,8,5,3,0,0,2,0,0,0,0,0,0,4,3,1,0,6,0,2,0,5,0,0,0,0
183,Unai García,es  ESP,DF,Osasuna,28,1992,13.8,421,393,28,27,0,58,27,3,0,0,0,0,260,46,115,33,344,30,1,3,330,1,15,1,8
184,Mario Gaspar,es  ESP,DF,Villarreal,29,1990,20.6,1106,888,218,22,0,121,17,30,1,0,0,0,689,242,175,85,764,45,195,2,935,7,17,22,35
185,Paulo Gazzaniga,ar  ARG,GK,Elche,28,1992,8.0,243,152,91,27,0,9,5,0,0,0,0,0,72,10,161,7,188,0,0,24,141,1,10,5,0
186,David Gil,es  ESP,GK,Cádiz,26,1994,4.0,123,64,59,22,0,7,5,0,0,0,0,0,9,6,108,82,14,0,0,9,44,0,7,2,0
187,Álvaro Giménez,es  ESP,"FW,MF",Cádiz,29,1991,4.5,93,90,3,0,0,38,1,1,0,0,0,0,46,19,28,49,14,10,0,2,58,0,3,1,7
188,Dani Gómez,es  ESP,FW,Levante,22,1998,18.5,338,318,20,1,1,99,3,11,0,0,0,0,256,50,32,32,274,18,1,4,256,0,4,18,22
189,Ibai Gómez,es  ESP,MF,Athletic Club,30,1989,4.7,161,141,20,9,0,32,8,15,8,1,3,2,92,29,40,22,122,7,3,2,109,1,3,7,3
190,Maxi Gómez,uy  URU,FW,Valencia,23,1996,29.9,557,533,24,0,2,182,29,15,1,0,1,0,258,159,140,39,342,54,1,28,376,2,16,17,20
191,Moi Gómez,es  ESP,"MF,FW",Villarreal,26,1994,28.5,1329,1256,73,21,5,223,35,45,47,14,6,0,1000,149,180,429,842,39,5,6,1086,9,7,22,40
192,Papu Gómez,ar  ARG,"MF,FW",Sevilla,32,1988,10.2,589,557,32,9,4,96,31,23,16,1,9,1,439,54,96,87,477,10,6,4,513,3,2,9,8
193,Sergi Gómez,es  ESP,DF,Sevilla,28,1992,8.0,540,532,8,6,0,49,13,0,0,0,0,0,481,20,39,37,482,8,1,0,506,0,2,2,2
194,Sergio Gómez,es  ESP,"MF,FW",Huesca,19,2000,8.8,440,367,73,19,0,62,23,36,19,6,8,1,254,89,97,367,26,10,35,2,318,3,11,12,17
195,Maxime Gonalons,fr  FRA,MF,Granada,31,1989,16.4,726,705,21,21,0,140,28,4,0,0,0,0,501,73,152,210,448,33,0,5,602,3,9,13,14
196,Bruno González,es  ESP,DF,Valladolid,30,1990,25.1,764,716,48,46,0,91,27,0,0,0,0,0,487,83,194,102,566,68,2,2,597,1,21,11,12
197,Diego González,es  ESP,DF,Elche,25,1995,14.2,726,707,19,19,0,86,13,1,0,0,0,0,573,48,105,364,332,18,0,2,656,2,6,4,5
198,Sergio González,es  ESP,MF,Cádiz,23,1997,1.0,29,28,1,1,0,8,0,0,0,0,0,0,14,9,6,3,19,6,0,0,20,0,2,0,0
199,Urko González,es  ESP,MF,Real Sociedad,19,2001,0.5,30,30,0,0,0,4,0,0,0,0,0,0,26,0,4,0,28,1,0,0,27,0,0,1,0
200,Andoni Gorosabel,es  ESP,DF,Real Sociedad,23,1996,26.5,1433,1138,295,33,1,160,14,62,2,0,0,2,875,299,259,97,1012,50,260,4,1156,7,23,33,44
201,Antoine Griezmann,fr  FRA,"FW,MF",Barcelona,29,1991,28.9,1346,1300,46,10,6,216,26,32,13,1,2,2,1096,138,112,1079,195,37,9,15,1176,3,5,27,29
202,Andrés Guardado,mx  MEX,MF,Betis,33,1986,14.6,799,782,17,11,2,121,37,6,1,0,1,0,575,87,137,667,77,33,5,3,673,1,14,16,13
203,Sergi Guardiola,es  ESP,FW,Valladolid,29,1991,19.9,513,504,9,1,0,155,20,17,1,1,0,0,282,134,97,346,47,60,0,12,335,2,14,17,37
204,Nemanja Gudelj,rs  SRB,"MF,DF",Sevilla,28,1991,11.6,774,751,23,22,0,77,14,3,0,0,0,0,669,38,67,36,692,28,1,5,727,2,7,6,2
205,Gonçalo Guedes,pt  POR,"MF,FW",Valencia,23,1996,25.4,797,759,38,7,4,167,32,54,9,1,2,0,550,115,132,67,686,18,7,8,584,6,14,36,45
206,Ander Guevara,es  ESP,MF,Real Sociedad,23,1997,23.1,1398,1373,25,22,3,239,25,4,1,0,0,1,1011,187,200,257,1047,66,2,5,1166,3,27,40,25
207,John Guidetti,se  SWE,"FW,MF",Alavés,28,1992,2.3,69,61,8,1,1,22,2,1,3,0,3,0,42,15,12,13,44,4,0,1,48,0,0,4,4
208,Hugo Guillamón,es  ESP,DF,Valencia,20,2000,22.1,1149,1085,64,61,0,137,41,0,0,0,0,0,900,80,169,207,883,28,3,1,1025,2,29,8,9
209,Jon Guridi,es  ESP,MF,Real Sociedad,25,1995,9.2,355,348,7,5,0,65,5,3,0,0,0,0,278,36,41,287,34,20,2,1,292,1,7,10,6
210,Raúl Guti,es  ESP,MF,Elche,23,1996,31.8,1282,1240,42,27,1,205,47,14,1,1,0,0,954,136,192,55,1183,29,4,3,1078,4,15,32,26
211,Marcos Mauro López Gutiérrez,ar  ARG,DF,Cádiz,29,1991,20.3,497,463,34,33,0,54,20,0,0,0,0,0,333,51,113,40,399,37,1,3,421,2,10,2,7
212,Miguel Gutiérrez,es  ESP,DF,Real Madrid,19,2001,3.5,280,241,39,3,0,28,3,15,0,0,0,0,207,49,24,221,20,3,36,0,249,0,3,3,9
213,Munir El Haddadi,ma  MAR,FW,Sevilla,24,1995,9.4,345,334,11,3,0,70,14,19,7,0,1,0,256,39,50,291,33,11,1,3,272,0,9,6,13
214,Eden Hazard,be  BEL,"FW,MF",Real Madrid,29,1991,5.9,344,336,8,3,1,55,5,6,3,0,1,0,295,34,15,55,278,2,2,4,303,0,1,11,9
215,Mario Hermoso,es  ESP,DF,Atlético Madrid,25,1995,28.6,1920,1727,193,45,0,149,62,6,0,0,0,0,1382,238,300,1429,250,65,148,3,1625,4,23,57,34
216,Aridane Hernández,gq  EQG,DF,Osasuna,31,1989,22.5,687,653,34,31,1,104,31,2,0,0,0,0,426,85,176,84,496,68,3,1,563,3,20,7,6
217,Héctor Herrera,mx  MEX,MF,Atlético Madrid,30,1990,7.6,668,636,32,27,3,97,18,3,1,1,0,0,523,61,84,93,536,13,4,6,596,2,5,8,8
218,Sergio Herrera,es  ESP,GK,Osasuna,27,1993,32.9,1144,723,421,163,1,50,48,0,0,0,0,0,184,34,926,36,850,1,1,84,631,5,43,10,1
219,Yangel Herrera,ve  VEN,MF,Granada,22,1998,25.7,882,877,5,5,0,237,11,14,0,0,0,0,496,137,249,178,491,108,0,6,597,1,26,23,39
220,Pablo Hervías,es  ESP,"DF,MF",Valladolid,27,1993,13.4,736,602,134,28,0,69,25,80,22,4,11,1,435,129,172,57,569,22,84,0,556,3,14,14,22
221,Jordan Holsgrove,sco  SCO,MF,Celta Vigo,20,1999,1.6,104,100,4,4,0,19,3,2,0,0,0,0,84,6,14,75,27,2,0,0,92,0,2,1,2
222,Vicente Iborra,es  ESP,MF,Villarreal,32,1988,10.3,604,587,17,17,0,59,10,1,0,0,0,0,496,43,65,104,465,18,0,3,545,3,6,6,10
223,Oussama Idrissi,ma  MAR,"FW,MF",Sevilla,24,1996,0.3,10,10,0,0,0,2,3,3,0,0,0,0,5,2,3,4,5,1,0,0,8,0,0,1,1
224,Iglesias,es  ESP,"DF,MF",Getafe,22,1998,6.7,208,159,49,3,0,33,7,16,0,0,0,0,78,28,102,9,135,13,45,1,119,0,7,5,7
225,Borja Iglesias,es  ESP,FW,Betis,27,1993,15.7,271,246,25,0,1,69,5,6,1,0,0,0,176,57,38,47,180,21,0,2,202,1,3,13,9
226,Ilaix,es  ESP,MF,Barcelona,17,2003,6.0,370,364,6,6,1,74,3,2,0,0,0,0,339,13,18,63,292,8,0,2,340,1,3,6,1
227,Asier Illarramendi,es  ESP,MF,Real Sociedad,30,1990,3.7,261,237,24,22,1,24,6,2,0,0,0,0,196,23,42,27,218,6,2,1,238,1,0,1,1
228,Pablo Insua,es  ESP,DF,Huesca,26,1993,17.6,756,731,25,24,0,91,27,2,0,0,0,0,549,62,145,74,612,44,1,2,647,3,16,9,5
229,Takashi Inui,jp  JPN,"MF,FW",Eibar,32,1988,20.2,533,499,34,3,1,131,29,70,2,1,0,0,321,119,93,62,422,13,23,4,366,1,29,9,30
230,Alexander Isak,se  SWE,FW,Real Sociedad,20,1999,26.0,454,405,49,1,5,110,5,21,0,0,0,0,306,85,63,78,313,32,1,5,329,3,10,17,26
231,Isco,es  ESP,"MF,FW",Real Madrid,28,1992,10.1,731,688,43,17,0,102,22,19,17,4,3,5,566,73,92,54,657,5,9,5,633,9,6,14,14
232,Jairo Izquierdo,es  ESP,"MF,DF",Cádiz,26,1993,14.2,463,412,51,3,0,91,13,26,5,2,3,0,278,103,82,364,36,14,42,2,333,1,13,14,25
233,Saidy Janko,ch  SUI,DF,Valladolid,24,1995,13.6,589,461,128,2,0,87,11,38,0,0,0,0,327,116,146,51,366,29,126,4,433,1,12,11,23
234,Adnan Januzaj,be  BEL,"FW,MF",Real Sociedad,25,1995,11.3,573,499,74,17,7,102,36,42,44,18,16,3,398,67,108,468,81,3,11,2,409,5,15,15,28
235,Jason,es  ESP,"MF,DF",Valencia,26,1994,4.9,142,134,8,2,0,16,5,12,0,0,0,0,82,31,29,13,112,9,6,0,94,2,6,6,4
236,Luis Javier Suárez,co  COL,"FW,MF",Granada,22,1997,18.5,296,284,12,0,1,90,11,20,1,1,0,0,177,57,62,57,203,14,0,7,182,1,15,12,22
237,Joaquín,es  ESP,"FW,MF",Betis,39,1981,14.3,753,674,79,23,1,104,25,36,43,5,21,2,558,86,109,43,671,15,13,2,605,2,20,22,23
238,John Joe,ie  IRL,"MF,DF",Getafe,16,2003,0.7,21,21,0,0,0,4,0,0,0,0,0,0,12,6,3,4,12,3,0,1,11,0,0,1,4
239,Frenkie de Jong,nl  NED,"MF,DF",Barcelona,23,1997,35.0,2831,2787,44,27,8,367,38,20,1,1,0,0,2441,234,156,178,2534,60,15,11,2598,13,16,45,31
240,Luuk de Jong,nl  NED,FW,Sevilla,29,1990,14.1,350,329,21,0,1,121,6,2,0,0,0,0,194,88,68,58,200,29,0,8,261,0,10,9,11
241,Jony,es  ESP,"MF,FW",Osasuna,29,1991,9.7,397,359,38,6,2,60,27,53,10,4,4,0,208,73,116,298,50,21,21,1,231,1,15,10,30
242,Joan Jordán,es  ESP,MF,Sevilla,26,1994,26.7,2025,1902,123,77,4,312,124,30,31,3,10,1,1487,210,328,237,1697,57,12,7,1776,3,28,35,25
243,Josan,es  ESP,"MF,DF",Elche,30,1989,21.4,812,709,103,12,1,137,21,67,16,6,6,1,524,139,149,95,602,29,75,2,608,4,16,20,38
244,Willian José,br  BRA,FW,Real Sociedad,28,1991,7.7,241,221,20,1,2,72,18,3,0,0,0,0,152,52,37,18,202,7,2,4,186,3,3,9,8
245,Joselu,es  ESP,FW,Alavés,30,1990,33.6,1027,1005,22,0,5,434,24,23,0,0,0,0,410,336,281,151,468,149,4,30,611,4,20,36,37
246,Josema,es  ESP,DF,Elche,24,1996,21.8,1016,884,132,28,0,132,35,22,0,0,0,0,610,140,266,791,56,42,104,2,784,0,22,17,22
247,Luka Jović,rs  SRB,"FW,MF",Real Madrid,22,1997,1.7,41,38,3,0,0,9,0,1,0,0,0,0,27,10,4,6,33,1,0,0,34,0,1,1,2
248,Juanmi,es  ESP,"FW,MF",Betis,27,1993,6.7,144,136,8,0,0,35,1,0,0,0,0,0,97,30,17,25,98,6,4,2,112,0,1,2,6
249,Vinicius Júnior,br  BRA,FW,Real Madrid,20,2000,21.9,822,806,16,2,3,127,11,47,1,0,0,0,671,84,67,87,699,12,12,11,678,3,10,13,33
250,Jens Jønsson,dk  DEN,MF,Cádiz,27,1993,29.1,700,683,17,16,1,141,12,3,0,0,0,0,432,106,162,74,520,56,1,11,536,4,13,12,8
251,Damian Kądzior,pl  POL,"FW,MF",Eibar,28,1992,2.2,76,59,17,6,0,12,8,13,10,2,6,2,35,11,30,61,9,4,1,1,44,1,2,0,5
252,Lee Kangin,kr  KOR,"FW,MF",Valencia,19,2001,14.0,545,480,65,20,5,112,34,14,25,9,8,1,365,73,107,479,29,16,8,5,442,3,10,14,10
253,Stephane Keller,cm  CMR,DF,Alavés,18,2001,0.2,13,13,0,0,0,0,1,0,0,0,0,0,10,1,2,1,11,1,0,0,11,0,0,0,0
254,Kenedy,br  BRA,"FW,MF",Granada,24,1996,16.3,330,279,51,18,1,52,19,33,27,14,8,1,179,58,93,246,45,14,6,9,211,2,9,11,13
255,Kike,es  ESP,FW,Eibar,30,1989,34.3,922,874,48,0,1,324,20,31,1,0,1,0,490,224,208,216,454,79,2,40,623,5,24,24,46
256,Giorgi Kochorashvili,ge  GEO,MF,Levante,21,1999,0.3,12,11,1,1,0,4,0,0,0,0,0,0,9,0,3,1,10,1,0,0,6,0,1,1,2
257,Koba Koindredi,fr  FRA,MF,Valencia,18,2001,0.2,11,10,1,1,0,1,0,0,0,0,0,0,10,1,0,10,1,0,0,0,9,0,0,0,0
258,Koke,es  ESP,MF,Atlético Madrid,28,1992,33.6,2464,2341,123,73,5,322,74,19,42,7,24,0,1886,239,339,173,2205,61,6,5,2162,11,24,40,36
259,Youssouf Koné,ml  MLI,"DF,FW",Elche,25,1995,0.8,29,18,11,0,0,1,1,1,0,0,0,0,13,12,4,14,4,0,11,0,24,0,2,0,0
260,Jules Koundé,fr  FRA,DF,Sevilla,21,1998,33.1,2365,2316,49,39,1,230,58,14,0,0,0,0,1936,189,240,251,1972,69,10,4,2144,6,22,17,27
261,Toni Kroos,de  GER,MF,Real Madrid,30,1990,23.5,2172,1927,245,121,10,185,171,40,116,34,39,9,1592,184,396,318,1810,18,8,3,1949,10,27,22,24
262,Kuki,es  ESP,MF,Valladolid,22,1998,0.3,11,11,0,0,0,3,0,1,0,0,0,0,8,1,2,8,2,0,0,1,8,0,0,0,0
263,Víctor Laguardia,es  ESP,DF,Alavés,30,1989,29.2,1047,976,71,68,2,117,57,3,0,0,0,0,586,106,355,71,855,86,3,2,814,6,25,12,11
264,Diego Lainez,mx  MEX,FW,Betis,20,2000,9.6,360,353,7,3,1,70,10,19,3,0,0,2,273,41,46,284,52,14,1,3,284,2,5,9,20
265,Toni Lato,es  ESP,DF,Valencia,22,1997,8.1,372,309,63,6,0,52,4,7,0,0,0,0,186,97,89,249,30,25,56,0,287,3,13,11,8
266,Lauti,uy  URU,"MF,FW",Celta Vigo,19,2001,0.2,3,3,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,1,3,0,0,0,0
267,Robin Le Normand,fr  FRA,DF,Real Sociedad,23,1996,30.5,1636,1585,51,48,0,193,39,3,0,0,0,0,1250,118,268,159,1291,106,2,6,1435,2,27,9,11
268,Jeremías Ledesma,ar  ARG,GK,Cádiz,27,1993,32.0,997,537,460,161,0,39,33,0,0,0,0,0,108,24,865,27,717,0,0,62,462,2,45,8,3
269,Florian Lejeune,fr  FRA,DF,Alavés,29,1991,33.5,1386,1304,82,78,1,138,96,5,0,0,0,0,913,96,377,146,1108,74,4,1,1115,5,29,20,14
270,Iñigo Lekue,es  ESP,DF,Athletic Club,27,1993,7.2,418,329,89,8,2,33,10,22,4,0,0,0,219,105,94,75,248,18,77,0,332,0,12,10,15
271,Thomas Lemar,fr  FRA,MF,Atlético Madrid,24,1995,15.2,810,747,63,16,2,117,36,28,35,11,19,0,598,90,122,663,115,16,9,2,661,2,12,20,24
272,Clément Lenglet,fr  FRA,DF,Barcelona,25,1995,27.5,2293,2232,61,50,2,167,46,6,0,0,0,0,1985,121,187,1928,249,66,10,1,2129,4,16,36,12
273,Pedro León,es  ESP,"MF,FW",Eibar,33,1986,10.4,370,308,62,18,0,74,22,41,37,16,20,0,152,71,147,47,269,28,7,2,217,3,13,13,30
274,Sergio León,es  ESP,FW,Levante,31,1989,8.3,137,129,8,0,1,36,3,4,0,0,0,0,90,27,20,12,112,6,0,2,97,2,3,2,8
275,Diego Llorente,es  ESP,DF,Real Sociedad,26,1993,1.0,54,51,3,3,0,4,1,0,0,0,0,0,46,3,5,12,40,2,0,0,48,1,1,1,0
276,Marcos Llorente,es  ESP,"MF,DF",Atlético Madrid,25,1995,32.8,1341,1295,46,7,4,268,33,72,1,0,1,0,1057,134,150,126,1127,31,34,6,1106,7,19,25,60
277,Renan Lodi,br  BRA,DF,Atlético Madrid,22,1998,12.5,755,612,143,21,0,86,21,49,12,1,8,0,464,139,152,555,51,25,110,6,589,2,16,16,30
278,Pedro López Muñoz,es  ESP,DF,Huesca,36,1983,11.9,671,535,136,17,0,70,23,38,0,0,0,0,399,127,145,46,471,21,119,1,549,1,11,14,20
279,Adrián López,es  ESP,"FW,MF",Osasuna,32,1988,5.3,184,182,2,0,0,56,0,7,0,0,0,0,106,45,33,11,139,17,1,2,134,1,3,4,5
280,Javi López,es  ESP,"DF,MF",Alavés,18,2002,2.8,146,113,33,1,1,19,7,11,1,0,0,0,76,27,43,88,19,6,31,0,113,0,4,3,4
281,Roberto López,es  ESP,"MF,FW",Real Sociedad,20,2000,5.6,249,225,24,9,3,57,9,14,14,7,5,0,165,33,51,192,36,12,1,2,189,0,6,6,9
282,Unai López,es  ESP,MF,Athletic Club,24,1995,15.8,1006,945,61,37,2,119,62,16,15,6,3,1,662,143,201,31,936,28,2,3,845,5,15,23,19
283,Anthony Lozano,hn  HON,"FW,MF",Cádiz,27,1993,16.9,278,266,12,0,0,95,4,18,0,0,0,0,139,72,67,24,175,26,1,10,170,2,7,7,17
284,Jeison Lucumí,co  COL,FW,Elche,25,1995,0.5,11,11,0,0,0,3,0,0,0,0,0,0,10,1,0,3,7,0,0,0,8,0,0,0,2
285,José Luis Gayà,es  ESP,DF,Valencia,25,1995,31.6,1515,1259,256,46,0,173,57,96,1,0,0,0,882,334,299,1096,139,55,209,5,1184,4,30,27,54
286,José Luis Morales,es  ESP,"FW,MF",Levante,33,1987,27.1,738,677,61,17,3,141,26,75,27,7,5,5,483,116,139,151,544,23,9,6,508,6,16,29,38
287,Luisinho,pt  POR,DF,Huesca,35,1985,2.0,119,104,15,0,0,9,2,1,0,0,0,0,84,15,20,92,5,7,15,0,100,0,2,1,2
288,Luismi,es  ESP,"MF,DF",Elche,28,1992,1.9,109,106,3,3,0,15,12,1,0,0,0,0,80,11,18,10,96,2,0,0,94,0,4,4,0
289,Darwin Machís,ve  VEN,"FW,MF",Granada,27,1993,22.5,558,501,57,22,2,112,30,67,29,14,5,2,311,90,157,76,423,38,5,5,345,3,21,20,38
290,Pablo Maffeo,es  ESP,DF,Huesca,23,1997,21.8,1078,851,227,15,1,150,41,69,0,0,0,0,500,225,353,105,672,62,212,4,750,6,25,24,57
291,Abdallahi Mahmoud,mr  MTN,MF,Alavés,20,2000,0.7,18,18,0,0,0,4,0,0,0,0,0,0,9,4,5,1,14,2,0,0,13,0,1,0,1
292,Nemanja Maksimović,rs  SRB,MF,Getafe,25,1995,30.3,756,711,45,11,0,130,17,18,2,1,1,0,463,112,181,64,560,90,2,4,581,1,18,8,18
293,Filip Malbašić,rs  SRB,"FW,MF",Cádiz,27,1992,9.6,174,166,8,1,0,41,5,14,1,0,0,0,88,44,42,21,126,14,2,2,96,1,7,6,18
294,Hugo Mallo,es  ESP,DF,Celta Vigo,29,1991,28.9,1741,1395,346,39,2,164,31,68,0,0,0,0,972,404,365,163,1142,87,307,7,1339,6,45,44,44
295,Mickael Malsa,mq  MTQ,MF,Levante,24,1995,26.0,1365,1348,17,14,1,223,41,5,0,0,0,0,1054,126,185,123,1187,34,2,2,1171,2,23,36,14
296,Aïssa Mandi,dz  ALG,DF,Betis,28,1991,26.6,1496,1442,54,48,0,114,44,1,0,0,0,0,1236,121,139,145,1276,47,4,4,1378,1,11,14,8
297,Eliaquim Mangala,fr  FRA,DF,Valencia,29,1991,3.6,105,101,4,4,0,18,1,0,0,0,0,0,64,17,24,54,33,10,0,0,73,0,3,5,4
298,Maranhão,br  BRA,FW,Valladolid,23,1996,13.1,214,207,7,0,1,75,9,6,0,0,0,0,108,67,39,26,121,24,1,10,132,2,9,12,13
299,Marcelo,br  BRA,DF,Real Madrid,32,1988,11.7,870,771,99,13,2,72,30,41,0,0,0,0,553,169,148,681,86,12,86,3,705,4,12,17,24
300,Iván Marcone,ar  ARG,MF,Elche,30,1990,29.4,1529,1470,59,57,1,272,54,4,1,1,0,0,1131,152,246,128,1334,43,0,4,1326,3,19,35,29
301,Óscar de Marcos,es  ESP,"DF,MF",Athletic Club,31,1989,16.9,764,636,128,10,0,76,9,43,1,0,0,0,435,182,147,54,552,30,117,6,583,1,14,31,36
302,José Mari,es  ESP,MF,Cádiz,32,1987,16.1,472,442,30,25,1,103,29,4,3,0,2,1,264,72,136,40,375,28,1,4,335,1,23,11,9
303,José María Giménez,uy  URU,DF,Atlético Madrid,25,1995,19.6,1094,1042,52,31,1,70,47,1,0,0,0,0,853,72,169,170,840,35,20,8,967,4,17,8,11
304,Mariano,do  DOM,FW,Real Madrid,26,1993,5.7,104,93,11,0,0,35,2,0,0,0,0,0,72,19,13,17,70,4,2,0,78,0,0,4,5
305,Roger Martí,es  ESP,FW,Levante,29,1991,24.4,523,480,43,1,3,120,13,16,0,0,0,0,361,83,79,59,417,20,0,14,361,5,8,25,30
306,Aarón Martín,es  ESP,DF,Celta Vigo,23,1997,17.1,862,699,163,20,1,79,9,44,0,0,0,0,529,179,154,646,56,11,143,0,691,1,12,21,25
307,Álex Martín,es  ESP,DF,Cádiz,22,1998,1.1,38,32,6,2,0,3,2,1,0,0,0,0,22,6,10,1,32,1,4,0,28,1,0,0,1
308,Iñigo Martínez,es  ESP,DF,Athletic Club,29,1991,28.0,1427,1343,84,74,1,144,73,9,0,0,0,0,953,152,322,1036,264,80,10,7,1193,6,27,27,21
309,Javi Martínez,es  ESP,"MF,FW",Osasuna,20,1999,5.1,159,157,2,0,0,27,6,3,0,0,0,0,95,28,36,18,116,20,0,1,108,0,2,3,8
