,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Sergi Enrich,9.0,es  ESP,FW,31-085,76,19,19,0,0,0,10,0,0,0,0,0,0,16,2,1,0,16,0,0,2,16,0,0,2,0
1,Quique,7.0,es  ESP,FW,31-006,14,5,4,1,0,0,2,0,0,0,0,0,0,3,1,1,4,1,0,0,0,3,0,0,0,0
2,Kike,17.0,es  ESP,FW,31-178,90,25,24,1,0,0,15,0,1,0,0,0,0,14,7,4,10,8,0,0,3,22,0,0,0,1
3,Takashi Inui,14.0,jp  JPN,LM,32-354,90,34,33,1,0,0,17,0,2,0,0,0,0,24,7,3,5,27,1,1,0,28,0,0,2,0
4,Bryan,25.0,es  ESP,RM,20-100,45,26,22,4,0,0,6,5,4,4,1,3,0,17,1,8,25,1,0,0,0,17,0,1,1,0
5,Pedro León,21.0,es  ESP,RM,34-179,45,10,8,2,0,0,5,0,1,2,2,0,0,4,1,5,1,8,0,0,0,6,0,0,0,0
6,Papakouli Diop,8.0,sn  SEN,DM,35-064,61,16,15,1,1,0,9,1,0,0,0,0,0,11,3,2,3,12,1,0,0,16,0,0,0,0
7,Sergio Álvarez,6.0,es  ESP,DM,29-119,29,12,12,0,0,0,6,0,0,0,0,0,0,11,1,0,1,11,0,0,0,10,0,0,1,0
8,Miguel Atienza,33.0,es  ESP,DM,21-360,90,29,29,0,0,0,17,0,0,0,0,0,0,19,7,3,2,22,2,0,1,21,0,0,2,0
9,Rafa Soares,11.0,pt  POR,LB,26-013,90,42,38,4,0,0,14,4,4,0,0,0,0,23,12,7,31,5,2,4,0,32,0,0,1,0
10,Anaitz Arbilla,23.0,es  ESP,CB,34-007,90,38,36,2,2,0,13,4,0,0,0,0,0,16,6,16,13,24,1,0,0,33,0,3,0,1
11,Paulo Oliveira,4.0,pt  POR,CB,29-134,75,13,13,0,0,0,7,1,0,0,0,0,0,3,1,9,0,12,1,0,0,7,1,1,0,1
12,Pedro Bigas,3.0,es  ESP,CB,30-249,15,13,11,2,2,0,2,1,0,0,0,0,0,10,1,2,7,5,0,0,0,11,0,0,0,0
13,Rober Correa,20.0,es  ESP,RB,28-244,75,37,28,9,5,0,9,3,4,0,0,0,0,17,10,10,3,28,0,4,0,28,0,1,2,1
14,Alejandro Pozo Pozo,22.0,es  ESP,RB,22-089,15,11,7,4,0,0,1,0,0,0,0,0,0,5,6,0,1,5,1,4,0,8,0,1,1,0
15,Yoel,13.0,es  ESP,GK,32-267,90,31,17,14,6,0,8,0,0,0,0,0,0,7,2,22,3,24,0,0,3,18,0,2,2,0
16,16 Players,,,,,990,361,316,45,16,0,141,19,16,6,3,3,0,200,68,93,109,209,9,13,9,276,1,9,14,4
