,Player,Nation,Age,Min,SoTA_Shot Stopping,GA_Shot Stopping,Saves_Shot Stopping,Save%_Shot Stopping,PSxG_Shot Stopping,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper
0,Yoel,es  ESP,32-267,90,3,1,2,66.7,1.1,10,21,47.6,23,3,56.5,44.1,8,100.0,75.0,5,0,0.0,2,15.4
