,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Ousmane Dembélé,11.0,fr  FRA,"FW,LW",24-007,90,0,0,0,0,3,1,0,0,44,25,1,0,0,0.1,0.1,0.0,1,0,26,35,74.3,3,35,12,2,2
1,Antoine Griezmann,7.0,fr  FRA,"LW,RW",30-062,90,1,0,0,0,1,1,0,0,69,17,2,1,0,0.1,0.1,0.0,3,0,48,64,75.0,2,50,5,3,4
2,Francisco Trincão,17.0,pt  POR,RW,21-144,45,0,0,0,0,0,0,0,0,18,16,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,1,18,4,2,2
3,Martin Braithwaite,9.0,dk  DEN,FW,29-351,45,0,0,0,0,0,0,0,0,11,14,0,1,0,0.0,0.0,0.0,1,0,10,11,90.9,1,5,1,0,0
4,Ilaix,27.0,es  ESP,"DM,CM",18-123,54,0,0,0,0,0,0,0,0,37,20,1,0,1,0.0,0.0,0.0,0,0,29,32,90.6,3,27,4,2,2
5,Riqui Puig,12.0,es  ESP,CM,21-282,36,0,0,0,0,0,0,0,0,40,12,0,0,1,0.0,0.0,0.1,2,0,32,36,88.9,1,28,4,0,0
6,Sergio Busquets,5.0,es  ESP,DM,32-310,90,0,0,0,0,0,0,1,0,83,32,2,3,0,0.0,0.0,0.0,1,0,65,77,84.4,7,37,1,0,0
7,Junior Firpo,24.0,es  ESP,WB,24-273,45,0,0,0,0,0,0,1,0,44,5,0,1,0,0.0,0.0,0.0,0,0,30,38,78.9,2,26,3,0,1
8,Jordi Alba,18.0,es  ESP,LB,32-062,45,0,0,0,0,1,0,0,0,56,6,2,0,0,0.1,0.1,0.0,0,0,38,51,74.5,2,25,2,0,0
9,Sergiño Dest,2.0,us  USA,"WB,RB",20-200,90,0,0,0,0,0,0,0,0,64,26,3,3,0,0.0,0.0,0.0,0,0,47,52,90.4,3,37,3,0,1
10,Óscar Mingueza,28.0,es  ESP,CB,22-009,45,0,0,0,0,1,1,0,0,60,9,1,0,2,0.0,0.0,0.0,0,0,51,54,94.4,1,42,4,0,0
11,Samuel Umtiti,23.0,fr  FRA,CB,27-189,45,0,0,0,0,0,0,0,0,51,11,0,0,0,0.0,0.0,0.0,0,0,45,49,91.8,2,42,3,0,0
12,Frenkie de Jong,21.0,nl  NED,"CB,CM",24-010,73,0,0,0,0,0,0,0,0,86,11,3,3,0,0.0,0.0,0.0,1,0,77,79,97.5,5,62,6,0,1
13,Miralem Pjanić,8.0,ba  BIH,CM,31-050,17,0,0,0,0,1,0,0,0,17,5,0,0,0,0.0,0.0,0.0,1,0,13,14,92.9,0,12,0,0,0
14,Ronald Araújo,4.0,uy  URU,CB,22-076,90,0,0,0,0,0,0,1,0,97,9,2,3,5,0.0,0.0,0.0,1,0,79,86,91.9,3,66,4,0,0
15,Neto,13.0,br  BRA,GK,31-307,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0.0,0.0,0.0,0,0,40,48,83.3,0,29,0,0,0
16,16 Players,,,,,990,1,0,0,0,7,3,3,0,831,218,17,15,9,0.3,0.3,0.2,11,0,644,741,86.9,36,541,56,9,13
