,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Ousmane Dembélé,11.0,fr  FRA,"FW,LW",24-007,90,35,32,3,0,0,2,1,3,2,1,1,0,27,2,6,18,17,0,0,0,26,0,1,0,2
1,Antoine Griezmann,7.0,fr  FRA,"LW,RW",30-062,90,64,62,2,1,0,5,3,3,1,1,0,0,45,8,11,48,14,1,0,1,48,1,2,3,1
2,Francisco Trincão,17.0,pt  POR,RW,21-144,45,15,15,0,0,0,2,0,0,0,0,0,0,13,2,0,14,1,0,0,0,14,0,0,0,0
3,Martin Braithwaite,9.0,dk  DEN,FW,29-351,45,11,11,0,0,0,2,0,1,0,0,0,0,9,2,0,0,11,0,0,0,10,0,0,0,0
4,Ilaix,27.0,es  ESP,"DM,CM",18-123,54,32,32,0,0,0,3,0,0,0,0,0,0,28,3,1,6,25,1,0,0,29,1,0,1,0
5,Riqui Puig,12.0,es  ESP,CM,21-282,36,36,36,0,0,0,10,0,0,0,0,0,0,27,5,4,3,33,0,0,0,32,0,1,1,1
6,Sergio Busquets,5.0,es  ESP,DM,32-310,90,77,72,5,5,1,10,1,0,0,0,0,0,57,12,8,12,60,4,0,0,65,0,2,6,1
7,Junior Firpo,24.0,es  ESP,WB,24-273,45,38,35,3,0,0,7,0,0,0,0,0,0,25,5,8,28,3,3,3,0,30,0,0,2,1
8,Jordi Alba,18.0,es  ESP,LB,32-062,45,51,45,6,1,0,2,0,1,0,0,0,0,31,8,12,41,5,0,5,0,38,0,0,2,3
9,Sergiño Dest,2.0,us  USA,"WB,RB",20-200,90,52,45,7,0,0,5,0,0,0,0,0,0,40,6,6,9,35,1,7,0,47,0,1,2,1
10,Óscar Mingueza,28.0,es  ESP,CB,22-009,45,54,51,3,2,0,1,1,0,0,0,0,0,49,1,4,8,45,0,1,0,51,0,2,0,1
11,Samuel Umtiti,23.0,fr  FRA,CB,27-189,45,49,48,1,1,0,3,0,0,0,0,0,0,45,0,4,38,10,0,0,0,45,0,0,1,1
12,Frenkie de Jong,21.0,nl  NED,"CB,CM",24-010,73,79,78,1,1,0,9,0,0,0,0,0,0,68,7,4,2,75,1,0,1,77,0,0,1,1
13,Miralem Pjanić,8.0,ba  BIH,CM,31-050,17,14,14,0,0,0,3,0,0,0,0,0,0,13,0,1,4,10,0,0,0,13,0,0,0,0
14,Ronald Araújo,4.0,uy  URU,CB,22-076,90,86,85,1,1,0,11,0,0,0,0,0,0,73,5,8,6,75,1,0,0,79,0,1,4,0
15,Neto,13.0,br  BRA,GK,31-307,90,48,36,12,0,0,13,0,0,0,0,0,0,33,2,13,10,32,0,0,6,40,1,1,0,0
16,16 Players,,,,,990,741,697,44,12,1,88,6,8,3,2,1,0,583,68,90,247,451,12,16,8,644,3,11,23,13
