,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
14,2022-11-13,18:30,Copa del Rey,First round,Sun,Away,L,2.0,3.0,Real Unión,,,60.0,3000.0,José Mari,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
15,2022-12-30,19:15,La Liga,Matchweek 15,Fri,Home,D,1.0,1.0,Almería,1.3,2.3,49.0,17345.0,Álex Fernández,4-4-2,Juan Martínez,Match Report,
16,2023-01-06,21:00,La Liga,Matchweek 16,Fri,Away,W,1.0,0.0,Valencia,0.4,0.4,27.0,39003.0,Álex Fernández,4-2-3-1,Pablo González,Match Report,
17,2023-01-16,21:00,La Liga,Matchweek 17,Mon,Home,,,,Elche,,,,,,,,Head-to-Head,
18,2023-01-22,,La Liga,Matchweek 18,Sun,Away,,,,Sevilla,,,,,,,,Head-to-Head,
19,2023-01-29,,La Liga,Matchweek 19,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
20,2023-02-05,,La Liga,Matchweek 20,Sun,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
21,2023-02-12,,La Liga,Matchweek 21,Sun,Home,,,,Girona,,,,,,,,Head-to-Head,
22,2023-02-19,,La Liga,Matchweek 22,Sun,Away,,,,Barcelona,,,,,,,,Head-to-Head,
23,2023-02-26,,La Liga,Matchweek 23,Sun,Home,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
24,2023-03-05,,La Liga,Matchweek 24,Sun,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
25,2023-03-12,,La Liga,Matchweek 25,Sun,Home,,,,Getafe,,,,,,,,Head-to-Head,
26,2023-03-19,,La Liga,Matchweek 26,Sun,Away,,,,Almería,,,,,,,,Head-to-Head,
27,2023-04-02,,La Liga,Matchweek 27,Sun,Home,,,,Sevilla,,,,,,,,Head-to-Head,
28,2023-04-09,,La Liga,Matchweek 28,Sun,Away,,,,Betis,,,,,,,,Head-to-Head,
29,2023-04-16,,La Liga,Matchweek 29,Sun,Home,,,,Real Madrid,,,,,,,,Head-to-Head,
30,2023-04-23,,La Liga,Matchweek 30,Sun,Away,,,,Espanyol,,,,,,,,Head-to-Head,
31,2023-04-26,,La Liga,Matchweek 31,Wed,Home,,,,Osasuna,,,,,,,,Head-to-Head,
32,2023-04-30,,La Liga,Matchweek 32,Sun,Home,,,,Valencia,,,,,,,,Head-to-Head,
33,2023-05-03,,La Liga,Matchweek 33,Wed,Away,,,,Atlético Madrid,,,,,,,,Head-to-Head,
34,2023-05-14,,La Liga,Matchweek 34,Sun,Away,,,,Mallorca,,,,,,,,Head-to-Head,
35,2023-05-21,,La Liga,Matchweek 35,Sun,Home,,,,Valladolid,,,,,,,,Head-to-Head,
36,2023-05-24,,La Liga,Matchweek 36,Wed,Away,,,,Villarreal,,,,,,,,Head-to-Head,
37,2023-05-28,,La Liga,Matchweek 37,Sun,Home,,,,Celta Vigo,,,,,,,,Head-to-Head,
38,2023-06-04,,La Liga,Matchweek 38,Sun,Away,,,,Elche,,,,,,,,Head-to-Head,
